comparison,comparison_description,factor_type,factor,bucket_or_value,positive_group,negative_group,positive_count,negative_count,positive_mean,negative_mean,difference,effect_size,positive_rate,negative_rate,lift,evidence_score,priority,direction,interpretation
success_vs_failed,Trade quality: executed winners vs executed losers.,numeric,graph_quality_score,,success,failed,11,55,82.54545454545455,83.16363636363636,-0.6181818181818102,-0.09070250683672493,,,,0.09070250683672493,5,weak_or_no_separation,`graph_quality_score` has weak separation in this comparison.
success_vs_failed,Trade quality: executed winners vs executed losers.,numeric,theme_score,,success,failed,11,55,67.27272727272727,67.0,0.27272727272726627,0.044323011309186026,,,,0.044323011309186026,5,weak_or_no_separation,`theme_score` has weak separation in this comparison.
success_vs_failed,Trade quality: executed winners vs executed losers.,segment,signal_type,D2_LOW_ABSORB,success,failed,11,55,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`signal_type=D2_LOW_ABSORB` has weak segment separation.
success_vs_failed,Trade quality: executed winners vs executed losers.,segment,position_level,normal,success,failed,11,55,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`position_level=normal` has weak segment separation.
success_vs_failed,Trade quality: executed winners vs executed losers.,segment,support_type,A,success,failed,11,55,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`support_type=A` has weak segment separation.
success_vs_failed,Trade quality: executed winners vs executed losers.,segment,allowed_bool,True,success,failed,11,55,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`allowed_bool=True` has weak segment separation.
success_vs_failed,Trade quality: executed winners vs executed losers.,segment,eligible_for_trade,True,success,failed,11,55,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`eligible_for_trade=True` has weak segment separation.
success_vs_failed,Trade quality: executed winners vs executed losers.,segment,selected_by_topn,True,success,failed,11,55,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`selected_by_topn=True` has weak segment separation.
success_vs_failed,Trade quality: executed winners vs executed losers.,segment,selected_for_execution,True,success,failed,11,55,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`selected_for_execution=True` has weak segment separation.
success_vs_failed,Trade quality: executed winners vs executed losers.,segment,executed,True,success,failed,11,55,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`executed=True` has weak segment separation.
success_vs_ordinary,Positive samples vs ordinary baseline.,numeric,consecutive_boards,,success,ordinary,11,325,1.0909090909090908,1.1384615384615384,-0.047552447552447585,-0.12363855396461518,,,,0.12363855396461518,5,weak_or_no_separation,`consecutive_boards` has weak separation in this comparison.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,failure_reason,not_triggered,success,ordinary,0,28,,,-0.08615384615384615,,0.0,0.08615384615384615,0.0,0.08615384615384615,5,weak_or_no_separation,`failure_reason=not_triggered` has weak segment separation.
success_vs_ordinary,Positive samples vs ordinary baseline.,numeric,days_since_d0,,success,ordinary,11,325,1.4545454545454546,1.3784615384615384,0.07608391608391618,0.07462798080328926,,,,0.07462798080328926,5,weak_or_no_separation,`days_since_d0` has weak separation in this comparison.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,failure_reason,,success,ordinary,9,287,,,-0.06489510489510486,,0.8181818181818182,0.8830769230769231,0.9265125118783656,0.06489510489510486,5,weak_or_no_separation,`failure_reason=` has weak segment separation.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,failure_reason,break_invalid,success,ordinary,0,10,,,-0.03076923076923077,,0.0,0.03076923076923077,0.0,0.03076923076923077,5,weak_or_no_separation,`failure_reason=break_invalid` has weak segment separation.
success_vs_ordinary,Positive samples vs ordinary baseline.,numeric,low_absorb_width_pct,,success,ordinary,11,325,3.6996669043856487,3.688346914283688,0.01131999010196072,0.00900269715680159,,,,0.00900269715680159,5,weak_or_no_separation,`low_absorb_width_pct` has weak separation in this comparison.
success_vs_ordinary,Positive samples vs ordinary baseline.,numeric,invalid_distance_pct,,success,ordinary,11,325,3.6996669043856487,3.688346914283688,0.01131999010196072,0.00900269715680159,,,,0.00900269715680159,5,weak_or_no_separation,`invalid_distance_pct` has weak separation in this comparison.
watch_hit_vs_watch_miss,WATCH_ONLY candidates that reached D3 target-min vs WATCH_ONLY ordinary candidates.,numeric,theme_score,,watch_hit,watch_miss,123,254,65.48780487804878,63.95669291338583,1.5311119646629479,0.1877831089542859,,,,0.1877831089542859,5,weak_or_no_separation,`theme_score` has weak separation in this comparison.
watch_hit_vs_watch_miss,WATCH_ONLY candidates that reached D3 target-min vs WATCH_ONLY ordinary candidates.,numeric,active_money_score,,watch_hit,watch_miss,123,254,66.3089430894309,66.85826771653544,-0.5493246271045393,-0.03148805212866557,,,,0.03148805212866557,5,weak_or_no_separation,`active_money_score` has weak separation in this comparison.
watch_hit_vs_watch_miss,WATCH_ONLY candidates that reached D3 target-min vs WATCH_ONLY ordinary candidates.,segment,support_type,B,watch_hit,watch_miss,10,19,,,0.006497663401830861,,0.08130081300813008,0.07480314960629922,1.0868635002139495,0.006497663401830861,5,weak_or_no_separation,`support_type=B` has weak segment separation.
watch_hit_vs_watch_miss,WATCH_ONLY candidates that reached D3 target-min vs WATCH_ONLY ordinary candidates.,segment,signal_type,WATCH_ONLY,watch_hit,watch_miss,123,254,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`signal_type=WATCH_ONLY` has weak segment separation.
watch_hit_vs_watch_miss,WATCH_ONLY candidates that reached D3 target-min vs WATCH_ONLY ordinary candidates.,segment,position_level,zero,watch_hit,watch_miss,123,254,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`position_level=zero` has weak segment separation.
watch_hit_vs_watch_miss,WATCH_ONLY candidates that reached D3 target-min vs WATCH_ONLY ordinary candidates.,segment,allowed_bool,False,watch_hit,watch_miss,123,254,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`allowed_bool=False` has weak segment separation.
watch_hit_vs_watch_miss,WATCH_ONLY candidates that reached D3 target-min vs WATCH_ONLY ordinary candidates.,segment,eligible_for_trade,False,watch_hit,watch_miss,123,254,,,0.0,,1.0,1.0,1.0,0.0,5,weak_or_no_separation,`eligible_for_trade=False` has weak segment separation.
