factor,bucket,record_count,success_count,failed_count,missed_count,ordinary_count,data_issue_count,success_rate,failed_rate,missed_rate,avg_d3_realized_return_pct,median_d3_realized_return_pct,avg_candidate_d3_max_return_pct,avg_d3_max_return_pct,avg_d3_close_return_pct
active_money_score,50-60,83,1,10,20,52,0,0.012048192771084338,0.12048192771084337,0.24096385542168675,-2.8315159968474712,-2.689241580951718,4.438304529145294,2.6498486616730688,-3.0039037750443796
active_money_score,60-70,109,3,8,30,68,0,0.027522935779816515,0.07339449541284404,0.27522935779816515,-0.8586205590318629,1.2911856312241898,5.152285637560722,4.712763351211938,-1.1090275101351623
active_money_score,70-80,92,5,15,16,48,8,0.05434782608695652,0.16304347826086957,0.17391304347826086,0.05358483159874765,-1.7856319102271478,3.90456226718007,4.719350878030542,-0.608411578988121
active_money_score,<=50,93,0,0,30,63,0,0.0,0.0,0.3225806451612903,,,4.711589832189308,,
active_money_score,>80,171,2,22,51,94,2,0.011695906432748537,0.1286549707602339,0.2982456140350877,-2.3093968518765418,-2.3594771447467577,4.958412226380243,2.9977730559060536,-2.70684836089994
allowed_bool,False,387,0,0,123,254,10,0.0,0.0,0.3178294573643411,,,5.044537020702742,,
allowed_bool,True,161,11,55,24,71,0,0.06832298136645963,0.3416149068322981,0.14906832298136646,-1.438565604965678,-2.015450035948957,3.927457793187808,3.74730762188017,-1.8541641875505448
candidate_d3_close_return_pct,,10,0,0,0,0,10,0.0,0.0,0.0,,,,,
candidate_d3_close_return_pct,0-3,61,4,7,17,33,0,0.06557377049180328,0.11475409836065574,0.2786885245901639,3.8397544802318766,2.6061057334326065,6.227117223474269,6.887454606000758,2.3761008399040193
candidate_d3_close_return_pct,3-7,62,5,2,47,8,0,0.08064516129032258,0.03225806451612903,0.7580645161290323,5.68085713157867,7.0,8.92786369171225,7.687920549701281,4.453896799793644
candidate_d3_close_return_pct,7-10,25,0,0,25,0,0,0.0,0.0,1.0,,,11.112781861434373,,
candidate_d3_close_return_pct,<=0,353,1,46,22,284,0,0.0028328611898017,0.13031161473087818,0.06232294617563739,-3.91380061981566,-3.981304935354335,2.0831884746469482,2.1316164259688923,-4.085601496277518
candidate_d3_close_return_pct,>10,37,1,0,36,0,0,0.02702702702702703,0.0,0.972972972972973,7.0,7.0,15.879577943347266,17.558886509635975,12.334047109207711
candidate_d3_max_return_pct,,10,0,0,0,0,10,0.0,0.0,0.0,,,,,
candidate_d3_max_return_pct,0-3,176,0,27,0,149,0,0.0,0.1534090909090909,0.0,-2.9068478686679793,-2.003338898163609,1.4863896249423731,2.917790924695502,-2.9068478686679793
candidate_d3_max_return_pct,3-7,124,2,10,0,112,0,0.016129032258064516,0.08064516129032258,0.0,0.37084294866207923,0.13018325615841708,4.920287688091197,5.393955086609984,-0.4052374303131056
candidate_d3_max_return_pct,7-10,88,7,2,79,0,0,0.07954545454545454,0.022727272727272728,0.8977272727272727,5.310565087470048,7.0,8.542538743013553,8.808213966592387,3.0712389924110863
candidate_d3_max_return_pct,<=0,80,0,16,0,64,0,0.0,0.2,0.0,-5.169102415304666,-5.149554817819868,-0.9429136334037622,-0.3565950984491445,-5.169102415304666
candidate_d3_max_return_pct,>10,70,2,0,68,0,0,0.02857142857142857,0.0,0.9714285714285714,7.0,7.0,14.086865649744473,15.123041456923826,8.018696476315823
consecutive_boards,<=50,548,11,55,147,325,10,0.020072992700729927,0.10036496350364964,0.26824817518248173,-1.438565604965678,-2.015450035948957,4.710243794624853,3.74730762188017,-1.8541641875505448
daily_rank,,429,0,0,132,287,10,0.0,0.0,0.3076923076923077,,,4.953487040689829,,
daily_rank,1,2,0,1,1,0,0,0.0,0.5,0.5,-1.932337363546221,-1.932337363546221,6.95157431679172,3.054153956951411,-1.932337363546221
daily_rank,2,2,1,0,0,1,0,0.5,0.0,0.0,7.0,7.0,1.8366147516896802,7.496509027776521,-1.0746411937073264
daily_rank,3,2,0,0,0,2,0,0.0,0.0,0.0,,,4.573352898792682,,
daily_rank,>3,113,10,54,14,35,0,0.08849557522123894,0.4778761061946903,0.12389380530973451,-1.5627030088154454,-2.1711879942745647,3.8219204205715402,3.6995568759275512,-1.8651227784544124
days_since_d0,0,174,0,0,81,83,10,0.0,0.0,0.46551724137931033,,,7.252653919197588,,
days_since_d0,1,143,6,22,27,88,0,0.04195804195804196,0.15384615384615385,0.1888111888111888,-1.2999667690306693,-1.7939705461615887,3.5543475654357164,3.7452252118619613,-2.0502386617764246
days_since_d0,2,153,5,18,28,102,0,0.032679738562091505,0.11764705882352941,0.1830065359477124,-1.226876518842666,-2.4041394746786904,4.005103333987334,4.657700800007918,-1.5060892777000618
days_since_d0,3,77,0,15,10,52,0,0.0,0.19480519480519481,0.12987012987012986,-2.0218733640996436,-1.5679249222906866,2.759219282984651,2.3552585807849455,-2.0218733640996436
days_since_d0,>3,1,0,0,1,0,0,0.0,0.0,1.0,,,11.16352201257862,,
eligible_for_trade,False,429,0,0,132,287,10,0.0,0.0,0.3076923076923077,,,4.953487040689829,,
eligible_for_trade,True,119,11,55,15,38,0,0.09243697478991597,0.46218487394957986,0.12605042016806722,-1.438565604965678,-2.015450035948957,3.8537822811691775,3.74730762188017,-1.8541641875505448
executed,False,482,0,0,147,325,10,0.0,0.0,0.3049792531120332,,,4.958309770279081,,
executed,True,66,11,55,0,0,0,0.16666666666666666,0.8333333333333334,0.0,-1.438565604965678,-2.015450035948957,2.936196211158254,3.74730762188017,-1.8541641875505448
failure_reason,,428,9,0,132,287,0,0.02102803738317757,0.0,0.308411214953271,7.0,7.0,5.0445569143944216,10.219518210224393,5.215754322186907
failure_reason,break_invalid,10,0,0,0,10,0,0.0,0.0,0.0,,,-0.3616664394297907,,
failure_reason,data_issue,10,0,0,0,0,10,0.0,0.0,0.0,,,,,
failure_reason,not_triggered,28,0,0,0,28,0,0.0,0.0,0.0,,,3.4505202406394453,,
failure_reason,stop_hit,42,2,40,0,0,0,0.047619047619047616,0.9523809523809523,0.0,-3.847670858597247,-4.693471308329294,1.6738366059852334,2.260768996447607,-4.118415985984947
failure_reason,unknown,8,0,8,0,0,0,0.0,1.0,0.0,1.9308539451566573,1.9187958169406771,2.873513236984418,4.88678905267623,1.9308539451566573
failure_reason,weak_repair,7,0,7,0,0,0,0.0,1.0,0.0,-1.6842836325576547,-1.5679249222906866,2.420059611059444,3.0428612685517584,-1.6842836325576547
failure_reason,zone_too_low,15,0,0,15,0,0,0.0,0.0,1.0,,,11.454215945272052,,
graph_quality_score,50-60,59,0,0,17,38,4,0.0,0.0,0.288135593220339,,,5.7599067311666845,,
graph_quality_score,60-70,83,1,8,18,56,0,0.012048192771084338,0.0963855421686747,0.21686746987951808,-3.3437057102953682,-3.110823071937785,3.938276747871047,2.375914788743528,-3.581697916404331
graph_quality_score,70-80,40,2,4,16,18,0,0.05,0.1,0.4,1.461908837667312,0.8575602985941562,6.029724053821708,4.059324276702033,0.21543577186072796
graph_quality_score,<=50,131,0,0,17,112,2,0.0,0.0,0.1297709923664122,,,2.7834207470770083,,
graph_quality_score,>80,235,8,43,79,101,4,0.03404255319148936,0.1829787234042553,0.33617021276595743,-1.4435966972760845,-1.8211581747493375,5.585234124220363,3.9526102801017102,-1.7927876423894384
invalid_distance_pct,1-2,36,0,1,12,19,4,0.0,0.027777777777777776,0.3333333333333333,-7.58206135846391,-7.58206135846391,5.6145121199143215,0.8684567218095518,-7.58206135846391
