event_id,signal_date,code,board,model_score,model_rank,target7,raw_repair_return,capped_opportunity_return_7,residual_group,d1_high_to_close_drawdown_raw,d1_close_location,d1_intraday_range,d1_low_to_close_recovery,d1_open_to_close_return_raw,d1_last_hour_return,late_day_sell_volume_ratio,late_day_sell_amount_ratio,score_gap_to_rank3,candidate_count
600703_2026-06-17,2026-06-17,600703,2,0.504123317788,16,1,0.0892151326934,0.07,OTHER,0.0149253731343,0.573770491803,0.0362232779097,0.0208209399167,0.0117924528302,0.00822561692127,0.0462757405656,0.0463368903437,,17
002051_2026-06-17,2026-06-17,002051,2,0.500552218524,17,1,0.0827974276527,0.07,OTHER,0.107142857143,0.197860962567,0.146436961629,0.0305028854081,-0.054462934947,-0.00556881463803,0.0879530647419,0.0863311166583,,17
603186_2026-06-18,2026-06-18,603186,3,0.597085596238,1,0,0.0454831800428,0.0454831800428,TOP3_FALSE_POSITIVE,0.00779231602634,0.9,0.0824987867825,0.076057483731,0.0659414450712,0.0173901897112,0.0376952179849,0.0387944058807,,15
002741_2026-06-18,2026-06-18,002741,3,0.59561853857,2,0,-0.0204131227217,-0.0204131227217,TOP3_FALSE_POSITIVE,0,1,0.0697261663286,0.0713359273671,0.0379492334757,0.0240515745103,0.0400275905318,0.0404533440785,,15
600110_2026-06-18,2026-06-18,600110,3,0.593164230287,3,0,-0.0444572748268,-0.0444572748268,TOP3_FALSE_POSITIVE,0.0456273764259,0.4,0.0813008130081,0.0329218106996,0.004,0.00630011454754,0.0383745660723,0.0383402001492,,15
603002_2026-06-18,2026-06-18,603002,3,0.588881639336,4,1,0.117920540997,0.07,RANK4_10_MISSED_WINNER,0.0375510204082,0.494505494505,0.0784482758621,0.0396825396825,-0.00253807106599,-0.00211595429539,0.0654453463991,0.0658556187057,0.004282590951,15
002080_2026-06-18,2026-06-18,002080,3,0.578674209998,5,0,0.0197681513118,0.0197681513118,RANK4_10_NON_WINNER,0.0241095226557,0.535046728972,0.0519354447276,0.0292614362382,-0.0206686930091,-0.00567831131959,0.0842181397717,0.0844326959046,,15
603115_2026-06-18,2026-06-18,603115,3,0.573419752004,6,0,0.0322945682451,0.0322945682451,RANK4_10_NON_WINNER,0.106001558846,0.0395480225989,0.118059029515,0.00490625547573,-0.0896825396825,-0.0151970464497,0.124474625144,0.121805394315,,15
600186_2026-06-18,2026-06-18,600186,2,0.570424114954,7,0,0.0350515463918,0.0350515463918,RANK4_10_NON_WINNER,0.078114912847,0.141843971631,0.0961800818554,0.0142045454545,-0.0409670920081,-0.00764419735928,0.105157071602,0.103741635859,,15
000679_2026-06-18,2026-06-18,000679,2,0.564486108014,8,0,0.0197889182058,0.0197889182058,RANK4_10_NON_WINNER,0.0630407911001,0.413793103448,0.118367346939,0.0498614958449,0.0312925170068,-0.0143042912874,0.0842107589307,0.0831651692098,,15
000777_2026-06-18,2026-06-18,000777,3,0.557573912409,9,0,0.0143464399575,0.0143464399575,RANK4_10_NON_WINNER,0.053416746872,0,0.0507776761208,0,-0.038141809291,0,0,0,,15
603773_2026-06-18,2026-06-18,603773,2,0.554870759874,10,0,0.0675738274464,0.0675738274464,RANK4_10_NON_WINNER,0.0423861852433,0.668485675307,0.132366219226,0.098,-0.0374612822161,0.00610873549175,0.0644717038333,0.0648044167124,,15
601636_2026-06-18,2026-06-18,601636,3,0.552485841361,11,0,0.0048309178744,0.0048309178744,OTHER,0.0640279394645,0.303797468354,0.0911188004614,0.0307692307692,-0.0640279394645,-0.0254545454545,0.0721645253772,0.0723825664682,,15
002484_2026-06-18,2026-06-18,002484,2,0.546665144121,12,0,-0.0501659904094,-0.0501659904094,OTHER,0.0270124257158,0.574468085106,0.0671876489088,0.0389385635997,0.0389385635997,-0.00597921074418,0.0815249640875,0.0820012403866,,15
600192_2026-06-18,2026-06-18,600192,2,0.546026629622,13,0,0.00126742712294,0.00126742712294,OTHER,0.0593220338983,0,0.0586826347305,0,-0.0501222493888,-0.00639386189258,0.132933991007,0.130411426307,,15
600615_2026-06-18,2026-06-18,600615,2,0.542756786811,14,0,-0.00570342205323,-0.00570342205323,OTHER,0.0477477477477,0.184615384615,0.0588768115942,0.0114832535885,-0.0477477477477,-0.00470809792844,0.143064017252,0.14132136093,,15
