code,status,daily_source,minute_source,from_cache,daily_rows,daily_history_rows,daily_required_days,minute_rows,minute_trade_days,minute_required_days,daily_start,daily_end,minute_start,minute_end,daily_ma_coverage_ok,missing_latest_daily_ma,missing_daily_amount_count,missing_daily_volume_count,missing_minute_amount_count,missing_minute_volume_count,zero_minute_volume_count,daily_minute_close_matched_days,daily_minute_close_max_abs_diff,daily_minute_close_check_ok,warnings,error,name,trade_date,d0_date
000068,failed,cache,sina_5m,False,40,180,180,1538,33,40,2026-04-15 00:00:00,2026-06-12 00:00:00,2026-04-24 14:55:00,2026-06-12 15:00:00,True,,7,0,0,0,0,33,0.0,True,minute trade days 33 < required 40,000068 data quality check failed: minute trade days 33 < required 40,华控赛格,2026-06-12,2026-06-08
000517,failed,cache,sina_5m,False,40,180,180,1538,33,40,2026-04-15 00:00:00,2026-06-12 00:00:00,2026-04-24 14:55:00,2026-06-12 15:00:00,True,,7,0,0,0,0,33,0.0,True,minute trade days 33 < required 40,000517 data quality check failed: minute trade days 33 < required 40,荣安地产,2026-06-12,2026-06-08
000620,failed,cache,sina_5m,False,40,180,180,1538,33,40,2026-04-15 00:00:00,2026-06-12 00:00:00,2026-04-24 14:55:00,2026-06-12 15:00:00,True,,7,0,0,0,0,33,0.0,True,minute trade days 33 < required 40,000620 data quality check failed: minute trade days 33 < required 40,盈新发展,2026-06-12,2026-06-08
000759,failed,cache,sina_5m,False,40,180,180,1538,33,40,2026-04-15 00:00:00,2026-06-12 00:00:00,2026-04-24 14:55:00,2026-06-12 15:00:00,True,,7,0,0,0,0,33,0.0,True,minute trade days 33 < required 40,000759 data quality check failed: minute trade days 33 < required 40,中百集团,2026-06-12,2026-06-12
000785,failed,cache,sina_5m,False,40,180,180,1538,33,40,2026-04-15 00:00:00,2026-06-12 00:00:00,2026-04-24 14:55:00,2026-06-12 15:00:00,True,,7,0,0,0,0,33,0.0,True,minute trade days 33 < required 40,000785 data quality check failed: minute trade days 33 < required 40,居然智家,2026-06-12,2026-06-08
000833,failed,cache,sina_5m,False,40,180,180,1538,33,40,2026-04-15 00:00:00,2026-06-12 00:00:00,2026-04-24 14:55:00,2026-06-12 15:00:00,True,,7,0,0,0,0,33,0.0,True,minute trade days 33 < required 40,000833 data quality check failed: minute trade days 33 < required 40,粤桂股份,2026-06-12,2026-06-08
000970,failed,cache,sina_5m,False,40,180,180,1538,33,40,2026-04-15 00:00:00,2026-06-12 00:00:00,2026-04-24 14:55:00,2026-06-12 15:00:00,True,,7,0,0,0,0,33,0.0,True,minute trade days 33 < required 40,000970 data quality check failed: minute trade days 33 < required 40,中科三环,2026-06-12,2026-06-10
001238,failed,cache,sina_5m,False,40,180,180,1541,33,40,2026-04-15 00:00:00,2026-06-12 00:00:00,2026-04-24 14:30:00,2026-06-12 15:00:00,True,,7,0,0,0,0,33,0.0,True,minute trade days 33 < required 40,001238 data quality check failed: minute trade days 33 < required 40,浙江正特,2026-06-12,2026-06-08
001317,failed,cache,sina_5m,False,40,180,180,1538,33,40,2026-04-15 00:00:00,2026-06-12 00:00:00,2026-04-24 14:55:00,2026-06-12 15:00:00,True,,7,0,0,0,0,33,0.0,True,minute trade days 33 < required 40,001317 data quality check failed: minute trade days 33 < required 40,三羊马,2026-06-12,2026-06-08
001696,failed,cache,sina_5m,False,40,180,180,1538,33,40,2026-04-15 00:00:00,2026-06-12 00:00:00,2026-04-24 14:55:00,2026-06-12 15:00:00,True,,7,0,0,0,0,33,0.0,True,minute trade days 33 < required 40,001696 data quality check failed: minute trade days 33 < required 40,宗申动力,2026-06-12,2026-06-12
002046,failed,cache,sina_5m,False,40,180,180,1538,33,40,2026-04-15 00:00:00,2026-06-12 00:00:00,2026-04-24 14:55:00,2026-06-12 15:00:00,True,,7,0,0,0,0,33,0.0,True,minute trade days 33 < required 40,002046 data quality check failed: minute trade days 33 < required 40,国机精工,2026-06-12,2026-06-08
002164,failed,cache,sina_5m,False,40,180,180,1538,33,40,2026-04-15 00:00:00,2026-06-12 00:00:00,2026-04-24 14:55:00,2026-06-12 15:00:00,True,,7,0,0,0,0,33,0.0,True,minute trade days 33 < required 40,002164 data quality check failed: minute trade days 33 < required 40,宁波东力,2026-06-12,2026-06-08
002254,failed,cache,sina_5m,False,40,180,180,1538,33,40,2026-04-15 00:00:00,2026-06-12 00:00:00,2026-04-24 14:55:00,2026-06-12 15:00:00,True,,7,0,0,0,0,33,0.0,True,minute trade days 33 < required 40,002254 data quality check failed: minute trade days 33 < required 40,泰和新材,2026-06-12,2026-06-11
002354,failed,cache,sina_5m,False,40,180,180,1538,33,40,2026-04-15 00:00:00,2026-06-12 00:00:00,2026-04-24 14:55:00,2026-06-12 15:00:00,True,,7,0,0,0,0,33,0.0,True,minute trade days 33 < required 40,002354 data quality check failed: minute trade days 33 < required 40,天娱数科,2026-06-12,2026-06-10
002361,failed,cache,sina_5m,False,40,180,180,1538,33,40,2026-04-15 00:00:00,2026-06-12 00:00:00,2026-04-24 14:55:00,2026-06-12 15:00:00,True,,7,0,0,0,0,33,0.0,True,minute trade days 33 < required 40,002361 data quality check failed: minute trade days 33 < required 40,神剑股份,2026-06-12,2026-06-08
002362,failed,cache,sina_5m,False,40,180,180,1538,33,40,2026-04-15 00:00:00,2026-06-12 00:00:00,2026-04-24 14:55:00,2026-06-12 15:00:00,True,,7,0,0,0,0,33,0.0,True,minute trade days 33 < required 40,002362 data quality check failed: minute trade days 33 < required 40,汉王科技,2026-06-12,2026-06-09
