code,status,daily_source,minute_source,from_cache,daily_rows,daily_history_rows,daily_required_days,minute_rows,minute_trade_days,minute_required_days,daily_start,daily_end,minute_start,minute_end,daily_ma_coverage_ok,missing_latest_daily_ma,missing_daily_amount_count,missing_daily_volume_count,missing_minute_amount_count,missing_minute_volume_count,zero_minute_volume_count,daily_minute_close_matched_days,daily_minute_close_max_abs_diff,daily_minute_close_check_ok,warnings,error,name,trade_date,d0_date
000517,failed,cache,sina_5m,False,40,180,180,1298,28,40,2026-04-08 00:00:00,2026-06-05 00:00:00,2026-04-24 14:55:00,2026-06-05 15:00:00,True,,12,0,0,0,0,28,0.0,True,minute trade days 28 < required 40,000517 data quality check failed: minute trade days 28 < required 40,荣安地产,2026-06-05,2026-06-05
000520,failed,cache,sina_5m,False,40,180,180,1298,28,40,2026-04-08 00:00:00,2026-06-05 00:00:00,2026-04-24 14:55:00,2026-06-05 15:00:00,True,,12,0,0,0,0,28,0.0,True,minute trade days 28 < required 40,000520 data quality check failed: minute trade days 28 < required 40,凤凰航运,2026-06-05,2026-06-05
000608,failed,cache,sina_5m,False,40,180,180,1298,28,40,2026-04-07 00:00:00,2026-06-05 00:00:00,2026-04-23 14:55:00,2026-06-05 15:00:00,True,,12,0,0,0,0,28,0.0,True,minute trade days 28 < required 40,000608 data quality check failed: minute trade days 28 < required 40,阳光股份,2026-06-05,2026-06-05
000668,failed,cache,sina_5m,False,40,180,180,1298,29,40,2026-04-07 00:00:00,2026-06-05 00:00:00,2026-04-22 14:45:00,2026-06-05 15:00:00,True,,11,0,0,0,0,29,0.0,True,minute trade days 29 < required 40,000668 data quality check failed: minute trade days 29 < required 40,荣丰控股,2026-06-05,2026-06-05
000759,failed,cache,sina_5m,False,40,180,180,1298,28,40,2026-04-08 00:00:00,2026-06-05 00:00:00,2026-04-24 14:55:00,2026-06-05 15:00:00,True,,12,0,0,0,0,28,0.0,True,minute trade days 28 < required 40,000759 data quality check failed: minute trade days 28 < required 40,中百集团,2026-06-05,2026-06-05
001256,failed,cache,sina_5m,False,40,180,180,1298,28,40,2026-04-08 00:00:00,2026-06-05 00:00:00,2026-04-24 14:55:00,2026-06-05 15:00:00,True,,12,0,0,0,0,28,0.0,True,minute trade days 28 < required 40,001256 data quality check failed: minute trade days 28 < required 40,炜冈科技,2026-06-05,2026-06-05
001400,failed,cache,sina_5m,False,40,180,180,1298,28,40,2026-04-08 00:00:00,2026-06-05 00:00:00,2026-04-24 14:55:00,2026-06-05 15:00:00,True,,12,0,0,0,0,28,0.0,True,minute trade days 28 < required 40,001400 data quality check failed: minute trade days 28 < required 40,江顺科技,2026-06-05,2026-06-05
002138,failed,cache,sina_5m,False,40,180,180,1298,28,40,2026-04-08 00:00:00,2026-06-05 00:00:00,2026-04-24 14:55:00,2026-06-05 15:00:00,True,,12,0,0,0,0,28,0.0,True,minute trade days 28 < required 40,002138 data quality check failed: minute trade days 28 < required 40,顺络电子,2026-06-05,2026-06-05
002183,failed,cache,sina_5m,False,40,180,180,1298,28,40,2026-04-08 00:00:00,2026-06-05 00:00:00,2026-04-24 14:55:00,2026-06-05 15:00:00,True,,12,0,0,0,0,28,0.0,True,minute trade days 28 < required 40,002183 data quality check failed: minute trade days 28 < required 40,怡 亚 通,2026-06-05,2026-06-05
002194,failed,cache,sina_5m,False,40,180,180,1298,28,40,2026-04-08 00:00:00,2026-06-05 00:00:00,2026-04-24 14:55:00,2026-06-05 15:00:00,True,,12,0,0,0,0,28,0.0,True,minute trade days 28 < required 40,002194 data quality check failed: minute trade days 28 < required 40,武汉凡谷,2026-06-05,2026-06-05
