code,status,daily_source,minute_source,from_cache,daily_rows,daily_history_rows,daily_required_days,minute_rows,minute_trade_days,minute_required_days,daily_start,daily_end,minute_start,minute_end,daily_ma_coverage_ok,missing_latest_daily_ma,missing_daily_amount_count,missing_daily_volume_count,missing_minute_amount_count,missing_minute_volume_count,zero_minute_volume_count,daily_minute_close_matched_days,daily_minute_close_max_abs_diff,daily_minute_close_check_ok,warnings,error,name,trade_date,d0_date
000032,failed,cache,sina_5m,False,40,180,180,1586,34,40,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-24 14:55:00,2026-06-15 15:00:00,True,,6,0,0,0,0,34,0.0,True,minute trade days 34 < required 40,000032 data quality check failed: minute trade days 34 < required 40,深桑达Ａ,2026-06-15,2026-06-15
000048,failed,cache,sina_5m,False,40,180,180,1586,34,40,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-24 14:55:00,2026-06-15 15:00:00,True,,6,0,0,0,0,34,0.0,True,minute trade days 34 < required 40,000048 data quality check failed: minute trade days 34 < required 40,京基智农,2026-06-15,2026-06-11
000510,failed,cache,sina_5m,False,40,180,180,1586,34,40,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-24 14:55:00,2026-06-15 15:00:00,True,,6,0,0,0,0,34,0.0,True,minute trade days 34 < required 40,000510 data quality check failed: minute trade days 34 < required 40,新金路,2026-06-15,2026-06-15
000631,failed,cache,sina_5m,False,40,180,180,1586,34,40,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-24 14:55:00,2026-06-15 15:00:00,True,,6,0,0,0,0,34,0.0,True,minute trade days 34 < required 40,000631 data quality check failed: minute trade days 34 < required 40,顺发恒能,2026-06-15,2026-06-11
000688,failed,cache,sina_5m,False,40,180,180,1586,34,40,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-24 14:55:00,2026-06-15 15:00:00,True,,6,0,0,0,0,34,0.0,True,minute trade days 34 < required 40,000688 data quality check failed: minute trade days 34 < required 40,国城矿业,2026-06-15,2026-06-11
000921,failed,cache,sina_5m,False,40,180,180,1586,34,40,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-24 14:55:00,2026-06-15 15:00:00,True,,6,0,0,0,0,34,0.0,True,minute trade days 34 < required 40,000921 data quality check failed: minute trade days 34 < required 40,海信家电,2026-06-15,2026-06-11
001257,failed,tencent_daily,sina_5m,False,40,51,180,1586,34,40,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-24 14:55:00,2026-06-15 15:00:00,True,,6,0,0,0,0,34,0.0,True,daily history rows 51 < required 180; minute trade days 34 < required 40,001257 data quality check failed: daily history rows 51 < required 180; minute trade days 34 < required 40,盛龙股份,2026-06-15,2026-06-15
001268,failed,cache,sina_5m,False,40,180,180,1586,34,40,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-24 14:55:00,2026-06-15 15:00:00,True,,6,0,0,0,0,34,0.0,True,minute trade days 34 < required 40,001268 data quality check failed: minute trade days 34 < required 40,联合精密,2026-06-15,2026-06-11
001696,failed,cache,sina_5m,False,40,180,180,1586,34,40,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-24 14:55:00,2026-06-15 15:00:00,True,,6,0,0,0,0,34,0.0,True,minute trade days 34 < required 40,001696 data quality check failed: minute trade days 34 < required 40,宗申动力,2026-06-15,2026-06-12
002119,failed,cache,sina_5m,False,40,180,180,1586,34,40,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-24 14:55:00,2026-06-15 15:00:00,True,,6,0,0,0,0,34,0.0,True,minute trade days 34 < required 40,002119 data quality check failed: minute trade days 34 < required 40,康强电子,2026-06-15,2026-06-11
002165,failed,cache,sina_5m,False,40,180,180,1586,34,40,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-24 14:55:00,2026-06-15 15:00:00,True,,6,0,0,0,0,34,0.0,True,minute trade days 34 < required 40,002165 data quality check failed: minute trade days 34 < required 40,红 宝 丽,2026-06-15,2026-06-11
002203,failed,cache,sina_5m,False,40,180,180,1586,34,40,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-24 14:55:00,2026-06-15 15:00:00,True,,6,0,0,0,0,34,0.0,True,minute trade days 34 < required 40,002203 data quality check failed: minute trade days 34 < required 40,海亮股份,2026-06-15,2026-06-12
