tag,mode,pairwise_auc,pair_accuracy,pairwise_logloss,baseline_capped_return,rank1_capped_return,rank1_excess,top3_capped_return,top3_excess,top1_beat_universe_rate,top1_target7_hit,top3_target7_precision,lambda
ridge_in_sample_lambda_0.1,TRAIN_IN_SAMPLE,0.7619550347611573,0.7619550347611573,0.5530352608947737,0.032118232351385285,0.04953205879214689,0.01741382644076159,0.03858481846328506,0.008364752627129622,0.7435897435897436,0.6923076923076923,0.5170940170940171,0.1
ridge_in_sample_lambda_10.0,TRAIN_IN_SAMPLE,0.6139786698562208,0.6139786698562208,0.6802718130562008,0.032118232351385285,0.03417613642128435,0.0020579040698990537,0.031536382463996024,0.0013163166278405856,0.6153846153846154,0.46153846153846156,0.44871794871794873,10.0
ridge_lam10_oof,OOF,0.5049845138581402,0.5049845138581402,0.6951074448571006,0.02998539079437465,0.028231244710682217,-0.0017541460836924408,0.02553497065165339,-0.0023003089956580344,0.5517241379310345,0.41379310344827586,0.3850574712643678,10.0
