trade_date,code,name,d0_date,days_since_d0,consecutive_boards,signal_type,allowed,position_level,total_score,graph_quality_score,active_money_score,active_cooling_score,support_score,theme_score,trend_hold_score,entry_width_score,low_absorb_width_pct,invalid_distance_pct,d1_low_ma10_pct,d1_close_ma10_pct,d1_close_vwap_pct,support_type,low_absorb_min,low_absorb_max,invalid_price,key_zones_json,reasons
2026-06-11,000068,华控赛格,2026-06-08,3,1,WATCH_ONLY,False,zero,66.9,82.0,58.0,90.0,11.0,60.0,60.0,60.0,3.9548,1.7341,-0.8168,0.9335,-0.3612,C,3.4,3.54,3.4,"{""d1_low"": 3.4, ""d1_open"": 3.46, ""d1_close"": 3.46, ""d1_vwap"": 3.466158304710775, ""prev_close"": 3.54, ""ma5"": 3.654, ""ma10"": 3.428, ""d1_intraday_vwap"": 3.47254345055283, ""d1_first_5m_low"": 3.42, ""low_absorb_min"": 3.4, ""low_absorb_max"": 3.54, ""invalid_price"": 3.4}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; active_raw: D1 成交额放大不足; active_raw: D1 有一定振幅; active_raw: 分时围绕 VWAP 反复争夺; active_raw: 分时有急拉急杀波动; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材有联动: 环境治理 4 家; factor: active_cooling_score=90.00; factor: trend_hold_score=60.00; factor: entry_width_score=60.00; factor: low_absorb_width_pct=3.95; factor: invalid_distance_pct=1.73; factor: d1_low_ma10_pct=-0.82; factor: d1_close_ma10_pct=0.93; factor: d1_close_vwap_pct=-0.36; soft_filter: 承接类型 C，仅作辅助扣分，不再硬过滤; hard_filter: 承接分严重不足
2026-06-11,000517,荣安地产,2026-06-08,3,1,D2_WATCH_OR_SMALL,True,small,60.6,70.0,74.0,85.0,21.0,70.0,40.0,60.0,4.0609,1.0471,-5.4054,-4.4044,-1.4153,C,1.89,1.97,1.89,"{""d1_low"": 1.89, ""d1_open"": 1.94, ""d1_close"": 1.91, ""d1_vwap"": 1.927671723688376, ""prev_close"": 1.97, ""ma5"": 2.086, ""ma10"": 1.998, ""d1_intraday_vwap"": 1.937420326301838, ""d1_first_5m_low"": 1.93, ""low_absorb_min"": 1.89, ""low_absorb_max"": 1.97, ""invalid_price"": 1.89}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘接近低位; active_raw: D1 成交额温和放大; active_raw: D1 振幅明显放大; active_raw: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 房地产开 10 家; factor: active_cooling_score=85.00; factor: trend_hold_score=40.00; factor: entry_width_score=60.00; factor: low_absorb_width_pct=4.06; factor: invalid_distance_pct=1.05; factor: d1_low_ma10_pct=-5.41; factor: d1_close_ma10_pct=-4.40; factor: d1_close_vwap_pct=-1.42; soft_filter: 承接类型 C，仅作辅助扣分，不再硬过滤
2026-06-11,000620,盈新发展,2026-06-08,3,1,WATCH_ONLY,False,zero,56.3,58.0,42.0,70.0,11.0,70.0,60.0,60.0,3.6601,1.3378,-0.3715,0.9794,-0.3422,C,2.95,3.0620000000000003,2.95,"{""d1_low"": 2.95, ""d1_open"": 3.05, ""d1_close"": 2.99, ""d1_vwap"": 2.9920251618199476, ""prev_close"": 3.06, ""ma5"": 3.0620000000000003, ""ma10"": 2.961, ""d1_intraday_vwap"": 3.000266591435116, ""d1_first_5m_low"": 3.02, ""low_absorb_min"": 2.95, ""low_absorb_max"": 3.0620000000000003, ""invalid_price"": 2.95}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: D1 收盘接近低位; active_raw: D1 成交额放大不足; active_raw: 分时围绕 VWAP 反复争夺; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 房地产开 10 家; factor: active_cooling_score=70.00; factor: trend_hold_score=60.00; factor: entry_width_score=60.00; factor: low_absorb_width_pct=3.66; factor: invalid_distance_pct=1.34; factor: d1_low_ma10_pct=-0.37; factor: d1_close_ma10_pct=0.98; factor: d1_close_vwap_pct=-0.34; soft_filter: 承接类型 C，仅作辅助扣分，不再硬过滤; hard_filter: 承接分严重不足
2026-06-11,000759,中百集团,2026-06-08,3,1,WATCH_ONLY,False,zero,47.3,32.0,54.0,90.0,0.0,60.0,40.0,90.0,0.0,0.7547,-9.028,-8.3362,-5.3371,C,5.26,5.26,5.26,"{""d1_low"": 5.26, ""d1_open"": 5.65, ""d1_close"": 5.3, ""d1_vwap"": 5.580396863071891, ""prev_close"": 5.65, ""ma5"": 5.787999999999999, ""ma10"": 5.782, ""d1_intraday_vwap"": 5.598812638029644, ""d1_first_5m_low"": 5.55, ""low_absorb_min"": 5.26, ""low_absorb_max"": 5.26, ""invalid_price"": 5.26}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点下移; graph: 均线多头排列; graph: D1 收盘接近低位; active_raw: D1 成交额放大不足; active_raw: D1 振幅明显放大; active_raw: 分时有急拉急杀波动; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材有联动: 一般零售 3 家; factor: active_cooling_score=90.00; factor: trend_hold_score=40.00; factor: entry_width_score=90.00; factor: low_absorb_width_pct=0.00; factor: invalid_distance_pct=0.75; factor: d1_low_ma10_pct=-9.03; factor: d1_close_ma10_pct=-8.34; factor: d1_close_vwap_pct=-5.34; soft_filter: 承接类型 C，仅作辅助扣分，不再硬过滤; hard_filter: 图形趋势分严重不足; hard_filter: 承接分严重不足
2026-06-11,000785,居然智家,2026-06-08,3,1,WATCH_ONLY,False,zero,38.55,32.0,48.0,70.0,0.0,60.0,40.0,45.0,4.6414,0.0,-7.0341,-7.0341,-2.5927,C,2.26,2.37,2.26,"{""d1_low"": 2.26, ""d1_open"": 2.35, ""d1_close"": 2.26, ""d1_vwap"": 2.2779925201791817, ""prev_close"": 2.37, ""ma5"": 2.4619999999999997, ""ma10"": 2.431, ""d1_intraday_vwap"": 2.320154935370171, ""d1_first_5m_low"": 2.33, ""low_absorb_min"": 2.26, ""low_absorb_max"": 2.37, ""invalid_price"": 2.26}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点下移; graph: 均线多头排列; graph: D1 收盘接近低位; active_raw: D1 成交额放大不足; active_raw: D1 有一定振幅; active_raw: 分时有急拉急杀波动; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材有联动: 一般零售 3 家; factor: active_cooling_score=70.00; factor: trend_hold_score=40.00; factor: entry_width_score=45.00; factor: low_absorb_width_pct=4.64; factor: invalid_distance_pct=0.00; factor: d1_low_ma10_pct=-7.03; factor: d1_close_ma10_pct=-7.03; factor: d1_close_vwap_pct=-2.59; soft_filter: 低吸区间/失效距离偏宽，降权处理; soft_filter: 承接类型 C，仅作辅助扣分，不再硬过滤; hard_filter: 图形趋势分严重不足; hard_filter: 承接分严重不足
2026-06-11,000833,粤桂股份,2026-06-08,3,1,D2_WATCH_OR_SMALL,True,small,60.4,50.0,80.0,70.0,39.0,70.0,90.0,60.0,4.3956,2.2864,9.7546,12.3227,-1.8852,C,26.07,27.192639526713062,26.07,"{""d1_low"": 26.07, ""d1_open"": 28.09, ""d1_close"": 26.68, ""d1_vwap"": 27.13524150384856, ""prev_close"": 25.54, ""ma5"": 24.392000000000003, ""ma10"": 23.753, ""d1_intraday_vwap"": 27.192639526713062, ""d1_first_5m_low"": 26.6, ""low_absorb_min"": 26.07, ""low_absorb_max"": 27.192639526713062, ""invalid_price"": 26.07}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; active_raw: D1 成交额显著放大; active_raw: D1 有一定振幅; active_raw: 分时围绕 VWAP 反复争夺; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 综合Ⅱ 5 家; factor: active_cooling_score=70.00; factor: trend_hold_score=90.00; factor: entry_width_score=60.00; factor: low_absorb_width_pct=4.40; factor: invalid_distance_pct=2.29; factor: d1_low_ma10_pct=9.75; factor: d1_close_ma10_pct=12.32; factor: d1_close_vwap_pct=-1.89; soft_filter: 承接类型 C，仅作辅助扣分，不再硬过滤
2026-06-11,000970,中科三环,2026-06-10,1,2,D2_WATCH_OR_SMALL,True,small,72.4,82.0,88.0,55.0,61.0,70.0,95.0,45.0,4.5455,3.2074,11.7879,15.4923,0.2466,B,13.58,14.24,13.58,"{""d1_low"": 13.58, ""d1_open"": 14.24, ""d1_close"": 14.03, ""d1_vwap"": 13.966782565617184, ""prev_close"": 14.52, ""ma5"": 13.172, ""ma10"": 12.148, ""d1_intraday_vwap"": 13.995481355503271, ""d1_first_5m_low"": 13.93, ""low_absorb_min"": 13.58, ""low_absorb_max"": 14.24, ""invalid_price"": 13.58}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; active_raw: D1 成交额显著放大; active_raw: D1 有一定振幅; active_raw: 分时围绕 VWAP 反复争夺; active_raw: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 金属新材 5 家; factor: active_cooling_score=55.00; factor: trend_hold_score=95.00; factor: entry_width_score=45.00; factor: low_absorb_width_pct=4.55; factor: invalid_distance_pct=3.21; factor: d1_low_ma10_pct=11.79; factor: d1_close_ma10_pct=15.49; factor: d1_close_vwap_pct=0.25; soft_filter: 低吸区间/失效距离偏宽，降权处理
2026-06-11,001238,浙江正特,2026-06-08,3,1,WATCH_ONLY,False,zero,37.35,8.0,32.0,70.0,39.0,60.0,40.0,75.0,3.0962,1.1092,-11.7603,-10.7705,-0.5684,C,29.42,30.36,29.42,"{""d1_low"": 29.42, ""d1_open"": 30.31, ""d1_close"": 29.75, ""d1_vwap"": 29.880061331136737, ""prev_close"": 30.36, ""ma5"": 29.958, ""ma10"": 33.340999999999994, ""d1_intraday_vwap"": 29.920058019663845, ""d1_first_5m_low"": 30.21, ""low_absorb_min"": 29.42, ""low_absorb_max"": 30.36, ""invalid_price"": 29.42}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点下移; graph: 收盘跌破短期均线; graph: D1 收盘接近低位; active_raw: D1 成交额放大不足; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材有联动: 文娱用品 2 家; factor: active_cooling_score=70.00; factor: trend_hold_score=40.00; factor: entry_width_score=75.00; factor: low_absorb_width_pct=3.10; factor: invalid_distance_pct=1.11; factor: d1_low_ma10_pct=-11.76; factor: d1_close_ma10_pct=-10.77; factor: d1_close_vwap_pct=-0.57; soft_filter: 承接类型 C，仅作辅助扣分，不再硬过滤; hard_filter: 图形趋势分严重不足; hard_filter: 活跃资金分过低
2026-06-11,001317,三羊马,2026-06-08,3,1,WATCH_ONLY,False,zero,46.65,36.0,54.0,90.0,0.0,60.0,40.0,75.0,2.8774,0.0,-3.0715,-3.0715,-3.098,C,52.29,53.96174688285125,52.29,"{""d1_low"": 52.29, ""d1_open"": 57.14, ""d1_close"": 52.29, ""d1_vwap"": 53.67209919604144, ""prev_close"": 58.1, ""ma5"": 55.260000000000005, ""ma10"": 53.947, ""d1_intraday_vwap"": 53.96174688285125, ""d1_first_5m_low"": 55.57, ""low_absorb_min"": 52.29, ""low_absorb_max"": 53.96174688285125, ""invalid_price"": 52.29}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 收盘跌破短期均线; graph: D1 收盘接近低位; graph: 近期上影线压力偏重; active_raw: D1 成交额放大不足; active_raw: D1 振幅明显放大; active_raw: 分时有急拉急杀波动; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材有联动: 铁路公路 2 家; factor: active_cooling_score=90.00; factor: trend_hold_score=40.00; factor: entry_width_score=75.00; factor: low_absorb_width_pct=2.88; factor: invalid_distance_pct=0.00; factor: d1_low_ma10_pct=-3.07; factor: d1_close_ma10_pct=-3.07; factor: d1_close_vwap_pct=-3.10; soft_filter: 承接类型 C，仅作辅助扣分，不再硬过滤; hard_filter: 图形趋势分严重不足; hard_filter: 承接分严重不足
2026-06-11,001696,宗申动力,2026-06-11,0,3,WATCH_ONLY,False,zero,75.35,70.0,92.0,35.0,91.0,70.0,95.0,90.0,0.9449,9.9714,17.1831,30.1621,3.7991,A,18.87,19.05,18.87,"{""d1_low"": 18.87, ""d1_open"": 19.0, ""d1_close"": 20.96, ""d1_vwap"": 20.127889382939756, ""prev_close"": 19.05, ""ma5"": 17.602, ""ma10"": 16.103, ""d1_intraday_vwap"": 20.192860546506964, ""d1_first_5m_low"": 18.87, ""low_absorb_min"": 18.87, ""low_absorb_max"": 19.05, ""invalid_price"": 18.87}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: 均线多头排列; graph: D1 收盘位置强; active_raw: D1 成交额显著放大; active_raw: D1 振幅明显放大; active_raw: 尾盘站在日内 VWAP 上方; active_raw: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 通用设备 10 家; factor: active_cooling_score=35.00; factor: trend_hold_score=95.00; factor: entry_width_score=90.00; factor: low_absorb_width_pct=0.94; factor: invalid_distance_pct=9.97; factor: d1_low_ma10_pct=17.18; factor: d1_close_ma10_pct=30.16; factor: d1_close_vwap_pct=3.80; soft_filter: 活跃资金过热，降权处理; hard_filter: 今日仍涨停，等待首次分歧日
