trade_date,code,name,d0_date,days_since_d0,consecutive_boards,signal_type,allowed,position_level,total_score,graph_quality_score,active_money_score,active_cooling_score,support_score,theme_score,trend_hold_score,entry_width_score,low_absorb_width_pct,invalid_distance_pct,d1_low_ma10_pct,d1_close_ma10_pct,d1_close_vwap_pct,support_type,low_absorb_min,low_absorb_max,invalid_price,key_zones_json,reasons
2026-06-08,000517,荣安地产,2026-06-08,0,1,WATCH_ONLY,False,zero,83.55,78.0,74.0,85.0,91.0,70.0,95.0,90.0,0.0,9.0129,8.3845,19.1207,4.3132,A,2.12,2.12,2.12,"{""d1_low"": 2.12, ""d1_open"": 2.12, ""d1_close"": 2.33, ""d1_vwap"": 2.2336546194731923, ""prev_close"": 2.12, ""ma5"": 2.034, ""ma10"": 1.9560000000000002, ""d1_intraday_vwap"": 2.2336587649369184, ""d1_first_5m_low"": 2.12, ""low_absorb_min"": 2.12, ""low_absorb_max"": 2.12, ""invalid_price"": 2.12}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: D1 收盘位置强; active_raw: D1 成交额温和放大; active_raw: D1 振幅明显放大; active_raw: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 房地产开 6 家; factor: active_cooling_score=85.00; factor: trend_hold_score=95.00; factor: entry_width_score=90.00; factor: low_absorb_width_pct=0.00; factor: invalid_distance_pct=9.01; factor: d1_low_ma10_pct=8.38; factor: d1_close_ma10_pct=19.12; factor: d1_close_vwap_pct=4.31; hard_filter: 今日仍涨停，等待首次分歧日
2026-06-08,000520,凤凰航运,2026-06-05,3,1,D2_WATCH_OR_SMALL,True,small,67.6,70.0,100.0,35.0,61.0,45.0,95.0,75.0,2.8261,6.0924,12.5378,19.8389,0.3943,B,4.47,4.6,4.47,"{""d1_low"": 4.47, ""d1_open"": 4.8, ""d1_close"": 4.76, ""d1_vwap"": 4.7411754004015085, ""prev_close"": 4.6, ""ma5"": 4.228, ""ma10"": 3.972, ""d1_intraday_vwap"": 4.741304419578887, ""d1_first_5m_low"": 4.52, ""low_absorb_min"": 4.47, ""low_absorb_max"": 4.6, ""invalid_price"": 4.47}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; active_raw: D1 成交额显著放大; active_raw: D1 振幅明显放大; active_raw: 分时围绕 VWAP 反复争夺; active_raw: 尾盘站在日内 VWAP 上方; active_raw: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 多数时间压在 VWAP 下方; theme: 涨停池中同题材联动偏弱; factor: active_cooling_score=35.00; factor: trend_hold_score=95.00; factor: entry_width_score=75.00; factor: low_absorb_width_pct=2.83; factor: invalid_distance_pct=6.09; factor: d1_low_ma10_pct=12.54; factor: d1_close_ma10_pct=19.84; factor: d1_close_vwap_pct=0.39; soft_filter: 活跃资金过热，降权处理
2026-06-08,000608,阳光股份,2026-06-05,3,1,D2_WATCH_OR_SMALL,True,small,78.85,90.0,92.0,35.0,91.0,70.0,95.0,60.0,3.9855,8.9347,11.6495,22.6037,1.4967,A,5.3,5.52,5.3,"{""d1_low"": 5.3, ""d1_open"": 5.44, ""d1_close"": 5.82, ""d1_vwap"": 5.733384916678528, ""prev_close"": 5.52, ""ma5"": 5.164, ""ma10"": 4.747, ""d1_intraday_vwap"": 5.734177116216332, ""d1_first_5m_low"": 5.3, ""low_absorb_min"": 5.3, ""low_absorb_max"": 5.52, ""invalid_price"": 5.3}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active_raw: D1 成交额显著放大; active_raw: D1 振幅明显放大; active_raw: 尾盘站在日内 VWAP 上方; active_raw: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 房地产开 6 家; factor: active_cooling_score=35.00; factor: trend_hold_score=95.00; factor: entry_width_score=60.00; factor: low_absorb_width_pct=3.99; factor: invalid_distance_pct=8.93; factor: d1_low_ma10_pct=11.65; factor: d1_close_ma10_pct=22.60; factor: d1_close_vwap_pct=1.50; soft_filter: 活跃资金过热，降权处理
2026-06-08,000668,荣丰控股,2026-06-05,3,1,D2_WATCH_OR_SMALL,True,small,74.35,90.0,100.0,35.0,91.0,70.0,80.0,45.0,4.5168,11.8659,1.1014,14.7132,5.1543,A,19.46,20.39,19.46,"{""d1_low"": 19.46, ""d1_open"": 20.39, ""d1_close"": 22.08, ""d1_vwap"": 20.9941673479146, ""prev_close"": 20.59, ""ma5"": 20.064, ""ma10"": 19.247999999999998, ""d1_intraday_vwap"": 20.997714337185823, ""d1_first_5m_low"": 19.46, ""low_absorb_min"": 19.46, ""low_absorb_max"": 20.39, ""invalid_price"": 19.46}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active_raw: D1 成交额显著放大; active_raw: D1 振幅明显放大; active_raw: 分时围绕 VWAP 反复争夺; active_raw: 尾盘站在日内 VWAP 上方; active_raw: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 房地产开 6 家; factor: active_cooling_score=35.00; factor: trend_hold_score=80.00; factor: entry_width_score=45.00; factor: low_absorb_width_pct=4.52; factor: invalid_distance_pct=11.87; factor: d1_low_ma10_pct=1.10; factor: d1_close_ma10_pct=14.71; factor: d1_close_vwap_pct=5.15; soft_filter: 活跃资金过热，降权处理; soft_filter: 低吸区间/失效距离偏宽，降权处理
2026-06-08,000759,中百集团,2026-06-08,0,1,WATCH_ONLY,False,zero,72.6,60.0,48.0,70.0,91.0,70.0,80.0,90.0,1.4035,5.9011,1.3572,7.7135,1.0693,A,5.9,5.98,5.9,"{""d1_low"": 5.9, ""d1_open"": 5.98, ""d1_close"": 6.27, ""d1_vwap"": 6.203653574165436, ""prev_close"": 5.7, ""ma5"": 5.752, ""ma10"": 5.821, ""d1_intraday_vwap"": 6.203665296246608, ""d1_first_5m_low"": 5.9, ""low_absorb_min"": 5.9, ""low_absorb_max"": 5.98, ""invalid_price"": 5.9}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点没有明显下移; graph: D1 收盘位置强; active_raw: D1 成交额放大不足; active_raw: D1 有一定振幅; active_raw: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 一般零售 5 家; factor: active_cooling_score=70.00; factor: trend_hold_score=80.00; factor: entry_width_score=90.00; factor: low_absorb_width_pct=1.40; factor: invalid_distance_pct=5.90; factor: d1_low_ma10_pct=1.36; factor: d1_close_ma10_pct=7.71; factor: d1_close_vwap_pct=1.07; hard_filter: 今日仍涨停，等待首次分歧日
2026-06-08,001256,炜冈科技,2026-06-05,3,1,WATCH_ONLY,False,zero,54.9,50.0,100.0,35.0,79.0,70.0,80.0,30.0,5.5923,4.9026,0.9307,5.2002,0.0301,A,23.432,24.82,23.432,"{""d1_low"": 23.64, ""d1_open"": 24.73, ""d1_close"": 24.64, ""d1_vwap"": 24.629795929912238, ""prev_close"": 24.82, ""ma5"": 23.432, ""ma10"": 23.422, ""d1_intraday_vwap"": 24.632576308351048, ""d1_first_5m_low"": 23.64, ""low_absorb_min"": 23.432, ""low_absorb_max"": 24.82, ""invalid_price"": 23.432}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; active_raw: D1 成交额显著放大; active_raw: D1 振幅明显放大; active_raw: 分时围绕 VWAP 反复争夺; active_raw: 尾盘站在日内 VWAP 上方; active_raw: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 专用设备 9 家; factor: active_cooling_score=35.00; factor: trend_hold_score=80.00; factor: entry_width_score=30.00; factor: low_absorb_width_pct=5.59; factor: invalid_distance_pct=4.90; factor: d1_low_ma10_pct=0.93; factor: d1_close_ma10_pct=5.20; factor: d1_close_vwap_pct=0.03; soft_filter: 活跃资金过热，降权处理; soft_filter: 低吸区间/失效距离偏宽，降权处理
2026-06-08,001400,江顺科技,2026-06-05,3,1,WATCH_ONLY,False,zero,49.1,40.0,100.0,35.0,91.0,70.0,45.0,45.0,4.5775,10.4273,-10.5837,-1.2609,3.7415,A,110.9,116.22,110.9,"{""d1_low"": 112.12, ""d1_open"": 114.07, ""d1_close"": 123.81, ""d1_vwap"": 119.33708719542719, ""prev_close"": 116.22, ""ma5"": 110.9, ""ma10"": 125.391, ""d1_intraday_vwap"": 119.34472131134042, ""d1_first_5m_low"": 112.12, ""low_absorb_min"": 110.9, ""low_absorb_max"": 116.22, ""invalid_price"": 110.9}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点下移; graph: D1 收盘位置强; active_raw: D1 成交额显著放大; active_raw: D1 振幅明显放大; active_raw: 分时围绕 VWAP 反复争夺; active_raw: 尾盘站在日内 VWAP 上方; active_raw: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 专用设备 9 家; factor: active_cooling_score=35.00; factor: trend_hold_score=45.00; factor: entry_width_score=45.00; factor: low_absorb_width_pct=4.58; factor: invalid_distance_pct=10.43; factor: d1_low_ma10_pct=-10.58; factor: d1_close_ma10_pct=-1.26; factor: d1_close_vwap_pct=3.74; soft_filter: 活跃资金过热，降权处理; soft_filter: 低吸区间/失效距离偏宽，降权处理; hard_filter: 图形趋势分严重不足
2026-06-08,002138,顺络电子,2026-06-05,3,1,D2_WATCH_OR_SMALL,True,small,67.25,82.0,94.0,35.0,47.0,60.0,90.0,45.0,4.8395,3.0543,8.3382,11.7514,-1.7642,B,53.96,56.6512443050702,53.96,"{""d1_low"": 53.96, ""d1_open"": 54.0, ""d1_close"": 55.66, ""d1_vwap"": 56.6512443050702, ""prev_close"": 55.61, ""ma5"": 51.694, ""ma10"": 49.806999999999995, ""d1_intraday_vwap"": 56.65960719207988, ""d1_first_5m_low"": 53.96, ""low_absorb_min"": 53.96, ""low_absorb_max"": 56.6512443050702, ""invalid_price"": 53.96}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; active_raw: D1 成交额显著放大; active_raw: D1 振幅明显放大; active_raw: 分时围绕 VWAP 反复争夺; active_raw: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; theme: 所属行业/题材有联动: 元件 3 家; factor: active_cooling_score=35.00; factor: trend_hold_score=90.00; factor: entry_width_score=45.00; factor: low_absorb_width_pct=4.84; factor: invalid_distance_pct=3.05; factor: d1_low_ma10_pct=8.34; factor: d1_close_ma10_pct=11.75; factor: d1_close_vwap_pct=-1.76; soft_filter: 活跃资金过热，降权处理; soft_filter: 低吸区间/失效距离偏宽，降权处理
2026-06-08,002183,怡 亚 通,2026-06-05,3,1,WATCH_ONLY,False,zero,31.2,8.0,76.0,85.0,0.0,45.0,40.0,60.0,4.3907,1.4063,-1.4371,-0.0312,-3.2909,C,6.31,6.617784773762348,6.31,"{""d1_low"": 6.31, ""d1_open"": 6.79, ""d1_close"": 6.4, ""d1_vwap"": 6.617577954687304, ""prev_close"": 7.01, ""ma5"": 6.4319999999999995, ""ma10"": 6.401999999999999, ""d1_intraday_vwap"": 6.617784773762348, ""d1_first_5m_low"": 6.66, ""low_absorb_min"": 6.31, ""low_absorb_max"": 6.617784773762348, ""invalid_price"": 6.31}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点下移; graph: 收盘跌破短期均线; graph: D1 收盘接近低位; active_raw: D1 成交额温和放大; active_raw: D1 振幅明显放大; active_raw: 分时围绕 VWAP 反复争夺; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 涨停池中同题材联动偏弱; factor: active_cooling_score=85.00; factor: trend_hold_score=40.00; factor: entry_width_score=60.00; factor: low_absorb_width_pct=4.39; factor: invalid_distance_pct=1.41; factor: d1_low_ma10_pct=-1.44; factor: d1_close_ma10_pct=-0.03; factor: d1_close_vwap_pct=-3.29; soft_filter: 承接类型 C，仅作辅助扣分，不再硬过滤; hard_filter: 图形趋势分严重不足; hard_filter: 承接分严重不足
2026-06-08,002194,武汉凡谷,2026-06-05,3,1,WATCH_ONLY,False,zero,52.15,40.0,100.0,35.0,79.0,60.0,80.0,45.0,4.5519,5.8132,1.8695,7.4952,1.3828,A,11.698,12.250596666004453,11.698,"{""d1_low"": 11.77, ""d1_open"": 12.02, ""d1_close"": 12.42, ""d1_vwap"": 12.247806992017459, ""prev_close"": 12.14, ""ma5"": 11.698, ""ma10"": 11.553999999999998, ""d1_intraday_vwap"": 12.250596666004453, ""d1_first_5m_low"": 11.77, ""low_absorb_min"": 11.698, ""low_absorb_max"": 12.250596666004453, ""invalid_price"": 11.698}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: 近期上影线压力偏重; active_raw: D1 成交额显著放大; active_raw: D1 振幅明显放大; active_raw: 分时围绕 VWAP 反复争夺; active_raw: 尾盘站在日内 VWAP 上方; active_raw: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材有联动: 通信设备 2 家; factor: active_cooling_score=35.00; factor: trend_hold_score=80.00; factor: entry_width_score=45.00; factor: low_absorb_width_pct=4.55; factor: invalid_distance_pct=5.81; factor: d1_low_ma10_pct=1.87; factor: d1_close_ma10_pct=7.50; factor: d1_close_vwap_pct=1.38; soft_filter: 活跃资金过热，降权处理; soft_filter: 低吸区间/失效距离偏宽，降权处理; hard_filter: 图形趋势分严重不足
2026-06-08,002251,步步高,2026-06-05,3,1,WATCH_ONLY,False,zero,51.9,52.0,40.0,70.0,21.0,70.0,40.0,60.0,4.1152,0.0,-0.2141,-0.2141,-3.5997,C,4.66,4.86,4.66,"{""d1_low"": 4.66, ""d1_open"": 4.82, ""d1_close"": 4.66, ""d1_vwap"": 4.832959075134062, ""prev_close"": 4.86, ""ma5"": 4.732, ""ma10"": 4.67, ""d1_intraday_vwap"": 4.834011281951038, ""d1_first_5m_low"": 4.76, ""low_absorb_min"": 4.66, ""low_absorb_max"": 4.86, ""invalid_price"": 4.66}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘接近低位; active_raw: D1 成交额放大不足; active_raw: D1 有一定振幅; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 一般零售 5 家; factor: active_cooling_score=70.00; factor: trend_hold_score=40.00; factor: entry_width_score=60.00; factor: low_absorb_width_pct=4.12; factor: invalid_distance_pct=0.00; factor: d1_low_ma10_pct=-0.21; factor: d1_close_ma10_pct=-0.21; factor: d1_close_vwap_pct=-3.60; soft_filter: 承接类型 C，仅作辅助扣分，不再硬过滤
2026-06-08,002254,泰和新材,2026-06-08,0,1,WATCH_ONLY,False,zero,70.8,58.0,82.0,70.0,91.0,60.0,95.0,75.0,2.7044,11.534,4.25,17.8419,3.4048,A,15.11,15.53,15.11,"{""d1_low"": 15.11, ""d1_open"": 15.11, ""d1_close"": 17.08, ""d1_vwap"": 16.517000072721185, ""prev_close"": 15.53, ""ma5"": 14.771999999999997, ""ma10"": 14.494, ""d1_intraday_vwap"": 16.517600818144867, ""d1_first_5m_low"": 15.11, ""low_absorb_min"": 15.11, ""low_absorb_max"": 15.53, ""invalid_price"": 15.11}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: D1 收盘位置强; active_raw: D1 成交额温和放大; active_raw: D1 振幅明显放大; active_raw: 尾盘站在日内 VWAP 上方; active_raw: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材有联动: 化学纤维 3 家; factor: active_cooling_score=70.00; factor: trend_hold_score=95.00; factor: entry_width_score=75.00; factor: low_absorb_width_pct=2.70; factor: invalid_distance_pct=11.53; factor: d1_low_ma10_pct=4.25; factor: d1_close_ma10_pct=17.84; factor: d1_close_vwap_pct=3.40; hard_filter: 今日仍涨停，等待首次分歧日
