event_id,signal_date,code,board_streak_before_break,board_group,d2_date,d3_date,label_available_date,target7,loss,severe_loss_5,raw_repair_return,capped_return_7
003026_2026-06-11,2026-06-11,003026,2,BOARD2,2026-06-12,2026-06-15,2026-06-15,0,1,0,-0.0459548706659,-0.0459548706659
603002_2026-06-11,2026-06-11,603002,2,BOARD2,2026-06-12,2026-06-15,2026-06-15,0,0,0,0.0673719376392,0.0673719376392
603065_2026-06-11,2026-06-11,603065,2,BOARD2,2026-06-12,2026-06-15,2026-06-15,0,0,0,0.0286764705882,0.0286764705882
605006_2026-06-11,2026-06-11,605006,2,BOARD2,2026-06-12,2026-06-15,2026-06-15,0,0,0,0.012037037037,0.012037037037
605318_2026-06-11,2026-06-11,605318,2,BOARD2,2026-06-12,2026-06-15,2026-06-15,0,0,0,0.0456747404844,0.0456747404844
605589_2026-06-11,2026-06-11,605589,2,BOARD2,2026-06-12,2026-06-15,2026-06-15,1,0,0,0.0872881355932,0.07
000048_2026-06-12,2026-06-12,000048,3,BOARD3,2026-06-15,2026-06-16,2026-06-16,0,1,0,-0.0215053763441,-0.0215053763441
002119_2026-06-12,2026-06-12,002119,2,BOARD2,2026-06-15,2026-06-16,2026-06-16,0,0,0,0.0543580131209,0.0543580131209
002165_2026-06-12,2026-06-12,002165,2,BOARD2,2026-06-15,2026-06-16,2026-06-16,1,0,0,0.0732356857523,0.07
002409_2026-06-12,2026-06-12,002409,2,BOARD2,2026-06-15,2026-06-16,2026-06-16,1,0,0,0.0771077107711,0.07
600178_2026-06-12,2026-06-12,600178,2,BOARD2,2026-06-15,2026-06-16,2026-06-16,0,1,0,-0.00398803589232,-0.00398803589232
600378_2026-06-12,2026-06-12,600378,2,BOARD2,2026-06-15,2026-06-16,2026-06-16,1,0,0,0.0784588441331,0.07
600665_2026-06-12,2026-06-12,600665,2,BOARD2,2026-06-15,2026-06-16,2026-06-16,0,0,0,0.012987012987,0.012987012987
603155_2026-06-12,2026-06-12,603155,2,BOARD2,2026-06-15,2026-06-16,2026-06-16,1,0,0,0.087962962963,0.07
002203_2026-06-15,2026-06-15,002203,2,BOARD2,2026-06-16,2026-06-17,2026-06-17,0,0,0,0.03625,0.03625
600067_2026-06-15,2026-06-15,600067,2,BOARD2,2026-06-16,2026-06-17,2026-06-17,0,0,0,0.0285714285714,0.0285714285714
603014_2026-06-15,2026-06-15,603014,2,BOARD2,2026-06-16,2026-06-17,2026-06-17,1,0,0,0.111851637207,0.07
000506_2026-06-16,2026-06-16,000506,2,BOARD2,2026-06-17,2026-06-18,2026-06-18,0,1,0,-0.00130975769483,-0.00130975769483
000510_2026-06-16,2026-06-16,000510,3,BOARD3,2026-06-17,2026-06-18,2026-06-18,0,1,0,-0.0145310435931,-0.0145310435931
001359_2026-06-16,2026-06-16,001359,2,BOARD2,2026-06-17,2026-06-18,2026-06-18,1,0,0,0.120841364284,0.07
601696_2026-06-16,2026-06-16,601696,2,BOARD2,2026-06-17,2026-06-18,2026-06-18,0,1,0,-0.0187265917603,-0.0187265917603
601958_2026-06-16,2026-06-16,601958,3,BOARD3,2026-06-17,2026-06-18,2026-06-18,0,0,0,0.0439285714286,0.0439285714286
603335_2026-06-16,2026-06-16,603335,2,BOARD2,2026-06-17,2026-06-18,2026-06-18,1,0,0,0.111922141119,0.07
603738_2026-06-16,2026-06-16,603738,2,BOARD2,2026-06-17,2026-06-18,2026-06-18,1,0,0,0.129815592478,0.07
002051_2026-06-17,2026-06-17,002051,2,BOARD2,2026-06-18,2026-06-22,2026-06-22,1,0,0,0.0827974276527,0.07
002515_2026-06-17,2026-06-17,002515,2,BOARD2,2026-06-18,2026-06-22,2026-06-22,1,0,0,0.165371809101,0.07
002552_2026-06-17,2026-06-17,002552,2,BOARD2,2026-06-18,2026-06-22,2026-06-22,1,0,0,0.136402877698,0.07
002585_2026-06-17,2026-06-17,002585,2,BOARD2,2026-06-18,2026-06-22,2026-06-22,0,0,0,0.0378634212306,0.0378634212306
002806_2026-06-17,2026-06-17,002806,2,BOARD2,2026-06-18,2026-06-22,2026-06-22,0,0,0,0.0405727923628,0.0405727923628
002824_2026-06-17,2026-06-17,002824,2,BOARD2,2026-06-18,2026-06-22,2026-06-22,1,0,0,0.144943820225,0.07
002851_2026-06-17,2026-06-17,002851,2,BOARD2,2026-06-18,2026-06-22,2026-06-22,1,0,0,0.0721357850071,0.07
002990_2026-06-17,2026-06-17,002990,2,BOARD2,2026-06-18,2026-06-22,2026-06-22,1,0,0,0.0859687386405,0.07
600545_2026-06-17,2026-06-17,600545,2,BOARD2,2026-06-18,2026-06-22,2026-06-22,1,0,0,0.142857142857,0.07
600549_2026-06-17,2026-06-17,600549,2,BOARD2,2026-06-18,2026-06-22,2026-06-22,1,0,0,0.209677419355,0.07
600703_2026-06-17,2026-06-17,600703,2,BOARD2,2026-06-18,2026-06-22,2026-06-22,1,0,0,0.0892151326934,0.07
601179_2026-06-17,2026-06-17,601179,2,BOARD2,2026-06-18,2026-06-22,2026-06-22,1,0,0,0.0707908163265,0.07
603045_2026-06-17,2026-06-17,603045,2,BOARD2,2026-06-18,2026-06-22,2026-06-22,0,0,0,0.0585868150077,0.0585868150077
603256_2026-06-17,2026-06-17,603256,2,BOARD2,2026-06-18,2026-06-22,2026-06-22,1,0,0,0.12002451982,0.07
603516_2026-06-17,2026-06-17,603516,2,BOARD2,2026-06-18,2026-06-22,2026-06-22,1,0,0,0.0701068927387,0.07
605198_2026-06-17,2026-06-17,605198,3,BOARD3,2026-06-18,2026-06-22,2026-06-22,0,1,0,-0.0212765957447,-0.0212765957447
605289_2026-06-17,2026-06-17,605289,2,BOARD2,2026-06-18,2026-06-22,2026-06-22,0,0,0,0.065543071161,0.065543071161
000679_2026-06-18,2026-06-18,000679,2,BOARD2,2026-06-22,2026-06-23,2026-06-23,0,0,0,0.0197889182058,0.0197889182058
000777_2026-06-18,2026-06-18,000777,3,BOARD3,2026-06-22,2026-06-23,2026-06-23,0,0,0,0.0143464399575,0.0143464399575
002080_2026-06-18,2026-06-18,002080,3,BOARD3,2026-06-22,2026-06-23,2026-06-23,0,0,0,0.0197681513118,0.0197681513118
002484_2026-06-18,2026-06-18,002484,2,BOARD2,2026-06-22,2026-06-23,2026-06-23,0,1,1,-0.0501659904094,-0.0501659904094
002741_2026-06-18,2026-06-18,002741,3,BOARD3,2026-06-22,2026-06-23,2026-06-23,0,1,0,-0.0204131227217,-0.0204131227217
600110_2026-06-18,2026-06-18,600110,3,BOARD3,2026-06-22,2026-06-23,2026-06-23,0,1,0,-0.0444572748268,-0.0444572748268
600186_2026-06-18,2026-06-18,600186,2,BOARD2,2026-06-22,2026-06-23,2026-06-23,0,0,0,0.0350515463918,0.0350515463918
600192_2026-06-18,2026-06-18,600192,2,BOARD2,2026-06-22,2026-06-23,2026-06-23,0,0,0,0.00126742712294,0.00126742712294
600615_2026-06-18,2026-06-18,600615,2,BOARD2,2026-06-22,2026-06-23,2026-06-23,0,1,0,-0.00570342205323,-0.00570342205323
600707_2026-06-18,2026-06-18,600707,2,BOARD2,2026-06-22,2026-06-23,2026-06-23,1,0,0,0.109845402766,0.07
601636_2026-06-18,2026-06-18,601636,3,BOARD3,2026-06-22,2026-06-23,2026-06-23,0,0,0,0.0048309178744,0.0048309178744
603002_2026-06-18,2026-06-18,603002,3,BOARD3,2026-06-22,2026-06-23,2026-06-23,1,0,0,0.117920540997,0.07
603115_2026-06-18,2026-06-18,603115,3,BOARD3,2026-06-22,2026-06-23,2026-06-23,0,0,0,0.0322945682451,0.0322945682451
603186_2026-06-18,2026-06-18,603186,3,BOARD3,2026-06-22,2026-06-23,2026-06-23,0,0,0,0.0454831800428,0.0454831800428
603773_2026-06-18,2026-06-18,603773,2,BOARD2,2026-06-22,2026-06-23,2026-06-23,0,0,0,0.0675738274464,0.0675738274464
001339_2026-06-22,2026-06-22,001339,2,BOARD2,2026-06-23,2026-06-24,2026-06-24,0,0,0,0.0626988437961,0.0626988437961
002141_2026-06-22,2026-06-22,002141,3,BOARD3,2026-06-23,2026-06-24,2026-06-24,1,0,0,0.0746268656716,0.07
002491_2026-06-22,2026-06-22,002491,2,BOARD2,2026-06-23,2026-06-24,2026-06-24,1,0,0,0.0711188204683,0.07
002579_2026-06-22,2026-06-22,002579,2,BOARD2,2026-06-23,2026-06-24,2026-06-24,0,1,0,-0.0383309073265,-0.0383309073265
002989_2026-06-22,2026-06-22,002989,3,BOARD3,2026-06-23,2026-06-24,2026-06-24,0,0,0,0.0214190093708,0.0214190093708
603261_2026-06-22,2026-06-22,603261,2,BOARD2,2026-06-23,2026-06-24,2026-06-24,1,0,0,0.193737328227,0.07
603324_2026-06-22,2026-06-22,603324,2,BOARD2,2026-06-23,2026-06-24,2026-06-24,1,0,0,0.106767652089,0.07
000657_2026-06-23,2026-06-23,000657,2,BOARD2,2026-06-24,2026-06-25,2026-06-25,1,0,0,0.0773082315241,0.07
000811_2026-06-23,2026-06-23,000811,3,BOARD3,2026-06-24,2026-06-25,2026-06-25,1,0,0,0.219968087531,0.07
001296_2026-06-23,2026-06-23,001296,2,BOARD2,2026-06-24,2026-06-25,2026-06-25,0,0,0,0.0229293401965,0.0229293401965
002297_2026-06-23,2026-06-23,002297,2,BOARD2,2026-06-24,2026-06-25,2026-06-25,1,0,0,0.132492113565,0.07
002354_2026-06-23,2026-06-23,002354,2,BOARD2,2026-06-24,2026-06-25,2026-06-25,0,0,0,0.0438489646772,0.0438489646772
002655_2026-06-23,2026-06-23,002655,2,BOARD2,2026-06-24,2026-06-25,2026-06-25,1,0,0,0.112807463953,0.07
002805_2026-06-23,2026-06-23,002805,2,BOARD2,2026-06-24,2026-06-25,2026-06-25,0,0,0,0.0302405498282,0.0302405498282
002842_2026-06-23,2026-06-23,002842,2,BOARD2,2026-06-24,2026-06-25,2026-06-25,1,0,0,0.0887335874629,0.07
003031_2026-06-23,2026-06-23,003031,2,BOARD2,2026-06-24,2026-06-25,2026-06-25,0,0,0,0.0645161290323,0.0645161290323
600162_2026-06-23,2026-06-23,600162,2,BOARD2,2026-06-24,2026-06-25,2026-06-25,1,0,0,0.0704960835509,0.07
600769_2026-06-23,2026-06-23,600769,2,BOARD2,2026-06-24,2026-06-25,2026-06-25,0,0,0,0.00775547445255,0.00775547445255
603082_2026-06-23,2026-06-23,603082,2,BOARD2,2026-06-24,2026-06-25,2026-06-25,0,0,0,0.0208955223881,0.0208955223881
603380_2026-06-23,2026-06-23,603380,2,BOARD2,2026-06-24,2026-06-25,2026-06-25,1,0,0,0.108924806746,0.07
603663_2026-06-23,2026-06-23,603663,2,BOARD2,2026-06-24,2026-06-25,2026-06-25,0,0,0,0.0294117647059,0.0294117647059
000070_2026-06-24,2026-06-24,000070,2,BOARD2,2026-06-25,2026-06-26,2026-06-26,0,1,0,-0.0225029609159,-0.0225029609159
000571_2026-06-24,2026-06-24,000571,2,BOARD2,2026-06-25,2026-06-26,2026-06-26,1,0,0,0.079674796748,0.07
000783_2026-06-24,2026-06-24,000783,2,BOARD2,2026-06-25,2026-06-26,2026-06-26,1,0,0,0.091103965702,0.07
002068_2026-06-24,2026-06-24,002068,3,BOARD3,2026-06-25,2026-06-26,2026-06-26,0,0,0,0.0647138964578,0.0647138964578
002672_2026-06-24,2026-06-24,002672,2,BOARD2,2026-06-25,2026-06-26,2026-06-26,0,0,0,0.0512129380054,0.0512129380054
002830_2026-06-24,2026-06-24,002830,2,BOARD2,2026-06-25,2026-06-26,2026-06-26,0,1,0,-0.0324971493729,-0.0324971493729
600172_2026-06-24,2026-06-24,600172,2,BOARD2,2026-06-25,2026-06-26,2026-06-26,0,0,0,0.0564468211527,0.0564468211527
600322_2026-06-24,2026-06-24,600322,2,BOARD2,2026-06-25,2026-06-26,2026-06-26,0,0,0,0.0181818181818,0.0181818181818
600400_2026-06-24,2026-06-24,600400,2,BOARD2,2026-06-25,2026-06-26,2026-06-26,1,0,0,0.100323624595,0.07
600470_2026-06-24,2026-06-24,600470,2,BOARD2,2026-06-25,2026-06-26,2026-06-26,0,0,0,0.0189873417722,0.0189873417722
600851_2026-06-24,2026-06-24,600851,3,BOARD3,2026-06-25,2026-06-26,2026-06-26,0,1,0,-0.036815920398,-0.036815920398
601869_2026-06-24,2026-06-24,601869,2,BOARD2,2026-06-25,2026-06-26,2026-06-26,0,1,0,-0.0267558528428,-0.0267558528428
603757_2026-06-24,2026-06-24,603757,2,BOARD2,2026-06-25,2026-06-26,2026-06-26,0,0,0,0.0516980613227,0.0516980613227
605377_2026-06-24,2026-06-24,605377,2,BOARD2,2026-06-25,2026-06-26,2026-06-26,0,1,0,-0.0173913043478,-0.0173913043478
605580_2026-06-24,2026-06-24,605580,2,BOARD2,2026-06-25,2026-06-26,2026-06-26,0,1,0,-0.00604026845638,-0.00604026845638
000566_2026-06-25,2026-06-25,000566,2,BOARD2,2026-06-26,2026-06-29,2026-06-29,0,1,0,-0.0021978021978,-0.0021978021978
002580_2026-06-25,2026-06-25,002580,2,BOARD2,2026-06-26,2026-06-29,2026-06-29,0,1,1,-0.12269446672,-0.12269446672
002584_2026-06-25,2026-06-25,002584,2,BOARD2,2026-06-26,2026-06-29,2026-06-29,0,0,0,0.0383064516129,0.0383064516129
002631_2026-06-25,2026-06-25,002631,2,BOARD2,2026-06-26,2026-06-29,2026-06-29,0,0,0,0.0383838383838,0.0383838383838
002687_2026-06-25,2026-06-25,002687,2,BOARD2,2026-06-26,2026-06-29,2026-06-29,1,0,0,0.134703196347,0.07
600379_2026-06-25,2026-06-25,600379,2,BOARD2,2026-06-26,2026-06-29,2026-06-29,0,1,0,-0.0113182423435,-0.0113182423435
600909_2026-06-25,2026-06-25,600909,2,BOARD2,2026-06-26,2026-06-29,2026-06-29,1,0,0,0.07,0.07
603938_2026-06-25,2026-06-25,603938,3,BOARD3,2026-06-26,2026-06-29,2026-06-29,1,0,0,0.174225028703,0.07
605069_2026-06-25,2026-06-25,605069,3,BOARD3,2026-06-26,2026-06-29,2026-06-29,1,0,0,0.108333333333,0.07
000818_2026-06-26,2026-06-26,000818,2,BOARD2,2026-06-29,2026-06-30,2026-06-30,1,0,0,0.0779510022272,0.07
002025_2026-06-26,2026-06-26,002025,2,BOARD2,2026-06-29,2026-06-30,2026-06-30,1,0,0,0.0701369863014,0.07
002080_2026-06-26,2026-06-26,002080,2,BOARD2,2026-06-29,2026-06-30,2026-06-30,0,1,1,-0.0525252525253,-0.0525252525253
002254_2026-06-26,2026-06-26,002254,2,BOARD2,2026-06-29,2026-06-30,2026-06-30,0,1,0,-0.025974025974,-0.025974025974
002990_2026-06-26,2026-06-26,002990,2,BOARD2,2026-06-29,2026-06-30,2026-06-30,1,0,0,0.086383601757,0.07
600141_2026-06-26,2026-06-26,600141,2,BOARD2,2026-06-29,2026-06-30,2026-06-30,0,1,0,-0.0441767068273,-0.0441767068273
600584_2026-06-26,2026-06-26,600584,2,BOARD2,2026-06-29,2026-06-30,2026-06-30,0,0,0,0.0200970873786,0.0200970873786
600667_2026-06-26,2026-06-26,600667,2,BOARD2,2026-06-29,2026-06-30,2026-06-30,0,0,0,0.0668103448276,0.0668103448276
603678_2026-06-26,2026-06-26,603678,2,BOARD2,2026-06-29,2026-06-30,2026-06-30,0,0,0,0.0416001963431,0.0416001963431
603713_2026-06-26,2026-06-26,603713,2,BOARD2,2026-06-29,2026-06-30,2026-06-30,0,1,0,-0.0293809024134,-0.0293809024134
603929_2026-06-26,2026-06-26,603929,2,BOARD2,2026-06-29,2026-06-30,2026-06-30,0,0,0,0.0476785648642,0.0476785648642
603989_2026-06-26,2026-06-26,603989,2,BOARD2,2026-06-29,2026-06-30,2026-06-30,0,1,0,-0.0419642857143,-0.0419642857143
