test_date,feature,board3_only_beta,unified_beta,beta_delta,board3_only_sign,unified_sign,same_sign
2026-06-24,rank_d1_close_vwap_pct,0.137407646758,0.0176170857038,0.119790561054,1,1,True
2026-06-24,rank_d1_low_ma10_pct,-0.0978742309437,0.0407843448955,-0.138658575839,-1,1,False
2026-06-24,rank_days_since_d0,0.0267828406805,0.016411209185,0.0103716314955,1,1,True
2026-06-24,rank_log_candidate_base_price,0.0633519153003,0.0577272301862,0.00562468511412,1,1,True
2026-06-24,rank_theme_score,0.0551264140195,0.0450263759632,0.0101000380563,1,1,True
2026-06-24,rank_total_score,0.106802892687,0.00344561206532,0.103357280622,1,1,True
2026-06-24,rank_trend_hold_score,0.076935189844,0.0152390782657,0.0616961115783,1,1,True
2026-06-24,spread_close_low,0.0356709216422,-0.00835916995192,0.0440300915941,1,-1,False
2026-06-25,INTERCEPT,0.330687143459,0.0041245225512,0.326562620908,1,1,True
2026-06-25,days_since_d0_eq2,0,0.00326679338015,-0.00326679338015,0,1,False
2026-06-25,days_since_d0_ge3,-0.0383734851516,-0.0849265895713,0.0465531044197,-1,-1,True
2026-06-25,days_since_d0_le1,0.0383734851516,0.0816597961912,-0.0432863110396,1,1,True
2026-06-25,inter_close_low,-0.103067444495,0.0395816746776,-0.142649119173,-1,1,False
2026-06-25,inter_close_trend,0.0112196454265,0.0184311369575,-0.00721149153101,1,1,True
2026-06-25,inter_low_active,-0.103241188857,0.0470596260334,-0.15030081489,-1,1,False
2026-06-25,inter_total_active,0.0245077051753,0.0387300087404,-0.0142223035651,1,1,True
2026-06-25,inter_total_trend,0.124639070994,0.0149891363052,0.109649934689,1,1,True
2026-06-25,rank_active_money_score,-0.0678330158469,0.044246730708,-0.112079746555,-1,1,False
2026-06-25,rank_d1_close_ma10_pct,-0.0743055874667,0.030255527752,-0.104561115219,-1,1,False
2026-06-25,rank_d1_close_vwap_pct,0.111771183004,0.0115865295812,0.100184653423,1,1,True
2026-06-25,rank_d1_low_ma10_pct,-0.0825668226858,0.0363840863615,-0.118950909047,-1,1,False
2026-06-25,rank_days_since_d0,0.0257024144834,0.0154591419496,0.0102432725338,1,1,True
2026-06-25,rank_log_candidate_base_price,0.0506324997586,0.0565246109437,-0.00589211118508,1,1,True
2026-06-25,rank_theme_score,0.0641775736947,0.0405930970956,0.0235844765991,1,1,True
2026-06-25,rank_total_score,0.120808984531,0.00594882086343,0.114860163667,1,1,True
2026-06-25,rank_trend_hold_score,0.0741078243365,0.00776808587811,0.0663397384584,1,1,True
2026-06-25,spread_close_low,0.00826123521914,-0.00612855860954,0.0143897938287,1,-1,False
