model,group,n_dates,mean_total_top3_regret,mean_winner_capture_regret,mean_repair_ordering_regret,winner_regret_share,repair_regret_share
CORRECTED_BINARY_SAME_DATE,Combined,29,0.03254844218071131,0.026162533225373315,0.006385908955337986,0.8038029310317537,0.19619706896824604
CORRECTED_BINARY_SAME_DATE,Group A,15,0.037437054467080934,0.037437054467080934,0.0,1.0,0.0
CORRECTED_BINARY_SAME_DATE,Group B,12,0.02889423441691716,0.016429803877467685,0.012464430539449475,0.568618764574301,0.431381235425699
CORRECTED_BINARY_SAME_DATE,Group C,2,0.01780909661570394,0.0,0.01780909661570394,0.0,1.0
REPAIR_SAME_DATE,Combined,29,0.03714322757147502,0.029351917816363978,0.0077913097551110455,0.7902360601237962,0.2097639398762039
REPAIR_SAME_DATE,Group A,15,0.035903565095443804,0.035903565095443804,0.0,1.0,0.0
REPAIR_SAME_DATE,Group B,12,0.041915160825809226,0.02605434502024152,0.015860815805567707,0.621597162146604,0.37840283785339607
REPAIR_SAME_DATE,Group C,2,0.0178090966157039,0.0,0.0178090966157039,0.0,1.0
