trade_date,code,name,d0_date,days_since_d0,consecutive_boards,signal_type,allowed,position_level,total_score,graph_quality_score,active_money_score,support_score,theme_score,support_type,low_absorb_min,low_absorb_max,invalid_price,key_zones_json,reasons
2026-06-15,603137,恒尚节能,2026-06-15,0,1,WATCH_ONLY,False,zero,70.55,58.0,74.0,91.0,60.0,A,11.76,11.892,11.76,"{""d1_low"": 11.86, ""d1_open"": 11.87, ""d1_close"": 12.94, ""d1_vwap"": 12.876070123226068, ""prev_close"": 11.76, ""ma5"": 11.892, ""ma10"": 11.968, ""d1_intraday_vwap"": 12.876070123226068, ""d1_first_5m_low"": 11.86, ""low_absorb_min"": 11.76, ""low_absorb_max"": 11.892, ""invalid_price"": 11.76}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: D1 收盘位置强; active: D1 成交额温和放大; active: D1 振幅明显放大; active: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材有联动: 装修装饰 2 家; hard_filter: 今日仍涨停，等待分歧日; hard_filter: 图形趋势分不足
