trade_date,code,name,d0_date,days_since_d0,consecutive_boards,signal_type,allowed,position_level,total_score,graph_quality_score,active_money_score,support_score,theme_score,support_type,low_absorb_min,low_absorb_max,invalid_price,key_zones_json,reasons
2026-06-15,603137,恒尚节能,2026-06-15,0,1,WATCH_ONLY,False,zero,72.05,58.0,74.0,91.0,70.0,A,11.76,11.892,11.76,"{""d1_low"": 11.86, ""d1_open"": 11.87, ""d1_close"": 12.94, ""d1_vwap"": 12.876070123226068, ""prev_close"": 11.76, ""ma5"": 11.892, ""ma10"": 11.968, ""d1_intraday_vwap"": 12.876070123226068, ""d1_first_5m_low"": 11.86, ""low_absorb_min"": 11.76, ""low_absorb_max"": 11.892, ""invalid_price"": 11.76}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: D1 收盘位置强; active: D1 成交额温和放大; active: D1 振幅明显放大; active: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 装修装饰 5 家; hard_filter: 今日仍涨停，等待分歧日; hard_filter: 图形趋势分不足
2026-06-16,600228,返利科技,2026-06-16,0,1,WATCH_ONLY,False,zero,84.0,90.0,92.0,91.0,45.0,A,7.760000000000001,8.11,7.760000000000001,"{""d1_low"": 7.84, ""d1_open"": 8.1, ""d1_close"": 8.92, ""d1_vwap"": 8.51189949947085, ""prev_close"": 8.11, ""ma5"": 7.760000000000001, ""ma10"": 7.011, ""d1_intraday_vwap"": 8.51189949947085, ""d1_first_5m_low"": 8.1, ""low_absorb_min"": 7.760000000000001, ""low_absorb_max"": 8.11, ""invalid_price"": 7.760000000000001}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active: D1 成交额温和放大; active: D1 振幅明显放大; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; active: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 涨停池中同题材联动偏弱; hard_filter: 今日仍涨停，等待分歧日
2026-06-16,603721,中广天择,2026-06-16,0,1,WATCH_ONLY,False,zero,61.0,40.0,72.0,89.0,45.0,A,17.94,18.63,17.94,"{""d1_low"": 17.94, ""d1_open"": 18.42, ""d1_close"": 20.49, ""d1_vwap"": 19.372707172174938, ""prev_close"": 18.63, ""ma5"": 19.099999999999998, ""ma10"": 19.701999999999998, ""d1_intraday_vwap"": 19.372707172174938, ""d1_first_5m_low"": 18.24, ""low_absorb_min"": 17.94, ""low_absorb_max"": 18.63, ""invalid_price"": 17.94}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点下移; graph: D1 收盘位置强; active: D1 成交额放大不足; active: D1 振幅明显放大; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; active: 分时有急拉急杀波动; support: D1 跌破前低后收回; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 涨停池中同题材联动偏弱; hard_filter: 今日仍涨停，等待分歧日; hard_filter: 图形趋势分不足
