event_id,code,signal_date,stage_group,post_day,old_v021_daily_label_quality_ok,new_v022_daily_label_quality_ok,old_v021_d2_open_daily,new_v022_d2_open_daily,old_v021_d3_high_daily,new_v022_d3_high_daily,old_v021_d3_close_daily,new_v022_d3_close_daily,old_v021_target7,new_v022_target7,old_v021_tail,new_v022_tail,audit_minute_target7,audit_minute_tail,target_changed_vs_v021,tail_changed_vs_v021,target_changed_vs_minute,tail_changed_vs_minute,recovered_from_previous_missing,change_reason
000037_2026-06-02,000037,2026-06-04,post,2.0,True,True,11.41,11.41,10.96,10.96,10.35,10.35,False,False,True,True,False,True,False,False,False,False,False,unchanged
000055_2026-06-03,000055,2026-06-04,post,1.0,False,True,3.71,3.71,,3.81,,3.57,False,False,False,False,False,False,False,False,False,False,True,recovered_label_after_daily_cache_refresh
000700_2026-06-04,000700,2026-06-04,d0,,True,True,18.27,18.27,17.08,17.08,16.51,16.51,False,False,True,True,False,True,False,False,False,False,False,unchanged
000767_2026-06-02,000767,2026-06-04,post,2.0,True,True,5.72,5.72,5.35,5.35,4.93,4.93,False,False,True,True,False,True,False,False,False,False,False,unchanged
001210_2026-06-03,001210,2026-06-04,post,1.0,True,True,25.0,25.0,25.49,25.49,23.01,23.01,False,False,True,True,False,True,False,False,False,False,False,unchanged
002137_2026-06-04,002137,2026-06-04,d0,,True,True,10.24,10.24,10.31,10.31,9.81,9.81,False,False,False,False,False,False,False,False,False,False,False,unchanged
002404_2026-06-03,002404,2026-06-04,post,1.0,True,True,7.48,7.48,7.3,7.3,6.78,6.78,False,False,True,True,False,True,False,False,False,False,False,unchanged
002421_2026-06-03,002421,2026-06-04,post,1.0,True,True,4.86,4.86,5.73,5.73,5.73,5.73,True,True,False,False,True,False,False,False,False,False,False,unchanged
002579_2026-06-03,002579,2026-06-04,post,1.0,True,True,19.58,19.58,17.73,17.73,16.82,16.82,False,False,True,True,False,True,False,False,False,False,False,unchanged
002608_2026-06-02,002608,2026-06-04,post,2.0,False,True,10.46,10.46,,10.15,,9.56,False,False,False,True,False,True,False,False,False,False,True,recovered_label_after_daily_cache_refresh
002995_2026-06-02,002995,2026-06-04,post,2.0,True,True,23.78,23.78,22.14,22.14,21.4,21.4,False,False,True,True,False,True,False,False,False,False,False,unchanged
600011_2026-06-02,600011,2026-06-04,post,2.0,False,True,8.61,8.61,,8.72,,8.41,False,False,False,False,False,False,False,False,False,False,True,recovered_label_after_daily_cache_refresh
600121_2026-06-04,600121,2026-06-04,d0,,True,True,5.64,5.64,5.6,5.6,5.25,5.25,False,False,True,True,False,True,False,False,False,False,False,unchanged
600280_2026-06-03,600280,2026-06-04,post,1.0,True,True,3.49,3.49,3.74,3.74,3.74,3.74,True,True,False,False,True,False,False,False,False,False,False,unchanged
600487_2026-06-04,600487,2026-06-04,d0,,True,True,96.0,96.0,102.33,102.33,95.47,95.47,False,False,False,False,False,False,False,False,False,False,False,unchanged
600936_2026-06-04,600936,2026-06-04,d0,,False,True,6.15,6.15,,5.87,,5.58,False,False,False,True,False,True,False,False,False,False,True,recovered_label_after_daily_cache_refresh
603045_2026-06-03,603045,2026-06-04,post,1.0,True,True,75.66,75.66,91.26,91.26,90.0,90.0,True,True,False,False,True,False,False,False,False,False,False,unchanged
603311_2026-06-04,603311,2026-06-04,d0,,True,True,38.14,38.14,39.2,39.2,36.83,36.83,False,False,False,False,False,False,False,False,False,False,False,unchanged
603678_2026-06-03,603678,2026-06-04,post,1.0,True,True,63.82,63.82,65.8,65.8,56.68,56.68,False,False,True,True,False,True,False,False,False,False,False,unchanged
603890_2026-06-03,603890,2026-06-04,post,1.0,True,True,28.36,28.36,29.4,29.4,28.12,28.12,False,False,False,False,False,False,False,False,False,False,False,unchanged
000055_2026-06-03,000055,2026-06-05,post,2.0,False,True,,3.62,,3.75,,3.7,False,False,False,False,False,False,False,False,False,False,True,recovered_label_after_daily_cache_refresh
000700_2026-06-04,000700,2026-06-05,post,1.0,True,True,15.99,15.99,16.71,16.71,16.17,16.17,False,False,False,False,False,False,False,False,False,False,False,unchanged
001210_2026-06-03,001210,2026-06-05,post,2.0,True,True,23.62,23.62,24.34,24.34,23.14,23.14,False,False,False,False,False,False,False,False,False,False,False,unchanged
001896_2026-06-05,001896,2026-06-05,d0,,True,True,19.87,19.87,21.56,21.56,21.56,21.56,True,True,False,False,True,False,False,False,False,False,False,unchanged
002137_2026-06-04,002137,2026-06-05,post,1.0,True,True,9.57,9.57,10.79,10.79,10.79,10.79,True,True,False,False,True,False,False,False,False,False,False,unchanged
002404_2026-06-03,002404,2026-06-05,post,2.0,True,True,7.05,7.05,6.85,6.85,6.38,6.38,False,False,True,True,False,True,False,False,False,False,False,unchanged
002579_2026-06-03,002579,2026-06-05,post,2.0,True,True,16.82,16.82,17.3,17.3,16.74,16.74,False,False,False,False,False,False,False,False,False,False,False,unchanged
002787_2026-06-05,002787,2026-06-05,d0,,True,True,26.1,26.1,27.85,27.85,27.4,27.4,False,False,False,False,False,False,False,False,False,False,False,unchanged
002951_2026-06-03,002951,2026-06-05,post,2.0,True,True,20.08,20.08,19.5,19.5,18.08,18.08,False,False,True,True,False,True,False,False,False,False,False,unchanged
600121_2026-06-04,600121,2026-06-05,post,1.0,True,True,5.21,5.21,5.1,5.1,4.85,4.85,False,False,True,True,False,True,False,False,False,False,False,unchanged
600255_2026-06-05,600255,2026-06-05,d0,,True,True,4.35,4.35,4.74,4.74,4.46,4.46,True,True,False,False,True,False,False,False,False,False,False,unchanged
600280_2026-06-03,600280,2026-06-05,post,2.0,True,True,3.38,3.38,3.68,3.68,3.42,3.42,True,True,False,False,True,False,False,False,False,False,False,unchanged
600439_2026-06-05,600439,2026-06-05,d0,,False,True,2.64,2.64,,2.61,,2.48,False,False,False,True,False,True,False,False,False,False,True,recovered_label_after_daily_cache_refresh
600487_2026-06-04,600487,2026-06-05,post,1.0,True,True,92.55,92.55,105.02,105.02,105.02,105.02,True,True,False,False,True,False,False,False,False,False,False,unchanged
600688_2026-06-05,600688,2026-06-05,d0,,False,True,3.31,3.31,,3.32,,3.15,False,False,False,False,False,False,False,False,False,False,True,recovered_label_after_daily_cache_refresh
600936_2026-06-04,600936,2026-06-05,post,1.0,False,True,,5.7,,5.81,,5.51,False,False,False,False,False,False,False,False,False,False,True,recovered_label_after_daily_cache_refresh
603045_2026-06-03,603045,2026-06-05,post,2.0,True,True,78.86,78.86,90.71,90.71,89.2,89.2,True,True,False,False,True,False,False,False,False,False,False,unchanged
603311_2026-06-04,603311,2026-06-05,post,1.0,True,True,38.9,38.9,39.5,39.5,38.51,38.51,False,False,False,False,False,False,False,False,False,False,False,unchanged
603678_2026-06-03,603678,2026-06-05,post,2.0,True,True,58.01,58.01,61.14,61.14,59.62,59.62,False,False,False,False,False,False,False,False,False,False,False,unchanged
603890_2026-06-03,603890,2026-06-05,post,2.0,True,True,28.88,28.88,28.0,28.0,25.43,25.43,False,False,True,True,False,True,False,False,False,False,False,unchanged
605162_2026-06-05,605162,2026-06-05,d0,,True,True,11.78,11.78,11.25,11.25,10.55,10.55,False,False,True,True,False,True,False,False,False,False,False,unchanged
000520_2026-06-08,000520,2026-06-08,d0,,True,True,4.57,4.57,4.52,4.52,4.31,4.31,False,False,True,True,False,True,False,False,False,False,False,unchanged
000700_2026-06-04,000700,2026-06-08,post,2.0,True,True,16.52,16.52,15.87,15.87,15.22,15.22,False,False,True,True,False,True,False,False,False,False,False,unchanged
001896_2026-06-05,001896,2026-06-08,post,1.0,True,True,19.58,19.58,22.35,22.35,21.17,21.17,True,True,False,False,True,False,False,False,False,False,False,unchanged
002137_2026-06-04,002137,2026-06-08,post,2.0,True,True,9.84,9.84,11.87,11.87,10.7,10.7,True,True,False,False,True,False,False,False,False,False,False,unchanged
002787_2026-06-05,002787,2026-06-08,post,1.0,True,True,27.35,27.35,27.6,27.6,27.15,27.15,False,False,False,False,False,False,False,False,False,False,False,unchanged
003036_2026-06-08,003036,2026-06-08,d0,,True,True,78.6,78.6,83.96,83.96,80.6,80.6,False,False,False,False,False,False,False,False,False,False,False,unchanged
600121_2026-06-04,600121,2026-06-08,post,2.0,True,True,5.06,5.06,4.92,4.92,4.57,4.57,False,False,True,True,False,True,False,False,False,False,False,unchanged
600255_2026-06-05,600255,2026-06-08,post,1.0,True,True,4.61,4.61,4.38,4.38,4.01,4.01,False,False,True,True,False,True,False,False,False,False,False,unchanged
600293_2026-06-08,600293,2026-06-08,d0,,True,True,4.05,4.05,3.98,3.98,3.82,3.82,False,False,True,True,False,True,False,False,False,False,False,unchanged
600439_2026-06-05,600439,2026-06-08,post,1.0,False,True,,2.61,,2.5,,2.35,False,False,False,True,False,True,False,False,False,False,True,recovered_label_after_daily_cache_refresh
600487_2026-06-04,600487,2026-06-08,post,2.0,True,True,99.77,99.77,109.99,109.99,106.88,106.88,True,True,False,False,True,False,False,False,False,False,False,unchanged
600688_2026-06-05,600688,2026-06-08,post,1.0,False,True,,3.32,,3.16,,2.99,False,False,False,True,False,True,False,False,False,False,True,recovered_label_after_daily_cache_refresh
603311_2026-06-04,603311,2026-06-08,post,2.0,True,True,37.5,37.5,40.26,40.26,38.53,38.53,True,True,False,False,True,False,False,False,False,False,False,unchanged
605162_2026-06-05,605162,2026-06-08,post,1.0,True,True,11.16,11.16,10.53,10.53,9.97,9.97,False,False,True,True,False,True,False,False,False,False,False,unchanged
000068_2026-06-09,000068,2026-06-09,d0,,True,True,3.77,3.77,3.58,3.58,3.46,3.46,False,False,True,True,False,True,False,False,False,False,False,unchanged
000517_2026-06-09,000517,2026-06-09,d0,,True,True,2.03,2.03,2.06,2.06,1.91,1.91,False,False,True,True,False,True,False,False,False,False,False,unchanged
000520_2026-06-08,000520,2026-06-09,post,1.0,True,True,4.44,4.44,4.6,4.6,4.19,4.19,False,False,True,True,False,True,False,False,False,False,False,unchanged
000759_2026-06-09,000759,2026-06-09,d0,,True,True,6.16,6.16,6.2,6.2,5.3,5.3,False,False,True,True,False,True,False,False,False,False,False,unchanged
002361_2026-06-09,002361,2026-06-09,d0,,True,True,17.75,17.75,18.59,18.59,17.47,17.47,False,False,False,False,False,False,False,False,False,False,False,unchanged
002421_2026-06-09,002421,2026-06-09,d0,,True,True,5.7,5.7,4.89,4.89,4.89,4.89,False,False,True,True,False,True,False,False,False,False,False,unchanged
002613_2026-06-09,002613,2026-06-09,d0,,True,True,5.11,5.11,5.04,5.04,4.81,4.81,False,False,True,True,False,True,False,False,False,False,False,unchanged
002787_2026-06-05,002787,2026-06-09,post,2.0,True,True,27.0,27.0,27.75,27.75,26.1,26.1,False,False,False,False,False,False,False,False,False,False,False,unchanged
003009_2026-06-09,003009,2026-06-09,d0,,True,True,57.25,57.25,56.5,56.5,55.11,55.11,False,False,False,False,False,False,False,False,False,False,False,unchanged
600255_2026-06-05,600255,2026-06-09,post,2.0,True,True,4.35,4.35,4.41,4.41,4.27,4.27,False,False,False,False,False,False,False,False,False,False,False,unchanged
600293_2026-06-08,600293,2026-06-09,post,1.0,True,True,3.95,3.95,3.88,3.88,3.63,3.63,False,False,True,True,False,True,False,False,False,False,False,unchanged
603500_2026-06-09,603500,2026-06-09,d0,,True,True,12.71,12.71,13.9,13.9,13.12,13.12,True,True,False,False,True,False,False,False,False,False,False,unchanged
603859_2026-06-09,603859,2026-06-09,d0,,True,True,52.31,52.31,55.66,55.66,51.89,51.89,False,False,False,False,False,False,False,False,False,False,False,unchanged
605162_2026-06-05,605162,2026-06-09,post,2.0,True,True,10.34,10.34,9.86,9.86,9.52,9.52,False,False,True,True,False,True,False,False,False,False,False,unchanged
000068_2026-06-09,000068,2026-06-10,post,1.0,True,True,3.46,3.46,3.52,3.52,3.46,3.46,False,False,False,False,False,False,False,False,False,False,False,unchanged
000517_2026-06-09,000517,2026-06-10,post,1.0,True,True,1.94,1.94,1.94,1.94,1.9,1.9,False,False,False,False,False,False,False,False,False,False,False,unchanged
000520_2026-06-08,000520,2026-06-10,post,2.0,True,True,4.32,4.32,4.3,4.3,4.15,4.15,False,False,False,False,False,False,False,False,False,False,False,unchanged
000759_2026-06-09,000759,2026-06-10,post,1.0,True,True,5.65,5.65,5.83,5.83,5.83,5.83,False,False,False,False,False,False,False,False,False,False,False,unchanged
001696_2026-06-10,001696,2026-06-10,d0,,True,True,19.0,19.0,22.84,22.84,22.84,22.84,True,True,False,False,True,False,False,False,False,False,False,unchanged
002254_2026-06-10,002254,2026-06-10,d0,,True,True,17.37,17.37,18.68,18.68,18.06,18.06,True,True,False,False,True,False,False,False,False,False,False,unchanged
002361_2026-06-09,002361,2026-06-10,post,1.0,True,True,18.01,18.01,17.55,17.55,15.74,15.74,False,False,True,True,False,True,False,False,False,False,False,unchanged
002362_2026-06-10,002362,2026-06-10,d0,,True,True,19.46,19.46,19.3,19.3,18.4,18.4,False,False,True,True,False,True,False,False,False,False,False,unchanged
002421_2026-06-09,002421,2026-06-10,post,1.0,True,True,4.89,4.89,4.64,4.64,4.4,4.4,False,False,True,True,False,True,False,False,False,False,False,unchanged
002613_2026-06-09,002613,2026-06-10,post,1.0,True,True,4.72,4.72,4.98,4.98,4.35,4.35,False,False,True,True,False,True,False,False,False,False,False,unchanged
002747_2026-06-10,002747,2026-06-10,d0,,True,True,35.0,35.0,35.68,35.68,32.22,32.22,False,False,True,True,False,True,False,False,False,False,False,unchanged
003009_2026-06-09,003009,2026-06-10,post,1.0,True,True,55.55,55.55,60.62,60.62,60.62,60.62,True,True,False,False,True,False,False,False,False,False,False,unchanged
003036_2026-06-08,003036,2026-06-10,post,2.0,True,True,79.15,79.15,85.61,85.61,82.16,82.16,True,True,False,False,True,False,False,False,False,False,False,unchanged
600293_2026-06-08,600293,2026-06-10,post,2.0,True,True,3.79,3.79,3.7,3.7,3.41,3.41,False,False,True,True,False,True,False,False,False,False,False,unchanged
603186_2026-06-10,603186,2026-06-10,d0,,True,True,166.01,166.01,187.42,187.42,170.3,170.3,True,True,False,False,True,False,False,False,False,False,False,unchanged
603500_2026-06-09,603500,2026-06-10,post,1.0,True,True,12.4,12.4,13.09,13.09,12.86,12.86,False,False,False,False,False,False,False,False,False,False,False,unchanged
603616_2026-06-10,603616,2026-06-10,d0,,True,True,6.85,6.85,6.96,6.96,6.67,6.67,False,False,False,False,False,False,False,False,False,False,False,unchanged
603859_2026-06-09,603859,2026-06-10,post,1.0,True,True,55.0,55.0,55.65,55.65,51.41,51.41,False,False,True,True,False,True,False,False,False,False,False,unchanged
603929_2026-06-10,603929,2026-06-10,d0,,True,True,227.62,227.62,246.98,246.98,218.08,218.08,True,True,False,False,True,False,False,False,False,False,False,unchanged
000029_2026-06-11,000029,2026-06-11,d0,,True,True,25.43,25.43,25.73,25.73,25.11,25.11,False,False,False,False,False,False,False,False,False,False,False,unchanged
000068_2026-06-09,000068,2026-06-11,post,2.0,True,True,3.48,3.48,3.53,3.53,3.41,3.41,False,False,False,False,False,False,False,False,False,False,False,unchanged
000517_2026-06-09,000517,2026-06-11,post,2.0,True,True,1.91,1.91,2.0,2.0,1.94,1.94,False,False,False,False,False,False,False,False,False,False,False,unchanged
000759_2026-06-09,000759,2026-06-11,post,2.0,True,True,5.29,5.29,6.15,6.15,5.95,5.95,True,True,False,False,True,False,False,False,False,False,False,unchanged
002361_2026-06-09,002361,2026-06-11,post,2.0,True,True,16.82,16.82,16.21,16.21,15.93,15.93,False,False,True,True,False,True,False,False,False,False,False,unchanged
002362_2026-06-10,002362,2026-06-11,post,1.0,True,True,18.89,18.89,18.67,18.67,18.63,18.63,False,False,False,False,False,False,False,False,False,False,False,unchanged
002421_2026-06-09,002421,2026-06-11,post,2.0,True,True,4.4,4.4,4.16,4.16,4.01,4.01,False,False,True,True,False,True,False,False,False,False,False,unchanged
002585_2026-06-11,002585,2026-06-11,d0,,True,True,12.42,12.42,12.74,12.74,12.74,12.74,False,False,False,False,False,False,False,False,False,False,False,unchanged
002613_2026-06-09,002613,2026-06-11,post,2.0,True,True,4.73,4.73,4.79,4.79,4.79,4.79,False,False,False,False,False,False,False,False,False,False,False,unchanged
002636_2026-06-11,002636,2026-06-11,d0,,True,True,89.99,89.99,98.0,98.0,97.34,97.34,True,True,False,False,True,False,False,False,False,False,False,unchanged
002669_2026-06-11,002669,2026-06-11,d0,,True,True,16.6,16.6,16.58,16.58,16.28,16.28,False,False,False,False,False,False,False,False,False,False,False,unchanged
002747_2026-06-10,002747,2026-06-11,post,1.0,True,True,33.74,33.74,33.39,33.39,33.23,33.23,False,False,False,False,False,False,False,False,False,False,False,unchanged
003009_2026-06-09,003009,2026-06-11,post,2.0,True,True,55.56,55.56,65.72,65.72,63.75,63.75,True,True,False,False,True,False,False,False,False,False,False,unchanged
003026_2026-06-11,003026,2026-06-11,d0,,True,True,36.34,36.34,34.67,34.67,34.52,34.52,False,False,True,True,False,True,False,False,False,False,False,unchanged
603002_2026-06-11,603002,2026-06-11,d0,,True,True,17.96,17.96,19.17,19.17,19.17,19.17,False,False,False,False,False,False,False,False,False,False,False,unchanged
603065_2026-06-11,603065,2026-06-11,d0,,True,True,13.6,13.6,13.99,13.99,13.4,13.4,False,False,False,False,False,False,False,False,False,False,False,unchanged
603186_2026-06-10,603186,2026-06-11,post,1.0,True,True,176.0,176.0,187.33,187.33,187.33,187.33,False,False,False,False,False,False,False,False,False,False,False,unchanged
603500_2026-06-09,603500,2026-06-11,post,2.0,True,True,12.99,12.99,13.62,13.62,13.44,13.44,False,False,False,False,False,False,False,False,False,False,False,unchanged
603616_2026-06-10,603616,2026-06-11,post,1.0,True,True,6.16,6.16,6.45,6.45,6.14,6.14,False,False,False,False,False,False,False,False,False,False,False,unchanged
603859_2026-06-09,603859,2026-06-11,post,2.0,True,True,48.7,48.7,53.1,53.1,51.79,51.79,True,True,False,False,True,False,False,False,False,False,False,unchanged
603929_2026-06-10,603929,2026-06-11,post,1.0,True,True,242.8,242.8,224.62,224.62,215.39,215.39,False,False,True,True,False,True,False,False,False,False,False,unchanged
605006_2026-06-11,605006,2026-06-11,d0,,True,True,21.6,21.6,21.86,21.86,21.8,21.8,False,False,False,False,False,False,False,False,False,False,False,unchanged
605318_2026-06-11,605318,2026-06-11,d0,,True,True,130.05,130.05,135.99,135.99,134.2,134.2,False,False,False,False,False,False,False,False,False,False,False,unchanged
605589_2026-06-11,605589,2026-06-11,d0,,True,True,59.0,59.0,64.15,64.15,64.15,64.15,True,True,False,False,True,False,False,False,False,False,False,unchanged
000029_2026-06-11,000029,2026-06-12,post,1.0,True,True,25.33,25.33,27.62,27.62,27.62,27.62,True,True,False,False,True,False,False,False,False,False,False,unchanged
000048_2026-06-12,000048,2026-06-12,d0,,True,True,19.53,19.53,19.11,19.11,19.11,19.11,False,False,False,False,False,False,False,False,False,False,False,unchanged
001696_2026-06-10,001696,2026-06-12,post,2.0,True,True,22.05,22.05,23.9,23.9,23.7,23.7,True,True,False,False,True,False,False,False,False,False,False,unchanged
002119_2026-06-12,002119,2026-06-12,d0,,True,True,32.01,32.01,33.75,33.75,33.26,33.26,False,False,False,False,False,False,False,False,False,False,False,unchanged
002165_2026-06-12,002165,2026-06-12,d0,,True,True,7.51,7.51,8.06,8.06,7.77,7.77,True,True,False,False,True,False,False,False,False,False,False,unchanged
002254_2026-06-10,002254,2026-06-12,post,2.0,True,True,17.69,17.69,17.77,17.77,16.89,16.89,False,False,False,False,False,False,False,False,False,False,False,unchanged
002362_2026-06-10,002362,2026-06-12,post,2.0,True,True,18.5,18.5,18.88,18.88,18.64,18.64,False,False,False,False,False,False,False,False,False,False,False,unchanged
002409_2026-06-12,002409,2026-06-12,d0,,True,True,133.32,133.32,143.6,143.6,137.76,137.76,True,True,False,False,True,False,False,False,False,False,False,unchanged
002585_2026-06-11,002585,2026-06-12,post,1.0,True,True,11.76,11.76,14.01,14.01,14.01,14.01,True,True,False,False,True,False,False,False,False,False,False,unchanged
002636_2026-06-11,002636,2026-06-12,post,1.0,True,True,90.92,90.92,102.9,102.9,101.49,101.49,True,True,False,False,True,False,False,False,False,False,False,unchanged
002669_2026-06-11,002669,2026-06-12,post,1.0,True,True,15.2,15.2,17.34,17.34,17.11,17.11,True,True,False,False,True,False,False,False,False,False,False,unchanged
002747_2026-06-10,002747,2026-06-12,post,2.0,True,True,32.79,32.79,34.83,34.83,33.9,33.9,False,False,False,False,False,False,False,False,False,False,False,unchanged
003026_2026-06-11,003026,2026-06-12,post,1.0,True,True,32.83,32.83,35.33,35.33,34.92,34.92,True,True,False,False,True,False,False,False,False,False,False,unchanged
600178_2026-06-12,600178,2026-06-12,d0,,True,True,10.03,10.03,9.99,9.99,9.74,9.74,False,False,False,False,False,False,False,False,False,False,False,unchanged
600378_2026-06-12,600378,2026-06-12,d0,,True,True,57.1,57.1,61.58,61.58,58.0,58.0,True,True,False,False,True,False,False,False,False,False,False,unchanged
600665_2026-06-12,600665,2026-06-12,d0,,True,True,3.85,3.85,3.9,3.9,3.83,3.83,False,False,False,False,False,False,False,False,False,False,False,unchanged
603002_2026-06-11,603002,2026-06-12,post,1.0,True,True,17.76,17.76,21.09,21.09,21.09,21.09,True,True,False,False,True,False,False,False,False,False,False,unchanged
603155_2026-06-12,603155,2026-06-12,d0,,True,True,21.6,21.6,23.5,23.5,23.22,23.22,True,True,False,False,True,False,False,False,False,False,False,unchanged
603186_2026-06-10,603186,2026-06-12,post,2.0,True,True,178.47,178.47,206.06,206.06,206.06,206.06,True,True,False,False,True,False,False,False,False,False,False,unchanged
603616_2026-06-10,603616,2026-06-12,post,2.0,True,True,6.45,6.45,6.17,6.17,6.05,6.05,False,False,True,True,False,True,False,False,False,False,False,unchanged
603929_2026-06-10,603929,2026-06-12,post,2.0,True,True,220.01,220.01,219.68,219.68,211.07,211.07,False,False,False,False,False,False,False,False,False,False,False,unchanged
605006_2026-06-11,605006,2026-06-12,post,1.0,True,True,20.89,20.89,23.98,23.98,23.98,23.98,True,True,False,False,True,False,False,False,False,False,False,unchanged
605318_2026-06-11,605318,2026-06-12,post,1.0,True,True,129.04,129.04,143.9,143.9,132.26,132.26,True,True,False,False,True,False,False,False,False,False,False,unchanged
605589_2026-06-11,605589,2026-06-12,post,1.0,True,True,57.99,57.99,67.98,67.98,67.06,67.06,True,True,False,False,True,False,False,False,False,False,False,unchanged
000029_2026-06-11,000029,2026-06-15,post,2.0,True,True,25.34,25.34,28.8,28.8,28.57,28.57,True,True,False,False,True,False,False,False,False,False,False,unchanged
000048_2026-06-12,000048,2026-06-15,post,1.0,True,True,16.9,16.9,19.78,19.78,19.13,19.13,True,True,False,False,True,False,False,False,False,False,False,unchanged
002119_2026-06-12,002119,2026-06-15,post,1.0,True,True,33.3,33.3,34.15,34.15,33.17,33.17,False,False,False,False,False,False,False,False,False,False,False,unchanged
002165_2026-06-12,002165,2026-06-15,post,1.0,True,True,7.73,7.73,7.69,7.69,7.39,7.39,False,False,False,False,False,False,False,False,False,False,False,unchanged
002203_2026-06-15,002203,2026-06-15,d0,,True,True,24.0,24.0,24.87,24.87,23.2,23.2,False,False,False,False,False,False,False,False,False,False,False,unchanged
002409_2026-06-12,002409,2026-06-15,post,1.0,True,True,137.45,137.45,149.22,149.22,147.92,147.92,True,True,False,False,True,False,False,False,False,False,False,unchanged
002636_2026-06-11,002636,2026-06-15,post,2.0,True,True,94.91,94.91,102.78,102.78,95.71,95.71,True,True,False,False,True,False,False,False,False,False,False,unchanged
002669_2026-06-11,002669,2026-06-15,post,2.0,True,True,16.33,16.33,17.54,17.54,17.38,17.38,True,True,False,False,True,False,False,False,False,False,False,unchanged
003026_2026-06-11,003026,2026-06-15,post,2.0,True,True,34.53,34.53,36.52,36.52,36.52,36.52,False,False,False,False,False,False,False,False,False,False,False,unchanged
600067_2026-06-15,600067,2026-06-15,d0,,True,True,3.5,3.5,3.6,3.6,3.38,3.38,False,False,False,False,False,False,False,False,False,False,False,unchanged
600178_2026-06-12,600178,2026-06-15,post,1.0,True,True,9.88,9.88,9.87,9.87,9.52,9.52,False,False,False,False,False,False,False,False,False,False,False,unchanged
600378_2026-06-12,600378,2026-06-15,post,1.0,True,True,57.21,57.21,63.8,63.8,63.8,63.8,True,True,False,False,True,False,False,False,False,False,False,unchanged
600665_2026-06-12,600665,2026-06-15,post,1.0,True,True,3.84,3.84,3.8,3.8,3.62,3.62,False,False,True,True,False,True,False,False,False,False,False,unchanged
603014_2026-06-15,603014,2026-06-15,d0,,True,True,34.51,34.51,38.37,38.37,37.83,37.83,True,True,False,False,True,False,False,False,False,False,False,unchanged
603065_2026-06-11,603065,2026-06-15,post,2.0,True,True,12.8,12.8,15.9,15.9,14.81,14.81,True,True,False,False,True,False,False,False,False,False,False,unchanged
603155_2026-06-12,603155,2026-06-15,post,1.0,True,True,22.19,22.19,24.92,24.92,24.86,24.86,True,True,False,False,True,False,False,False,False,False,False,unchanged
605006_2026-06-11,605006,2026-06-15,post,2.0,True,True,21.5,21.5,26.38,26.38,26.0,26.0,True,True,False,False,True,False,False,False,False,False,False,unchanged
605318_2026-06-11,605318,2026-06-15,post,2.0,True,True,133.5,133.5,140.6,140.6,131.1,131.1,False,False,False,False,False,False,False,False,False,False,False,unchanged
000506_2026-06-16,000506,2026-06-16,d0,,True,True,15.27,15.27,15.25,15.25,14.72,14.72,False,False,False,False,False,False,False,False,False,False,False,unchanged
000510_2026-06-16,000510,2026-06-16,d0,,True,True,22.71,22.71,22.38,22.38,22.1,22.1,False,False,False,False,False,False,False,False,False,False,False,unchanged
001359_2026-06-16,001359,2026-06-16,d0,,True,True,119.33,119.33,133.75,133.75,132.2,132.2,True,True,False,False,True,False,False,False,False,False,False,unchanged
002119_2026-06-12,002119,2026-06-16,post,2.0,True,True,31.8,31.8,35.42,35.42,34.51,34.51,True,True,False,False,True,False,False,False,False,False,False,unchanged
002165_2026-06-12,002165,2026-06-16,post,2.0,True,True,7.6,7.6,7.26,7.26,6.76,6.76,False,False,True,True,False,True,False,False,False,False,False,unchanged
002203_2026-06-15,002203,2026-06-16,post,1.0,True,True,23.97,23.97,25.52,25.52,25.52,25.52,False,False,False,False,False,False,False,False,False,False,False,unchanged
002409_2026-06-12,002409,2026-06-16,post,2.0,True,True,137.0,137.0,151.6,151.6,150.16,150.16,True,True,False,False,True,False,False,False,False,False,False,unchanged
600067_2026-06-15,600067,2026-06-16,post,1.0,True,True,3.59,3.59,3.43,3.43,3.39,3.39,False,False,True,True,False,True,False,False,False,False,False,unchanged
600178_2026-06-12,600178,2026-06-16,post,2.0,True,True,9.65,9.65,9.65,9.65,9.07,9.07,False,False,True,True,False,True,False,False,False,False,False,unchanged
600378_2026-06-12,600378,2026-06-16,post,2.0,True,True,57.0,57.0,66.99,66.99,65.16,65.16,True,True,False,False,True,False,False,False,False,False,False,unchanged
600665_2026-06-12,600665,2026-06-16,post,2.0,True,True,3.8,3.8,3.62,3.62,3.57,3.57,False,False,True,True,False,True,False,False,False,False,False,unchanged
601696_2026-06-16,601696,2026-06-16,d0,,True,True,13.35,13.35,13.1,13.1,12.75,12.75,False,False,False,False,False,False,False,False,False,False,False,unchanged
601958_2026-06-16,601958,2026-06-16,d0,,True,True,28.0,28.0,29.23,29.23,27.7,27.7,False,False,False,False,False,False,False,False,False,False,False,unchanged
603014_2026-06-15,603014,2026-06-16,post,1.0,True,True,35.49,35.49,38.38,38.38,37.41,37.41,True,True,False,False,True,False,False,False,False,False,False,unchanged
603155_2026-06-12,603155,2026-06-16,post,2.0,True,True,22.73,22.73,24.01,24.01,23.06,23.06,False,False,False,False,False,False,False,False,False,False,False,unchanged
603335_2026-06-16,603335,2026-06-16,d0,,True,True,8.22,8.22,9.14,9.14,8.22,8.22,True,True,False,False,True,False,False,False,False,False,False,unchanged
