signal_date,feature,count,target7_rate,top_quantile_target7_rate,bottom_quantile_target7_rate,quantile_rate_spread,corr_target7,direction_hint
2026-06-23,entry_width_score,91,0.43956043956043955,0.3783783783783784,0.5789473684210527,-0.20056899004267426,0.011931455422222592,lower_better
2026-06-24,entry_width_score,155,0.27741935483870966,0.21428571428571427,0.1891891891891892,0.025096525096525074,0.026211769220788037,higher_better
2026-06-25,entry_width_score,215,0.20465116279069767,0.17721518987341772,0.22916666666666666,-0.051951476793248935,-0.03072243607002837,lower_better
2026-06-08,graph_quality_score,48,0.22916666666666666,0.4166666666666667,0.23076923076923078,0.1858974358974359,0.1866377658118172,higher_better
2026-06-09,graph_quality_score,35,0.37142857142857144,0.375,0.5714285714285714,-0.1964285714285714,-0.17460233403156245,lower_better
2026-06-10,graph_quality_score,118,0.2966101694915254,0.26666666666666666,0.41935483870967744,-0.15268817204301077,-0.09620752601897761,lower_better
2026-06-11,graph_quality_score,171,0.3216374269005848,0.4473684210526316,0.17073170731707318,0.2766367137355584,0.1437842801364776,higher_better
2026-06-12,graph_quality_score,174,0.5229885057471264,0.5818181818181818,0.5227272727272727,0.05909090909090908,0.020803957165675145,higher_better
2026-06-15,graph_quality_score,66,0.15151515151515152,0.2857142857142857,0.0625,0.2232142857142857,0.1534407907096469,higher_better
2026-06-16,graph_quality_score,96,0.4375,0.65,0.5,0.15000000000000002,0.05865296924764941,higher_better
2026-06-17,graph_quality_score,169,0.3609467455621302,0.5227272727272727,0.26666666666666666,0.25606060606060604,0.1809476403118084,higher_better
2026-06-18,graph_quality_score,210,0.37142857142857144,0.4,0.22641509433962265,0.17358490566037738,0.14488294376167266,higher_better
2026-06-23,graph_quality_score,91,0.43956043956043955,0.46875,0.37037037037037035,0.09837962962962965,0.11045962330731744,higher_better
2026-06-24,graph_quality_score,155,0.27741935483870966,0.3157894736842105,0.17647058823529413,0.13931888544891638,0.12297593723900635,higher_better
2026-06-25,graph_quality_score,215,0.20465116279069767,0.24358974358974358,0.11627906976744186,0.1273106738223017,0.1441130550934165,higher_better
2026-06-08,invalid_distance_pct,48,0.22916666666666666,0.2,0.3,-0.09999999999999998,-0.2935051791338473,lower_better
2026-06-09,invalid_distance_pct,35,0.37142857142857144,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.07806368807554236,higher_better
2026-06-10,invalid_distance_pct,118,0.2966101694915254,0.20833333333333334,0.375,-0.16666666666666666,-0.09606814893001951,lower_better
2026-06-11,invalid_distance_pct,171,0.3216374269005848,0.34285714285714286,0.42857142857142855,-0.08571428571428569,-0.10542472255401292,lower_better
2026-06-12,invalid_distance_pct,174,0.5229885057471264,0.5142857142857142,0.4857142857142857,0.028571428571428525,-0.055057868293233954,higher_better
2026-06-15,invalid_distance_pct,66,0.15151515151515152,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.05803762987931133,higher_better
2026-06-16,invalid_distance_pct,96,0.4375,0.3,0.4,-0.10000000000000003,-0.07865379422015994,lower_better
2026-06-17,invalid_distance_pct,169,0.3609467455621302,0.2647058823529412,0.35294117647058826,-0.08823529411764708,-0.052808701979487165,lower_better
