feature,feature_type,count,non_null_count,target7_count,target7_rate,mean,median,target7_mean,non_target7_mean,mean_diff,corr_target7,corr_candidate_d3_max,top_quantile_target7_rate,bottom_quantile_target7_rate,quantile_rate_spread,direction_hint,target_return_pct,analysis_signal_strength
total_score,numeric,1548,1548,523,0.33785529715762275,63.29118217054263,63.25,65.63718929254303,62.094146341463414,3.543042951079613,0.14489685343358313,0.14439424861944666,0.45686900958466453,0.24758842443729903,0.2092805851473655,higher_better,7.0,0.4985716872003953
trend_hold_score,numeric,1548,1548,523,0.33785529715762275,62.85206718346253,65.0,65.91778202676865,61.28780487804878,4.629977148719867,0.11872770169283826,0.10689245686304363,0.4011627906976744,0.2894736842105263,0.11168910648714808,higher_better,7.0,0.33730926504303
d1_low_ma10_pct,numeric,1548,1548,523,0.33785529715762275,3.8366572997416024,3.6154,4.727353537284896,3.382184975609756,1.3451685616751394,0.0940965828282985,0.08199536561821479,0.44516129032258067,0.3258064516129032,0.11935483870967745,higher_better,7.0,0.2954467871561907
d1_close_ma10_pct,numeric,1548,1548,523,0.33785529715762275,7.364836434108528,6.8351500000000005,8.361887189292542,6.856097365853658,1.5057898234388842,0.08634557142735284,0.06888527660123266,0.4258064516129032,0.29354838709677417,0.13225806451612904,higher_better,7.0,0.28748891254471454
theme_score,numeric,1548,1548,523,0.33785529715762275,64.8514211886305,70.0,65.90822179732314,64.31219512195122,1.5960266753719168,0.09419756579980598,0.09095062983654476,0.37122736418511065,0.2779783393501805,0.09324902483493014,higher_better,7.0,0.2783972204712809
active_cooling_score,numeric,1548,1548,523,0.33785529715762275,73.86627906976744,85.0,75.94646271510516,72.8048780487805,3.141584666324661,0.07397122292072641,0.10224984958989836,0.37043478260869567,0.2880324543610548,0.08240232824764088,higher_better,7.0,0.2586234007582656
graph_quality_score,numeric,1548,1548,523,0.33785529715762275,55.78423772609819,58.0,58.393881453154876,54.45268292682927,3.941198526325607,0.07579405225356788,0.06730209586803022,0.3977272727272727,0.3064066852367688,0.09132058749050392,higher_better,7.0,0.23441673561210202
d1_close_vwap_pct,numeric,1548,1548,523,0.33785529715762275,-0.19726162790697674,-0.24930000000000002,-0.3482273422562142,-0.12023229268292683,-0.22799504957328737,-0.05790444165741432,-0.08784324262741035,0.35161290322580646,0.3935483870967742,-0.04193548387096774,lower_better,7.0,0.1876831681557924
active_money_score,numeric,1548,1548,523,0.33785529715762275,67.59043927648578,68.0,66.54302103250478,68.12487804878049,-1.5818570162757055,-0.0439541190753858,-0.07240958828176185,0.2826666666666667,0.3493670886075949,-0.06670042194092823,lower_better,7.0,0.1830641292980759
consecutive_boards,numeric,1548,1548,523,0.33785529715762275,1.1046511627906976,1.0,1.135755258126195,1.0887804878048781,0.046974770321316806,0.06532945456245506,0.0668387267368354,0.33785529715762275,0.32786885245901637,0.009986444698606378,higher_better,7.0,0.14215462599789686
invalid_distance_pct,numeric,1548,1548,523,0.33785529715762275,3.6549882277658066,3.8368153596079813,3.5830898499295514,3.691673936652012,-0.10858408672246078,-0.04374484983864187,-0.0471129366014082,0.3,0.34838709677419355,-0.04838709677419356,lower_better,7.0,0.13924488321424364
low_absorb_width_pct,numeric,1548,1548,523,0.33785529715762275,3.6549882277658066,3.8368153596079813,3.5830898499295514,3.691673936652012,-0.10858408672246078,-0.04374484983864187,-0.0471129366014082,0.3,0.34838709677419355,-0.04838709677419356,lower_better,7.0,0.13924488321424364
entry_width_score,numeric,1548,1548,523,0.33785529715762275,60.88501291989664,60.0,61.87380497131931,60.38048780487805,1.4933171664412583,0.05313865897688299,0.062013670494008064,0.33579881656804733,0.3394495412844037,-0.003650724716356357,lower_better,7.0,0.1188030541872474
support_score,numeric,1548,1548,523,0.33785529715762275,50.72868217054263,47.0,49.49904397705545,51.35609756097561,-1.8570535839201625,-0.02754380789772723,-0.05185749991730382,0.31758530183727035,0.351129363449692,-0.03354406161242163,lower_better,7.0,0.11294536942745267
days_since_d0,numeric,1548,1548,523,0.33785529715762275,1.817829457364341,2.0,1.7820267686424474,1.8360975609756098,-0.054070792333162476,-0.03165150676291114,-0.005276100997357097,0.32051282051282054,0.3556547619047619,-0.03514194139194138,lower_better,7.0,0.07206954915220962
support_type,categorical,1548,1548,523,0.33785529715762275,,,,,,,,,,0.057724287020869736,bucket_spread=0.0577,7.0,0.057724287020869736
signal_type,categorical,1548,1548,523,0.33785529715762275,,,,,,,,,,0.0,bucket_spread=0.0000,7.0,0.0
