model_head,factor,n_available,missing_rate,univariate_auc,june_auc,july_auc,overall_direction,subinterval_directions,temporal_direction_consistency,extreme_bucket_t7_share,extreme_bucket_tail_share,june_direction,july_direction
post_target,down_bar_volume_ratio,448,0.0,0.526609952638549,0.5303984396767902,0.5180499325236168,up,up|up|up,1.0,0.026845637583892617,0.9869281045751634,up,up
post_target,break_volume_ratio_vs_board_days,448,0.0,0.5192027114991807,0.4994706046252438,0.5500168690958165,up,down|up|up,0.6666666666666666,1.0,1.0,flat,up
post_target,break_volume_log_ratio,448,0.0,0.5192027114991807,0.4994706046252438,0.5500168690958165,up,down|up|up,0.6666666666666666,0.10067114093959731,0.9477124183006536,flat,up
post_target,break_volume_distance_from_one,448,0.0,0.5243877802967386,0.4980774589022012,0.5685728744939271,up,down|up|up,0.6666666666666666,1.0,1.0,flat,up
post_target,break_high_to_close_drawdown,448,0.0,0.49515162398150436,0.47667874059626636,0.5373650472334683,flat,down|up|up,0.0,0.013422818791946308,0.9869281045751634,down,up
post_target,break_close_location,445,0.0067,0.5043715472766288,0.5080236486486487,0.49019607843137253,flat,up|flat|down,0.3333333333333333,0.10738255033557047,0.9215686274509803,up,down
post_target,break_touched_limit_up,448,0.0,0.5019752643038315,0.4670103092783505,0.5644399460188934,flat,down|down|up,0.0,0.18120805369127516,0.7843137254901961,down,up
post_target,break_opened_from_limit_up,448,0.0,0.49333348297456847,0.49949846753970467,0.4824561403508772,down,down|flat|down,0.6666666666666666,0.9865771812080537,0.032679738562091505,flat,down
post_target,board_streak_is_3,448,0.0,0.5019640412111962,0.5092504876010031,0.4900472334682861,flat,up|flat|down,0.3333333333333333,0.174496644295302,0.8169934640522876,up,down
post_target,post_day,448,0.0,0.4957576709838163,0.49657286152131513,0.49308367071524967,flat,down|up|flat,0.3333333333333333,1.0,1.0,flat,down
post_tail,d1_close_to_ma5_raw,448,0.0,0.5111332668660684,0.5004221784407543,0.5170817369093231,up,down|down|up,0.3333333333333333,0.436241610738255,0.6078431372549019,flat,up
post_tail,ma5_gap_clipped,448,0.0,0.5111332668660684,0.5004221784407543,0.5170817369093231,up,down|down|up,0.3333333333333333,0.436241610738255,0.6078431372549019,flat,up
post_tail,ma5_below_minus_2_hinge,448,0.0,0.4983272405007201,0.49439909935265974,0.5027139208173691,flat,up|flat|down,0.3333333333333333,0.28859060402684567,0.738562091503268,down,flat
post_tail,ma5_above_5_hinge,448,0.0,0.5277390052066024,0.4981705600900647,0.5754310344827587,up,flat|up|up,0.6666666666666666,0.7718120805369127,0.3137254901960784,flat,up
post_tail,ma5_above_10_hinge,448,0.0,0.5238395923341088,0.5004784688995215,0.5643358876117497,up,down|up|up,0.6666666666666666,0.9194630872483222,0.11764705882352941,flat,up
post_tail,d1_true_reclaim_ma5,448,0.0,0.49330896200288027,0.5347312130593864,0.4248084291187739,down,up|down|down,0.6666666666666666,0.7449664429530202,0.2679738562091503,up,down
post_tail,d1_close_to_ma5_bucket,448,0.0,0.5080536169269968,0.4934703067830003,0.5246647509578544,up,down|down|up,0.3333333333333333,1.0,1.0,down,up
post_tail,d1_open_to_close_return_raw,448,0.0,0.516295557771131,0.530622009569378,0.4885057471264368,up,up|flat|up,0.6666666666666666,0.6174496644295302,0.43790849673202614,up,down
post_tail,d1_oc_return_clipped,448,0.0,0.5163841807909605,0.5307908809456797,0.48818646232439333,up,up|flat|up,0.6666666666666666,0.6174496644295302,0.43790849673202614,up,down
post_tail,d1_repair_above_2_hinge,448,0.0,0.5152542372881356,0.5050942865184351,0.5317688378033205,up,up|down|up,0.6666666666666666,0.7651006711409396,0.30718954248366015,up,up
post_tail,d1_repair_above_5_flag,448,0.0,0.5059155865736125,0.4963974106388967,0.5213920817369093,up,up|down|up,0.6666666666666666,0.8993288590604027,0.13725490196078433,flat,up
post_tail,d1_open_to_close_bucket,448,0.0,0.5143569292123629,0.5295524908528004,0.4875478927203065,up,up|down|up,0.6666666666666666,1.0,1.0,up,down
post_tail,d1_high_to_close_drawdown_raw,448,0.0,0.4772349617813227,0.4401350971010414,0.5393518518518519,down,down|down|down,1.0,0.03355704697986577,0.9803921568627451,down,up
post_tail,d1_close_location,442,0.0134,0.5159873466693976,0.5411594038002048,0.4776484480431849,up,up|flat|up,0.6666666666666666,0.1476510067114094,0.9150326797385621,up,down
post_tail,d1_close_to_vwap_raw,448,0.0,0.5336767475351722,0.5654376583169153,0.47357918263090676,up,up|flat|up,0.6666666666666666,0.6308724832214765,0.45751633986928103,up,down
post_tail,volume_above_d1_close_ratio,448,0.0,0.4717181787969425,0.44120461581761894,0.5189974457215837,down,down|down|down,1.0,1.0,1.0,down,up
post_tail,late_day_sell_volume_ratio,448,0.0,0.5251578597540711,0.49960596678862934,0.564176245210728,up,up|up|flat,0.6666666666666666,0.10738255033557047,0.954248366013072,flat,up
post_tail,down_bar_volume_ratio,448,0.0,0.507566190317935,0.5018857303687025,0.51772030651341,up,flat|up|down,0.3333333333333333,0.026845637583892617,0.9869281045751634,flat,up
post_tail,break_volume_ratio_vs_board_days,448,0.0,0.518278497839814,0.525077399380805,0.508301404853129,up,up|up|up,1.0,1.0,1.0,up,up
post_tail,break_volume_log_ratio,448,0.0,0.518278497839814,0.525077399380805,0.508301404853129,up,up|up|up,1.0,0.10067114093959731,0.9477124183006536,up,up
post_tail,break_volume_distance_from_one,448,0.0,0.5222222222222223,0.5321137067267098,0.508301404853129,up,up|up|up,1.0,1.0,1.0,up,up
post_tail,break_high_to_close_drawdown,448,0.0,0.5134263875041543,0.5303687025049254,0.47972541507024263,up,flat|up|down,0.3333333333333333,0.013422818791946308,0.9869281045751634,up,down
post_tail,break_close_location,445,0.0067,0.48861595114065026,0.47453310696095075,0.5191834727004427,down,up|down|up,0.3333333333333333,0.10738255033557047,0.9215686274509803,down,up
post_tail,break_touched_limit_up,448,0.0,0.5281821203057494,0.5567970728961441,0.4803639846743295,up,up|up|flat,0.6666666666666666,0.18120805369127516,0.7843137254901961,up,down
post_tail,break_opened_from_limit_up,448,0.0,0.5078652930098593,0.4998311286236983,0.5212324393358876,up,flat|up|up,0.6666666666666666,0.9865771812080537,0.032679738562091505,flat,up
post_tail,board_streak_is_3,448,0.0,0.5084524205162291,0.503996622572474,0.515485312899106,up,up|flat|up,0.6666666666666666,0.174496644295302,0.8169934640522876,flat,up
post_tail,post_day,448,0.0,0.49147003434142017,0.49620039403321137,0.4840357598978289,down,up|down|down,0.6666666666666666,1.0,1.0,flat,down
