model_head,factor,n_available,missing_rate,univariate_auc,june_auc,july_auc,overall_direction,subinterval_directions,temporal_direction_consistency,extreme_bucket_t7_share,extreme_bucket_tail_share,june_direction,july_direction
d0_target,d1_close_to_ma5_raw,280,0.0,0.4613880742913001,0.4699074074074074,0.43687991789257613,down,up|down|down,0.6666666666666666,0.010752688172043012,0.9868421052631579,down,down
d0_target,ma5_gap_clipped,280,0.0,0.4613880742913001,0.4699074074074074,0.43687991789257613,down,up|down|down,0.6666666666666666,0.010752688172043012,0.9868421052631579,down,down
d0_target,ma5_below_minus_2_hinge,280,0.0,0.5,0.5,0.5,flat,flat|flat|flat,1.0,1.0,1.0,flat,flat
d0_target,ma5_above_5_hinge,280,0.0,0.4615605773101029,0.47040343915343913,0.437222032158741,down,up|down|down,0.6666666666666666,0.21505376344086022,0.8026315789473685,down,down
d0_target,ma5_above_10_hinge,280,0.0,0.45506296360186305,0.4568452380952381,0.4471433458775231,down,down|down|down,1.0,0.6451612903225806,0.47368421052631576,down,down
d0_target,d1_true_reclaim_ma5,280,0.0,0.5162440342705997,0.5128968253968254,0.5224084844338008,up,down|up|up,0.6666666666666666,0.07526881720430108,0.9736842105263158,up,up
d0_target,d1_close_to_ma5_bucket,280,0.0,0.4479040883215456,0.4537037037037037,0.437222032158741,down,down|down|down,1.0,1.0,1.0,down,down
d0_target,d1_open_to_close_return_raw,280,0.0,0.45992179863147603,0.429728835978836,0.49982894286691754,down,up|down|up,0.3333333333333333,0.7096774193548387,0.40789473684210525,down,flat
d0_target,d1_oc_return_clipped,280,0.0,0.45923178655626473,0.4290674603174603,0.49948682860075266,down,up|down|up,0.3333333333333333,0.7096774193548387,0.40789473684210525,down,flat
d0_target,d1_repair_above_2_hinge,280,0.0,0.47398079466390663,0.44494047619047616,0.515224084844338,down,down|down|down,1.0,0.7741935483870968,0.2894736842105263,down,up
d0_target,d1_repair_above_5_flag,280,0.0,0.4976712092461618,0.4930555555555556,0.5042764283270612,flat,up|down|down,0.0,0.8709677419354839,0.13157894736842105,down,flat
d0_target,d1_open_to_close_bucket,280,0.0,0.45989304812834225,0.4340277777777778,0.4888812863496408,down,up|down|flat,0.3333333333333333,1.0,1.0,down,down
d0_target,d1_high_to_close_drawdown_raw,280,0.0,0.5152090161577828,0.5540674603174603,0.45638043106397536,up,down|up|down,0.3333333333333333,0.021505376344086023,0.9868421052631579,up,down
d0_target,d1_close_location,278,0.0071,0.49161407199625995,0.4552736982643525,0.5342827004219409,down,flat|down|down,0.6666666666666666,0.10752688172043011,0.9210526315789473,down,up
d0_target,d1_close_to_vwap_raw,280,0.0,0.5193490886090507,0.48032407407407407,0.5713308244953814,up,up|down|up,0.6666666666666666,0.40860215053763443,0.631578947368421,down,up
d0_target,volume_above_d1_close_ratio,280,0.0,0.4657006497613708,0.482473544973545,0.4450906602805337,down,down|down|down,1.0,1.0,1.0,down,down
d0_target,late_day_sell_volume_ratio,280,0.0,0.4611580702662297,0.4350198412698413,0.5013684570646596,down,down|down|up,0.6666666666666666,0.06451612903225806,0.9605263157894737,down,flat
d0_target,down_bar_volume_ratio,280,0.0,0.544793283882468,0.5482804232804233,0.5316455696202531,up,up|up|flat,0.6666666666666666,0.010752688172043012,0.9868421052631579,up,up
d0_target,break_volume_ratio_vs_board_days,280,0.0,0.4692657121499626,0.47255291005291006,0.46835443037974683,down,down|up|down,0.6666666666666666,1.0,1.0,down,down
d0_target,break_volume_log_ratio,280,0.0,0.4692657121499626,0.47255291005291006,0.46835443037974683,down,down|up|down,0.6666666666666666,0.07526881720430108,0.9210526315789473,down,down
d0_target,break_volume_distance_from_one,280,0.0,0.48663101604278075,0.47619047619047616,0.50838179952104,down,down|up|down,0.6666666666666666,1.0,1.0,down,up
d0_target,break_high_to_close_drawdown,280,0.0,0.5152090161577828,0.5540674603174603,0.45638043106397536,up,down|up|down,0.3333333333333333,0.021505376344086023,0.9868421052631579,up,down
d0_target,break_close_location,278,0.0071,0.49161407199625995,0.4552736982643525,0.5342827004219409,down,flat|down|down,0.6666666666666666,0.10752688172043011,0.9210526315789473,down,up
d0_target,break_touched_limit_up,280,0.0,0.5111839457190501,0.5376984126984127,0.4726308587068081,up,up|up|down,0.6666666666666666,0.1827956989247312,0.7763157894736842,up,down
d0_target,break_opened_from_limit_up,280,0.0,0.49738370421482375,0.5085978835978836,0.4810126582278481,flat,up|flat|down,0.3333333333333333,0.978494623655914,0.039473684210526314,up,down
d0_target,board_streak_is_3,280,0.0,0.527255476970847,0.49702380952380953,0.5709887102292166,up,down|up|up,0.6666666666666666,0.1935483870967742,0.8026315789473685,flat,up
d0_tail,d1_close_to_ma5_raw,280,0.0,0.5223168214654282,0.49177077136625025,0.5731922398589065,up,down|down|up,0.3333333333333333,0.010752688172043012,0.9868421052631579,down,up
d0_tail,ma5_gap_clipped,280,0.0,0.5223168214654282,0.49177077136625025,0.5731922398589065,up,down|down|up,0.3333333333333333,0.010752688172043012,0.9868421052631579,down,up
d0_tail,ma5_below_minus_2_hinge,280,0.0,0.5,0.5,0.5,flat,flat|flat|flat,1.0,1.0,1.0,flat,flat
d0_tail,ma5_above_5_hinge,280,0.0,0.5183501031991744,0.4884989093793377,0.5689594356261023,up,down|down|up,0.3333333333333333,0.21505376344086022,0.8026315789473685,down,up
d0_tail,ma5_above_10_hinge,280,0.0,0.5199948400412797,0.4895895300416419,0.5717813051146384,up,flat|down|up,0.3333333333333333,0.6451612903225806,0.47368421052631576,down,up
d0_tail,d1_true_reclaim_ma5,280,0.0,0.4812951496388029,0.491869918699187,0.4649029982363316,down,down|down|down,1.0,0.07526881720430108,0.9736842105263158,down,down
d0_tail,d1_close_to_ma5_bucket,280,0.0,0.5286055211558307,0.5054531033115209,0.5622574955908289,up,down|down|up,0.3333333333333333,1.0,1.0,up,up
d0_tail,d1_open_to_close_return_raw,280,0.0,0.5057404540763674,0.45706920483838986,0.5721340388007055,up,down|down|up,0.3333333333333333,0.7096774193548387,0.40789473684210525,down,up
d0_tail,d1_oc_return_clipped,280,0.0,0.5064821981424149,0.4578623835018838,0.571957671957672,up,down|down|up,0.3333333333333333,0.7096774193548387,0.40789473684210525,down,up
d0_tail,d1_repair_above_2_hinge,280,0.0,0.5178018575851393,0.47689867142573866,0.5724867724867725,up,down|flat|up,0.3333333333333333,0.7741935483870968,0.2894736842105263,down,up
d0_tail,d1_repair_above_5_flag,280,0.0,0.4996130030959752,0.45934959349593496,0.5506172839506173,flat,down|flat|up,0.3333333333333333,0.8709677419354839,0.13157894736842105,down,up
d0_tail,d1_open_to_close_bucket,280,0.0,0.5092879256965944,0.4631171921475312,0.571604938271605,up,down|down|up,0.3333333333333333,1.0,1.0,down,up
d0_tail,d1_high_to_close_drawdown_raw,280,0.0,0.5296375128998968,0.5606781677572873,0.48271604938271606,up,up|up|down,0.6666666666666666,0.021505376344086023,0.9868421052631579,up,down
d0_tail,d1_close_location,278,0.0071,0.4664039408866995,0.4554178328668533,0.49255628177196803,down,down|down|up,0.6666666666666666,0.10752688172043011,0.9210526315789473,down,down
d0_tail,d1_close_to_vwap_raw,280,0.0,0.45607585139318885,0.43426531826293874,0.4835978835978836,down,down|down|down,1.0,0.40860215053763443,0.631578947368421,down,down
d0_tail,volume_above_d1_close_ratio,280,0.0,0.5562435500515995,0.545310331152092,0.5693121693121693,up,up|up|up,1.0,1.0,1.0,up,up
d0_tail,late_day_sell_volume_ratio,280,0.0,0.6163570691434469,0.5825897283363077,0.6504409171075838,up,up|up|up,1.0,0.06451612903225806,0.9605263157894737,up,up
d0_tail,down_bar_volume_ratio,280,0.0,0.5000967492260062,0.5328177672020623,0.4641975308641975,flat,up|up|down,0.0,0.010752688172043012,0.9868421052631579,up,down
d0_tail,break_volume_ratio_vs_board_days,280,0.0,0.547858617131063,0.5659329764029347,0.5188712522045855,up,up|up|flat,0.6666666666666666,1.0,1.0,up,up
d0_tail,break_volume_log_ratio,280,0.0,0.547858617131063,0.5659329764029347,0.5188712522045855,up,up|up|flat,0.6666666666666666,0.07526881720430108,0.9210526315789473,up,up
d0_tail,break_volume_distance_from_one,280,0.0,0.5646284829721362,0.5720801110450129,0.546384479717813,up,up|up|up,1.0,1.0,1.0,up,up
d0_tail,break_high_to_close_drawdown,280,0.0,0.5296375128998968,0.5606781677572873,0.48271604938271606,up,up|up|down,0.6666666666666666,0.021505376344086023,0.9868421052631579,up,down
d0_tail,break_close_location,278,0.0071,0.4664039408866995,0.4554178328668533,0.49255628177196803,down,down|down|up,0.6666666666666666,0.10752688172043011,0.9210526315789473,down,down
d0_tail,break_touched_limit_up,280,0.0,0.538312693498452,0.5040650406504065,0.5811287477954145,up,up|down|up,0.6666666666666666,0.1827956989247312,0.7763157894736842,flat,up
d0_tail,break_opened_from_limit_up,280,0.0,0.5099329205366357,0.5,0.5223985890652557,up,down|up|up,0.6666666666666666,0.978494623655914,0.039473684210526314,flat,up
d0_tail,board_streak_is_3,280,0.0,0.5276057791537667,0.5365853658536586,0.5178130511463844,up,up|flat|up,0.6666666666666666,0.1935483870967742,0.8026315789473685,up,up
post_target,d1_close_to_ma5_raw,448,0.0,0.4543781284370721,0.4898857620507105,0.3856275303643725,down,up|down|down,0.6666666666666666,0.436241610738255,0.6078431372549019,down,down
post_target,ma5_gap_clipped,448,0.0,0.4543556822518013,0.4898857620507105,0.38554318488529016,down,up|down|down,0.6666666666666666,0.436241610738255,0.6078431372549019,down,down
post_target,ma5_below_minus_2_hinge,448,0.0,0.5260263518215079,0.49966564502646976,0.5779352226720648,up,down|up|up,0.6666666666666666,0.28859060402684567,0.738562091503268,flat,up
post_target,ma5_above_5_hinge,448,0.0,0.4652533052007811,0.4959877403176372,0.4050269905533063,down,up|down|down,0.6666666666666666,0.7718120805369127,0.3137254901960784,flat,down
post_target,ma5_above_10_hinge,448,0.0,0.4983389822899598,0.5183616606297019,0.4605263157894737,flat,up|flat|down,0.3333333333333333,0.9194630872483222,0.11764705882352941,up,down
post_target,d1_true_reclaim_ma5,448,0.0,0.4837040694933896,0.47481192532738925,0.49780701754385964,down,down|down|down,1.0,0.7449664429530202,0.2679738562091503,down,flat
post_target,d1_close_to_ma5_bucket,448,0.0,0.46053960629391033,0.497353023126219,0.3880735492577598,down,up|down|down,0.6666666666666666,1.0,1.0,flat,down
post_target,d1_open_to_close_return_raw,448,0.0,0.4460281475163296,0.4526887712454723,0.4326923076923077,down,down|down|down,1.0,0.6174496644295302,0.43790849673202614,down,down
post_target,d1_oc_return_clipped,448,0.0,0.44597203205315256,0.45254945667316804,0.4326923076923077,down,down|down|down,1.0,0.6174496644295302,0.43790849673202614,down,down
post_target,d1_repair_above_2_hinge,448,0.0,0.46257098606091895,0.4713569239342435,0.44880229419703105,down,down|down|down,1.0,0.7651006711409396,0.30718954248366015,down,down
post_target,d1_repair_above_5_flag,448,0.0,0.47842921595474847,0.4945388687656729,0.4507422402159244,down,up|down|down,0.6666666666666666,0.8993288590604027,0.13725490196078433,down,down
post_target,d1_open_to_close_bucket,448,0.0,0.4372180197975354,0.44382836444692114,0.4247638326585695,down,down|down|down,1.0,1.0,1.0,down,down
post_target,d1_high_to_close_drawdown_raw,448,0.0,0.5745998967475477,0.5711897464474784,0.5880566801619433,up,up|up|up,1.0,0.03355704697986577,0.9803921568627451,up,up
post_target,d1_close_location,442,0.0134,0.4364681295715778,0.44640856118332584,0.40606563421828906,down,down|down|down,1.0,0.1476510067114094,0.9150326797385621,down,down
post_target,d1_close_to_vwap_raw,448,0.0,0.42478283315750487,0.4232933964892728,0.43277665317139,down,down|down|down,1.0,0.6308724832214765,0.45751633986928103,down,down
post_target,volume_above_d1_close_ratio,448,0.0,0.5733204641871114,0.5598774031763722,0.6146255060728745,up,up|up|up,1.0,1.0,1.0,up,up
post_target,late_day_sell_volume_ratio,448,0.0,0.47920360934659156,0.5077458902201171,0.430668016194332,down,up|down|down,0.6666666666666666,0.10738255033557047,0.954248366013072,up,down
