event_id,code,signal_date,stage_group,sample_role_v021,daily_d2open_to_d3high_return,audit_minute_d2open_to_d3high_return,target_return_daily_minus_minute,daily_d2open_to_d3close_return,audit_minute_d2open_to_d3close_return,close_return_daily_minus_minute,target7_daily_d2open_d3high,audit_minute_target7,target_label_daily_vs_minute_same,tail_loss_daily_5pct,audit_minute_tail_loss,tail_label_daily_vs_minute_same,d2_open_daily,audit_minute_d2_open,d2_open_daily_minus_minute,d3_high_daily,audit_minute_d3_high,d3_high_daily_minus_minute,d3_close_daily,audit_minute_d3_close,d3_close_daily_minus_minute,daily_label_quality_ok,daily_label_quality_reason,section,metric,value
603045_2026-06-03,603045,2026-06-03,d0,TRAIN_PRIMARY,0.1548151158065827,0.1548151158065827,0.0,0.12975755113097653,0.1297575511309765,2.7755575615628914e-17,True,True,True,False,False,True,73.83,73.83,0.0,85.26,85.26,0.0,83.41,83.41,0.0,True,ok,per_row,,
603324_2026-06-01,603324,2026-06-03,post,TRAIN_PRIMARY,-0.011927181418706856,-0.0119271814187068,-5.551115123125783e-17,-0.052730696798493404,-0.0527306967984934,-6.938893903907228e-18,False,False,True,True,True,True,31.86,31.86,0.0,31.48,31.48,0.0,30.18,30.18,0.0,True,ok,per_row,,
000037_2026-06-02,000037,2026-06-04,post,TRAIN_PRIMARY,-0.039439088518843035,-0.039439088518843,-3.469446951953614e-17,-0.0929009640666083,-0.0929009640666083,0.0,False,False,True,True,True,True,11.41,11.41,0.0,10.96,10.96,0.0,10.35,10.35,0.0,True,ok,per_row,,
000055_2026-06-03,000055,2026-06-04,post,EXCLUDED_QUALITY,,0.0269541778975741,,,-0.0377358490566037,,False,False,,False,False,,3.71,3.71,0.0,,3.81,,,3.57,,False,d3_high_invalid|d3_close_invalid,per_row,,
000700_2026-06-04,000700,2026-06-04,d0,TRAIN_PRIMARY,-0.06513409961685834,-0.0651340996168583,-4.163336342344337e-17,-0.09633278598795825,-0.0963327859879582,-4.163336342344337e-17,False,False,True,True,True,True,18.27,18.27,0.0,17.08,17.08,0.0,16.51,16.51,0.0,True,ok,per_row,,
000767_2026-06-02,000767,2026-06-04,post,TRAIN_PRIMARY,-0.06468531468531469,-0.0646853146853146,-8.326672684688674e-17,-0.13811188811188813,-0.1381118881118881,-2.7755575615628914e-17,False,False,True,True,True,True,5.72,5.72,0.0,5.35,5.35,0.0,4.93,4.93,0.0,True,ok,per_row,,
001210_2026-06-03,001210,2026-06-04,post,TRAIN_PRIMARY,0.01959999999999984,0.0195999999999998,3.8163916471489756e-17,-0.0795999999999999,-0.0795999999999999,0.0,False,False,True,True,True,True,25.0,25.0,0.0,25.49,25.49,0.0,23.01,23.01,0.0,True,ok,per_row,,
002137_2026-06-04,002137,2026-06-04,d0,TRAIN_PRIMARY,0.0068359375,0.0068359375,0.0,-0.0419921875,-0.0419921875,0.0,False,False,True,False,False,True,10.24,10.24,0.0,10.31,10.31,0.0,9.81,9.81,0.0,True,ok,per_row,,
002404_2026-06-03,002404,2026-06-04,post,TRAIN_PRIMARY,-0.02406417112299475,-0.0240641711229947,-4.85722573273506e-17,-0.0935828877005348,-0.0935828877005348,0.0,False,False,True,True,True,True,7.48,7.48,0.0,7.3,7.3,0.0,6.78,6.78,0.0,True,ok,per_row,,
002421_2026-06-03,002421,2026-06-04,post,TRAIN_PRIMARY,0.17901234567901225,0.1790123456790122,5.551115123125783e-17,0.17901234567901225,0.1790123456790122,5.551115123125783e-17,True,True,True,False,False,True,4.86,4.86,0.0,5.73,5.73,0.0,5.73,5.73,0.0,True,ok,per_row,,
002579_2026-06-03,002579,2026-06-04,post,TRAIN_PRIMARY,-0.09448416751787525,-0.0944841675178752,-5.551115123125783e-17,-0.1409601634320734,-0.1409601634320734,0.0,False,False,True,True,True,True,19.58,19.58,0.0,17.73,17.73,0.0,16.82,16.82,0.0,True,ok,per_row,,
002608_2026-06-02,002608,2026-06-04,post,EXCLUDED_QUALITY,,-0.0296367112810708,,,-0.0860420650095602,,False,False,,False,True,,10.46,10.46,0.0,,10.15,,,9.56,,False,d3_high_invalid|d3_close_invalid,per_row,,
002995_2026-06-02,002995,2026-06-04,post,TRAIN_PRIMARY,-0.06896551724137934,-0.0689655172413793,-4.163336342344337e-17,-0.10008410428931891,-0.1000841042893189,-1.3877787807814457e-17,False,False,True,True,True,True,23.78,23.78,0.0,22.14,22.14,0.0,21.4,21.4,0.0,True,ok,per_row,,
600011_2026-06-02,600011,2026-06-04,post,EXCLUDED_QUALITY,,0.0127758420441348,,,-0.0232288037166085,,False,False,,False,False,,8.61,8.61,0.0,,8.72,,,8.41,,False,d3_high_invalid|d3_close_invalid,per_row,,
600121_2026-06-04,600121,2026-06-04,d0,TRAIN_PRIMARY,-0.007092198581560294,-0.0070921985815602,-9.367506770274758e-17,-0.06914893617021267,-0.0691489361702126,-6.938893903907228e-17,False,False,True,True,True,True,5.64,5.64,0.0,5.6,5.6,0.0,5.25,5.25,0.0,True,ok,per_row,,
600280_2026-06-03,600280,2026-06-04,post,TRAIN_PRIMARY,0.07163323782234965,0.0716332378223496,5.551115123125783e-17,0.07163323782234965,0.0716332378223496,5.551115123125783e-17,True,True,True,False,False,True,3.49,3.49,0.0,3.74,3.74,0.0,3.74,3.74,0.0,True,ok,per_row,,
600487_2026-06-04,600487,2026-06-04,d0,TRAIN_PRIMARY,0.06593749999999998,0.0659374999999999,8.326672684688674e-17,-0.005520833333333308,-0.0055208333333333,-7.806255641895632e-18,False,False,True,False,False,True,96.0,96.0,0.0,102.33,102.33,0.0,95.47,95.47,0.0,True,ok,per_row,,
600936_2026-06-04,600936,2026-06-04,d0,EXCLUDED_QUALITY,,-0.0455284552845528,,,-0.0926829268292683,,False,False,,False,True,,6.15,6.15,0.0,,5.87,,,5.58,,False,d3_high_invalid|d3_close_invalid,per_row,,
603045_2026-06-03,603045,2026-06-04,post,TRAIN_PRIMARY,0.20618556701030943,0.2061855670103094,2.7755575615628914e-17,0.1895321173671689,0.1895321173671689,0.0,True,True,True,False,False,True,75.66,75.66,0.0,91.26,91.26,0.0,90.0,90.0,0.0,True,ok,per_row,,
603311_2026-06-04,603311,2026-06-04,d0,TRAIN_PRIMARY,0.02779234399580499,0.0277923439958049,9.020562075079397e-17,-0.03434714210802314,-0.0343471421080231,-4.163336342344337e-17,False,False,True,False,False,True,38.14,38.14,0.0,39.2,39.2,0.0,36.83,36.83,0.0,True,ok,per_row,,
603678_2026-06-03,603678,2026-06-04,post,TRAIN_PRIMARY,0.031024757129426428,0.0310247571294264,2.7755575615628914e-17,-0.11187715449702285,-0.1118771544970228,-4.163336342344337e-17,False,False,True,True,True,True,63.82,63.82,0.0,65.8,65.8,0.0,56.68,56.68,0.0,True,ok,per_row,,
603890_2026-06-03,603890,2026-06-04,post,TRAIN_PRIMARY,0.03667136812411842,0.0366713681241184,2.0816681711721685e-17,-0.008462623413258097,-0.008462623413258,-9.71445146547012e-17,False,False,True,False,False,True,28.36,28.36,0.0,29.4,29.4,0.0,28.12,28.12,0.0,True,ok,per_row,,
000055_2026-06-03,000055,2026-06-05,post,EXCLUDED_QUALITY,,0.0359116022099448,,,0.022099447513812,,False,False,,False,False,,,3.62,,,3.75,,,3.7,,False,d2_no_bar_without_proof(exp=2026-06-08)|d3_no_bar_without_proof(exp=2026-06-09)|d2_open_invalid|d3_high_invalid|d3_close_invalid,per_row,,
000700_2026-06-04,000700,2026-06-05,post,TRAIN_PRIMARY,0.045028142589118136,0.0450281425891181,3.469446951953614e-17,0.011257035647279645,0.0112570356472796,4.5102810375396984e-17,False,False,True,False,False,True,15.99,15.99,0.0,16.71,16.71,0.0,16.17,16.17,0.0,True,ok,per_row,,
001210_2026-06-03,001210,2026-06-05,post,TRAIN_PRIMARY,0.030482641828958545,0.0304826418289585,4.5102810375396984e-17,-0.020321761219305734,-0.0203217612193057,-3.469446951953614e-17,False,False,True,False,False,True,23.62,23.62,0.0,24.34,24.34,0.0,23.14,23.14,0.0,True,ok,per_row,,
001896_2026-06-05,001896,2026-06-05,d0,TRAIN_PRIMARY,0.08505284348263698,0.0850528434826369,6.938893903907228e-17,0.08505284348263698,0.0850528434826369,6.938893903907228e-17,True,True,True,False,False,True,19.87,19.87,0.0,21.56,21.56,0.0,21.56,21.56,0.0,True,ok,per_row,,
002137_2026-06-04,002137,2026-06-05,post,TRAIN_PRIMARY,0.12748171368861017,0.1274817136886101,5.551115123125783e-17,0.12748171368861017,0.1274817136886101,5.551115123125783e-17,True,True,True,False,False,True,9.57,9.57,0.0,10.79,10.79,0.0,10.79,10.79,0.0,True,ok,per_row,,
002404_2026-06-03,002404,2026-06-05,post,TRAIN_PRIMARY,-0.028368794326241176,-0.0283687943262411,-7.632783294297951e-17,-0.09503546099290783,-0.0950354609929078,-2.7755575615628914e-17,False,False,True,True,True,True,7.05,7.05,0.0,6.85,6.85,0.0,6.38,6.38,0.0,True,ok,per_row,,
002579_2026-06-03,002579,2026-06-05,post,TRAIN_PRIMARY,0.02853745541022601,0.028537455410226,1.0408340855860843e-17,-0.0047562425683711496,-0.0047562425683711,-4.9439619065339e-17,False,False,True,False,False,True,16.82,16.82,0.0,17.3,17.3,0.0,16.74,16.74,0.0,True,ok,per_row,,
002787_2026-06-05,002787,2026-06-05,d0,TRAIN_PRIMARY,0.06704980842911867,0.0670498084291186,6.938893903907228e-17,0.04980842911877392,0.0498084291187739,2.0816681711721685e-17,False,False,True,False,False,True,26.1,26.1,0.0,27.85,27.85,0.0,27.4,27.4,0.0,True,ok,per_row,,
002951_2026-06-03,002951,2026-06-05,post,TRAIN_PRIMARY,-0.028884462151394286,-0.0288844621513942,-8.673617379884035e-17,-0.09960159362549803,-0.099601593625498,-2.7755575615628914e-17,False,False,True,True,True,True,20.08,20.08,0.0,19.5,19.5,0.0,18.08,18.08,0.0,True,ok,per_row,,
600121_2026-06-04,600121,2026-06-05,post,TRAIN_PRIMARY,-0.021113243761996192,-0.0211132437619961,-9.367506770274758e-17,-0.06909788867562383,-0.0690978886756238,-2.7755575615628914e-17,False,False,True,True,True,True,5.21,5.21,0.0,5.1,5.1,0.0,4.85,4.85,0.0,True,ok,per_row,,
600255_2026-06-05,600255,2026-06-05,d0,TRAIN_PRIMARY,0.08965517241379328,0.0896551724137932,8.326672684688674e-17,0.025287356321839205,0.0252873563218392,3.469446951953614e-18,True,True,True,False,False,True,4.35,4.35,0.0,4.74,4.74,0.0,4.46,4.46,0.0,True,ok,per_row,,
600280_2026-06-03,600280,2026-06-05,post,TRAIN_PRIMARY,0.08875739644970415,0.0887573964497041,5.551115123125783e-17,0.01183431952662728,0.0118343195266272,7.979727989493313e-17,True,True,True,False,False,True,3.38,3.38,0.0,3.68,3.68,0.0,3.42,3.42,0.0,True,ok,per_row,,
600439_2026-06-05,600439,2026-06-05,d0,EXCLUDED_QUALITY,,-0.0113636363636364,,,-0.0606060606060606,,False,False,,False,True,,2.64,2.64,0.0,,2.61,,,2.48,,False,d3_high_invalid|d3_close_invalid,per_row,,
600487_2026-06-04,600487,2026-06-05,post,TRAIN_PRIMARY,0.13473797947055655,0.1347379794705565,5.551115123125783e-17,0.13473797947055655,0.1347379794705565,5.551115123125783e-17,True,True,True,False,False,True,92.55,92.55,0.0,105.02,105.02,0.0,105.02,105.02,0.0,True,ok,per_row,,
600688_2026-06-05,600688,2026-06-05,d0,EXCLUDED_QUALITY,,0.0030211480362536,,,-0.0483383685800604,,False,False,,False,False,,3.31,3.31,0.0,,3.32,,,3.15,,False,d3_high_invalid|d3_close_invalid,per_row,,
600936_2026-06-04,600936,2026-06-05,post,EXCLUDED_QUALITY,,0.0192982456140349,,,-0.0333333333333334,,False,False,,False,False,,,5.7,,,5.81,,,5.51,,False,d2_no_bar_without_proof(exp=2026-06-08)|d3_no_bar_without_proof(exp=2026-06-09)|d2_open_invalid|d3_high_invalid|d3_close_invalid,per_row,,
603045_2026-06-03,603045,2026-06-05,post,TRAIN_PRIMARY,0.15026629469946728,0.1502662946994672,8.326672684688674e-17,0.13111843773776322,0.1311184377377632,2.7755575615628914e-17,True,True,True,False,False,True,78.86,78.86,0.0,90.71,90.71,0.0,89.2,89.2,0.0,True,ok,per_row,,
603311_2026-06-04,603311,2026-06-05,post,TRAIN_PRIMARY,0.015424164524421524,0.0154241645244215,2.42861286636753e-17,-0.010025706940874013,-0.010025706940874,-1.214306433183765e-17,False,False,True,False,False,True,38.9,38.9,0.0,39.5,39.5,0.0,38.51,38.51,0.0,True,ok,per_row,,
603678_2026-06-03,603678,2026-06-05,post,TRAIN_PRIMARY,0.053956214445785244,0.0539562144457852,4.163336342344337e-17,0.027753835545595518,0.0277538355455955,1.734723475976807e-17,False,False,True,False,False,True,58.01,58.01,0.0,61.14,61.14,0.0,59.62,59.62,0.0,True,ok,per_row,,
603890_2026-06-03,603890,2026-06-05,post,TRAIN_PRIMARY,-0.030470914127423754,-0.0304709141274237,-5.551115123125783e-17,-0.11945983379501379,-0.1194598337950137,-9.71445146547012e-17,False,False,True,True,True,True,28.88,28.88,0.0,28.0,28.0,0.0,25.43,25.43,0.0,True,ok,per_row,,
605162_2026-06-05,605162,2026-06-05,d0,TRAIN_PRIMARY,-0.044991511035653575,-0.0449915110356535,-7.632783294297951e-17,-0.1044142614601018,-0.1044142614601018,0.0,False,False,True,True,True,True,11.78,11.78,0.0,11.25,11.25,0.0,10.55,10.55,0.0,True,ok,per_row,,
000520_2026-06-08,000520,2026-06-08,d0,TRAIN_PRIMARY,-0.010940919037199293,-0.0109409190371992,-9.194034422677078e-17,-0.05689277899343559,-0.0568927789934355,-9.020562075079397e-17,False,False,True,True,True,True,4.57,4.57,0.0,4.52,4.52,0.0,4.31,4.31,0.0,True,ok,per_row,,
000700_2026-06-04,000700,2026-06-08,post,TRAIN_PRIMARY,-0.03934624697336564,-0.0393462469733656,-4.163336342344337e-17,-0.07869249394673117,-0.0786924939467311,-6.938893903907228e-17,False,False,True,True,True,True,16.52,16.52,0.0,15.87,15.87,0.0,15.22,15.22,0.0,True,ok,per_row,,
001896_2026-06-05,001896,2026-06-08,post,TRAIN_PRIMARY,0.14147088866190005,0.1414708886619,5.551115123125783e-17,0.0812053115423903,0.0812053115423903,0.0,True,True,True,False,False,True,19.58,19.58,0.0,22.35,22.35,0.0,21.17,21.17,0.0,True,ok,per_row,,
002137_2026-06-04,002137,2026-06-08,post,TRAIN_PRIMARY,0.20630081300813008,0.20630081300813,8.326672684688674e-17,0.08739837398373984,0.0873983739837398,4.163336342344337e-17,True,True,True,False,False,True,9.84,9.84,0.0,11.87,11.87,0.0,10.7,10.7,0.0,True,ok,per_row,,
002787_2026-06-05,002787,2026-06-08,post,TRAIN_PRIMARY,0.009140767824497242,0.0091407678244972,4.163336342344337e-17,-0.007312614259597949,-0.0073126142595979,-4.9439619065339e-17,False,False,True,False,False,True,27.35,27.35,0.0,27.6,27.6,0.0,27.15,27.15,0.0,True,ok,per_row,,
003036_2026-06-08,003036,2026-06-08,d0,TRAIN_PRIMARY,0.06819338422391863,0.0681933842239186,2.7755575615628914e-17,0.025445292620865034,0.025445292620865,3.469446951953614e-17,False,False,True,False,False,True,78.6,78.6,0.0,83.96,83.96,0.0,80.6,80.6,0.0,True,ok,per_row,,
600121_2026-06-04,600121,2026-06-08,post,TRAIN_PRIMARY,-0.02766798418972327,-0.0276679841897232,-7.28583859910259e-17,-0.0968379446640315,-0.0968379446640315,0.0,False,False,True,True,True,True,5.06,5.06,0.0,4.92,4.92,0.0,4.57,4.57,0.0,True,ok,per_row,,
600255_2026-06-05,600255,2026-06-08,post,TRAIN_PRIMARY,-0.04989154013015196,-0.0498915401301519,-5.551115123125783e-17,-0.13015184381778755,-0.1301518438177875,-5.551115123125783e-17,False,False,True,True,True,True,4.61,4.61,0.0,4.38,4.38,0.0,4.01,4.01,0.0,True,ok,per_row,,
600293_2026-06-08,600293,2026-06-08,d0,TRAIN_PRIMARY,-0.01728395061728394,-0.0172839506172839,-3.8163916471489756e-17,-0.05679012345679013,-0.0567901234567901,-3.469446951953614e-17,False,False,True,True,True,True,4.05,4.05,0.0,3.98,3.98,0.0,3.82,3.82,0.0,True,ok,per_row,,
600439_2026-06-05,600439,2026-06-08,post,EXCLUDED_QUALITY,,-0.0421455938697317,,,-0.0996168582375478,,False,False,,False,True,,,2.61,,,2.5,,,2.35,,False,d2_no_bar_without_proof(exp=2026-06-09)|d3_no_bar_without_proof(exp=2026-06-10)|d2_open_invalid|d3_high_invalid|d3_close_invalid,per_row,,
600487_2026-06-04,600487,2026-06-08,post,TRAIN_PRIMARY,0.10243560188433398,0.1024356018843339,8.326672684688674e-17,0.07126390698606788,0.0712639069860678,8.326672684688674e-17,True,True,True,False,False,True,99.77,99.77,0.0,109.99,109.99,0.0,106.88,106.88,0.0,True,ok,per_row,,
600688_2026-06-05,600688,2026-06-08,post,EXCLUDED_QUALITY,,-0.0481927710843372,,,-0.0993975903614456,,False,False,,False,True,,,3.32,,,3.16,,,2.99,,False,d2_no_bar_without_proof(exp=2026-06-09)|d3_no_bar_without_proof(exp=2026-06-10)|d2_open_invalid|d3_high_invalid|d3_close_invalid,per_row,,
603311_2026-06-04,603311,2026-06-08,post,TRAIN_PRIMARY,0.07359999999999989,0.0735999999999998,8.326672684688674e-17,0.02746666666666675,0.0274666666666667,4.85722573273506e-17,True,True,True,False,False,True,37.5,37.5,0.0,40.26,40.26,0.0,38.53,38.53,0.0,True,ok,per_row,,
605162_2026-06-05,605162,2026-06-08,post,TRAIN_PRIMARY,-0.05645161290322587,-0.0564516129032258,-6.938893903907228e-17,-0.10663082437275984,-0.1066308243727598,-4.163336342344337e-17,False,False,True,True,True,True,11.16,11.16,0.0,10.53,10.53,0.0,9.97,9.97,0.0,True,ok,per_row,,
000068_2026-06-09,000068,2026-06-09,d0,TRAIN_PRIMARY,-0.050397877984084904,-0.0503978779840849,-6.938893903907228e-18,-0.08222811671087538,-0.0822281167108753,-6.938893903907228e-17,False,False,True,True,True,True,3.77,3.77,0.0,3.58,3.58,0.0,3.46,3.46,0.0,True,ok,per_row,,
000517_2026-06-09,000517,2026-06-09,d0,TRAIN_PRIMARY,0.014778325123152802,0.0147783251231528,1.734723475976807e-18,-0.059113300492610765,-0.0591133004926107,-6.245004513516506e-17,False,False,True,True,True,True,2.03,2.03,0.0,2.06,2.06,0.0,1.91,1.91,0.0,True,ok,per_row,,
000520_2026-06-08,000520,2026-06-09,post,TRAIN_PRIMARY,0.03603603603603589,0.0360360360360358,9.020562075079397e-17,-0.056306306306306286,-0.0563063063063062,-8.326672684688674e-17,False,False,True,True,True,True,4.44,4.44,0.0,4.6,4.6,0.0,4.19,4.19,0.0,True,ok,per_row,,
000759_2026-06-09,000759,2026-06-09,d0,TRAIN_PRIMARY,0.006493506493506551,0.0064935064935065,5.117434254131581e-17,-0.13961038961038963,-0.1396103896103896,-2.7755575615628914e-17,False,False,True,True,True,True,6.16,6.16,0.0,6.2,6.2,0.0,5.3,5.3,0.0,True,ok,per_row,,
002361_2026-06-09,002361,2026-06-09,d0,TRAIN_PRIMARY,0.0473239436619719,0.0473239436619719,0.0,-0.015774647887323967,-0.0157746478873239,-6.591949208711867e-17,False,False,True,False,False,True,17.75,17.75,0.0,18.59,18.59,0.0,17.47,17.47,0.0,True,ok,per_row,,
002421_2026-06-09,002421,2026-06-09,d0,TRAIN_PRIMARY,-0.14210526315789485,-0.1421052631578948,-5.551115123125783e-17,-0.14210526315789485,-0.1421052631578948,-5.551115123125783e-17,False,False,True,True,True,True,5.7,5.7,0.0,4.89,4.89,0.0,4.89,4.89,0.0,True,ok,per_row,,
002613_2026-06-09,002613,2026-06-09,d0,TRAIN_PRIMARY,-0.013698630136986356,-0.0136986301369863,-5.551115123125783e-17,-0.05870841487279854,-0.0587084148727985,-4.163336342344337e-17,False,False,True,True,True,True,5.11,5.11,0.0,5.04,5.04,0.0,4.81,4.81,0.0,True,ok,per_row,,
002787_2026-06-05,002787,2026-06-09,post,TRAIN_PRIMARY,0.02777777777777768,0.0277777777777776,7.979727989493313e-17,-0.033333333333333326,-0.0333333333333333,-2.7755575615628914e-17,False,False,True,False,False,True,27.0,27.0,0.0,27.75,27.75,0.0,26.1,26.1,0.0,True,ok,per_row,,
003009_2026-06-09,003009,2026-06-09,d0,TRAIN_PRIMARY,-0.013100436681222738,-0.0131004366812227,-3.8163916471489756e-17,-0.03737991266375551,-0.0373799126637555,-6.938893903907228e-18,False,False,True,False,False,True,57.25,57.25,0.0,56.5,56.5,0.0,55.11,55.11,0.0,True,ok,per_row,,
600255_2026-06-05,600255,2026-06-09,post,TRAIN_PRIMARY,0.01379310344827589,0.0137931034482758,9.020562075079397e-17,-0.01839080459770115,-0.0183908045977011,-4.85722573273506e-17,False,False,True,False,False,True,4.35,4.35,0.0,4.41,4.41,0.0,4.27,4.27,0.0,True,ok,per_row,,
600293_2026-06-08,600293,2026-06-09,post,TRAIN_PRIMARY,-0.017721518987341867,-0.0177215189873418,-6.591949208711867e-17,-0.0810126582278482,-0.0810126582278482,0.0,False,False,True,True,True,True,3.95,3.95,0.0,3.88,3.88,0.0,3.63,3.63,0.0,True,ok,per_row,,
603500_2026-06-09,603500,2026-06-09,d0,TRAIN_PRIMARY,0.09362706530291098,0.0936270653029109,8.326672684688674e-17,0.032258064516129004,0.032258064516129,6.938893903907228e-18,True,True,True,False,False,True,12.71,12.71,0.0,13.9,13.9,0.0,13.12,13.12,0.0,True,ok,per_row,,
603859_2026-06-09,603859,2026-06-09,d0,TRAIN_PRIMARY,0.06404129229592792,0.0640412922959279,1.3877787807814457e-17,-0.008029057541579121,-0.0080290575415791,-2.0816681711721685e-17,False,False,True,False,False,True,52.31,52.31,0.0,55.66,55.66,0.0,51.89,51.89,0.0,True,ok,per_row,,
605162_2026-06-05,605162,2026-06-09,post,TRAIN_PRIMARY,-0.046421663442940075,-0.04642166344294,-7.632783294297951e-17,-0.07930367504835589,-0.0793036750483558,-9.71445146547012e-17,False,False,True,True,True,True,10.34,10.34,0.0,9.86,9.86,0.0,9.52,9.52,0.0,True,ok,per_row,,
000068_2026-06-09,000068,2026-06-10,post,TRAIN_PRIMARY,0.01734104046242768,0.0173410404624276,7.979727989493313e-17,0.0,0.0,0.0,False,False,True,False,False,True,3.46,3.46,0.0,3.52,3.52,0.0,3.46,3.46,0.0,True,ok,per_row,,
000517_2026-06-09,000517,2026-06-10,post,TRAIN_PRIMARY,0.0,0.0,0.0,-0.020618556701030966,-0.0206185567010309,-6.591949208711867e-17,False,False,True,False,False,True,1.94,1.94,0.0,1.94,1.94,0.0,1.9,1.9,0.0,True,ok,per_row,,
000520_2026-06-08,000520,2026-06-10,post,TRAIN_PRIMARY,-0.004629629629629761,-0.0046296296296297,-6.158268339717665e-17,-0.03935185185185186,-0.0393518518518518,-6.245004513516506e-17,False,False,True,False,False,True,4.32,4.32,0.0,4.3,4.3,0.0,4.15,4.15,0.0,True,ok,per_row,,
000759_2026-06-09,000759,2026-06-10,post,TRAIN_PRIMARY,0.031858407079645934,0.0318584070796459,3.469446951953614e-17,0.031858407079645934,0.0318584070796459,3.469446951953614e-17,False,False,True,False,False,True,5.65,5.65,0.0,5.83,5.83,0.0,5.83,5.83,0.0,True,ok,per_row,,
001696_2026-06-10,001696,2026-06-10,d0,TRAIN_PRIMARY,0.2021052631578948,0.2021052631578948,0.0,0.2021052631578948,0.2021052631578948,0.0,True,True,True,False,False,True,19.0,19.0,0.0,22.84,22.84,0.0,22.84,22.84,0.0,True,ok,per_row,,
002254_2026-06-10,002254,2026-06-10,d0,TRAIN_PRIMARY,0.07541738629821526,0.0754173862982152,5.551115123125783e-17,0.03972366148531936,0.0397236614853193,6.245004513516506e-17,True,True,True,False,False,True,17.37,17.37,0.0,18.68,18.68,0.0,18.06,18.06,0.0,True,ok,per_row,,
002361_2026-06-09,002361,2026-06-10,post,TRAIN_PRIMARY,-0.025541365907829072,-0.025541365907829,-7.28583859910259e-17,-0.12604108828428662,-0.1260410882842866,-2.7755575615628914e-17,False,False,True,True,True,True,18.01,18.01,0.0,17.55,17.55,0.0,15.74,15.74,0.0,True,ok,per_row,,
002362_2026-06-10,002362,2026-06-10,d0,TRAIN_PRIMARY,-0.008221993833504637,-0.0082219938335046,-3.642919299551295e-17,-0.05447070914696828,-0.0544707091469682,-7.632783294297951e-17,False,False,True,True,True,True,19.46,19.46,0.0,19.3,19.3,0.0,18.4,18.4,0.0,True,ok,per_row,,
002421_2026-06-09,002421,2026-06-10,post,TRAIN_PRIMARY,-0.05112474437627812,-0.0511247443762781,-2.0816681711721685e-17,-0.10020449897750494,-0.1002044989775049,-4.163336342344337e-17,False,False,True,True,True,True,4.89,4.89,0.0,4.64,4.64,0.0,4.4,4.4,0.0,True,ok,per_row,,
002613_2026-06-09,002613,2026-06-10,post,TRAIN_PRIMARY,0.05508474576271194,0.0550847457627119,4.163336342344337e-17,-0.07838983050847459,-0.0783898305084745,-8.326672684688674e-17,False,False,True,True,True,True,4.72,4.72,0.0,4.98,4.98,0.0,4.35,4.35,0.0,True,ok,per_row,,
002747_2026-06-10,002747,2026-06-10,d0,TRAIN_PRIMARY,0.01942857142857135,0.0194285714285713,5.204170427930421e-17,-0.07942857142857151,-0.0794285714285715,-1.3877787807814457e-17,False,False,True,True,True,True,35.0,35.0,0.0,35.68,35.68,0.0,32.22,32.22,0.0,True,ok,per_row,,
003009_2026-06-09,003009,2026-06-10,post,TRAIN_PRIMARY,0.09126912691269129,0.0912691269126912,8.326672684688674e-17,0.09126912691269129,0.0912691269126912,8.326672684688674e-17,True,True,True,False,False,True,55.55,55.55,0.0,60.62,60.62,0.0,60.62,60.62,0.0,True,ok,per_row,,
003036_2026-06-08,003036,2026-06-10,post,TRAIN_PRIMARY,0.08161718256475048,0.0816171825647504,8.326672684688674e-17,0.038029058749210254,0.0380290587492102,5.551115123125783e-17,True,True,True,False,False,True,79.15,79.15,0.0,85.61,85.61,0.0,82.16,82.16,0.0,True,ok,per_row,,
600293_2026-06-08,600293,2026-06-10,post,TRAIN_PRIMARY,-0.0237467018469657,-0.0237467018469657,0.0,-0.10026385224274403,-0.100263852242744,-2.7755575615628914e-17,False,False,True,True,True,True,3.79,3.79,0.0,3.7,3.7,0.0,3.41,3.41,0.0,True,ok,per_row,,
603186_2026-06-10,603186,2026-06-10,d0,TRAIN_PRIMARY,0.12896813444973199,0.1289681344497319,8.326672684688674e-17,0.02584181675802677,0.0258418167580267,6.938893903907228e-17,True,True,True,False,False,True,166.01,166.01,0.0,187.42,187.42,0.0,170.3,170.3,0.0,True,ok,per_row,,
603500_2026-06-09,603500,2026-06-10,post,TRAIN_PRIMARY,0.0556451612903226,0.0556451612903226,0.0,0.0370967741935484,0.0370967741935484,0.0,False,False,True,False,False,True,12.4,12.4,0.0,13.09,13.09,0.0,12.86,12.86,0.0,True,ok,per_row,,
603616_2026-06-10,603616,2026-06-10,d0,TRAIN_PRIMARY,0.016058394160584077,0.016058394160584,7.632783294297951e-17,-0.026277372262773713,-0.0262773722627737,-1.3877787807814457e-17,False,False,True,False,False,True,6.85,6.85,0.0,6.96,6.96,0.0,6.67,6.67,0.0,True,ok,per_row,,
603859_2026-06-09,603859,2026-06-10,post,TRAIN_PRIMARY,0.011818181818181728,0.0118181818181817,2.7755575615628914e-17,-0.06527272727272737,-0.0652727272727273,-6.938893903907228e-17,False,False,True,True,True,True,55.0,55.0,0.0,55.65,55.65,0.0,51.41,51.41,0.0,True,ok,per_row,,
603929_2026-06-10,603929,2026-06-10,d0,TRAIN_PRIMARY,0.08505403743080575,0.0850540374308057,5.551115123125783e-17,-0.041911958527370174,-0.0419119585273701,-7.632783294297951e-17,True,True,True,False,False,True,227.62,227.62,0.0,246.98,246.98,0.0,218.08,218.08,0.0,True,ok,per_row,,
