code,status,daily_source,minute_source,from_cache,daily_rows,daily_history_rows,daily_required_days,minute_rows,minute_trade_days,minute_target_days,minute_required_days,daily_start,daily_end,minute_start,minute_end,daily_ma_coverage_ok,missing_latest_daily_ma,missing_daily_amount_count,missing_daily_volume_count,missing_minute_amount_count,missing_minute_volume_count,zero_minute_volume_count,daily_minute_close_matched_days,daily_minute_close_max_abs_diff,daily_minute_close_check_ok,warnings,error,name,trade_date,d0_date
000068,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,华控赛格,2026-06-11,2026-06-08
000517,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,荣安地产,2026-06-11,2026-06-08
000620,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,盈新发展,2026-06-11,2026-06-08
000759,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,中百集团,2026-06-11,2026-06-08
000785,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,居然智家,2026-06-11,2026-06-08
000833,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,粤桂股份,2026-06-11,2026-06-08
000970,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,中科三环,2026-06-11,2026-06-10
001238,ok,cache,sina_5m,False,40,180,180,1459,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:20:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,浙江正特,2026-06-11,2026-06-08
001317,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,三羊马,2026-06-11,2026-06-08
001696,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,宗申动力,2026-06-11,2026-06-11
002046,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,国机精工,2026-06-11,2026-06-08
002164,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,宁波东力,2026-06-11,2026-06-08
002254,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,泰和新材,2026-06-11,2026-06-11
002354,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,天娱数科,2026-06-11,2026-06-10
002361,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,神剑股份,2026-06-11,2026-06-08
002362,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,汉王科技,2026-06-11,2026-06-09
002421,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,达实智能,2026-06-11,2026-06-08
002490,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,山东墨龙,2026-06-11,2026-06-11
002613,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,北玻股份,2026-06-11,2026-06-08
002636,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,金安国纪,2026-06-11,2026-06-10
002747,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,埃斯顿,2026-06-11,2026-06-09
002931,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-08 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,锋龙股份,2026-06-11,2026-06-08
002963,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,豪尔赛,2026-06-11,2026-06-08
002982,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,湘佳股份,2026-06-11,2026-06-08
003009,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,中天火箭,2026-06-11,2026-06-08
600280,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,中央商场,2026-06-11,2026-06-08
600403,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,大有能源,2026-06-11,2026-06-08
600488,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,津药药业,2026-06-11,2026-06-08
600505,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,西昌电力,2026-06-11,2026-06-08
600539,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,狮头股份,2026-06-11,2026-06-08
600721,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,百花医药,2026-06-11,2026-06-08
600825,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,新华传媒,2026-06-11,2026-06-08
601588,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,北辰实业,2026-06-11,2026-06-08
603135,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,中重科技,2026-06-11,2026-06-08
603186,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,华正新材,2026-06-11,2026-06-09
603203,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,DR快克智,2026-06-11,2026-06-08
603206,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,嘉环科技,2026-06-11,2026-06-08
603278,ok,cache,sina_5m,False,40,180,180,1456,31,40,20,2026-04-14 00:00:00,2026-06-11 00:00:00,2026-04-27 13:45:00,2026-06-11 15:00:00,True,,9,0,0,0,0,31,0.0,True,,,大业股份,2026-06-11,2026-06-08
