trade_date,code,name,d0_date,days_since_d0,consecutive_boards,signal_type,allowed,position_level,total_score,graph_quality_score,active_money_score,support_score,theme_score,support_type,low_absorb_min,low_absorb_max,invalid_price,key_zones_json,reasons
2026-06-22,603001,奥康国际,2026-06-18,4,1,WATCH_ONLY,False,zero,88.25,90.0,100.0,91.0,60.0,A,11.89,12.456560715477758,11.89,"{""d1_low"": 11.98, ""d1_open"": 11.98, ""d1_close"": 12.72, ""d1_vwap"": 12.456560715477758, ""prev_close"": 11.89, ""ma5"": 11.364, ""ma10"": 10.722, ""d1_intraday_vwap"": 12.45654920388956, ""d1_first_5m_low"": 11.98, ""low_absorb_min"": 11.89, ""low_absorb_max"": 12.456560715477758, ""invalid_price"": 11.89}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active: D1 成交额显著放大; active: D1 振幅明显放大; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; active: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材有联动: 服装家纺 2 家; hard_filter: 涨停后 4 天，分歧时效已过
