event_id,code,signal_date,board_streak_before_break,source_window,break_date,board_streak_is_3,max_board_streak_20d,recent_limit_up_count_10d,recent_limit_up_count_20d,recent_pool_appearance_count_10d,recent_pool_appearance_count_20d,board_day_volume_rank,break_open_return,break_high_return,break_close_return,break_touched_limit_up,break_opened_from_limit_up,break_upper_shadow_ratio,break_lower_shadow_ratio,d1_high_to_close_drawdown_raw,d1_low_to_close_recovery,d1_open_to_close_return_raw,d1_close_location,d1_intraday_range,d1_afternoon_return,d1_last_hour_return,break_volume_ratio_vs_board_days,d1_up_bar_volume_ratio,down_bar_volume_ratio,volume_above_d1_close_ratio,amount_above_d1_close_ratio,high_zone_volume_ratio,high_zone_amount_ratio,late_day_sell_volume_ratio,late_day_sell_amount_ratio,d1_close_to_vwap_raw,d1_close_to_ma5_raw,d1_low_to_ma5_raw,d1_high_to_ma5_raw,d1_close_to_ma10_raw,d1_low_to_ma10_raw,d1_close_to_ma20,d1_ma5_slope,d1_ma10_slope,d1_ma20_slope,d1_close_above_ma5,d1_close_above_ma10,d1_true_reclaim_ma5,d1_true_reclaim_ma10,consecutive_days_below_ma5,consecutive_days_below_ma10,break_day_in_pool,last_board_day_in_pool,pool_consecutive_count_last_board,recent_7d_cumulative_return,recent_7d_max_drawdown,recent_7d_close_position,recent_7d_limit_up_count,target7_daily_d2open_d3high,tail_loss_daily_5pct,dev_label_complete,dev_feature_source_complete,dev_training_eligible,structural_missing_count,source_missing_count,unexpected_missing_count,provenance,pairwise_v1_feature_source_complete,pairwise_v1_training_eligible
000925_2026-05-14,000925,2026-05-14,2,may,2026-05-14,0,3,2,5,2,5,9.0,-0.0388513513513513,-0.021114864864864913,-0.09966216216216217,0,0,0.2258064516129023,0.0,0.0681818181818181,0.0,-0.0632688927943762,0.0,0.0658783783783783,0.0,0.0,0.9389689623792881,0.0710503652078458,0.8207076702150371,1.0,1.0,0.0,0.0,0.0,0.0,-0.0221381075477007,0.0083238743851683,0.0083238743851683,0.0962920923193342,0.0505568148221149,0.0505568148221149,0.1797908250788555,0.0145873320537426,0.0053502427424947,0.019750578409796438,1,1,0,0,0,0,0,1,2.0,0.066,0.0996621621621621,0.5478927203065134,2,0,1,1,1,1,0,0,0,v002:event_id=000925_2026-05-14;pool_window=complete;rank_denominator=full_pool,True,True
002498_2026-05-14,002498,2026-05-14,2,may,2026-05-14,0,2,3,4,3,4,10.0,0.0626702997275203,0.06267029972752036,-0.0781108083560399,0,0,0.0,0.018987341772152617,0.1324786324786324,0.0029644268774704,-0.1324786324786323,0.0189873417721526,0.1435059037238873,-0.037914691943128,-0.0164728682170542,1.939463125091747,0.1737265671450581,0.7821286977432658,1.0,1.0,0.3107015885685765,0.3240177332299085,0.1484941295352678,0.1397198312781141,-0.0707714488165448,0.0275359384490787,0.0244988864142539,0.1844502935816965,0.0839384878257154,0.0807347287483979,0.1187655001377787,0.0177209973212446,0.0165002171081198,0.013687150837988993,1,1,0,0,0,0,0,1,2.0,0.1252771618625279,0.080835603996367,0.4618055555555557,2,0,1,1,1,1,0,0,0,v002:event_id=002498_2026-05-14;pool_window=complete;rank_denominator=full_pool,True,True
600172_2026-05-14,600172,2026-05-14,3,may,2026-05-14,1,3,3,3,3,3,4.0,0.0118243243243243,0.05405405405405417,-0.0008445945945946276,0,0,0.5376344086021507,0.3010752688172037,0.0520833333333333,0.023356401384083,-0.0125208681135225,0.2934782608695648,0.0777027027027027,-0.0459677419354839,-0.0327064595257563,1.4801370517403265,0.5174113039926973,0.4605603286762186,0.9471025205355996,0.9483173629736256,0.4445140715404896,0.4483109742047241,0.1799374394612459,0.1783761755695047,-0.0218162334513203,0.1139359698681732,0.0875706214689264,0.1751412429378529,0.2393923520167626,0.210057621791514,0.3009292351679771,0.0596687287966475,0.037951283166594,0.01956497365175469,1,1,0,0,0,0,0,1,3.0,0.3489167616875712,0.0355951056729699,0.8379052369077306,3,0,0,1,1,1,0,0,0,v002:event_id=600172_2026-05-14;pool_window=complete;rank_denominator=full_pool,True,True
600396_2026-05-14,600396,2026-05-14,3,may,2026-05-14,1,3,5,10,5,10,14.0,0.0658212560386473,0.09601449275362328,0.004830917874396157,0,0,0.2222222222222224,0.32888888888888923,0.0831955922865012,0.04,-0.0572237960339941,0.2976744186046516,0.129830917874396,-0.0101130279595478,0.0018061408789886,1.4897689695503524,0.3256096530687555,0.6511058126643114,0.9627980061887704,0.9640766582251163,0.1998711993533473,0.2064961980235574,0.0828733204487302,0.0824567794278135,-0.030300302118189,0.1187306709694768,0.0689794271883823,0.2202501008471156,0.2956474344000623,0.2380284980144826,0.5657492354740059,0.0665423777427218,0.0534820769420065,0.04596230500467513,1,1,0,0,0,0,0,1,3.0,0.5252062328139322,0.0548245614035087,0.8128872366790585,5,1,0,1,1,1,0,0,0,v002:event_id=600396_2026-05-14;pool_window=complete;rank_denominator=full_pool,True,True
603070_2026-05-14,603070,2026-05-14,2,may,2026-05-14,0,2,2,2,2,2,99.0,0.0999412110523221,0.09994121105232212,-0.022927689594356315,1,1,0.0,0.09523809523809619,0.1117049706039551,0.0127970749542962,-0.1117049706039551,0.0913043478260873,0.1352145796590241,-0.0567536889897842,-0.0223529411764705,7.1314404478562565,0.290017728205044,0.6713463671093474,0.9610256511821792,0.9633657046716456,0.0,0.0,0.0912482985348001,0.0869180721780867,-0.0562388872128217,0.0804836822259784,0.066181250812638,0.2163567806527109,0.1204746174071327,0.1056428234342341,0.1099979963935084,0.0380618167094075,0.011248977365694,0.0055742108797849355,1,1,0,0,0,0,0,1,2.0,0.2096069868995633,0.0358612580834804,0.5909980430528377,2,0,0,1,1,1,0,0,0,v002:event_id=603070_2026-05-14;pool_window=complete;rank_denominator=full_pool,True,True
603203_2026-05-14,603203,2026-05-14,2,may,2026-05-14,0,2,2,3,2,3,83.0,0.023890784982935,0.09995124329595328,0.05038192751503323,1,0,0.45658682634730663,0.2994011976047901,0.0450650118203311,0.0579472908823046,0.0258730158730158,0.5371775417298923,0.1071022265561515,0.0390675241157554,-0.0004639653572533,1.5897917390565048,0.5288177986590589,0.4711822013409411,0.5690371494571104,0.5797185563773958,0.1112013010415456,0.1157645878995758,0.1036264784573587,0.1060175460829726,0.0059802926705301,0.1478350442226406,0.0833658935104606,0.2020033388981637,0.2467447288720847,0.1767202299427073,0.323639342583585,0.0596582354712436,0.0326288320949781,0.02131420144953311,1,1,0,0,0,0,0,1,2.0,0.3557793161317388,0.0534954407294832,0.8545541249403905,2,0,1,1,1,1,0,0,0,v002:event_id=603203_2026-05-14;pool_window=complete;rank_denominator=full_pool,True,True
001210_2026-05-15,001210,2026-05-15,2,may,2026-05-15,0,2,2,2,2,2,34.0,-0.0476190476190475,0.04421768707482987,0.027551020408163263,0,0,0.14759036144578264,0.18674698795180752,0.0159609120521172,0.1005464480874317,0.0789285714285714,0.8492307692307697,0.1105442176870748,-0.0019821605550048,0.0377877018206802,2.004134760667554,0.6402118271165209,0.3522661215478921,0.1535675688443895,0.1574089997504698,0.2858534134586285,0.2924158331720887,0.0400684425513687,0.0403565068967745,0.0277479482033495,0.1303599491132232,0.0244705530195314,0.1486941555040035,0.2436192985344971,0.1271200395191833,0.3347471668102593,0.0603031024359281,0.0406100068540093,0.020745484474710807,1,1,0,0,0,0,0,1,2.0,0.3390957446808511,0.0687074829931972,0.9466811751904244,2,0,0,1,1,1,0,0,0,v002:event_id=001210_2026-05-15;pool_window=complete;rank_denominator=full_pool,True,True
001223_2026-05-15,001223,2026-05-15,2,may,2026-05-15,0,2,2,2,2,2,45.0,-0.0045216899816304,0.038434364843860314,-0.013706372756817853,0,0,0.5757575757575741,0.3011363636363642,0.0502109130493944,0.0111545704766043,-0.0092264017033357,0.1726457399103132,0.0630210541189768,-0.0203508771929824,-0.0025721634752787,1.2929433103263581,0.5332780989323441,0.4387971453857306,0.8920857890673546,0.8939036779877949,0.0985067881823488,0.1003000754682541,0.1203645470465287,0.1183272483861884,-0.0172812109561101,0.0788920489674787,0.0543155681958698,0.1359280326449856,0.1510933737920117,0.1248721923546289,0.185612977196484,0.0345401048995777,0.0262320606552937,0.015060604493180696,1,1,0,0,0,0,0,1,2.0,0.1997249914059813,0.0738157040882543,0.803931987247609,2,0,1,1,1,1,0,0,0,v002:event_id=001223_2026-05-15;pool_window=complete;rank_denominator=full_pool,True,True
002208_2026-05-15,002208,2026-05-15,3,may,2026-05-15,1,3,3,3,3,3,8.0,-0.0095959595959597,0.0984848484848484,0.048484848484848575,0,0,0.3256578947368417,0.29605263157894696,0.0455172413793102,0.1095670764297167,0.0586435492095871,0.6743421052631583,0.1535353535353535,0.0176470588235295,0.0338645418326695,1.7061749155482613,0.5024642853117802,0.4821433894780293,0.1384727818733026,0.1436621642617708,0.092476184761755,0.0966376153620178,0.0798491152658858,0.0817557776566807,0.02705065740332,0.1560307383895756,0.0418754872480231,0.2111593718676911,0.3040201005025127,0.1752512562814072,0.4566887696032,0.07972582972583,0.052701183627587,0.02969545897908299,1,1,0,0,0,0,0,1,3.0,0.418032786885246,0.0594522378089512,0.8740458015267177,3,1,0,1,1,1,0,0,0,v002:event_id=002208_2026-05-15;pool_window=complete;rank_denominator=full_pool,True,True
002782_2026-05-15,002782,2026-05-15,2,may,2026-05-15,0,2,2,2,2,2,16.0,-0.0130792227204783,0.007100149476831019,-0.04970104633781769,0,0,0.26086956521739085,0.26570048309178773,0.0564007421150278,0.021285140562249,-0.037107156380159,0.2585365853658541,0.0766068759342302,-0.0081903276131045,0.0067300079176562,1.070045744947789,0.4782963540237518,0.5107556856098849,0.6315901664708083,0.6362032170285832,0.0,0.0,0.0705007520589777,0.0697659962441863,-0.0060300985021087,0.0503056335701304,0.027589624979349,0.1130844209482901,0.1509912193355662,0.1260975830542228,0.1606572341396621,0.0407496561210452,0.0295913136679248,0.006754583467353026,1,1,0,0,0,0,0,1,2.0,0.2326708676684441,0.0746924428822496,0.7880055788005579,2,1,0,1,1,1,0,0,0,v002:event_id=002782_2026-05-15;pool_window=complete;rank_denominator=full_pool,True,True
002940_2026-05-15,002940,2026-05-15,2,may,2026-05-15,0,2,2,4,2,4,22.0,0.0189668080858496,0.09757923633641119,0.07886199151484896,0,0,0.18382352941176477,0.22794117647058826,0.0152619589977221,0.0810202550637658,0.05878030859662,0.8286445012787718,0.0975792363364111,0.0342105263157894,-0.0059783858358244,1.9195071292039985,0.5079644928351454,0.4660885204443445,0.1881406705495756,0.1940087775941015,0.336650506934846,0.345754361532718,0.0276272585210093,0.0284997079176239,0.0284216118726967,0.1552645644040617,0.0662747194013895,0.1753073222875465,0.2273230559577548,0.1327825568520568,0.1862848675274067,0.063974978675007,0.0228836939160737,0.017833701086501286,1,1,0,0,0,0,0,1,2.0,0.3199999999999998,0.0602615122228538,0.9379139072847682,2,0,0,1,1,1,0,0,0,v002:event_id=002940_2026-05-15;pool_window=complete;rank_denominator=full_pool,True,True
600156_2026-05-15,600156,2026-05-15,2,may,2026-05-15,0,3,3,7,3,7,47.0,0.0486257928118394,0.10007047216349552,-0.07681465821000699,1,0,0.2570422535211263,0.11619718309859157,0.1607943625880845,0.0258418167580266,-0.1196236559139786,0.1161971830985915,0.2001409443269908,-0.0669515669515669,-0.025297619047619,13.285544520838638,0.3946005074752993,0.5915208064249772,0.8995636112382761,0.9103043419774304,0.3832239620778519,0.4019394769763348,0.0903048999908013,0.081322684023072,-0.094912000124129,0.0232776128729887,-0.0024996094360254,0.2193407280112485,0.0838090510465789,0.0565069909820468,0.2207053999906816,0.01861871419478,0.0250169606512891,0.02531887450437109,1,1,1,0,0,0,0,1,2.0,0.1139455782312925,0.1234756097560975,0.4555314533622559,2,1,0,1,1,1,0,0,0,v002:event_id=600156_2026-05-15;pool_window=complete;rank_denominator=full_pool,True,True
