model_id,model_type,samples_file,model_file,date_count,candidate_count,eligible_count,top_n,target_return_pct,topn_row_count,topn_target7_count,topn_target7_rate,daily_hit_count,daily_fail_count,daily_hit_rate,avg_top1_candidate_d3_max_return_pct,avg_topn_candidate_d3_max_return_pct
ranking_model_v001_core_momentum,linear_score,reports\history_samples\2026-06-01_2026-06-25\history_candidates_2026-06-01_2026-06-25.csv,reports\manual_models\ranking_model_v001_core_momentum.json,12,1548,1548,3,7.0,36,22,0.6111111111111112,11,1,0.9166666666666666,10.414177996490572,8.449406661198116
