event_id,code,name,signal_date,break_date,recognition_score,is_v004a_scorable,v004a_probability,v004a_rank,is_v004a_top3,is_v004a_top10,is_v004a_top15,is_v002_scorable,v002_rank,is_v002_top3,is_v002_top10,is_v002_top15,v004a_score_source
603956_2026-06-30,603956,威派格,2026-06-30,2026-06-30,0.7378277153558052,True,0.4860973701634796,11.0,False,False,True,True,16.0,False,False,False,holdout_0626_frozen
000017_2026-07-01,000017,深中华A,2026-07-01,2026-07-01,0.4808259587020649,False,,,False,False,False,False,,False,False,False,
001229_2026-07-01,001229,魅视科技,2026-07-01,2026-07-01,0.1858407079646017,False,,,False,False,False,False,,False,False,False,
002208_2026-07-01,002208,合肥城建,2026-07-01,2026-07-01,0.8997050147492626,False,,,False,False,False,False,,False,False,False,
002628_2026-07-01,002628,成都路桥,2026-07-01,2026-07-01,0.6106194690265486,False,,,False,False,False,False,,False,False,False,
002638_2026-07-01,002638,勤上股份,2026-07-01,2026-07-01,0.1976401179941003,False,,,False,False,False,False,,False,False,False,
003043_2026-07-01,003043,华亚智能,2026-07-01,2026-07-01,0.4926253687315634,False,,,False,False,False,False,,False,False,False,
600363_2026-07-01,600363,联创光电,2026-07-01,2026-07-01,0.7463126843657818,False,,,False,False,False,False,,False,False,False,
600378_2026-07-01,600378,昊华科技,2026-07-01,2026-07-01,0.8908554572271387,False,,,False,False,False,False,,False,False,False,
600707_2026-07-01,600707,彩虹股份,2026-07-01,2026-07-01,0.8259587020648967,False,,,False,False,False,False,,False,False,False,
603033_2026-07-01,603033,三维股份,2026-07-01,2026-07-01,0.1415929203539823,False,,,False,False,False,False,,False,False,False,
603061_2026-07-01,603061,金海通,2026-07-01,2026-07-01,0.4129793510324483,False,,,False,False,False,False,,False,False,False,
603222_2026-07-01,603222,济民健康,2026-07-01,2026-07-01,0.1150442477876106,False,,,False,False,False,False,,False,False,False,
603928_2026-07-01,603928,兴业股份,2026-07-01,2026-07-01,0.2743362831858407,False,,,False,False,False,False,,False,False,False,
603950_2026-07-01,603950,长源东谷,2026-07-01,2026-07-01,0.1769911504424778,False,,,False,False,False,False,,False,False,False,
603983_2026-07-01,603983,丸美生物,2026-07-01,2026-07-01,0.3775811209439528,False,,,False,False,False,False,,False,False,False,
000603_2026-07-02,000603,盛达资源,2026-07-02,2026-07-02,0.2713864306784661,True,0.4351090702653395,77.0,False,False,False,True,102.0,False,False,False,daily_v005_frozen
000620_2026-07-02,000620,盈新发展,2026-07-02,2026-07-02,0.6991150442477876,True,0.4843719591090829,13.0,False,False,True,True,9.0,False,True,True,daily_v005_frozen
001331_2026-07-02,001331,胜通能源,2026-07-02,2026-07-02,0.504424778761062,True,0.4125910803539047,114.0,False,False,False,True,130.0,False,False,False,daily_v005_frozen
002053_2026-07-02,002053,云南能投,2026-07-02,2026-07-02,0.2035398230088495,True,0.4270498062782862,87.0,False,False,False,True,121.0,False,False,False,daily_v005_frozen
002167_2026-07-02,002167,东方锆业,2026-07-02,2026-07-02,0.9203539823008848,True,0.5018838403351041,2.0,True,True,True,True,3.0,True,True,True,daily_v005_frozen
002273_2026-07-02,002273,水晶光电,2026-07-02,2026-07-02,0.3834808259587021,True,0.4759859376097846,20.0,False,False,False,True,57.0,False,False,False,daily_v005_frozen
002396_2026-07-02,002396,星网锐捷,2026-07-02,2026-07-02,0.3923303834808259,True,0.4656608513910724,27.0,False,False,False,True,49.0,False,False,False,daily_v005_frozen
002407_2026-07-02,002407,多氟多,2026-07-02,2026-07-02,0.8908554572271387,True,0.4996599837461922,4.0,False,True,True,True,10.0,False,True,True,daily_v005_frozen
002738_2026-07-02,002738,中矿资源,2026-07-02,2026-07-02,0.5634218289085545,True,0.4486546516465348,55.0,False,False,False,True,71.0,False,False,False,daily_v005_frozen
002747_2026-07-02,002747,埃斯顿,2026-07-02,2026-07-02,0.7640117994100296,True,0.4613001767292592,33.0,False,False,False,True,61.0,False,False,False,daily_v005_frozen
002929_2026-07-02,002929,润建股份,2026-07-02,2026-07-02,0.6519174041297935,True,0.465587334824558,28.0,False,False,False,True,75.0,False,False,False,daily_v005_frozen
600076_2026-07-02,600076,康欣新材,2026-07-02,2026-07-02,0.2684365781710914,True,0.4145967235547981,112.0,False,False,False,True,110.0,False,False,False,daily_v005_frozen
600113_2026-07-02,600113,浙江东日,2026-07-02,2026-07-02,0.2389380530973451,True,0.5000824171508249,3.0,True,True,True,True,14.0,False,False,True,daily_v005_frozen
600783_2026-07-02,600783,鲁信创投,2026-07-02,2026-07-02,0.359882005899705,True,0.4528107747883345,51.0,False,False,False,True,79.0,False,False,False,daily_v005_frozen
603120_2026-07-02,603120,肯特催化,2026-07-02,2026-07-02,0.392330383480826,True,0.4620975643994026,31.0,False,False,False,True,43.0,False,False,False,daily_v005_frozen
603212_2026-07-02,603212,赛伍技术,2026-07-02,2026-07-02,0.4955752212389381,True,0.4140728165717095,113.0,False,False,False,True,112.0,False,False,False,daily_v005_frozen
603379_2026-07-02,603379,三美股份,2026-07-02,2026-07-02,0.6371681415929203,True,0.4844147619813239,12.0,False,False,True,True,18.0,False,False,False,daily_v005_frozen
603991_2026-07-02,603991,领先股份,2026-07-02,2026-07-02,0.5575221238938053,True,0.4909001063717276,7.0,False,True,True,True,24.0,False,False,False,daily_v005_frozen
000520_2026-07-03,000520,凤凰航运,2026-07-03,2026-07-03,0.5119047619047619,True,0.4862468072521176,6.0,False,True,True,True,2.0,True,True,True,daily_v005_frozen
000536_2026-07-03,000536,华映科技,2026-07-03,2026-07-03,0.7817460317460317,True,0.4937549603685151,5.0,False,True,True,True,5.0,False,True,True,daily_v005_frozen
000601_2026-07-03,000601,韶能股份,2026-07-03,2026-07-03,0.753968253968254,True,0.4301916332246627,80.0,False,False,False,True,109.0,False,False,False,daily_v005_frozen
001313_2026-07-03,001313,粤海饲料,2026-07-03,2026-07-03,0.5833333333333334,True,0.4399544033500212,64.0,False,False,False,True,90.0,False,False,False,daily_v005_frozen
002458_2026-07-03,002458,益生股份,2026-07-03,2026-07-03,0.861111111111111,True,0.4739604136163403,15.0,False,False,True,True,39.0,False,False,False,daily_v005_frozen
002559_2026-07-03,002559,亚威股份,2026-07-03,2026-07-03,0.9166666666666666,True,0.4990153277611754,1.0,True,True,True,True,7.0,False,True,True,daily_v005_frozen
002826_2026-07-03,002826,易明医药,2026-07-03,2026-07-03,0.3611111111111111,True,0.4861438537942519,7.0,False,True,True,True,33.0,False,False,False,daily_v005_frozen
002971_2026-07-03,002971,和远气体,2026-07-03,2026-07-03,0.7976190476190478,True,0.4278145812226229,85.0,False,False,False,True,119.0,False,False,False,daily_v005_frozen
600641_2026-07-03,600641,先导基电,2026-07-03,2026-07-03,0.8571428571428571,False,,,False,False,False,False,,False,False,False,
603505_2026-07-03,603505,金石资源,2026-07-03,2026-07-03,0.9285714285714284,True,0.4639787420058853,26.0,False,False,False,True,62.0,False,False,False,daily_v005_frozen
603538_2026-07-03,603538,美诺华,2026-07-03,2026-07-03,0.4920634920634921,True,0.4519478470446634,42.0,False,False,False,True,74.0,False,False,False,daily_v005_frozen
605488_2026-07-03,605488,福莱新材,2026-07-03,2026-07-03,0.6984126984126985,True,0.4859120260279865,8.0,False,True,True,True,13.0,False,False,True,daily_v005_frozen
000506_2026-07-06,000506,招金黄金,2026-07-06,2026-07-06,0.5555555555555555,False,,,False,False,False,False,,False,False,False,
000576_2026-07-06,000576,甘化科工,2026-07-06,2026-07-06,0.5878136200716845,True,0.4156420279799774,34.0,False,False,False,True,28.0,False,False,False,daily_v005_frozen
000595_2026-07-06,000595,新能股份,2026-07-06,2026-07-06,0.2544802867383512,True,0.3894232859178309,62.0,False,False,False,True,51.0,False,False,False,daily_v005_frozen
000908_2026-07-06,000908,石药景峰,2026-07-06,2026-07-06,0.8243727598566308,True,0.437884126447927,15.0,False,False,True,True,9.0,False,True,True,daily_v005_frozen
001317_2026-07-06,001317,三羊马,2026-07-06,2026-07-06,0.3906810035842293,True,0.4092300881221676,42.0,False,False,False,True,56.0,False,False,False,daily_v005_frozen
002979_2026-07-06,002979,雷赛智能,2026-07-06,2026-07-06,0.3835125448028674,True,0.4812393033036211,1.0,True,True,True,True,3.0,True,True,True,daily_v005_frozen
600988_2026-07-06,600988,赤峰黄金,2026-07-06,2026-07-06,0.6164874551971326,False,,,False,False,False,False,,False,False,False,
603286_2026-07-06,603286,日盈电子,2026-07-06,2026-07-06,0.5591397849462366,True,0.4473301215566522,10.0,False,True,True,True,26.0,False,False,False,daily_v005_frozen
603338_2026-07-06,603338,浙江鼎力,2026-07-06,2026-07-06,0.6487455197132617,True,0.4786435879437721,3.0,True,True,True,True,2.0,True,True,True,daily_v005_frozen
603559_2026-07-06,603559,中通国脉,2026-07-06,2026-07-06,0.4157706093189964,False,,,False,False,False,False,,False,False,False,
603580_2026-07-06,603580,艾艾精工,2026-07-06,2026-07-06,0.4551971326164875,True,0.4798569362680338,2.0,True,True,True,True,4.0,False,True,True,daily_v005_frozen
603717_2026-07-06,603717,天域生物,2026-07-06,2026-07-06,0.8028673835125447,True,0.4333559573146212,21.0,False,False,False,True,16.0,False,False,False,daily_v005_frozen
605189_2026-07-06,605189,富春染织,2026-07-06,2026-07-06,0.7096774193548386,False,,,False,False,False,False,,False,False,False,
000656_2026-07-07,000656,金科股份,2026-07-07,2026-07-07,0.8079096045197739,False,,,False,False,False,False,,False,False,False,
002141_2026-07-07,002141,贤丰控股,2026-07-07,2026-07-07,0.9096045197740112,True,0.4260237784185273,29.0,False,False,False,True,23.0,False,False,False,daily_v005_frozen
002396_2026-07-07,002396,星网锐捷,2026-07-07,2026-07-07,0.6949152542372881,True,0.4977524814533621,1.0,True,True,True,True,4.0,False,True,True,daily_v005_frozen
002767_2026-07-07,002767,先锋电子,2026-07-07,2026-07-07,0.0621468926553672,False,,,False,False,False,False,,False,False,False,
603211_2026-07-07,603211,晋拓股份,2026-07-07,2026-07-07,0.463276836158192,False,,,False,False,False,False,,False,False,False,
603722_2026-07-07,603722,阿科力,2026-07-07,2026-07-07,0.0282485875706214,False,,,False,False,False,False,,False,False,False,
600246_2026-07-08,600246,万通发展,2026-07-08,2026-07-08,0.8888888888888888,False,,,False,False,False,False,,False,False,False,
603823_2026-07-08,603823,百合花,2026-07-08,2026-07-08,0.6555555555555556,False,,,False,False,False,False,,False,False,False,
603861_2026-07-08,603861,白云电器,2026-07-08,2026-07-08,0.6555555555555554,False,,,False,False,False,False,,False,False,False,
001229_2026-07-09,001229,魅视科技,2026-07-09,2026-07-09,0.0583333333333333,False,,,False,False,False,False,,False,False,False,
002951_2026-07-09,002951,金时科技,2026-07-09,2026-07-09,0.5583333333333333,False,,,False,False,False,False,,False,False,False,
600094_2026-07-09,600094,大名城,2026-07-09,2026-07-09,0.1583333333333333,False,,,False,False,False,False,,False,False,False,
600288_2026-07-09,600288,大恒科技,2026-07-09,2026-07-09,0.9583333333333334,False,,,False,False,False,False,,False,False,False,
000977_2026-07-10,000977,浪潮信息,2026-07-10,2026-07-10,0.9365079365079364,True,0.510060139754054,1.0,True,True,True,True,4.0,False,True,True,daily_v005_frozen
002490_2026-07-10,002490,山东墨龙,2026-07-10,2026-07-10,0.7407407407407406,True,0.4700068213218883,12.0,False,False,True,True,12.0,False,False,True,daily_v005_frozen
002841_2026-07-10,002841,视源股份,2026-07-10,2026-07-10,0.6772486772486772,True,0.5079474902922838,2.0,True,True,True,True,3.0,True,True,True,daily_v005_frozen
603928_2026-07-10,603928,兴业股份,2026-07-10,2026-07-10,0.7671957671957673,True,0.4847384474543103,8.0,False,True,True,True,9.0,False,True,True,daily_v005_frozen
000887_2026-07-13,000887,中鼎股份,2026-07-13,2026-07-13,0.85,False,,,False,False,False,False,,False,False,False,
000892_2026-07-13,000892,欢瑞世纪,2026-07-13,2026-07-13,0.8625000000000002,False,,,False,False,False,False,,False,False,False,
002346_2026-07-13,002346,柘中股份,2026-07-13,2026-07-13,0.25,False,,,False,False,False,False,,False,False,False,
002414_2026-07-13,002414,高德红外,2026-07-13,2026-07-13,0.8416666666666668,False,,,False,False,False,False,,False,False,False,
002829_2026-07-13,002829,星网宇达,2026-07-13,2026-07-13,0.5416666666666666,False,,,False,False,False,False,,False,False,False,
603898_2026-07-13,603898,好莱客,2026-07-13,2026-07-13,0.0916666666666666,False,,,False,False,False,False,,False,False,False,
000920_2026-07-14,000920,沃顿科技,2026-07-14,2026-07-14,0.7866666666666666,False,,,False,False,False,False,,False,False,False,
001395_2026-07-14,001395,亚联机械,2026-07-14,2026-07-14,0.6,False,,,False,False,False,False,,False,False,False,
003020_2026-07-14,003020,立方制药,2026-07-14,2026-07-14,0.4933333333333333,False,,,False,False,False,False,,False,False,False,
600513_2026-07-14,600513,联环药业,2026-07-14,2026-07-14,0.7200000000000001,False,,,False,False,False,False,,False,False,False,
600629_2026-07-14,600629,华建集团,2026-07-14,2026-07-14,0.52,False,,,False,False,False,False,,False,False,False,
600992_2026-07-14,600992,贵绳股份,2026-07-14,2026-07-14,0.0933333333333333,False,,,False,False,False,False,,False,False,False,
601608_2026-07-14,601608,中信重工,2026-07-14,2026-07-14,0.7200000000000001,False,,,False,False,False,False,,False,False,False,
605090_2026-07-14,605090,九丰能源,2026-07-14,2026-07-14,0.7333333333333334,False,,,False,False,False,False,,False,False,False,
002379_2026-07-15,002379,宏桥控股,2026-07-15,2026-07-15,0.8380952380952381,False,,,False,False,False,False,,False,False,False,
603065_2026-07-15,603065,宿迁联盛,2026-07-15,2026-07-15,0.7857142857142857,False,,,False,False,False,False,,False,False,False,
001388_2026-07-16,001388,信通电子,2026-07-16,2026-07-16,0.6307692307692309,True,0.4951647267763078,4.0,False,True,True,True,9.0,False,True,True,daily_v005_frozen
002141_2026-07-16,002141,贤丰控股,2026-07-16,2026-07-16,0.7999999999999999,True,0.448022804796465,38.0,False,False,False,True,54.0,False,False,False,daily_v005_frozen
002432_2026-07-16,002432,九安医疗,2026-07-16,2026-07-16,0.1743589743589743,True,0.5049109394725735,2.0,True,True,True,True,3.0,True,True,True,daily_v005_frozen
600227_2026-07-16,600227,赤天化,2026-07-16,2026-07-16,0.882051282051282,False,,,False,False,False,False,,False,False,False,
600403_2026-07-16,600403,大有能源,2026-07-16,2026-07-16,0.5846153846153846,False,,,False,False,False,False,,False,False,False,
600746_2026-07-16,600746,江苏索普,2026-07-16,2026-07-16,0.5897435897435898,True,0.4798073426226147,12.0,False,False,True,True,15.0,False,False,True,daily_v005_frozen
600829_2026-07-16,600829,人民同泰,2026-07-16,2026-07-16,0.5179487179487179,True,0.4869808352672433,7.0,False,True,True,True,6.0,False,True,True,daily_v005_frozen
600844_2026-07-16,600844,金煤科技,2026-07-16,2026-07-16,0.7435897435897436,True,0.4727027536027556,18.0,False,False,False,True,35.0,False,False,False,daily_v005_frozen
603137_2026-07-16,603137,恒尚节能,2026-07-16,2026-07-16,0.8153846153846155,True,0.4938792647676416,5.0,False,True,True,True,2.0,True,True,True,daily_v005_frozen
605028_2026-07-16,605028,世茂能源,2026-07-16,2026-07-16,0.0512820512820512,True,0.4568840011226317,30.0,False,False,False,True,56.0,False,False,False,daily_v005_frozen
605189_2026-07-16,605189,富春染织,2026-07-16,2026-07-16,0.8153846153846155,True,0.4321361954435649,57.0,False,False,False,True,61.0,False,False,False,daily_v005_frozen
605255_2026-07-16,605255,天普股份,2026-07-16,2026-07-16,0.082051282051282,True,0.461698770345364,26.0,False,False,False,True,58.0,False,False,False,daily_v005_frozen
000504_2026-07-17,000504,南华生物,2026-07-17,2026-07-17,0.6396396396396397,True,0.4697404718024281,12.0,False,False,True,True,35.0,False,False,False,daily_v005_frozen
000566_2026-07-17,000566,海南海药,2026-07-17,2026-07-17,0.8198198198198199,True,0.4268855313513833,51.0,False,False,False,True,72.0,False,False,False,daily_v005_frozen
002365_2026-07-17,002365,永安药业,2026-07-17,2026-07-17,0.5045045045045046,False,,,False,False,False,False,,False,False,False,
002739_2026-07-17,002739,儒意电影,2026-07-17,2026-07-17,0.7027027027027026,False,,,False,False,False,False,,False,False,False,
600785_2026-07-17,600785,新华百货,2026-07-17,2026-07-17,0.6936936936936937,False,,,False,False,False,False,,False,False,False,
000676_2026-07-20,000676,智度股份,2026-07-20,2026-07-20,0.9444444444444444,True,0.4519725703029036,2.0,True,True,True,True,6.0,False,True,True,daily_v005_frozen
002632_2026-07-20,002632,道明光学,2026-07-20,2026-07-20,0.7555555555555555,True,0.4107083431905118,11.0,False,False,True,True,12.0,False,False,True,daily_v005_frozen
002677_2026-07-20,002677,浙江美大,2026-07-20,2026-07-20,0.1,False,,,False,False,False,False,,False,False,False,
002829_2026-07-20,002829,星网宇达,2026-07-20,2026-07-20,0.6333333333333334,True,0.3989006611183593,14.0,False,False,True,True,16.0,False,False,False,daily_v005_frozen
600162_2026-07-20,600162,香江控股,2026-07-20,2026-07-20,0.8666666666666667,True,0.4304217299495927,7.0,False,True,True,True,10.0,False,True,True,daily_v005_frozen
603567_2026-07-20,603567,珍宝岛,2026-07-20,2026-07-20,0.7333333333333334,True,0.4255671619607691,8.0,False,True,True,True,8.0,False,True,True,daily_v005_frozen
000037_2026-07-21,000037,深南电A,2026-07-21,2026-07-21,0.7291666666666666,True,0.4608701264928881,9.0,False,True,True,True,15.0,False,False,True,daily_v005_frozen
000722_2026-07-21,000722,湖南发展,2026-07-21,2026-07-21,0.763888888888889,True,0.5073587629587901,1.0,True,True,True,True,1.0,True,True,True,daily_v005_frozen
000899_2026-07-21,000899,赣能股份,2026-07-21,2026-07-21,,False,,,False,False,False,False,,False,False,False,
600227_2026-07-21,600227,赤天化,2026-07-21,2026-07-21,,False,,,False,False,False,False,,False,False,False,
600236_2026-07-21,600236,桂冠电力,2026-07-21,2026-07-21,0.4236111111111111,True,0.4631993489903032,7.0,False,True,True,True,16.0,False,False,False,daily_v005_frozen
600644_2026-07-21,600644,乐山电力,2026-07-21,2026-07-21,0.6458333333333334,True,0.4891439527365606,3.0,True,True,True,True,3.0,True,True,True,daily_v005_frozen
600722_2026-07-21,600722,金牛化工,2026-07-21,2026-07-21,0.5,True,0.4369579489401846,23.0,False,False,False,True,23.0,False,False,False,daily_v005_frozen
000889_2026-07-22,000889,中嘉博创,2026-07-22,2026-07-22,0.4979919678714859,True,0.4907325132089812,4.0,False,True,True,True,5.0,False,True,True,daily_v005_frozen
002213_2026-07-23,002213,大为股份,2026-07-23,2026-07-23,0.2764227642276423,True,0.4214917164177885,61.0,False,False,False,True,80.0,False,False,False,daily_v005_frozen
603118_2026-07-23,603118,共进股份,2026-07-23,2026-07-23,0.8455284552845529,True,0.4885975431881766,7.0,False,True,True,True,18.0,False,False,False,daily_v005_frozen
603629_2026-07-23,603629,利通电子,2026-07-23,2026-07-23,0.4146341463414634,False,,,False,False,False,False,,False,False,False,
000603_2026-07-24,000603,盛达资源,2026-07-24,2026-07-24,0.8653846153846154,True,0.502386526063116,2.0,True,True,True,True,5.0,False,True,True,daily_v005_frozen
002197_2026-07-24,002197,证通电子,2026-07-24,2026-07-24,0.9262820512820512,True,0.4955023063469095,6.0,False,True,True,True,8.0,False,True,True,daily_v005_frozen
002412_2026-07-24,002412,汉森制药,2026-07-24,2026-07-24,0.5801282051282052,False,,,False,False,False,False,,False,False,False,
002900_2026-07-24,002900,哈三联,2026-07-24,2026-07-24,0.657051282051282,True,0.4700081605495257,25.0,False,False,False,True,38.0,False,False,False,daily_v005_frozen
600396_2026-07-24,600396,华电辽能,2026-07-24,2026-07-24,0.9935897435897436,True,0.5003683972263087,5.0,False,True,True,True,9.0,False,True,True,daily_v005_frozen
600722_2026-07-24,600722,金牛化工,2026-07-24,2026-07-24,0.951923076923077,True,0.5008817741587287,3.0,True,True,True,True,2.0,True,True,True,daily_v005_frozen
603619_2026-07-24,603619,中曼石油,2026-07-24,2026-07-24,0.4166666666666667,False,,,False,False,False,False,,False,False,False,
603988_2026-07-24,603988,中电电机,2026-07-24,2026-07-24,0.1057692307692307,False,,,False,False,False,False,,False,False,False,
605162_2026-07-24,605162,新中港,2026-07-24,2026-07-24,0.2467948717948718,True,0.4727540545058915,19.0,False,False,False,True,14.0,False,False,True,daily_v005_frozen
000011_2026-07-27,000011,深物业A,2026-07-27,2026-07-27,0.4666666666666666,True,0.4597076693278133,2.0,True,True,True,True,2.0,True,True,True,daily_v005_frozen
000595_2026-07-27,000595,新能股份,2026-07-27,2026-07-27,0.9047619047619048,True,0.4467165379279429,7.0,False,True,True,True,6.0,False,True,True,daily_v005_frozen
000668_2026-07-27,000668,荣丰控股,2026-07-27,2026-07-27,0.2285714285714285,True,0.4086310653573481,16.0,False,False,False,True,18.0,False,False,False,daily_v005_frozen
002083_2026-07-27,002083,孚日股份,2026-07-27,2026-07-27,0.9047619047619048,True,0.4509350830149339,5.0,False,True,True,True,12.0,False,False,True,daily_v005_frozen
002199_2026-07-27,002199,东晶电子,2026-07-27,2026-07-27,0.2285714285714285,True,0.3872039976561897,25.0,False,False,False,True,28.0,False,False,False,daily_v005_frozen
002218_2026-07-27,002218,拓日新能,2026-07-27,2026-07-27,,False,,,False,False,False,False,,False,False,False,
002298_2026-07-27,002298,中电鑫龙,2026-07-27,2026-07-27,0.7142857142857143,True,0.4446892416327329,8.0,False,True,True,True,8.0,False,True,True,daily_v005_frozen
002300_2026-07-27,002300,太阳电缆,2026-07-27,2026-07-27,0.8857142857142857,True,0.4600006267439153,1.0,True,True,True,True,5.0,False,True,True,daily_v005_frozen
002498_2026-07-27,002498,汉缆股份,2026-07-27,2026-07-27,0.5904761904761905,True,0.4570948638607063,3.0,True,True,True,True,3.0,True,True,True,daily_v005_frozen
003001_2026-07-27,003001,中岩大地,2026-07-27,2026-07-27,0.8380952380952381,True,0.4029596250966744,18.0,False,False,False,True,17.0,False,False,False,daily_v005_frozen
600698_2026-07-27,600698,湖南天雁,2026-07-27,2026-07-27,0.7333333333333334,True,0.45619151402534,4.0,False,True,True,True,4.0,False,True,True,daily_v005_frozen
600984_2026-07-27,600984,建设机械,2026-07-27,2026-07-27,0.6952380952380951,True,0.4494362172549365,6.0,False,True,True,True,1.0,True,True,True,daily_v005_frozen
603956_2026-07-27,603956,威派格,2026-07-27,2026-07-27,0.4095238095238095,True,0.4239203185246377,12.0,False,False,True,True,7.0,False,True,True,daily_v005_frozen
600617_2026-07-28,600617,国新能源,2026-07-28,2026-07-28,0.5166666666666667,False,,,False,False,False,False,,False,False,False,
601606_2026-07-28,601606,长城军工,2026-07-28,2026-07-28,0.8566666666666666,False,,,False,False,False,False,,False,False,False,
603690_2026-07-28,603690,至纯科技,2026-07-28,2026-07-28,0.75,True,0.4828347390032708,8.0,False,True,True,True,21.0,False,False,False,daily_v005_frozen
000566_2026-07-29,000566,海南海药,2026-07-29,2026-07-29,0.7953216374269005,True,0.4259481199807932,60.0,False,False,False,True,74.0,False,False,False,daily_v005_frozen
002173_2026-07-29,002173,创新医疗,2026-07-29,2026-07-29,0.8187134502923977,False,,,False,False,False,False,,False,False,False,
002309_2026-07-29,002309,中利集团,2026-07-29,2026-07-29,0.8362573099415204,True,0.4790429355265313,8.0,False,True,True,True,8.0,False,True,True,daily_v005_frozen
002310_2026-07-29,002310,东方新能,2026-07-29,2026-07-29,0.9298245614035088,True,0.4441485851972895,42.0,False,False,False,True,60.0,False,False,False,daily_v005_frozen
002388_2026-07-29,002388,新亚制程,2026-07-29,2026-07-29,0.9181286549707602,True,0.489094324033031,2.0,True,True,True,True,10.0,False,True,True,daily_v005_frozen
002969_2026-07-29,002969,嘉美包装,2026-07-29,2026-07-29,0.5789473684210525,True,0.461326764391366,21.0,False,False,False,True,32.0,False,False,False,daily_v005_frozen
600775_2026-07-29,600775,南京熊猫,2026-07-29,2026-07-29,0.8245614035087719,True,0.4504261836128272,30.0,False,False,False,True,70.0,False,False,False,daily_v005_frozen
603358_2026-07-29,603358,华达科技,2026-07-29,2026-07-29,0.175438596491228,True,0.4746559109356414,11.0,False,False,True,True,43.0,False,False,False,daily_v005_frozen
603389_2026-07-29,603389,亚振家居,2026-07-29,2026-07-29,0.1403508771929824,False,,,False,False,False,False,,False,False,False,
603716_2026-07-29,603716,塞力医疗,2026-07-29,2026-07-29,0.6959064327485379,True,0.4179721798116702,66.0,False,False,False,True,84.0,False,False,False,daily_v005_frozen
