event_id,code,signal_date,break_date,stage_group,days_since_break,exclusion_reason
002628_2026-07-01,002628,2026-07-02,2026-07-01,post,1,not_d1_first_break_observation
002638_2026-07-01,002638,2026-07-02,2026-07-01,post,1,not_d1_first_break_observation
003043_2026-07-01,003043,2026-07-02,2026-07-01,post,1,not_d1_first_break_observation
600363_2026-07-01,600363,2026-07-02,2026-07-01,post,1,not_d1_first_break_observation
600378_2026-07-01,600378,2026-07-02,2026-07-01,post,1,not_d1_first_break_observation
600707_2026-07-01,600707,2026-07-02,2026-07-01,post,1,not_d1_first_break_observation
601133_2026-06-30,601133,2026-07-02,2026-06-30,post,2,not_d1_first_break_observation
603033_2026-07-01,603033,2026-07-02,2026-07-01,post,1,not_d1_first_break_observation
603061_2026-07-01,603061,2026-07-02,2026-07-01,post,1,not_d1_first_break_observation
603155_2026-06-30,603155,2026-07-02,2026-06-30,post,2,not_d1_first_break_observation
603163_2026-06-30,603163,2026-07-02,2026-06-30,post,2,not_d1_first_break_observation
603222_2026-07-01,603222,2026-07-02,2026-07-01,post,1,not_d1_first_break_observation
603650_2026-06-30,603650,2026-07-02,2026-06-30,post,2,not_d1_first_break_observation
603950_2026-07-01,603950,2026-07-02,2026-07-01,post,1,not_d1_first_break_observation
603956_2026-06-30,603956,2026-07-02,2026-06-30,post,2,not_d1_first_break_observation
603983_2026-07-01,603983,2026-07-02,2026-07-01,post,1,not_d1_first_break_observation
000017_2026-07-01,000017,2026-07-03,2026-07-01,post,2,not_d1_first_break_observation
000603_2026-07-02,000603,2026-07-03,2026-07-02,post,1,not_d1_first_break_observation
000620_2026-07-02,000620,2026-07-03,2026-07-02,post,1,not_d1_first_break_observation
001229_2026-07-01,001229,2026-07-03,2026-07-01,post,2,not_d1_first_break_observation
001331_2026-07-02,001331,2026-07-03,2026-07-02,post,1,not_d1_first_break_observation
002053_2026-07-02,002053,2026-07-03,2026-07-02,post,1,not_d1_first_break_observation
002167_2026-07-02,002167,2026-07-03,2026-07-02,post,1,not_d1_first_break_observation
002208_2026-07-01,002208,2026-07-03,2026-07-01,post,2,not_d1_first_break_observation
002273_2026-07-02,002273,2026-07-03,2026-07-02,post,1,not_d1_first_break_observation
002407_2026-07-02,002407,2026-07-03,2026-07-02,post,1,not_d1_first_break_observation
002628_2026-07-01,002628,2026-07-03,2026-07-01,post,2,not_d1_first_break_observation
002638_2026-07-01,002638,2026-07-03,2026-07-01,post,2,not_d1_first_break_observation
002738_2026-07-02,002738,2026-07-03,2026-07-02,post,1,not_d1_first_break_observation
002929_2026-07-02,002929,2026-07-03,2026-07-02,post,1,not_d1_first_break_observation
003043_2026-07-01,003043,2026-07-03,2026-07-01,post,2,not_d1_first_break_observation
600076_2026-07-02,600076,2026-07-03,2026-07-02,post,1,not_d1_first_break_observation
600113_2026-07-02,600113,2026-07-03,2026-07-02,post,1,not_d1_first_break_observation
600363_2026-07-01,600363,2026-07-03,2026-07-01,post,2,not_d1_first_break_observation
600378_2026-07-01,600378,2026-07-03,2026-07-01,post,2,not_d1_first_break_observation
600707_2026-07-01,600707,2026-07-03,2026-07-01,post,2,not_d1_first_break_observation
600783_2026-07-02,600783,2026-07-03,2026-07-02,post,1,not_d1_first_break_observation
603033_2026-07-01,603033,2026-07-03,2026-07-01,post,2,not_d1_first_break_observation
603061_2026-07-01,603061,2026-07-03,2026-07-01,post,2,not_d1_first_break_observation
603120_2026-07-02,603120,2026-07-03,2026-07-02,post,1,not_d1_first_break_observation
603212_2026-07-02,603212,2026-07-03,2026-07-02,post,1,not_d1_first_break_observation
603222_2026-07-01,603222,2026-07-03,2026-07-01,post,2,not_d1_first_break_observation
603379_2026-07-02,603379,2026-07-03,2026-07-02,post,1,not_d1_first_break_observation
603928_2026-07-01,603928,2026-07-03,2026-07-01,post,2,not_d1_first_break_observation
603950_2026-07-01,603950,2026-07-03,2026-07-01,post,2,not_d1_first_break_observation
603983_2026-07-01,603983,2026-07-03,2026-07-01,post,2,not_d1_first_break_observation
603991_2026-07-02,603991,2026-07-03,2026-07-02,post,1,not_d1_first_break_observation
000520_2026-07-03,000520,2026-07-06,2026-07-03,post,1,not_d1_first_break_observation
000536_2026-07-03,000536,2026-07-06,2026-07-03,post,1,not_d1_first_break_observation
000601_2026-07-03,000601,2026-07-06,2026-07-03,post,1,not_d1_first_break_observation
000603_2026-07-02,000603,2026-07-06,2026-07-02,post,2,not_d1_first_break_observation
000620_2026-07-02,000620,2026-07-06,2026-07-02,post,2,not_d1_first_break_observation
001313_2026-07-03,001313,2026-07-06,2026-07-03,post,1,not_d1_first_break_observation
002167_2026-07-02,002167,2026-07-06,2026-07-02,post,2,not_d1_first_break_observation
002273_2026-07-02,002273,2026-07-06,2026-07-02,post,2,not_d1_first_break_observation
002407_2026-07-02,002407,2026-07-06,2026-07-02,post,2,not_d1_first_break_observation
002458_2026-07-03,002458,2026-07-06,2026-07-03,post,1,not_d1_first_break_observation
002559_2026-07-03,002559,2026-07-06,2026-07-03,post,1,not_d1_first_break_observation
002747_2026-07-02,002747,2026-07-06,2026-07-02,post,2,not_d1_first_break_observation
002826_2026-07-03,002826,2026-07-06,2026-07-03,post,1,not_d1_first_break_observation
002929_2026-07-02,002929,2026-07-06,2026-07-02,post,2,not_d1_first_break_observation
002971_2026-07-03,002971,2026-07-06,2026-07-03,post,1,not_d1_first_break_observation
600076_2026-07-02,600076,2026-07-06,2026-07-02,post,2,not_d1_first_break_observation
600113_2026-07-02,600113,2026-07-06,2026-07-02,post,2,not_d1_first_break_observation
600641_2026-07-03,600641,2026-07-06,2026-07-03,post,1,not_d1_first_break_observation
603120_2026-07-02,603120,2026-07-06,2026-07-02,post,2,not_d1_first_break_observation
603212_2026-07-02,603212,2026-07-06,2026-07-02,post,2,not_d1_first_break_observation
603505_2026-07-03,603505,2026-07-06,2026-07-03,post,1,not_d1_first_break_observation
603538_2026-07-03,603538,2026-07-06,2026-07-03,post,1,not_d1_first_break_observation
603991_2026-07-02,603991,2026-07-06,2026-07-02,post,2,not_d1_first_break_observation
605488_2026-07-03,605488,2026-07-06,2026-07-03,post,1,not_d1_first_break_observation
000506_2026-07-06,000506,2026-07-07,2026-07-06,post,1,not_d1_first_break_observation
000576_2026-07-06,000576,2026-07-07,2026-07-06,post,1,not_d1_first_break_observation
000595_2026-07-06,000595,2026-07-07,2026-07-06,post,1,not_d1_first_break_observation
000908_2026-07-06,000908,2026-07-07,2026-07-06,post,1,not_d1_first_break_observation
001317_2026-07-06,001317,2026-07-07,2026-07-06,post,1,not_d1_first_break_observation
002979_2026-07-06,002979,2026-07-07,2026-07-06,post,1,not_d1_first_break_observation
600641_2026-07-03,600641,2026-07-07,2026-07-03,post,2,not_d1_first_break_observation
600988_2026-07-06,600988,2026-07-07,2026-07-06,post,1,not_d1_first_break_observation
603286_2026-07-06,603286,2026-07-07,2026-07-06,post,1,not_d1_first_break_observation
603338_2026-07-06,603338,2026-07-07,2026-07-06,post,1,not_d1_first_break_observation
603538_2026-07-03,603538,2026-07-07,2026-07-03,post,2,not_d1_first_break_observation
603559_2026-07-06,603559,2026-07-07,2026-07-06,post,1,not_d1_first_break_observation
603717_2026-07-06,603717,2026-07-07,2026-07-06,post,1,not_d1_first_break_observation
605189_2026-07-06,605189,2026-07-07,2026-07-06,post,1,not_d1_first_break_observation
000595_2026-07-06,000595,2026-07-08,2026-07-06,post,2,not_d1_first_break_observation
000656_2026-07-07,000656,2026-07-08,2026-07-07,post,1,not_d1_first_break_observation
000908_2026-07-06,000908,2026-07-08,2026-07-06,post,2,not_d1_first_break_observation
001317_2026-07-06,001317,2026-07-08,2026-07-06,post,2,not_d1_first_break_observation
002141_2026-07-07,002141,2026-07-08,2026-07-07,post,1,not_d1_first_break_observation
002767_2026-07-07,002767,2026-07-08,2026-07-07,post,1,not_d1_first_break_observation
002979_2026-07-06,002979,2026-07-08,2026-07-06,post,2,not_d1_first_break_observation
600988_2026-07-06,600988,2026-07-08,2026-07-06,post,2,not_d1_first_break_observation
603211_2026-07-07,603211,2026-07-08,2026-07-07,post,1,not_d1_first_break_observation
603286_2026-07-06,603286,2026-07-08,2026-07-06,post,2,not_d1_first_break_observation
603559_2026-07-06,603559,2026-07-08,2026-07-06,post,2,not_d1_first_break_observation
603722_2026-07-07,603722,2026-07-08,2026-07-07,post,1,not_d1_first_break_observation
605189_2026-07-06,605189,2026-07-08,2026-07-06,post,2,not_d1_first_break_observation
000656_2026-07-07,000656,2026-07-09,2026-07-07,post,2,not_d1_first_break_observation
002141_2026-07-07,002141,2026-07-09,2026-07-07,post,2,not_d1_first_break_observation
002396_2026-07-07,002396,2026-07-09,2026-07-07,post,2,not_d1_first_break_observation
002767_2026-07-07,002767,2026-07-09,2026-07-07,post,2,not_d1_first_break_observation
600246_2026-07-08,600246,2026-07-09,2026-07-08,post,1,not_d1_first_break_observation
603211_2026-07-07,603211,2026-07-09,2026-07-07,post,2,not_d1_first_break_observation
603722_2026-07-07,603722,2026-07-09,2026-07-07,post,2,not_d1_first_break_observation
603823_2026-07-08,603823,2026-07-09,2026-07-08,post,1,not_d1_first_break_observation
603861_2026-07-08,603861,2026-07-09,2026-07-08,post,1,not_d1_first_break_observation
001229_2026-07-09,001229,2026-07-10,2026-07-09,post,1,not_d1_first_break_observation
002951_2026-07-09,002951,2026-07-10,2026-07-09,post,1,not_d1_first_break_observation
600094_2026-07-09,600094,2026-07-10,2026-07-09,post,1,not_d1_first_break_observation
600246_2026-07-08,600246,2026-07-10,2026-07-08,post,2,not_d1_first_break_observation
600288_2026-07-09,600288,2026-07-10,2026-07-09,post,1,not_d1_first_break_observation
603823_2026-07-08,603823,2026-07-10,2026-07-08,post,2,not_d1_first_break_observation
603861_2026-07-08,603861,2026-07-10,2026-07-08,post,2,not_d1_first_break_observation
000977_2026-07-10,000977,2026-07-13,2026-07-10,post,1,not_d1_first_break_observation
001229_2026-07-09,001229,2026-07-13,2026-07-09,post,2,not_d1_first_break_observation
002490_2026-07-10,002490,2026-07-13,2026-07-10,post,1,not_d1_first_break_observation
002841_2026-07-10,002841,2026-07-13,2026-07-10,post,1,not_d1_first_break_observation
002951_2026-07-09,002951,2026-07-13,2026-07-09,post,2,not_d1_first_break_observation
603928_2026-07-10,603928,2026-07-13,2026-07-10,post,1,not_d1_first_break_observation
000887_2026-07-13,000887,2026-07-14,2026-07-13,post,1,not_d1_first_break_observation
000892_2026-07-13,000892,2026-07-14,2026-07-13,post,1,not_d1_first_break_observation
002346_2026-07-13,002346,2026-07-14,2026-07-13,post,1,not_d1_first_break_observation
002414_2026-07-13,002414,2026-07-14,2026-07-13,post,1,not_d1_first_break_observation
002490_2026-07-10,002490,2026-07-14,2026-07-10,post,2,not_d1_first_break_observation
002829_2026-07-13,002829,2026-07-14,2026-07-13,post,1,not_d1_first_break_observation
603898_2026-07-13,603898,2026-07-14,2026-07-13,post,1,not_d1_first_break_observation
603928_2026-07-10,603928,2026-07-14,2026-07-10,post,2,not_d1_first_break_observation
000892_2026-07-13,000892,2026-07-15,2026-07-13,post,2,not_d1_first_break_observation
000920_2026-07-14,000920,2026-07-15,2026-07-14,post,1,not_d1_first_break_observation
001395_2026-07-14,001395,2026-07-15,2026-07-14,post,1,not_d1_first_break_observation
002346_2026-07-13,002346,2026-07-15,2026-07-13,post,2,not_d1_first_break_observation
002829_2026-07-13,002829,2026-07-15,2026-07-13,post,2,not_d1_first_break_observation
003020_2026-07-14,003020,2026-07-15,2026-07-14,post,1,not_d1_first_break_observation
600513_2026-07-14,600513,2026-07-15,2026-07-14,post,1,not_d1_first_break_observation
600629_2026-07-14,600629,2026-07-15,2026-07-14,post,1,not_d1_first_break_observation
600992_2026-07-14,600992,2026-07-15,2026-07-14,post,1,not_d1_first_break_observation
601608_2026-07-14,601608,2026-07-15,2026-07-14,post,1,not_d1_first_break_observation
605090_2026-07-14,605090,2026-07-15,2026-07-14,post,1,not_d1_first_break_observation
001395_2026-07-14,001395,2026-07-16,2026-07-14,post,2,not_d1_first_break_observation
002379_2026-07-15,002379,2026-07-16,2026-07-15,post,1,not_d1_first_break_observation
003020_2026-07-14,003020,2026-07-16,2026-07-14,post,2,not_d1_first_break_observation
600513_2026-07-14,600513,2026-07-16,2026-07-14,post,2,not_d1_first_break_observation
600629_2026-07-14,600629,2026-07-16,2026-07-14,post,2,not_d1_first_break_observation
600992_2026-07-14,600992,2026-07-16,2026-07-14,post,2,not_d1_first_break_observation
601608_2026-07-14,601608,2026-07-16,2026-07-14,post,2,not_d1_first_break_observation
603065_2026-07-15,603065,2026-07-16,2026-07-15,post,1,not_d1_first_break_observation
605090_2026-07-14,605090,2026-07-16,2026-07-14,post,2,not_d1_first_break_observation
001388_2026-07-16,001388,2026-07-17,2026-07-16,post,1,not_d1_first_break_observation
002141_2026-07-16,002141,2026-07-17,2026-07-16,post,1,not_d1_first_break_observation
002379_2026-07-15,002379,2026-07-17,2026-07-15,post,2,not_d1_first_break_observation
600403_2026-07-16,600403,2026-07-17,2026-07-16,post,1,not_d1_first_break_observation
600746_2026-07-16,600746,2026-07-17,2026-07-16,post,1,not_d1_first_break_observation
600829_2026-07-16,600829,2026-07-17,2026-07-16,post,1,not_d1_first_break_observation
600844_2026-07-16,600844,2026-07-17,2026-07-16,post,1,not_d1_first_break_observation
603065_2026-07-15,603065,2026-07-17,2026-07-15,post,2,not_d1_first_break_observation
603137_2026-07-16,603137,2026-07-17,2026-07-16,post,1,not_d1_first_break_observation
605028_2026-07-16,605028,2026-07-17,2026-07-16,post,1,not_d1_first_break_observation
605189_2026-07-16,605189,2026-07-17,2026-07-16,post,1,not_d1_first_break_observation
605255_2026-07-16,605255,2026-07-17,2026-07-16,post,1,not_d1_first_break_observation
000504_2026-07-17,000504,2026-07-20,2026-07-17,post,1,not_d1_first_break_observation
000566_2026-07-17,000566,2026-07-20,2026-07-17,post,1,not_d1_first_break_observation
001388_2026-07-16,001388,2026-07-20,2026-07-16,post,2,not_d1_first_break_observation
002141_2026-07-16,002141,2026-07-20,2026-07-16,post,2,not_d1_first_break_observation
002365_2026-07-17,002365,2026-07-20,2026-07-17,post,1,not_d1_first_break_observation
002432_2026-07-16,002432,2026-07-20,2026-07-16,post,2,not_d1_first_break_observation
002739_2026-07-17,002739,2026-07-20,2026-07-17,post,1,not_d1_first_break_observation
600785_2026-07-17,600785,2026-07-20,2026-07-17,post,1,not_d1_first_break_observation
600829_2026-07-16,600829,2026-07-20,2026-07-16,post,2,not_d1_first_break_observation
600844_2026-07-16,600844,2026-07-20,2026-07-16,post,2,not_d1_first_break_observation
603137_2026-07-16,603137,2026-07-20,2026-07-16,post,2,not_d1_first_break_observation
605028_2026-07-16,605028,2026-07-20,2026-07-16,post,2,not_d1_first_break_observation
605189_2026-07-16,605189,2026-07-20,2026-07-16,post,2,not_d1_first_break_observation
000566_2026-07-17,000566,2026-07-21,2026-07-17,post,2,not_d1_first_break_observation
000676_2026-07-20,000676,2026-07-21,2026-07-20,post,1,not_d1_first_break_observation
002365_2026-07-17,002365,2026-07-21,2026-07-17,post,2,not_d1_first_break_observation
002632_2026-07-20,002632,2026-07-21,2026-07-20,post,1,not_d1_first_break_observation
002677_2026-07-20,002677,2026-07-21,2026-07-20,post,1,not_d1_first_break_observation
002829_2026-07-20,002829,2026-07-21,2026-07-20,post,1,not_d1_first_break_observation
600162_2026-07-20,600162,2026-07-21,2026-07-20,post,1,not_d1_first_break_observation
603567_2026-07-20,603567,2026-07-21,2026-07-20,post,1,not_d1_first_break_observation
000037_2026-07-21,000037,2026-07-22,2026-07-21,post,1,not_d1_first_break_observation
000676_2026-07-20,000676,2026-07-22,2026-07-20,post,2,not_d1_first_break_observation
000722_2026-07-21,000722,2026-07-22,2026-07-21,post,1,not_d1_first_break_observation
600162_2026-07-20,600162,2026-07-22,2026-07-20,post,2,not_d1_first_break_observation
600227_2026-07-21,600227,2026-07-22,2026-07-21,post,1,not_d1_first_break_observation
600236_2026-07-21,600236,2026-07-22,2026-07-21,post,1,not_d1_first_break_observation
603567_2026-07-20,603567,2026-07-22,2026-07-20,post,2,not_d1_first_break_observation
000037_2026-07-21,000037,2026-07-23,2026-07-21,post,2,not_d1_first_break_observation
000722_2026-07-21,000722,2026-07-23,2026-07-21,post,2,not_d1_first_break_observation
000889_2026-07-22,000889,2026-07-23,2026-07-22,post,1,not_d1_first_break_observation
600227_2026-07-21,600227,2026-07-23,2026-07-21,post,2,not_d1_first_break_observation
600236_2026-07-21,600236,2026-07-23,2026-07-21,post,2,not_d1_first_break_observation
600644_2026-07-21,600644,2026-07-23,2026-07-21,post,2,not_d1_first_break_observation
000889_2026-07-22,000889,2026-07-24,2026-07-22,post,2,not_d1_first_break_observation
002213_2026-07-23,002213,2026-07-24,2026-07-23,post,1,not_d1_first_break_observation
603118_2026-07-23,603118,2026-07-24,2026-07-23,post,1,not_d1_first_break_observation
603629_2026-07-23,603629,2026-07-24,2026-07-23,post,1,not_d1_first_break_observation
000603_2026-07-24,000603,2026-07-27,2026-07-24,post,1,not_d1_first_break_observation
002197_2026-07-24,002197,2026-07-27,2026-07-24,post,1,not_d1_first_break_observation
002412_2026-07-24,002412,2026-07-27,2026-07-24,post,1,not_d1_first_break_observation
600396_2026-07-24,600396,2026-07-27,2026-07-24,post,1,not_d1_first_break_observation
600722_2026-07-24,600722,2026-07-27,2026-07-24,post,1,not_d1_first_break_observation
603619_2026-07-24,603619,2026-07-27,2026-07-24,post,1,not_d1_first_break_observation
603629_2026-07-23,603629,2026-07-27,2026-07-23,post,2,not_d1_first_break_observation
605162_2026-07-24,605162,2026-07-27,2026-07-24,post,1,not_d1_first_break_observation
000011_2026-07-27,000011,2026-07-28,2026-07-27,post,1,not_d1_first_break_observation
000595_2026-07-27,000595,2026-07-28,2026-07-27,post,1,not_d1_first_break_observation
000668_2026-07-27,000668,2026-07-28,2026-07-27,post,1,not_d1_first_break_observation
002083_2026-07-27,002083,2026-07-28,2026-07-27,post,1,not_d1_first_break_observation
002197_2026-07-24,002197,2026-07-28,2026-07-24,post,2,not_d1_first_break_observation
002298_2026-07-27,002298,2026-07-28,2026-07-27,post,1,not_d1_first_break_observation
002300_2026-07-27,002300,2026-07-28,2026-07-27,post,1,not_d1_first_break_observation
002498_2026-07-27,002498,2026-07-28,2026-07-27,post,1,not_d1_first_break_observation
002900_2026-07-24,002900,2026-07-28,2026-07-24,post,2,not_d1_first_break_observation
003001_2026-07-27,003001,2026-07-28,2026-07-27,post,1,not_d1_first_break_observation
600698_2026-07-27,600698,2026-07-28,2026-07-27,post,1,not_d1_first_break_observation
600722_2026-07-24,600722,2026-07-28,2026-07-24,post,2,not_d1_first_break_observation
600984_2026-07-27,600984,2026-07-28,2026-07-27,post,1,not_d1_first_break_observation
603956_2026-07-27,603956,2026-07-28,2026-07-27,post,1,not_d1_first_break_observation
603988_2026-07-24,603988,2026-07-28,2026-07-24,post,2,not_d1_first_break_observation
000595_2026-07-27,000595,2026-07-29,2026-07-27,post,2,not_d1_first_break_observation
600617_2026-07-28,600617,2026-07-29,2026-07-28,post,1,not_d1_first_break_observation
601606_2026-07-28,601606,2026-07-29,2026-07-28,post,1,not_d1_first_break_observation
603690_2026-07-28,603690,2026-07-29,2026-07-28,post,1,not_d1_first_break_observation
603956_2026-07-27,603956,2026-07-29,2026-07-27,post,2,not_d1_first_break_observation
