signal_date,code,name,universe_status,old_present,current_present,old_eligible,current_eligible,old_scorable,current_scorable,d0_date,days_since_d0,signal_type,field_mismatch_count,feature_mismatch_count
2026-06-26,601872,招商轮船,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,601958,金钼股份,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,603002,宏昌电子,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,603007,顺景科技,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,603010,万盛股份,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,603012,创力集团,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,603015,弘讯科技,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,603019,中科曙光,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,603045,福达合金,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,603061,金海通,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,603063,禾望电气,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,603065,宿迁联盛,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,603067,振华股份,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,603082,北自科技,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,603083,剑桥科技,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,603106,恒银科技,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,603115,海星股份,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,603116,红蜻蜓,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,603122,合富中国,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,603155,新亚强,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,603163,圣晖集成,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,603194,中力股份,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,603203,快克智能,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,603210,泰鸿万立,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,603261,立航科技,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,603267,鸿远电子,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,603270,金帝股份,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,603297,永新光学,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,603313,梦百合,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,603317,天味食品,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,603318,水发燃气,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,603324,盛剑科技,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,603335,迪生力,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,603386,骏亚科技,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,603399,永杉锂业,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,603466,风语筑,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,603500,祥和实业,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,603527,众源新材,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,603533,掌阅科技,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,603588,高能环境,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,603607,京华激光,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,603629,利通电子,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,603630,拉芳家化,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,603650,彤程新材,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,603661,恒林股份,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,603663,三祥新材,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,603668,天马科技,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,603669,灵康药业,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,603678,火炬电子,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,603687,大胜达,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,603690,至纯科技,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,603698,航天工程,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,603713,密尔克卫,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,603717,天域生物,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,603722,阿科力,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,603725,天安新材,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,603727,博迈科,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,603733,仙鹤股份,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,603757,大元泵业,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,603800,洪田股份,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,603823,百合花,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,603861,白云电器,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,603863,松炀资源,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,603903,中持股份,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,603906,龙蟠科技,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,603928,兴业股份,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,603929,亚翔集成,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,603938,三孚股份,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,603948,建业股份,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,603950,长源东谷,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,603956,威派格,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,603976,正川股份,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,603977,国泰集团,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,603986,兆易创新,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,603989,艾华集团,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,605020,永和股份,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,605069,正和生态,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,605118,力鼎光电,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,605151,西上海,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,605167,利柏特,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,605168,三人行,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,605277,新亚电子,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,605296,神农集团,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,605300,佳禾食品,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,605305,中际联合,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,605318,法狮龙,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,605366,宏柏新材,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,605369,拱东医疗,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,605376,XD博迁新,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,605377,华旺科技,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,605399,晨光新材,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,605580,恒盛能源,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,605589,圣泉集团,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,605598,上海港湾,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
