signal_date,code,cohort,selection_rank,selection_score,name,d2_trade_date,d3_trade_date,d2_open,d2_high,d2_low,d2_close,d3_open,d3_high,d3_low,d3_close,d2_price_source,d3_price_source,d2_minute_source,d3_minute_source,d2_adjust,d3_adjust,d2_bar_count,d3_bar_count,d2_first_bar_time,d2_last_bar_time,d3_first_bar_time,d3_last_bar_time,d2_high_time,d2_low_time,d3_high_time,d3_low_time,d2_open_to_high_pct,d2_open_to_low_pct,d2_open_to_close_pct,d2_close_to_d3_open_pct,d2_open_to_d3_open_pct,d3_open_to_high_pct,d3_open_to_low_pct,d3_open_to_close_pct,d2_open_to_d3_high_pct,d2_open_to_d3_close_pct,mfe_pct,mae_pct,mfe_time,mae_time,mfe_trade_date,mae_trade_date,d2_high_to_close_drawdown_pct,d2_high_to_close_giveback_pct,d3_high_to_close_drawdown_pct,d3_high_to_close_giveback_pct,d3_high_to_close_return_giveback_pp,mfe_to_d3_close_giveback_pp,d3_hold_increment_vs_d2_close_pp,d2_intraday_log_return_pct,second_overnight_log_return_pct,d3_intraday_log_return_pct,d2_close_profitable,d2_close_weak_or_nonpositive,d3_hold_improved_close,frozen_target7_d2open_d3high,frozen_d2_open_price,frozen_d3_high_price,frozen_d3_close_price,frozen_d2open_d3high_return_pct,frozen_d2open_d3close_return_pct,d3_high_profit_giveback_rate_pct,mfe_profit_giveback_rate_pct,cache_vs_frozen_d2_open_abs_diff,cache_vs_frozen_d3_high_abs_diff,cache_vs_frozen_d3_close_abs_diff,cache_matches_frozen_prices,recomputed_target7_d2open_d3high,target7_reconciles,first_touch_plus_3_time,first_touch_minus_3_time,first_trigger_3_order,d2_reached_plus_3,d2_reached_minus_3,horizon_reached_plus_3,horizon_reached_minus_3,first_touch_plus_5_time,first_touch_minus_5_time,first_trigger_5_order,d2_reached_plus_5,d2_reached_minus_5,horizon_reached_plus_5,horizon_reached_minus_5,first_touch_plus_7_time,first_touch_minus_7_time,first_trigger_7_order,d2_reached_plus_7,d2_reached_minus_7,horizon_reached_plus_7,horizon_reached_minus_7,largest_negative_leg,also_in_v004a_top3,also_in_v002_top3,target7_failed,target7_failed_but_d2_plus_3,target7_failed_but_d2_plus_5,target7_failed_but_d2_plus_7
2026-07-01,603726,final_top3,2,0.5334782608695652,朗迪集团,2026-07-02,2026-07-03,32.19,33.88,32.09,32.23,32.01,35.45,31.66,35.45,minute_5m,minute_5m,sina_5m,sina_5m,none,none,48,48,2026-07-02 09:35:00,2026-07-02 15:00:00,2026-07-03 09:35:00,2026-07-03 15:00:00,2026-07-02 10:10:00,2026-07-02 14:55:00,2026-07-03 13:05:00,2026-07-03 09:35:00,5.250077663870778,-0.3106554830692554,0.12426219322769771,-0.6825938566552892,-0.5591798695246952,10.746641674476741,-1.0934083099031433,10.746641674476741,10.12736874805842,10.12736874805842,10.12736874805842,-1.6464740602671557,2026-07-03 13:05:00,2026-07-03 09:35:00,2026-07-03,2026-07-03,-4.870129870129891,4.870129870129891,0.0,-0.0,0.0,0.0,10.003106554830723,0.12418505166295597,-0.6849341845574783,10.207489899636496,True,False,True,True,32.19,35.45,35.45,10.12736874805842,10.12736874805842,0.0,0.0,0.0,0.0,0.0,True,True,True,2026-07-02 09:35:00,,PROFIT_FIRST,True,False,True,False,2026-07-02 10:10:00,,PROFIT_FIRST,True,False,True,False,2026-07-03 11:25:00,,PROFIT_FIRST,False,False,True,False,,False,False,False,False,False,False
2026-07-01,002687,final_top3,3,0.5334782608695652,乔治白,2026-07-02,2026-07-03,5.43,5.74,5.38,5.54,5.49,5.65,5.43,5.65,minute_5m,minute_5m,sina_5m,sina_5m,none,none,48,48,2026-07-02 09:35:00,2026-07-02 15:00:00,2026-07-03 09:35:00,2026-07-03 15:00:00,2026-07-02 09:55:00,2026-07-02 09:35:00,2026-07-03 10:00:00,2026-07-03 09:35:00,5.709023941068159,-0.9208103130755041,2.02578268876612,-0.9025270758122761,1.1049723756906271,2.914389799635697,-1.0928961748634003,2.914389799635697,4.05156537753224,4.05156537753224,5.709023941068159,-0.9208103130755041,2026-07-02 09:55:00,2026-07-02 09:35:00,2026-07-02,2026-07-02,-3.484320557491294,3.484320557491294,0.0,-0.0,0.0,1.6574585635359185,2.02578268876612,2.005536681334843,-0.9066245237753194,2.872728963691027,True,False,True,False,5.43,5.65,5.65,4.05156537753224,4.05156537753224,0.0,29.032258064516153,0.0,0.0,0.0,True,False,True,2026-07-02 09:35:00,,PROFIT_FIRST,True,False,True,False,2026-07-02 09:35:00,,PROFIT_FIRST,True,False,True,False,,,NEITHER,False,False,False,False,,False,False,True,True,True,False
2026-07-02,603983,final_top3,1,0.5338095238095238,丸美生物,2026-07-03,2026-07-06,27.52,29.43,26.79,29.16,28.49,31.3,28.48,31.12,minute_5m,minute_5m,sina_5m,sina_5m,none,none,48,48,2026-07-03 09:35:00,2026-07-03 15:00:00,2026-07-06 09:35:00,2026-07-06 15:00:00,2026-07-03 14:45:00,2026-07-03 09:45:00,2026-07-06 14:50:00,2026-07-06 09:35:00,6.9404069767441845,-2.652616279069764,5.959302325581395,-2.2976680384087844,3.5247093023255793,9.863109863109877,-0.03510003510003301,9.231309231309236,13.735465116279077,13.08139534883721,13.735465116279077,-2.652616279069764,2026-07-06 14:50:00,2026-07-03 09:45:00,2026-07-06,2026-07-03,-0.917431192660545,0.917431192660545,-0.5750798722044759,0.5750798722044759,0.6540697674418663,0.6540697674418663,7.1220930232558155,5.788489407531448,-2.3244758630640527,8.829755080037398,True,False,True,True,27.52,31.3,31.12,13.735465116279077,13.08139534883721,4.761904761904802,4.761904761904802,0.0,0.0,0.0,True,True,True,2026-07-03 13:10:00,,PROFIT_FIRST,True,False,True,False,2026-07-03 14:20:00,,PROFIT_FIRST,True,False,True,False,2026-07-06 09:35:00,,PROFIT_FIRST,False,False,True,False,,False,False,False,False,False,False
2026-07-02,603657,final_top3,2,0.5338095238095238,春光科技,2026-07-03,2026-07-06,27.88,28.05,26.65,26.7,26.51,27.66,26.08,26.35,minute_5m,minute_5m,sina_5m,sina_5m,none,none,48,48,2026-07-03 09:35:00,2026-07-03 15:00:00,2026-07-06 09:35:00,2026-07-06 15:00:00,2026-07-03 09:35:00,2026-07-03 15:00:00,2026-07-06 09:40:00,2026-07-06 15:00:00,0.6097560975609762,-4.4117647058823595,-4.232424677187952,-0.7116104868913786,-4.91391678622668,4.337985665786492,-1.6220294228593057,-0.6035458317615983,-0.7890961262553731,-5.487804878048774,0.6097560975609762,-6.456241032998566,2026-07-03 09:35:00,2026-07-06 15:00:00,2026-07-03,2026-07-06,-4.812834224598939,4.812834224598939,-4.736080983369484,4.736080983369484,4.698708751793401,6.09756097560975,-1.255380200860822,-4.324602048611932,-0.7141545105269602,-0.6053745313562828,False,True,False,False,27.88,27.66,26.35,-0.7890961262553731,-5.487804878048774,,999.9999999999981,0.0,0.0,0.0,True,False,True,,2026-07-03 10:15:00,LOSS_FIRST,False,True,False,True,,2026-07-06 14:50:00,LOSS_FIRST,False,False,False,True,,,NEITHER,False,False,False,False,D2_INTRADAY,False,False,True,False,False,False
2026-07-02,000620,final_top3,3,0.5338095238095238,盈新发展,2026-07-03,2026-07-06,3.68,3.75,3.57,3.6,3.75,3.85,3.45,3.46,minute_5m,minute_5m,sina_5m,sina_5m,none,none,48,48,2026-07-03 09:35:00,2026-07-03 15:00:00,2026-07-06 09:35:00,2026-07-06 15:00:00,2026-07-03 09:35:00,2026-07-03 10:25:00,2026-07-06 09:35:00,2026-07-06 15:00:00,1.9021739130434812,-2.9891304347826164,-2.1739130434782594,4.166666666666674,1.9021739130434812,2.6666666666666616,-7.9999999999999964,-7.733333333333336,4.619565217391308,-5.978260869565222,4.619565217391308,-6.25,2026-07-06 09:35:00,2026-07-06 15:00:00,2026-07-06,2026-07-06,-3.9999999999999925,3.9999999999999925,-10.129870129870133,10.129870129870133,10.59782608695653,10.59782608695653,-3.8043478260869628,-2.197890671877523,4.08219945202552,-8.04872509126866,False,True,False,False,3.68,3.85,3.46,4.619565217391308,-5.978260869565222,229.41176470588235,229.41176470588235,0.0,0.0,0.0,True,False,True,2026-07-06 09:35:00,2026-07-06 09:40:00,PROFIT_FIRST,False,False,True,True,,2026-07-06 10:15:00,LOSS_FIRST,False,False,False,True,,,NEITHER,False,False,False,False,D3_INTRADAY,False,False,True,False,False,False
2026-07-03,603928,final_top3,1,0.5067455621301775,兴业股份,2026-07-06,2026-07-07,14.67,16.17,14.67,15.85,14.5,15.8,14.27,14.87,minute_5m,minute_5m,sina_5m,sina_5m,none,none,48,48,2026-07-06 09:35:00,2026-07-06 15:00:00,2026-07-07 09:35:00,2026-07-07 15:00:00,2026-07-06 09:35:00,2026-07-06 09:35:00,2026-07-07 09:55:00,2026-07-07 09:35:00,10.224948875255645,0.0,8.043626448534425,-8.517350157728709,-1.1588275391956393,8.965517241379306,-1.5862068965517229,2.551724137931033,7.702794819359249,1.363326516700747,10.224948875255645,-2.726653033401505,2026-07-06 09:35:00,2026-07-07 09:35:00,2026-07-06,2026-07-07,-1.9789734075448484,1.9789734075448484,-5.886075949367098,5.886075949367098,6.339468302658502,8.861622358554898,-6.680299931833678,7.736490816839928,-8.902085089676092,2.5197111045534974,True,False,False,True,14.67,15.8,14.87,7.702794819359249,1.363326516700747,82.30088495575228,86.66666666666673,0.0,0.0,0.0,True,True,True,2026-07-06 09:35:00,,PROFIT_FIRST,True,False,True,False,2026-07-06 09:35:00,,PROFIT_FIRST,True,False,True,False,2026-07-06 09:35:00,,PROFIT_FIRST,True,False,True,False,,False,False,False,False,False,False
2026-07-03,000520,final_top3,2,0.5067455621301775,凤凰航运,2026-07-06,2026-07-07,4.66,4.92,4.66,4.7,4.79,4.79,4.56,4.59,minute_5m,minute_5m,sina_5m,sina_5m,none,none,48,48,2026-07-06 09:35:00,2026-07-06 15:00:00,2026-07-07 09:35:00,2026-07-07 15:00:00,2026-07-06 09:40:00,2026-07-06 09:35:00,2026-07-07 09:35:00,2026-07-07 10:40:00,5.579399141630903,0.0,0.8583690987124415,1.9148936170212627,2.7896995708154515,0.0,-4.801670146137793,-4.175365344467641,2.7896995708154515,-1.5021459227467893,5.579399141630903,-2.145922746781126,2026-07-06 09:40:00,2026-07-07 10:40:00,2026-07-06,2026-07-07,-4.471544715447151,4.471544715447151,-4.175365344467641,4.175365344467641,4.29184549356224,7.081545064377693,-2.3605150214592308,0.8547060578458348,1.8967902706810826,-4.265038735037008,True,False,False,False,4.66,4.79,4.59,2.7896995708154515,-1.5021459227467893,153.8461538461541,126.92307692307708,0.0,0.0,0.0,True,False,True,2026-07-06 09:35:00,,PROFIT_FIRST,True,False,True,False,2026-07-06 09:35:00,,PROFIT_FIRST,True,False,True,False,,,NEITHER,False,False,False,False,D3_INTRADAY,False,True,True,True,True,False
2026-07-03,605020,final_top3,3,0.5067455621301775,永和股份,2026-07-06,2026-07-07,43.94,45.5,41.61,41.77,40.9,41.21,38.5,38.92,minute_5m,minute_5m,sina_5m,sina_5m,none,none,48,48,2026-07-06 09:35:00,2026-07-06 15:00:00,2026-07-07 09:35:00,2026-07-07 15:00:00,2026-07-06 09:35:00,2026-07-06 13:20:00,2026-07-07 09:45:00,2026-07-07 13:20:00,3.5502958579881616,-5.302685480200264,-4.938552571688659,-2.082834570265757,-6.918525261720532,0.7579462102689449,-5.8679706601466926,-4.84107579462102,-6.213017751479288,-11.42467000455165,3.5502958579881616,-12.38051888939462,2026-07-06 09:35:00,2026-07-07 13:20:00,2026-07-06,2026-07-07,-8.197802197802195,8.197802197802195,-5.556903664159185,5.556903664159185,5.211652253072362,14.974965862539811,-6.486117432862992,-5.06466884473801,-2.104831546032807,-4.962180573095167,False,True,False,False,43.94,41.21,38.92,-6.213017751479288,-11.42467000455165,,421.7948717948718,0.0,0.0,0.0,True,False,True,2026-07-06 09:35:00,2026-07-06 09:40:00,PROFIT_FIRST,True,True,True,True,,2026-07-06 13:20:00,LOSS_FIRST,False,True,False,True,,2026-07-07 09:35:00,LOSS_FIRST,False,False,False,True,D2_INTRADAY,False,False,True,True,False,False
2026-07-06,002472,final_top3,1,0.5122374429223744,双环传动,2026-07-07,2026-07-08,46.83,48.0,44.71,44.97,44.94,44.97,41.77,42.34,minute_5m,minute_5m,sina_5m,sina_5m,none,none,48,48,2026-07-07 09:35:00,2026-07-07 15:00:00,2026-07-08 09:35:00,2026-07-08 15:00:00,2026-07-07 09:40:00,2026-07-07 14:30:00,2026-07-08 09:35:00,2026-07-08 10:05:00,2.4983984625240208,-4.527012598761471,-3.971812940422803,-0.06671114076051143,-4.0358744394618835,0.06675567423231055,-7.053849577214056,-5.785491766800166,-3.971812940422803,-9.587871022848592,2.4983984625240208,-10.805039504591063,2026-07-07 09:40:00,2026-07-08 10:05:00,2026-07-07,2026-07-08,-6.312499999999998,6.312499999999998,-5.848343340004436,5.848343340004436,5.6160580824257895,12.086269485372613,-5.6160580824257895,-4.052842241283433,-0.06673340254329604,-5.9596001050463885,False,True,False,False,46.83,44.97,42.34,-3.971812940422803,-9.587871022848592,,483.7606837606837,0.0,0.0,0.0,True,False,True,,2026-07-07 13:15:00,LOSS_FIRST,False,True,False,True,,2026-07-08 09:35:00,LOSS_FIRST,False,False,False,True,,2026-07-08 09:35:00,LOSS_FIRST,False,False,False,True,D3_INTRADAY,False,False,True,False,False,False
2026-07-06,002496,final_top3,2,0.5122374429223744,辉丰股份,2026-07-07,2026-07-08,2.27,2.27,2.08,2.1,2.12,2.15,2.02,2.07,minute_5m,minute_5m,sina_5m,sina_5m,none,none,48,48,2026-07-07 09:35:00,2026-07-07 15:00:00,2026-07-08 09:35:00,2026-07-08 15:00:00,2026-07-07 09:35:00,2026-07-07 14:50:00,2026-07-08 09:35:00,2026-07-08 10:30:00,0.0,-8.370044052863435,-7.488986784140961,0.952380952380949,-6.607929515418498,1.4150943396226356,-4.716981132075471,-2.358490566037752,-5.286343612334809,-8.810572687224683,0.0,-11.013215859030833,2026-07-07 09:35:00,2026-07-08 10:30:00,2026-07-07,2026-07-08,-7.488986784140961,7.488986784140961,-3.7209302325581395,3.7209302325581395,3.524229074889874,8.810572687224683,-1.3215859030837223,-7.784248676393391,0.9478743954543739,-2.3867481406643543,False,True,False,False,2.27,2.15,2.07,-5.286343612334809,-8.810572687224683,,,0.0,0.0,0.0,True,False,True,,2026-07-07 09:35:00,LOSS_FIRST,False,True,False,True,,2026-07-07 09:50:00,LOSS_FIRST,False,True,False,True,,2026-07-07 09:55:00,LOSS_FIRST,False,True,False,True,D2_INTRADAY,False,False,True,False,False,False
2026-07-06,002765,final_top3,3,0.5122374429223744,蓝黛科技,2026-07-07,2026-07-08,8.0,8.13,7.72,7.78,7.83,7.95,7.31,7.32,minute_5m,minute_5m,sina_5m,sina_5m,none,none,48,48,2026-07-07 09:35:00,2026-07-07 15:00:00,2026-07-08 09:35:00,2026-07-08 15:00:00,2026-07-07 09:40:00,2026-07-07 11:05:00,2026-07-08 09:35:00,2026-07-08 14:55:00,1.6250000000000098,-3.500000000000003,-2.749999999999997,0.6426735218509005,-2.124999999999999,1.5325670498084198,-6.641123882503197,-6.513409961685824,-0.6249999999999978,-8.499999999999996,1.6250000000000098,-8.625000000000005,2026-07-07 09:40:00,2026-07-08 14:55:00,2026-07-07,2026-07-08,-4.305043050430513,4.305043050430513,-7.924528301886791,7.924528301886791,7.874999999999998,10.125000000000007,-5.75,-2.788520348953566,0.6406171812411507,-6.735218202949153,False,True,False,False,8.0,7.95,7.32,-0.6249999999999978,-8.499999999999996,,623.0769230769198,0.0,0.0,0.0,True,False,True,,2026-07-07 10:30:00,LOSS_FIRST,False,True,False,True,,2026-07-08 09:35:00,LOSS_FIRST,False,False,False,True,,2026-07-08 09:45:00,LOSS_FIRST,False,False,False,True,D3_INTRADAY,False,False,True,False,False,False
2026-07-07,603903,final_top3,1,0.522312925170068,中持股份,2026-07-08,2026-07-09,15.9,16.6,14.99,15.84,15.93,16.3,15.15,16.15,minute_5m,minute_5m,sina_5m,sina_5m,none,none,48,48,2026-07-08 09:35:00,2026-07-08 15:00:00,2026-07-09 09:35:00,2026-07-09 15:00:00,2026-07-08 10:45:00,2026-07-08 09:50:00,2026-07-09 13:50:00,2026-07-09 09:50:00,4.402515723270439,-5.7232704402515715,-0.37735849056603765,0.5681818181818121,0.18867924528300772,2.322661644695545,-4.896421845574384,1.381042059008153,2.515723270440251,1.5723270440251458,4.402515723270439,-5.7232704402515715,2026-07-08 10:45:00,2026-07-08 09:50:00,2026-07-08,2026-07-08,-4.578313253012056,4.578313253012056,-0.920245398773023,0.920245398773023,0.9433962264151052,2.8301886792452935,1.9496855345911834,-0.37807228399060444,0.56657375356773,1.3715925746708313,False,True,True,False,15.9,16.3,16.15,2.515723270440251,1.5723270440251458,37.50000000000044,64.28571428571453,0.0,0.0,0.0,True,False,True,2026-07-08 10:40:00,2026-07-08 09:35:00,LOSS_FIRST,True,True,True,True,,2026-07-08 09:45:00,LOSS_FIRST,False,True,False,True,,,NEITHER,False,False,False,False,,True,True,True,True,False,False
2026-07-07,603221,final_top3,2,0.522312925170068,爱丽家居,2026-07-08,2026-07-09,12.59,12.59,11.26,11.58,11.88,12.02,11.46,11.71,minute_5m,minute_5m,sina_5m,sina_5m,none,none,48,48,2026-07-08 09:35:00,2026-07-08 15:00:00,2026-07-09 09:35:00,2026-07-09 15:00:00,2026-07-08 09:35:00,2026-07-08 09:45:00,2026-07-09 09:55:00,2026-07-09 13:05:00,0.0,-10.563939634630659,-8.022239872915016,2.590673575129543,-5.6393963463065795,1.1784511784511675,-3.535353535353536,-1.4309764309764272,-4.527402700555994,-6.989674344718022,0.0,-10.563939634630659,2026-07-08 09:35:00,2026-07-08 09:45:00,2026-07-08,2026-07-08,-8.022239872915016,8.022239872915016,-2.5790349417637137,2.5790349417637137,2.462271644162028,6.989674344718022,1.0325655281969937,-8.362337591140665,2.5576841789649776,-1.4413136324872857,False,True,True,False,12.59,12.02,11.71,-4.527402700555994,-6.989674344718022,,,0.0,0.0,0.0,True,False,True,,2026-07-08 09:35:00,LOSS_FIRST,False,True,False,True,,2026-07-08 09:35:00,LOSS_FIRST,False,True,False,True,,2026-07-08 09:35:00,LOSS_FIRST,False,True,False,True,D2_INTRADAY,False,False,True,False,False,False
2026-07-07,002403,final_top3,3,0.522312925170068,爱仕达,2026-07-08,2026-07-09,10.35,10.4,9.74,9.8,9.83,10.09,9.61,9.69,minute_5m,minute_5m,sina_5m,sina_5m,none,none,48,48,2026-07-08 09:35:00,2026-07-08 15:00:00,2026-07-09 09:35:00,2026-07-09 15:00:00,2026-07-08 09:35:00,2026-07-08 13:45:00,2026-07-09 10:15:00,2026-07-09 11:25:00,0.48309178743961567,-5.893719806763276,-5.314009661835739,0.3061224489795844,-5.024154589371976,2.64496439471007,-2.238046795523918,-1.4242115971515812,-2.512077294685988,-6.376811594202902,0.48309178743961567,-7.149758454106281,2026-07-08 09:35:00,2026-07-09 11:25:00,2026-07-08,2026-07-09,-5.769230769230771,5.769230769230771,-3.9643211100099163,3.9643211100099163,3.864734299516914,6.859903381642518,-1.0628019323671634,-5.460413403485174,0.3056548482548874,-1.4344508256400366,False,True,False,False,10.35,10.09,9.69,-2.512077294685988,-6.376811594202902,,1419.9999999999948,0.0,0.0,0.0,True,False,True,,2026-07-08 09:35:00,LOSS_FIRST,False,True,False,True,,2026-07-08 13:20:00,LOSS_FIRST,False,True,False,True,,2026-07-09 11:10:00,LOSS_FIRST,False,False,False,True,D2_INTRADAY,False,False,True,False,False,False
2026-07-08,000938,final_top3,1,0.5358447488584475,紫光股份,2026-07-09,2026-07-10,33.33,35.75,32.82,35.68,36.2,39.25,36.2,38.41,minute_5m,minute_5m,sina_5m,sina_5m,none,none,48,48,2026-07-09 09:35:00,2026-07-09 15:00:00,2026-07-10 09:35:00,2026-07-10 15:00:00,2026-07-09 14:40:00,2026-07-09 09:35:00,2026-07-10 10:20:00,2026-07-10 09:35:00,7.26072607260726,-1.5301530153015275,7.050705070507046,1.4573991031390232,8.610861086108624,8.425414364640883,0.0,6.104972375690587,17.76177617761776,15.241524152415241,17.76177617761776,-1.5301530153015275,2026-07-10 10:20:00,2026-07-09 09:35:00,2026-07-10,2026-07-09,-0.1958041958041945,0.1958041958041945,-2.1401273885350403,2.1401273885350403,2.5202520252025202,2.5202520252025202,8.190819081908195,6.813241539216026,1.446881111991684,5.925872352608787,True,False,True,True,33.33,39.25,38.41,17.76177617761776,15.241524152415241,14.18918918918919,14.18918918918919,0.0,0.0,0.0,True,True,True,2026-07-09 09:45:00,,PROFIT_FIRST,True,False,True,False,2026-07-09 10:30:00,,PROFIT_FIRST,True,False,True,False,2026-07-09 14:40:00,,PROFIT_FIRST,True,False,True,False,,False,True,False,False,False,False
2026-07-08,603819,final_top3,2,0.5358447488584475,神力股份,2026-07-09,2026-07-10,13.24,13.8,12.88,13.41,13.44,14.02,13.3,13.58,minute_5m,minute_5m,sina_5m,sina_5m,none,none,48,48,2026-07-09 09:35:00,2026-07-09 15:00:00,2026-07-10 09:35:00,2026-07-10 15:00:00,2026-07-09 09:45:00,2026-07-09 09:35:00,2026-07-10 10:50:00,2026-07-10 09:35:00,4.229607250755296,-2.7190332326283984,1.283987915407847,0.22371364653244186,1.5105740181268867,4.315476190476186,-1.041666666666663,1.041666666666674,5.891238670694854,2.5679758308157163,5.891238670694854,-2.7190332326283984,2026-07-10 10:50:00,2026-07-09 09:35:00,2026-07-10,2026-07-09,-2.826086956521745,2.826086956521745,-3.1383737517831634,3.1383737517831634,3.3232628398791375,3.3232628398791375,1.2839879154078693,1.2758146784724926,0.2234637801416363,1.0362787035546657,True,False,True,False,13.24,14.02,13.58,5.891238670694854,2.5679758308157163,56.41025641025623,56.41025641025623,0.0,0.0,0.0,True,False,True,2026-07-09 09:40:00,,PROFIT_FIRST,True,False,True,False,2026-07-10 09:40:00,,PROFIT_FIRST,False,False,True,False,,,NEITHER,False,False,False,False,,False,False,True,True,False,False
2026-07-08,002329,final_top3,3,0.5358447488584475,皇氏集团,2026-07-09,2026-07-10,3.27,3.3,3.09,3.13,3.13,3.31,3.09,3.25,minute_5m,minute_5m,sina_5m,sina_5m,none,none,48,48,2026-07-09 09:35:00,2026-07-09 15:00:00,2026-07-10 09:35:00,2026-07-10 15:00:00,2026-07-09 09:45:00,2026-07-09 11:25:00,2026-07-10 13:35:00,2026-07-10 09:35:00,0.917431192660545,-5.5045871559633035,-4.281345565749239,0.0,-4.281345565749239,5.7507987220447365,-1.2779552715655007,3.833865814696491,1.2232415902140747,-0.6116207951070374,1.2232415902140747,-5.5045871559633035,2026-07-10 13:35:00,2026-07-09 11:25:00,2026-07-10,2026-07-09,-5.151515151515151,5.151515151515151,-1.812688821752273,1.812688821752273,1.8348623853211121,1.8348623853211121,3.669724770642202,-4.3756980357100215,0.0,3.7621991789584324,False,True,True,False,3.27,3.31,3.25,1.2232415902140747,-0.6116207951070374,150.0,150.0,0.0,0.0,0.0,True,False,True,,2026-07-09 10:25:00,LOSS_FIRST,False,True,False,True,,2026-07-09 11:00:00,LOSS_FIRST,False,True,False,True,,,NEITHER,False,False,False,False,D2_INTRADAY,False,False,True,False,False,False
