factor,model_membership,june_n,june_missing,june_mean,june_std,june_min,june_p01,june_p05,june_p25,june_median,june_p75,june_p95,june_p99,june_max,june_skew,july_n,july_mean,july_std,june_to_july_smd,june_to_july_ks,m1_vif,m2_vif,stationarity_flag
OPEN,"M1,M2",173,0,0.0007879132781910759,0.9979366193013909,-2.1687988741504753,-2.1679143331189685,-1.397592970778497,-0.6401399109500936,-0.21397401946448957,0.5923350451791719,2.0123107911125806,2.5739599641764856,2.5742125079488916,0.5322926335146988,160,-0.09839983048488529,1.1799457151472137,-0.09076998513060255,0.12456647398843929,1.1394155290185604,1.9270467299339804,
RESET,"M1,M2",173,0,-1.5401937913875002e-17,1.0,-2.139977234830286,-1.84178839604655,-1.411471971034181,-0.7262626550071346,-0.08965410931171439,0.6964037967184933,1.6842519647146106,2.2605913167833425,2.667846907145148,0.34927692672317223,160,0.232656906403996,1.0146449431549167,0.23095956478357715,0.12304913294797687,1.1456481931512976,8.089954260503337,
SUPPLY,"M1,M2",173,0,5.133979304625001e-18,1.0,-2.181482918928576,-2.181482918928576,-1.4240113403642662,-0.7191744152375187,-0.05074638174347882,0.6372286127048714,1.7539117304093261,2.1879519973432595,2.7342841936843403,0.2032614963426526,160,0.1000207825987037,1.0723057525220665,0.09647220705362929,0.0920881502890174,1.0249229151778187,1.060142838146928,
MOM7,M2,173,0,0.0027549508107857813,0.9574537424658064,-1.924502207668459,-1.8558549867466465,-1.4618774087509823,-0.7840060988398347,-0.1029121483164923,0.658616438812041,1.668232908029732,1.917778659012679,1.9183432344232514,0.16828740285966676,160,-0.43957336768338795,0.8115240396915677,-0.49840183298850654,0.2402456647398844,,5.504558454547408,
DAMAGE7,M2,173,0,-0.01521366074184639,0.9224987253345658,-1.3343984325680978,-1.3333008237181097,-1.1651213262745137,-0.706527401458801,-0.20542949166601795,0.46367135883864685,1.7905973989951418,2.8834937826479456,2.9101079217208916,1.0261224764527788,160,0.3863637515699222,0.9540596813303063,0.4279329939725903,0.2803829479768786,,1.7844434569023087,SHIFT_WATCH
POS7,M2,173,0,0.006913457490186675,0.9781044304522466,-2.4571906748730856,-2.3193639216769646,-1.7811923665465912,-0.6409896958131459,0.0818886717223044,0.8489374456643788,1.393160168332883,1.513593477464096,1.5207972876146587,-0.5040703041092098,160,-0.35134296939331067,0.9799592497834698,-0.36592912657908494,0.17572254335260118,,8.373922563631101,
TREND,M2,173,0,0.0025693430936541356,0.9592336522943299,-2.3403351492522813,-2.2569709782505516,-1.2854476206029264,-0.684410238186336,-0.08111354895229438,0.7144113713272177,1.7608248832040723,2.306662651367465,2.401675597519098,0.2678977627230942,160,-0.600587033083228,0.9507371565630626,-0.631580760820971,0.26878612716763006,,2.920508538134975,SHIFT_WATCH
REGIME,M2,173,0,0.16184971098265896,0.36831288605951423,0.0,,,,,,,,1.0,,160,0.13125,0.3376735664810025,,,,1.2017720094630324,
