trade_date,code,name,d0_date,days_since_d0,consecutive_boards,signal_type,allowed,position_level,total_score,graph_quality_score,active_money_score,support_score,theme_score,support_type,low_absorb_min,low_absorb_max,invalid_price,key_zones_json,reasons
2026-06-17,000032,深桑达Ａ,2026-06-16,1,2,D2_LOW_ABSORB,True,normal,88.25,90.0,94.0,91.0,70.0,A,21.8,22.89,21.8,"{""d1_low"": 21.8, ""d1_open"": 23.21, ""d1_close"": 23.22, ""d1_vwap"": 22.73260333487455, ""prev_close"": 22.89, ""ma5"": 20.607999999999997, ""ma10"": 18.157999999999998, ""d1_intraday_vwap"": 22.735567694923333, ""d1_first_5m_low"": 22.8, ""low_absorb_min"": 21.8, ""low_absorb_max"": 22.89, ""invalid_price"": 21.8}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active: D1 成交额显著放大; active: D1 振幅明显放大; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 专业工程 10 家
2026-06-17,000070,特发信息,2026-06-15,2,1,WATCH_ONLY,False,zero,69.55,58.0,64.0,91.0,70.0,A,18.746000000000002,19.49,18.746000000000002,"{""d1_low"": 19.0, ""d1_open"": 19.0, ""d1_close"": 20.66, ""d1_vwap"": 19.983720253319515, ""prev_close"": 19.49, ""ma5"": 18.746000000000002, ""ma10"": 18.838, ""d1_intraday_vwap"": 20.004120963579606, ""d1_first_5m_low"": 19.0, ""low_absorb_min"": 18.746000000000002, ""low_absorb_max"": 19.49, ""invalid_price"": 18.746000000000002}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: D1 收盘位置强; active: D1 成交额放大不足; active: D1 振幅明显放大; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 通信设备 9 家; hard_filter: 图形趋势分不足
2026-06-17,000411,英特集团,2026-06-15,2,1,WATCH_ONLY,False,zero,36.2,32.0,40.0,33.0,45.0,C,9.76,10.1,9.76,"{""d1_low"": 9.76, ""d1_open"": 10.08, ""d1_close"": 9.86, ""d1_vwap"": 9.852306459297411, ""prev_close"": 10.1, ""ma5"": 9.822, ""ma10"": 10.227, ""d1_intraday_vwap"": 9.855924984318067, ""d1_first_5m_low"": 9.93, ""low_absorb_min"": 9.76, ""low_absorb_max"": 10.1, ""invalid_price"": 9.76}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点下移; active: D1 成交额放大不足; active: 尾盘站在日内 VWAP 上方; support: D1 跌破前低且未收回; support: D1 收盘站上日 VWAP; support: D1 多数时间压在 VWAP 下方; theme: 涨停池中同题材联动偏弱; hard_filter: 图形趋势分不足; hard_filter: 活跃资金分不足; hard_filter: 承接分过低; hard_filter: 无效承接
2026-06-17,000506,招金黄金,2026-06-15,2,1,WATCH_ONLY,False,zero,64.8,58.0,78.0,73.0,45.0,A,14.81,15.27,14.81,"{""d1_low"": 14.81, ""d1_open"": 15.27, ""d1_close"": 15.46, ""d1_vwap"": 15.201579417361753, ""prev_close"": 15.2, ""ma5"": 14.394, ""ma10"": 13.969, ""d1_intraday_vwap"": 15.212468658001615, ""d1_first_5m_low"": 15.22, ""low_absorb_min"": 14.81, ""low_absorb_max"": 15.27, ""invalid_price"": 14.81}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: D1 收盘位置强; active: D1 成交额温和放大; active: D1 有一定振幅; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 多数时间压在 VWAP 下方; theme: 涨停池中同题材联动偏弱; hard_filter: 图形趋势分不足
2026-06-17,000510,新金路,2026-06-15,2,1,D2_LOW_ABSORB,True,normal,75.95,82.0,78.0,69.0,70.0,A,21.48,21.957226149714106,21.48,"{""d1_low"": 21.48, ""d1_open"": 22.71, ""d1_close"": 22.02, ""d1_vwap"": 21.952541132623654, ""prev_close"": 22.95, ""ma5"": 20.652, ""ma10"": 19.058, ""d1_intraday_vwap"": 21.957226149714106, ""d1_first_5m_low"": 21.89, ""low_absorb_min"": 21.48, ""low_absorb_max"": 21.957226149714106, ""invalid_price"": 21.48}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; active: D1 成交额温和放大; active: D1 有一定振幅; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; theme: 所属行业/题材涨停家数较多: 化学原料 6 家
2026-06-17,000520,凤凰航运,2026-06-15,2,1,WATCH_ONLY,False,zero,47.45,42.0,42.0,47.0,70.0,B,4.48,4.58,4.48,"{""d1_low"": 4.48, ""d1_open"": 4.55, ""d1_close"": 4.53, ""d1_vwap"": 4.547381148687051, ""prev_close"": 4.58, ""ma5"": 4.404000000000001, ""ma10"": 4.426, ""d1_intraday_vwap"": 4.548588687496248, ""d1_first_5m_low"": 4.5, ""low_absorb_min"": 4.48, ""low_absorb_max"": 4.58, ""invalid_price"": 4.48}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点没有明显下移; graph: 近期上影线压力偏重; active: D1 成交额放大不足; active: 分时围绕 VWAP 反复争夺; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; theme: 所属行业/题材涨停家数较多: 航运港口 7 家; hard_filter: 图形趋势分不足; hard_filter: 活跃资金分不足
2026-06-17,000545,金浦钛业,2026-06-15,2,1,WATCH_ONLY,False,zero,41.3,38.0,70.0,0.0,70.0,C,2.46,2.53,2.46,"{""d1_low"": 2.46, ""d1_open"": 2.61, ""d1_close"": 2.49, ""d1_vwap"": 2.5061843362621743, ""prev_close"": 2.62, ""ma5"": 2.482, ""ma10"": 2.435, ""d1_intraday_vwap"": 2.5065914621514653, ""d1_first_5m_low"": 2.53, ""low_absorb_min"": 2.46, ""low_absorb_max"": 2.53, ""invalid_price"": 2.46}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: D1 收盘接近低位; active: D1 成交额温和放大; active: D1 有一定振幅; active: 分时围绕 VWAP 反复争夺; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 化学原料 6 家; hard_filter: 图形趋势分不足; hard_filter: 承接分过低; hard_filter: 无效承接
2026-06-17,000593,德龙汇能,2026-06-15,2,1,D2_LOW_ABSORB,True,normal,84.25,90.0,84.0,91.0,60.0,A,23.4,24.412884049460338,23.4,"{""d1_low"": 23.4, ""d1_open"": 23.76, ""d1_close"": 25.15, ""d1_vwap"": 24.394511216556744, ""prev_close"": 23.76, ""ma5"": 22.564, ""ma10"": 21.68, ""d1_intraday_vwap"": 24.412884049460338, ""d1_first_5m_low"": 23.4, ""low_absorb_min"": 23.4, ""low_absorb_max"": 24.412884049460338, ""invalid_price"": 23.4}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active: D1 成交额温和放大; active: D1 振幅明显放大; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材有联动: 燃气Ⅱ 3 家
2026-06-17,000636,风华高科,2026-06-15,2,1,D2_LOW_ABSORB,True,normal,79.25,90.0,58.0,91.0,70.0,A,68.88,70.61,68.88,"{""d1_low"": 68.88, ""d1_open"": 69.98, ""d1_close"": 74.06, ""d1_vwap"": 72.44268322507767, ""prev_close"": 70.61, ""ma5"": 66.624, ""ma10"": 63.26899999999999, ""d1_intraday_vwap"": 72.46138000424337, ""d1_first_5m_low"": 68.88, ""low_absorb_min"": 68.88, ""low_absorb_max"": 70.61, ""invalid_price"": 68.88}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active: D1 成交额放大不足; active: D1 有一定振幅; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 元件 30 家
2026-06-17,000657,中钨高新,2026-06-15,2,1,WATCH_ONLY,False,zero,60.95,82.0,42.0,45.0,70.0,B,88.0,89.6756041593011,88.0,"{""d1_low"": 88.0, ""d1_open"": 89.0, ""d1_close"": 89.53, ""d1_vwap"": 89.66279345374006, ""prev_close"": 92.5, ""ma5"": 85.17600000000002, ""ma10"": 78.193, ""d1_intraday_vwap"": 89.6756041593011, ""d1_first_5m_low"": 88.3, ""low_absorb_min"": 88.0, ""low_absorb_max"": 89.6756041593011, ""invalid_price"": 88.0}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; active: D1 成交额放大不足; active: 分时围绕 VWAP 反复争夺; support: D1 跌破前低后收回; support: D1 收盘低于日 VWAP; theme: 所属行业/题材涨停家数较多: 小金属 9 家; hard_filter: 活跃资金分不足
