trade_date,code,name,d0_date,days_since_d0,consecutive_boards,signal_type,allowed,position_level,total_score,graph_quality_score,active_money_score,support_score,theme_score,support_type,low_absorb_min,low_absorb_max,invalid_price,key_zones_json,reasons
2026-06-18,000032,深桑达Ａ,2026-06-16,2,2,D2_WATCH_OR_SMALL,True,small,72.45,82.0,86.0,47.0,70.0,B,23.22,23.35,23.22,"{""d1_low"": 23.23, ""d1_open"": 23.35, ""d1_close"": 24.6, ""d1_vwap"": 24.699801446220544, ""prev_close"": 23.22, ""ma5"": 22.088, ""ma10"": 18.982, ""d1_intraday_vwap"": 24.87593281558484, ""d1_first_5m_low"": 23.23, ""low_absorb_min"": 23.22, ""low_absorb_max"": 23.35, ""invalid_price"": 23.22}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; active: D1 成交额显著放大; active: D1 振幅明显放大; active: 分时围绕 VWAP 反复争夺; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; theme: 所属行业/题材涨停家数较多: 专业工程 10 家
2026-06-18,000070,特发信息,2026-06-15,3,1,WATCH_ONLY,False,zero,59.95,62.0,42.0,69.0,70.0,A,20.33,20.76,20.33,"{""d1_low"": 20.33, ""d1_open"": 20.76, ""d1_close"": 20.73, ""d1_vwap"": 20.659098313266973, ""prev_close"": 20.66, ""ma5"": 19.357999999999997, ""ma10"": 19.058, ""d1_intraday_vwap"": 20.73171108514217, ""d1_first_5m_low"": 20.47, ""low_absorb_min"": 20.33, ""low_absorb_max"": 20.76, ""invalid_price"": 20.33}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: 均线多头排列; active: D1 成交额放大不足; active: 分时围绕 VWAP 反复争夺; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; theme: 所属行业/题材涨停家数较多: 通信设备 13 家; hard_filter: 活跃资金分不足
2026-06-18,000411,英特集团,2026-06-15,3,1,WATCH_ONLY,False,zero,27.05,28.0,42.0,0.0,45.0,C,9.58,9.95,9.58,"{""d1_low"": 9.58, ""d1_open"": 9.95, ""d1_close"": 9.59, ""d1_vwap"": 9.654987923401778, ""prev_close"": 9.86, ""ma5"": 9.895999999999999, ""ma10"": 10.018, ""d1_intraday_vwap"": 9.675327212560658, ""d1_first_5m_low"": 9.7, ""low_absorb_min"": 9.58, ""low_absorb_max"": 9.95, ""invalid_price"": 9.58}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点没有明显下移; graph: 收盘跌破短期均线; graph: D1 收盘接近低位; active: D1 成交额放大不足; active: 分时围绕 VWAP 反复争夺; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 涨停池中同题材联动偏弱; hard_filter: 图形趋势分不足; hard_filter: 活跃资金分不足; hard_filter: 承接分过低; hard_filter: 无效承接
2026-06-18,000506,招金黄金,2026-06-15,3,1,WATCH_ONLY,False,zero,37.55,58.0,42.0,0.0,45.0,C,14.6,14.91,14.6,"{""d1_low"": 14.6, ""d1_open"": 14.91, ""d1_close"": 14.72, ""d1_vwap"": 14.809542124353184, ""prev_close"": 15.46, ""ma5"": 14.841999999999999, ""ma10"": 14.041, ""d1_intraday_vwap"": 14.90717817057746, ""d1_first_5m_low"": 14.75, ""low_absorb_min"": 14.6, ""low_absorb_max"": 14.91, ""invalid_price"": 14.6}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: D1 收盘接近低位; active: D1 成交额放大不足; active: 分时围绕 VWAP 反复争夺; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 涨停池中同题材联动偏弱; hard_filter: 图形趋势分不足; hard_filter: 活跃资金分不足; hard_filter: 承接分过低; hard_filter: 无效承接
2026-06-18,000510,新金路,2026-06-15,3,1,WATCH_ONLY,False,zero,73.95,82.0,50.0,89.0,70.0,A,21.46,22.02,21.46,"{""d1_low"": 21.46, ""d1_open"": 21.93, ""d1_close"": 22.1, ""d1_vwap"": 21.81566969260293, ""prev_close"": 22.02, ""ma5"": 21.55, ""ma10"": 19.345, ""d1_intraday_vwap"": 21.894307357437576, ""d1_first_5m_low"": 21.52, ""low_absorb_min"": 21.46, ""low_absorb_max"": 22.02, ""invalid_price"": 21.46}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; active: D1 成交额放大不足; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; support: D1 跌破前低后收回; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 化学原料 8 家; hard_filter: 活跃资金分不足
2026-06-18,000520,凤凰航运,2026-06-15,3,1,WATCH_ONLY,False,zero,29.55,8.0,50.0,15.0,70.0,C,4.35,4.55,4.35,"{""d1_low"": 4.35, ""d1_open"": 4.55, ""d1_close"": 4.39, ""d1_vwap"": 4.388232165295598, ""prev_close"": 4.53, ""ma5"": 4.444, ""ma10"": 4.447, ""d1_intraday_vwap"": 4.406198607731465, ""d1_first_5m_low"": 4.44, ""low_absorb_min"": 4.35, ""low_absorb_max"": 4.55, ""invalid_price"": 4.35}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点下移; graph: 收盘跌破短期均线; graph: D1 收盘接近低位; active: D1 成交额放大不足; active: D1 有一定振幅; active: 分时围绕 VWAP 反复争夺; support: D1 跌破前低且未收回; support: D1 收盘站上日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 航运港口 7 家; hard_filter: 图形趋势分不足; hard_filter: 活跃资金分不足; hard_filter: 承接分过低; hard_filter: 无效承接
2026-06-18,000545,金浦钛业,2026-06-15,3,1,WATCH_ONLY,False,zero,39.1,46.0,50.0,0.0,70.0,C,2.38,2.49,2.38,"{""d1_low"": 2.38, ""d1_open"": 2.51, ""d1_close"": 2.41, ""d1_vwap"": 2.417432437547421, ""prev_close"": 2.49, ""ma5"": 2.5, ""ma10"": 2.435, ""d1_intraday_vwap"": 2.428506814671981, ""d1_first_5m_low"": 2.4, ""low_absorb_min"": 2.38, ""low_absorb_max"": 2.49, ""invalid_price"": 2.38}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 收盘跌破短期均线; graph: D1 收盘接近低位; active: D1 成交额放大不足; active: D1 有一定振幅; active: 分时围绕 VWAP 反复争夺; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 化学原料 8 家; hard_filter: 图形趋势分不足; hard_filter: 活跃资金分不足; hard_filter: 承接分过低; hard_filter: 无效承接
2026-06-18,000593,德龙汇能,2026-06-15,3,1,WATCH_ONLY,False,zero,61.95,82.0,50.0,47.0,60.0,B,24.7,25.412486535807897,24.7,"{""d1_low"": 24.7, ""d1_open"": 24.92, ""d1_close"": 25.2, ""d1_vwap"": 25.297529480005338, ""prev_close"": 25.15, ""ma5"": 23.478, ""ma10"": 22.161, ""d1_intraday_vwap"": 25.412486535807897, ""d1_first_5m_low"": 24.7, ""low_absorb_min"": 24.7, ""low_absorb_max"": 25.412486535807897, ""invalid_price"": 24.7}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; active: D1 成交额放大不足; active: D1 有一定振幅; active: 分时围绕 VWAP 反复争夺; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; theme: 所属行业/题材有联动: 燃气Ⅱ 3 家; hard_filter: 活跃资金分不足
2026-06-18,000636,风华高科,2026-06-15,3,1,D2_LOW_ABSORB,True,normal,76.45,82.0,58.0,91.0,70.0,A,71.22,74.06,71.22,"{""d1_low"": 71.22, ""d1_open"": 71.5, ""d1_close"": 74.6, ""d1_vwap"": 73.5824711033133, ""prev_close"": 74.06, ""ma5"": 68.684, ""ma10"": 64.37899999999999, ""d1_intraday_vwap"": 73.92848127588672, ""d1_first_5m_low"": 71.22, ""low_absorb_min"": 71.22, ""low_absorb_max"": 74.06, ""invalid_price"": 71.22}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; active: D1 成交额放大不足; active: D1 有一定振幅; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 元件 33 家
2026-06-18,000657,中钨高新,2026-06-18,0,1,WATCH_ONLY,False,zero,80.75,90.0,64.0,91.0,70.0,A,88.75,89.53,88.75,"{""d1_low"": 88.75, ""d1_open"": 88.75, ""d1_close"": 98.48, ""d1_vwap"": 93.22607776703578, ""prev_close"": 89.53, ""ma5"": 89.282, ""ma10"": 80.608, ""d1_intraday_vwap"": 93.68962442197014, ""d1_first_5m_low"": 88.75, ""low_absorb_min"": 88.75, ""low_absorb_max"": 89.53, ""invalid_price"": 88.75}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active: D1 成交额放大不足; active: D1 振幅明显放大; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 小金属 14 家; hard_filter: 今日仍涨停，等待分歧日
