trade_date,code,name,d0_date,days_since_d0,consecutive_boards,signal_type,allowed,position_level,total_score,graph_quality_score,active_money_score,support_score,theme_score,support_type,low_absorb_min,low_absorb_max,invalid_price,key_zones_json,reasons
2026-06-22,000534,万泽股份,2026-06-18,4,1,WATCH_ONLY,False,zero,56.0,70.0,60.0,39.0,45.0,C,30.718,31.57185149018538,30.718,"{""d1_low"": 30.72, ""d1_open"": 32.42, ""d1_close"": 31.54, ""d1_vwap"": 31.57073601909794, ""prev_close"": 32.36, ""ma5"": 30.718, ""ma10"": 30.546, ""d1_intraday_vwap"": 31.57185149018538, ""d1_first_5m_low"": 31.5, ""low_absorb_min"": 30.718, ""low_absorb_max"": 31.57185149018538, ""invalid_price"": 30.718}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; active: D1 成交额温和放大; active: D1 有一定振幅; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; support: D1 多数时间压在 VWAP 下方; theme: 涨停池中同题材联动偏弱; hard_filter: 涨停后 4 天，分歧时效已过; hard_filter: 承接分过低; hard_filter: 无效承接
2026-06-22,000608,阳光股份,2026-06-18,4,1,WATCH_ONLY,False,zero,61.45,82.0,56.0,39.0,60.0,C,7.3,7.662133306051819,7.3,"{""d1_low"": 7.3, ""d1_open"": 7.96, ""d1_close"": 7.64, ""d1_vwap"": 7.662074870967606, ""prev_close"": 7.59, ""ma5"": 7.162000000000001, ""ma10"": 6.766, ""d1_intraday_vwap"": 7.662133306051819, ""d1_first_5m_low"": 7.7, ""low_absorb_min"": 7.3, ""low_absorb_max"": 7.662133306051819, ""invalid_price"": 7.3}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; active: D1 成交额放大不足; active: D1 振幅明显放大; active: 分时围绕 VWAP 反复争夺; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材有联动: 房地产开 4 家; hard_filter: 涨停后 4 天，分歧时效已过; hard_filter: 承接分过低; hard_filter: 无效承接
2026-06-22,000657,中钨高新,2026-06-22,0,1,WATCH_ONLY,False,zero,79.25,90.0,58.0,91.0,70.0,A,101.58,103.08,101.58,"{""d1_low"": 101.58, ""d1_open"": 103.08, ""d1_close"": 108.33, ""d1_vwap"": 106.86310086902863, ""prev_close"": 98.48, ""ma5"": 95.148, ""ma10"": 84.43100000000001, ""d1_intraday_vwap"": 106.86308544345763, ""d1_first_5m_low"": 101.58, ""low_absorb_min"": 101.58, ""low_absorb_max"": 103.08, ""invalid_price"": 101.58}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active: D1 成交额放大不足; active: D1 有一定振幅; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 小金属 13 家; hard_filter: 今日仍涨停，等待分歧日
2026-06-22,000811,冰轮环境,2026-06-22,0,1,WATCH_ONLY,False,zero,86.75,90.0,94.0,91.0,60.0,A,40.17,42.53585872231686,40.17,"{""d1_low"": 40.76, ""d1_open"": 43.3, ""d1_close"": 44.19, ""d1_vwap"": 42.53561906017988, ""prev_close"": 40.17, ""ma5"": 37.586, ""ma10"": 34.289, ""d1_intraday_vwap"": 42.53585872231686, ""d1_first_5m_low"": 41.66, ""low_absorb_min"": 40.17, ""low_absorb_max"": 42.53585872231686, ""invalid_price"": 40.17}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active: D1 成交额显著放大; active: D1 振幅明显放大; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材有联动: 通用设备 4 家; hard_filter: 今日仍涨停，等待分歧日
2026-06-22,000839,国安股份,2026-06-18,4,1,WATCH_ONLY,False,zero,69.25,50.0,92.0,79.0,60.0,A,2.74,2.85,2.74,"{""d1_low"": 2.75, ""d1_open"": 2.8, ""d1_close"": 2.94, ""d1_vwap"": 2.902556240096265, ""prev_close"": 2.85, ""ma5"": 2.74, ""ma10"": 2.716, ""d1_intraday_vwap"": 2.902649158951238, ""d1_first_5m_low"": 2.75, ""low_absorb_min"": 2.74, ""low_absorb_max"": 2.85, ""invalid_price"": 2.74}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; active: D1 成交额显著放大; active: D1 振幅明显放大; active: 尾盘站在日内 VWAP 上方; active: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材有联动: 通信服务 2 家; hard_filter: 涨停后 4 天，分歧时效已过; hard_filter: 图形趋势分不足
2026-06-22,000889,中嘉博创,2026-06-18,4,1,WATCH_ONLY,False,zero,83.55,78.0,100.0,89.0,60.0,A,3.85,4.02,3.85,"{""d1_low"": 3.88, ""d1_open"": 3.95, ""d1_close"": 4.26, ""d1_vwap"": 4.100363947018494, ""prev_close"": 4.02, ""ma5"": 3.85, ""ma10"": 3.7119999999999997, ""d1_intraday_vwap"": 4.10063399200854, ""d1_first_5m_low"": 3.89, ""low_absorb_min"": 3.85, ""low_absorb_max"": 4.02, ""invalid_price"": 3.85}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: D1 收盘位置强; active: D1 成交额显著放大; active: D1 振幅明显放大; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; active: 分时有急拉急杀波动; support: D1 跌破前低后收回; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材有联动: 通信服务 2 家; hard_filter: 涨停后 4 天，分歧时效已过
2026-06-22,001216,华瓷股份,2026-06-18,4,1,WATCH_ONLY,False,zero,62.25,70.0,76.0,39.0,60.0,C,17.4,18.132535136174408,17.4,"{""d1_low"": 17.41, ""d1_open"": 19.0, ""d1_close"": 17.95, ""d1_vwap"": 18.13217184389144, ""prev_close"": 17.4, ""ma5"": 16.734, ""ma10"": 16.244000000000003, ""d1_intraday_vwap"": 18.132535136174408, ""d1_first_5m_low"": 18.0, ""low_absorb_min"": 17.4, ""low_absorb_max"": 18.132535136174408, ""invalid_price"": 17.4}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; active: D1 成交额显著放大; active: D1 振幅明显放大; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材有联动: 家居用品 3 家; hard_filter: 涨停后 4 天，分歧时效已过; hard_filter: 承接分过低; hard_filter: 无效承接
2026-06-22,001339,智微智能,2026-06-18,4,1,WATCH_ONLY,False,zero,82.75,90.0,88.0,81.0,60.0,A,125.0,128.81,125.0,"{""d1_low"": 125.0, ""d1_open"": 128.81, ""d1_close"": 131.19, ""d1_vwap"": 128.34194136447837, ""prev_close"": 126.93, ""ma5"": 115.924, ""ma10"": 107.60799999999999, ""d1_intraday_vwap"": 128.36154574386572, ""d1_first_5m_low"": 126.93, ""low_absorb_min"": 125.0, ""low_absorb_max"": 128.81, ""invalid_price"": 125.0}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active: D1 成交额显著放大; active: D1 有一定振幅; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; theme: 所属行业/题材有联动: 计算机设 2 家; hard_filter: 涨停后 4 天，分歧时效已过
2026-06-22,002068,黑猫股份,2026-06-22,0,1,WATCH_ONLY,False,zero,79.25,70.0,92.0,91.0,60.0,A,10.324000000000002,10.45,10.324000000000002,"{""d1_low"": 10.45, ""d1_open"": 10.45, ""d1_close"": 11.5, ""d1_vwap"": 11.224966931824113, ""prev_close"": 10.45, ""ma5"": 10.324000000000002, ""ma10"": 10.257000000000001, ""d1_intraday_vwap"": 11.224969516538046, ""d1_first_5m_low"": 10.45, ""low_absorb_min"": 10.324000000000002, ""low_absorb_max"": 10.45, ""invalid_price"": 10.324000000000002}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: 均线多头排列; graph: D1 收盘位置强; active: D1 成交额显著放大; active: D1 振幅明显放大; active: 尾盘站在日内 VWAP 上方; active: 分时有急拉急杀波动; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材有联动: 橡胶 3 家; hard_filter: 今日仍涨停，等待分歧日
2026-06-22,002141,贤丰控股,2026-06-18,4,1,WATCH_ONLY,False,zero,54.45,52.0,84.0,19.0,70.0,C,4.42,4.5,4.42,"{""d1_low"": 4.42, ""d1_open"": 5.18, ""d1_close"": 4.5, ""d1_vwap"": 4.672798260304257, ""prev_close"": 4.71, ""ma5"": 4.183999999999999, ""ma10"": 3.7560000000000002, ""d1_intraday_vwap"": 4.673071943153079, ""d1_first_5m_low"": 4.5, ""low_absorb_min"": 4.42, ""low_absorb_max"": 4.5, ""invalid_price"": 4.42}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘接近低位; graph: D1 有高位巨量失败风险; active: D1 成交额显著放大; active: D1 振幅明显放大; active: 分时有急拉急杀波动; support: D1 跌破前低后收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 元件 5 家; hard_filter: 涨停后 4 天，分歧时效已过; hard_filter: 图形趋势分不足; hard_filter: 承接分过低; hard_filter: 无效承接; hard_filter: 高位巨量失败风险
