trade_date,code,name,d0_date,days_since_d0,consecutive_boards,signal_type,allowed,position_level,total_score,graph_quality_score,active_money_score,support_score,theme_score,support_type,low_absorb_min,low_absorb_max,invalid_price,key_zones_json,reasons
2026-06-10,000068,华控赛格,2026-06-08,2,1,WATCH_ONLY,False,zero,48.5,70.0,60.0,0.0,60.0,C,3.5,3.62,3.5,"{""d1_low"": 3.5, ""d1_open"": 3.77, ""d1_close"": 3.54, ""d1_vwap"": 3.577297555613234, ""prev_close"": 3.79, ""ma5"": 3.6100000000000003, ""ma10"": 3.4050000000000002, ""d1_intraday_vwap"": 3.58554668439388, ""d1_first_5m_low"": 3.62, ""low_absorb_min"": 3.5, ""low_absorb_max"": 3.62, ""invalid_price"": 3.5}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘接近低位; active: D1 成交额温和放大; active: D1 有一定振幅; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材有联动: 环境治理 2 家; hard_filter: 承接分过低; hard_filter: 无效承接
2026-06-10,000517,荣安地产,2026-06-08,2,1,WATCH_ONLY,False,zero,70.95,82.0,94.0,33.0,70.0,C,1.89,1.97,1.89,"{""d1_low"": 1.89, ""d1_open"": 2.03, ""d1_close"": 1.97, ""d1_vwap"": 1.9660690835168777, ""prev_close"": 2.1, ""ma5"": 2.0900000000000003, ""ma10"": 1.9940000000000002, ""d1_intraday_vwap"": 1.9670296047313074, ""d1_first_5m_low"": 1.97, ""low_absorb_min"": 1.89, ""low_absorb_max"": 1.97, ""invalid_price"": 1.89}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; active: D1 成交额显著放大; active: D1 振幅明显放大; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; support: D1 跌破前低且未收回; support: D1 收盘站上日 VWAP; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 房地产开 8 家; hard_filter: 承接分过低; hard_filter: 无效承接
2026-06-10,000620,盈新发展,2026-06-08,2,1,WATCH_ONLY,False,zero,43.3,58.0,50.0,0.0,70.0,C,3.02,3.12,3.02,"{""d1_low"": 3.02, ""d1_open"": 3.12, ""d1_close"": 3.06, ""d1_vwap"": 3.100390157936145, ""prev_close"": 3.21, ""ma5"": 3.0599999999999996, ""ma10"": 2.946, ""d1_intraday_vwap"": 3.1034183500097523, ""d1_first_5m_low"": 3.11, ""low_absorb_min"": 3.02, ""low_absorb_max"": 3.12, ""invalid_price"": 3.02}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: D1 收盘接近低位; active: D1 成交额放大不足; active: D1 有一定振幅; active: 分时围绕 VWAP 反复争夺; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 房地产开 8 家; hard_filter: 图形趋势分不足; hard_filter: 活跃资金分不足; hard_filter: 承接分过低; hard_filter: 无效承接
2026-06-10,000759,中百集团,2026-06-08,2,1,WATCH_ONLY,False,zero,27.8,8.0,64.0,0.0,60.0,C,5.61,5.850831186344635,5.61,"{""d1_low"": 5.61, ""d1_open"": 6.16, ""d1_close"": 5.65, ""d1_vwap"": 5.843606073848384, ""prev_close"": 6.02, ""ma5"": 5.764, ""ma10"": 5.829, ""d1_intraday_vwap"": 5.850831186344635, ""d1_first_5m_low"": 5.91, ""low_absorb_min"": 5.61, ""low_absorb_max"": 5.850831186344635, ""invalid_price"": 5.61}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点下移; graph: 收盘跌破短期均线; graph: D1 收盘接近低位; active: D1 成交额放大不足; active: D1 振幅明显放大; active: 分时围绕 VWAP 反复争夺; active: 分时有急拉急杀波动; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材有联动: 一般零售 3 家; hard_filter: 图形趋势分不足; hard_filter: 承接分过低; hard_filter: 无效承接
2026-06-10,000785,居然智家,2026-06-08,2,1,WATCH_ONLY,False,zero,43.5,70.0,40.0,0.0,60.0,C,2.34,2.42,2.34,"{""d1_low"": 2.34, ""d1_open"": 2.49, ""d1_close"": 2.37, ""d1_vwap"": 2.39306646821346, ""prev_close"": 2.49, ""ma5"": 2.476, ""ma10"": 2.4460000000000006, ""d1_intraday_vwap"": 2.3967320357406874, ""d1_first_5m_low"": 2.42, ""low_absorb_min"": 2.34, ""low_absorb_max"": 2.42, ""invalid_price"": 2.34}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘接近低位; active: D1 成交额放大不足; active: D1 有一定振幅; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材有联动: 一般零售 3 家; hard_filter: 活跃资金分不足; hard_filter: 承接分过低; hard_filter: 无效承接
2026-06-10,000833,粤桂股份,2026-06-08,2,1,WATCH_ONLY,False,zero,61.25,50.0,86.0,47.0,70.0,B,24.31,24.53,24.31,"{""d1_low"": 24.31, ""d1_open"": 24.4, ""d1_close"": 25.54, ""d1_vwap"": 25.562492720674765, ""prev_close"": 24.53, ""ma5"": 23.52, ""ma10"": 23.428, ""d1_intraday_vwap"": 25.590666776336374, ""d1_first_5m_low"": 24.31, ""low_absorb_min"": 24.31, ""low_absorb_max"": 24.53, ""invalid_price"": 24.31}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; active: D1 成交额显著放大; active: D1 振幅明显放大; active: 分时围绕 VWAP 反复争夺; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; theme: 所属行业/题材涨停家数较多: 综合Ⅱ 5 家; hard_filter: 图形趋势分不足
2026-06-10,000970,中科三环,2026-06-10,0,2,WATCH_ONLY,False,zero,81.55,78.0,92.0,89.0,60.0,A,12.596,13.2,12.596,"{""d1_low"": 12.78, ""d1_open"": 12.9, ""d1_close"": 14.52, ""d1_vwap"": 13.826367785343074, ""prev_close"": 13.2, ""ma5"": 12.596, ""ma10"": 11.936, ""d1_intraday_vwap"": 13.888284474773387, ""d1_first_5m_low"": 12.78, ""low_absorb_min"": 12.596, ""low_absorb_max"": 13.2, ""invalid_price"": 12.596}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: D1 收盘位置强; active: D1 成交额显著放大; active: D1 振幅明显放大; active: 尾盘站在日内 VWAP 上方; active: 分时有急拉急杀波动; support: D1 跌破前低后收回; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材有联动: 金属新材 4 家; hard_filter: 今日仍涨停，等待分歧日
2026-06-10,001238,浙江正特,2026-06-08,2,1,WATCH_ONLY,False,zero,58.45,32.0,86.0,67.0,60.0,A,29.31,30.27,29.31,"{""d1_low"": 29.31, ""d1_open"": 30.8, ""d1_close"": 30.36, ""d1_vwap"": 30.17040349139239, ""prev_close"": 30.27, ""ma5"": 29.758, ""ma10"": 34.582, ""d1_intraday_vwap"": 30.218259200343002, ""d1_first_5m_low"": 30.0, ""low_absorb_min"": 29.31, ""low_absorb_max"": 30.27, ""invalid_price"": 29.31}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点下移; active: D1 成交额温和放大; active: D1 有一定振幅; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; active: 分时有急拉急杀波动; support: D1 跌破前低后收回; support: D1 收盘站上日 VWAP; theme: 所属行业/题材有联动: 文娱用品 2 家; hard_filter: 图形趋势分不足
2026-06-10,001317,三羊马,2026-06-08,2,1,WATCH_ONLY,False,zero,42.75,40.0,40.0,39.0,60.0,C,57.04,58.54,57.04,"{""d1_low"": 57.04, ""d1_open"": 58.54, ""d1_close"": 58.1, ""d1_vwap"": 58.23755344493252, ""prev_close"": 57.36, ""ma5"": 55.056000000000004, ""ma10"": 54.008, ""d1_intraday_vwap"": 58.32902150034693, ""d1_first_5m_low"": 57.37, ""low_absorb_min"": 57.04, ""low_absorb_max"": 58.54, ""invalid_price"": 57.04}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: 近期上影线压力偏重; active: D1 成交额放大不足; active: D1 有一定振幅; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材有联动: 铁路公路 2 家; hard_filter: 图形趋势分不足; hard_filter: 活跃资金分不足; hard_filter: 承接分过低; hard_filter: 无效承接
2026-06-10,001696,宗申动力,2026-06-09,1,2,WATCH_ONLY,False,zero,67.05,58.0,86.0,59.0,70.0,B,17.55,18.01,17.55,"{""d1_low"": 17.8, ""d1_open"": 18.01, ""d1_close"": 19.05, ""d1_vwap"": 19.101597660430414, ""prev_close"": 17.55, ""ma5"": 16.262, ""ma10"": 15.526, ""d1_intraday_vwap"": 19.11432048588811, ""d1_first_5m_low"": 17.8, ""low_absorb_min"": 17.55, ""low_absorb_max"": 18.01, ""invalid_price"": 17.55}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: D1 收盘位置强; active: D1 成交额显著放大; active: D1 振幅明显放大; active: 分时围绕 VWAP 反复争夺; support: D1 未跌破前一日低点; support: D1 收盘低于日 VWAP; support: D1 收盘位置较强; theme: 所属行业/题材涨停家数较多: 通用设备 9 家; hard_filter: 图形趋势分不足
