trade_date,code,name,d0_date,days_since_d0,consecutive_boards,signal_type,allowed,position_level,total_score,graph_quality_score,active_money_score,support_score,theme_score,support_type,low_absorb_min,low_absorb_max,invalid_price,key_zones_json,reasons
2026-06-15,000032,深桑达Ａ,2026-06-15,0,1,WATCH_ONLY,False,zero,81.55,78.0,84.0,91.0,70.0,A,18.75,19.2,18.75,"{""d1_low"": 18.75, ""d1_open"": 19.2, ""d1_close"": 20.81, ""d1_vwap"": 20.192759735212366, ""prev_close"": 18.92, ""ma5"": 17.622000000000003, ""ma10"": 16.745, ""d1_intraday_vwap"": 20.192868053866764, ""d1_first_5m_low"": 18.75, ""low_absorb_min"": 18.75, ""low_absorb_max"": 19.2, ""invalid_price"": 18.75}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: D1 收盘位置强; active: D1 成交额显著放大; active: D1 振幅明显放大; active: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 专业工程 6 家; hard_filter: 今日仍涨停，等待分歧日
2026-06-15,000048,京基智农,2026-06-11,4,1,WATCH_ONLY,False,zero,47.75,70.0,66.0,0.0,45.0,C,17.1,17.1,17.1,"{""d1_low"": 17.1, ""d1_open"": 19.53, ""d1_close"": 17.37, ""d1_vwap"": 18.270851117585575, ""prev_close"": 18.91, ""ma5"": 17.985999999999997, ""ma10"": 16.169, ""d1_intraday_vwap"": 18.272008187610194, ""d1_first_5m_low"": 18.5, ""low_absorb_min"": 17.1, ""low_absorb_max"": 17.1, ""invalid_price"": 17.1}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘接近低位; active: D1 成交额温和放大; active: D1 振幅明显放大; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 涨停池中同题材联动偏弱; hard_filter: 涨停后 4 天，分歧时效已过; hard_filter: 承接分过低; hard_filter: 无效承接
2026-06-15,000510,新金路,2026-06-15,0,1,WATCH_ONLY,False,zero,63.55,58.0,40.0,91.0,70.0,A,21.27,21.307522338787777,21.27,"{""d1_low"": 21.27, ""d1_open"": 21.3, ""d1_close"": 21.31, ""d1_vwap"": 21.307493884438188, ""prev_close"": 19.37, ""ma5"": 18.220000000000002, ""ma10"": 18.437, ""d1_intraday_vwap"": 21.307522338787777, ""d1_first_5m_low"": 21.27, ""low_absorb_min"": 21.27, ""low_absorb_max"": 21.307522338787777, ""invalid_price"": 21.27}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: D1 收盘位置强; active: D1 成交额放大不足; active: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 化学原料 8 家; hard_filter: 今日仍涨停，等待分歧日; hard_filter: 图形趋势分不足; hard_filter: 活跃资金分不足
2026-06-15,000631,顺发恒能,2026-06-11,4,1,WATCH_ONLY,False,zero,50.45,32.0,70.0,51.0,60.0,B,3.18,3.27,3.18,"{""d1_low"": 3.18, ""d1_open"": 3.27, ""d1_close"": 3.24, ""d1_vwap"": 3.2300242529054732, ""prev_close"": 3.34, ""ma5"": 3.224, ""ma10"": 3.271, ""d1_intraday_vwap"": 3.23002745286046, ""d1_first_5m_low"": 3.18, ""low_absorb_min"": 3.18, ""low_absorb_max"": 3.27, ""invalid_price"": 3.18}",graph: 近 10 日高点未能继续抬高; graph: 近 10 日低点下移; active: D1 成交额温和放大; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; support: D1 跌破前低且未收回; support: D1 收盘站上日 VWAP; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材有联动: 电力 4 家; hard_filter: 涨停后 4 天，分歧时效已过; hard_filter: 图形趋势分不足
2026-06-15,000688,国城矿业,2026-06-11,4,1,WATCH_ONLY,False,zero,60.75,70.0,66.0,37.0,70.0,C,43.51,44.226,43.51,"{""d1_low"": 43.51, ""d1_open"": 46.91, ""d1_close"": 45.6, ""d1_vwap"": 46.17215322363191, ""prev_close"": 46.91, ""ma5"": 44.226, ""ma10"": 41.507999999999996, ""d1_intraday_vwap"": 46.17312578000324, ""d1_first_5m_low"": 46.9, ""low_absorb_min"": 43.51, ""low_absorb_max"": 44.226, ""invalid_price"": 43.51}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; active: D1 成交额温和放大; active: D1 振幅明显放大; support: D1 跌破前低后收回; support: D1 收盘低于日 VWAP; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材涨停家数较多: 工业金属 16 家; hard_filter: 涨停后 4 天，分歧时效已过; hard_filter: 承接分过低; hard_filter: 无效承接
2026-06-15,000921,海信家电,2026-06-11,4,1,WATCH_ONLY,False,zero,71.0,90.0,68.0,63.0,45.0,B,27.06,27.99780944124953,27.06,"{""d1_low"": 27.06, ""d1_open"": 28.56, ""d1_close"": 28.47, ""d1_vwap"": 27.994188247802924, ""prev_close"": 28.7, ""ma5"": 27.968, ""ma10"": 27.312, ""d1_intraday_vwap"": 27.99780944124953, ""d1_first_5m_low"": 27.25, ""low_absorb_min"": 27.06, ""low_absorb_max"": 27.99780944124953, ""invalid_price"": 27.06}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active: D1 成交额温和放大; active: D1 有一定振幅; active: 尾盘站在日内 VWAP 上方; support: D1 跌破前低且未收回; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 涨停池中同题材联动偏弱; hard_filter: 涨停后 4 天，分歧时效已过
2026-06-15,001268,联合精密,2026-06-11,4,1,WATCH_ONLY,False,zero,66.55,58.0,58.0,91.0,60.0,A,40.01,41.2041657050744,40.01,"{""d1_low"": 40.01, ""d1_open"": 41.12, ""d1_close"": 42.66, ""d1_vwap"": 41.2041657050744, ""prev_close"": 40.81, ""ma5"": 40.422, ""ma10"": 40.149, ""d1_intraday_vwap"": 41.2041657050744, ""d1_first_5m_low"": 40.09, ""low_absorb_min"": 40.01, ""low_absorb_max"": 41.2041657050744, ""invalid_price"": 40.01}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: D1 收盘位置强; active: D1 成交额放大不足; active: D1 有一定振幅; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材有联动: 家电零部 4 家; hard_filter: 涨停后 4 天，分歧时效已过; hard_filter: 图形趋势分不足
2026-06-15,001696,宗申动力,2026-06-12,3,2,D2_LOW_ABSORB,True,normal,87.75,90.0,94.0,89.0,70.0,A,21.06,22.05,21.06,"{""d1_low"": 21.06, ""d1_open"": 22.05, ""d1_close"": 22.85, ""d1_vwap"": 22.407554370205183, ""prev_close"": 22.84, ""ma5"": 20.650000000000002, ""ma10"": 17.712, ""d1_intraday_vwap"": 22.41181540553779, ""d1_first_5m_low"": 21.06, ""low_absorb_min"": 21.06, ""low_absorb_max"": 22.05, ""invalid_price"": 21.06}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active: D1 成交额显著放大; active: D1 振幅明显放大; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; support: D1 跌破前低后收回; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 通用设备 6 家
2026-06-15,002119,康强电子,2026-06-11,4,1,WATCH_ONLY,False,zero,84.75,90.0,82.0,89.0,70.0,A,30.0,30.212,30.0,"{""d1_low"": 30.0, ""d1_open"": 32.01, ""d1_close"": 33.76, ""d1_vwap"": 32.51939923752883, ""prev_close"": 31.96, ""ma5"": 30.212, ""ma10"": 27.062, ""d1_intraday_vwap"": 32.52081402127775, ""d1_first_5m_low"": 30.0, ""low_absorb_min"": 30.0, ""low_absorb_max"": 30.212, ""invalid_price"": 30.0}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; graph: D1 收盘位置强; active: D1 成交额温和放大; active: D1 振幅明显放大; active: 尾盘站在日内 VWAP 上方; active: 分时有急拉急杀波动; support: D1 跌破前低后收回; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 半导体 5 家; hard_filter: 涨停后 4 天，分歧时效已过
2026-06-15,002165,红 宝 丽,2026-06-11,4,1,WATCH_ONLY,False,zero,81.55,78.0,86.0,89.0,70.0,A,7.38,7.73,7.38,"{""d1_low"": 7.38, ""d1_open"": 7.51, ""d1_close"": 7.87, ""d1_vwap"": 7.720734953029035, ""prev_close"": 7.73, ""ma5"": 7.514, ""ma10"": 7.106999999999999, ""d1_intraday_vwap"": 7.720848116450484, ""d1_first_5m_low"": 7.38, ""low_absorb_min"": 7.38, ""low_absorb_max"": 7.73, ""invalid_price"": 7.38}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: D1 收盘位置强; active: D1 成交额温和放大; active: D1 有一定振幅; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; active: 分时有急拉急杀波动; support: D1 跌破前低后收回; support: D1 收盘站上日 VWAP; support: D1 收盘位置较强; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 化学制品 16 家; hard_filter: 涨停后 4 天，分歧时效已过
