event_id,signal_date,code,board,candidate_count,stage1_score,stage1_rank,stage1_top10,stage1_strength,d1_high_to_close_drawdown_raw,d1_close_location,d1_low_to_close_recovery,d1_open_to_close_return_raw,rank_drawdown_top10,rank_close_location_top10,rank_recovery_top10,rank_open_close_top10,closing_completion_gap,strength_x_gap,stage2_score,stage2_rank_within_top10,final_rerank_rank,control_top3,reranker_top3,target7,raw_repair_return,capped_opportunity_return_7
000679_2026-06-18,2026-06-18,000679,2,15,0.564486108014,8,True,0.5,0.0630407911001,0.413793103448,0.0498614958449,0.0312925170068,0.8,0.5,0.7,0.8,0.45,0.225,0.377062425113,9,9,False,False,0,0.0197889182058,0.0197889182058
000777_2026-06-18,2026-06-18,000777,3,15,0.557573912409,9,True,0.428571428571,0.053416746872,0,0,-0.038141809291,0.7,0.1,0.1,0.3,0.8,0.342857142857,0.37742756798,8,8,False,False,0,0.0143464399575,0.0143464399575
603773_2026-06-18,2026-06-18,603773,2,15,0.554870759874,10,True,0.357142857143,0.0423861852433,0.668485675307,0.098,-0.0374612822161,0.5,0.8,1,0.4,0.325,0.116071428571,0.373249770307,10,10,False,False,0,0.0675738274464,0.0675738274464
601636_2026-06-18,2026-06-18,601636,3,15,0.552485841361,11,False,0.285714285714,0.0640279394645,0.303797468354,0.0307692307692,-0.0640279394645,,,,,,,,,11,False,False,0,0.0048309178744,0.0048309178744
002484_2026-06-18,2026-06-18,002484,2,15,0.546665144121,12,False,0.214285714286,0.0270124257158,0.574468085106,0.0389385635997,0.0389385635997,,,,,,,,,12,False,False,0,-0.0501659904094,-0.0501659904094
600192_2026-06-18,2026-06-18,600192,2,15,0.546026629622,13,False,0.142857142857,0.0593220338983,0,0,-0.0501222493888,,,,,,,,,13,False,False,0,0.00126742712294,0.00126742712294
600615_2026-06-18,2026-06-18,600615,2,15,0.542756786811,14,False,0.0714285714286,0.0477477477477,0.184615384615,0.0114832535885,-0.0477477477477,,,,,,,,,14,False,False,0,-0.00570342205323,-0.00570342205323
600707_2026-06-18,2026-06-18,600707,2,15,0.535341140896,15,False,0,0.0564061240935,0.230769230769,0.0182608695652,-0.0510534846029,,,,,,,,,15,False,False,1,0.109845402766,0.07
001339_2026-06-22,2026-06-22,001339,2,7,0.522756013136,1,True,1,0,1,0.04952,0.0184768263334,0.142857142857,1,0.428571428571,0.857142857143,0.214285714286,0.214285714286,0.376415728951,1,1,True,True,0,0.0626988437961,0.0626988437961
002989_2026-06-22,2026-06-22,002989,3,7,0.521443317918,2,True,0.833333333333,0.0079527963058,0.922110552764,0.104857142857,0.0353413654618,0.285714285714,0.857142857143,0.857142857143,1,0.142857142857,0.119047619048,0.372687463542,2,2,True,True,0,0.0214190093708,0.0214190093708
