metric,value
EARLY_NONLOSS_AUC,0.547237076649
BRIDGE_NONLOSS_AUC,0.679487179487
EARLY_SELECTIVITY_GAP,0.366666666667
BRIDGE_SELECTIVITY_GAP,-0.0416666666667
COEFFICIENT_MEDIAN_VECTOR_COSINE,0.711274402879
COEFFICIENT_SIGN_DISAGREEMENTS,3
