period,metric,value
EXPANDED,NONLOSS_AUC,0.613777777778
EXPANDED,PAIR_CONCORDANCE,0.766666666667
EXPANDED,BOTTOM_LOSS_CAPTURE,0.666666666667
EXPANDED,BOTTOM_WINNER_REMOVAL,0.5
EXPANDED,BOTTOM_SELECTIVITY_GAP,0.166666666667
EXPANDED,WORST_ONE_SELECTIVITY_GAP,0.111111111111
