event_id,code,signal_date,board_streak_before_break,break_open_return,break_high_return,break_close_return,break_touched_limit_up,volume_above_d1_close_ratio,late_day_sell_volume_ratio,d1_close_to_ma5_raw,d1_high_to_close_drawdown_raw,d1_low_to_close_recovery,d1_open_to_close_return_raw,break_volume_ratio_vs_board_days,d1_close_to_vwap_raw,break_day_in_pool,high_zone_volume_ratio,d1_close_to_ma10_raw,d1_close_to_ma20,d1_ma10_slope,d1_low_to_ma5_raw,d1_ma5_slope,d1_true_reclaim_ma5,d1_afternoon_return,d1_intraday_range,d1_last_hour_return,d1_up_bar_volume_ratio,down_bar_volume_ratio,board_streak_is_3,recent_7d_cumulative_return,recent_7d_max_drawdown,recent_7d_close_position,board_day_amount_rank,board_day_turnover_rank,board_day_volume_rank,break_upper_shadow_ratio,break_lower_shadow_ratio,break_amount_ratio_vs_board_days,break_opened_from_limit_up,consecutive_days_below_ma5,consecutive_days_below_ma10,d1_close_location,amount_above_d1_close_ratio,high_zone_amount_ratio,late_day_sell_amount_ratio,last_board_day_in_pool,pool_consecutive_count_last_board,d1_close_above_ma5,d1_close_above_ma10,d1_true_reclaim_ma10,d1_close_to_ma5_bucket,d1_open_to_close_bucket,d1_high_to_ma5_raw,d1_low_to_ma10_raw,ma5_overheat_10,overrepair,break_volume_abnormality,profit_pressure,target7_daily_d2open_d3high,break_date,daily_label_quality_ok,target_training_eligible,sample_role_v022,d1_factor_quality_ok
000090_2026-06-01,000090,2026-06-01,2,-0.0025974025974027,0.0415584415584415,0.0051948051948051,False,0.3087669902832327,0.0226204026474862,0.0944570135746607,0.0349127182044887,0.0602739726027397,0.0078125,1.9557475120024888,0.0142268282168589,False,0.2112907429783144,0.12565445026178,0.1136690647482014,0.0138602182247127,0.0322398190045247,0.0315052508751458,False,-0.020253164556962,0.0935064935064934,-0.0025773195876288,0.3851331955502515,0.5154537802268873,0,0.1691842900302114,0.05194805194805199,0.8313253012048196,,,11.0,0.3888888888888881,0.5277777777777778,2.027092477077651,False,0,0,0.6111111111111118,0.3162052040250228,0.2174351392711187,0.0228478987857973,True,2.0,True,True,False,plus_5_to_plus_10pct,zero_to_plus_2pct,0.134049773755656,0.0616637579988363,0,0.0,0.6707724794372808,0.04515273184232638,False,2026-06-01,True,True,TRAIN_PRIMARY,True
002806_2026-06-01,002806,2026-06-01,2,0.042725797728502,0.1000540832882639,-0.0005408328826391,True,1.0,0.0819821402094117,0.0882110469909316,0.0914454277286135,0.0005414185165133,-0.04149377593361,2.1176703177213905,-0.052066582926698,False,0.3825093811650052,0.1272416737830914,0.1846153846153846,0.0227712271507891,0.0876221881992698,0.024122542515981,False,-0.0227392913802221,0.1011357490535425,-0.0185873605947953,0.473894035868308,0.4377594590131635,0,0.10065515187611673,0.15530726256983238,0.6436781609195403,,,20.0,0.5668449197860953,0.0053475935828885,2.340353828022252,False,0,0,0.0053475935828885,1.0,0.3932954910927058,0.0782605066267057,True,2.0,True,True,False,plus_5_to_plus_10pct,minus_5_to_minus_2pct,0.1977387822400189,0.1266316945223862,0,0.0,0.7503165777080115,0.0,True,2026-06-01,True,True,TRAIN_PRIMARY,True
600110_2026-06-01,600110,2026-06-01,2,-0.0039494470774091,0.0418641390205369,-0.0229067930489732,False,0.8534638343563169,0.0896703795422544,0.0698841030963501,0.0621683093252464,0.0139344262295081,-0.0190325138778747,1.2262103451787827,-0.0202361133953264,False,0.0,0.1583481599400693,0.1520372526193245,0.0226968013790462,0.0551807645736031,0.0412463976945243,False,-0.0111910471622702,0.0781990521327014,-0.0016142050040356,0.4743558197348642,0.4889984130675252,0,0.23947895791583163,0.07230046948356804,0.794486215538847,,,6.0,0.5858585858585859,0.1717171717171716,1.3084893822261008,False,0,0,0.1717171717171716,0.8570101930327576,0.0,0.0874795921844518,True,2.0,True,True,False,plus_5_to_plus_10pct,minus_2_to_0pct,0.1408060889119529,0.1424290663919842,0,0.0,0.2039283930901652,0.0016341319986005723,False,2026-06-01,True,True,TRAIN_PRIMARY,True
603324_2026-06-01,603324,2026-06-01,2,-0.0376202974628171,0.0201224846894136,-0.0414114902303879,False,0.8954236820656806,0.1108084404818351,0.050361091583051,0.0603201829616923,0.0167027528611196,-0.003939393939394,1.4169868628096751,-0.0117331477357016,False,0.0,0.0644430051813469,0.1436225732377702,0.0168598524762908,0.033105387614239,0.0157091853294384,False,0.0070465686274507,0.0772820064158646,-0.0009118541033434,0.524941402759571,0.4505402102579518,0,0.07805837979665453,0.18931750741839767,0.7245430809399477,,,40.0,0.7471698113207539,0.2037735849056601,1.4661752638144625,False,0,0,0.2037735849056601,0.8970057759213521,0.0,0.1098617670474514,True,2.0,True,True,False,plus_5_to_plus_10pct,minus_2_to_0pct,0.117786157090816,0.0469559585492227,0,0.0,0.3485326895361908,0.001541511532266965,False,2026-06-01,True,True,TRAIN_PRIMARY,True
002608_2026-06-02,002608,2026-06-02,2,-0.0029644268774703,0.0691699604743083,0.0296442687747036,False,0.1368433654221245,0.0227504961052878,0.1250269920103648,0.0369685767097967,0.0720164609053497,0.0327056491575816,1.9944637429439864,0.0170698176942059,False,0.1010658458870099,0.194954128440367,0.2342315664791237,0.0202410202410201,0.0494493629885555,0.0491617580425918,False,0.017578125,0.108695652173913,0.0276134122287967,0.6492197419002824,0.2904063246769272,0,0.2645631067961165,0.039525691699604605,0.8591549295774646,,,11.0,0.3636363636363641,0.3363636363636357,2.13948509820854,False,0,0,0.6363636363636359,0.1381489599119556,0.1047054575846204,0.0228123118711713,True,2.0,True,True,False,above_plus_10pct,plus_2_to_plus_5pct,0.1682142085942561,0.1146788990825691,1,0.002705649157581598,0.6903752136791591,0.06817655246698982,True,2026-06-02,True,True,TRAIN_PRIMARY,True
600011_2026-06-02,600011,2026-06-02,2,-0.0379098360655737,-0.0379098360655737,-0.0686475409836065,False,0.8599353864734628,0.0964489117285907,0.0450678316854449,0.0319488817891374,0.0224971878515184,-0.0319488817891374,0.9128974427202968,-0.0072801069877579,False,0.0505107811979088,0.1282114931115801,0.1695078803473786,0.0160151324085748,0.0220740400091974,0.0376998329754236,False,-0.0065573770491803,0.0512295081967213,0.0033112582781456,0.2514630380888027,0.6463614679337375,0,0.2184986595174263,0.089139344262295,0.7298387096774194,,,1.0,0.0,0.3999999999999986,0.9301267772615188,False,0,0,0.3999999999999986,0.8611901849604733,0.051150887665983,0.0961926073375784,True,2.0,True,True,False,plus_2_to_plus_5pct,minus_5_to_minus_2pct,0.079558519199816,0.1033883579496093,0,0.0,0.09113173468537626,0.0020438375822315886,False,2026-06-02,True,True,TRAIN_PRIMARY,True
000055_2026-06-03,000055,2026-06-03,2,0.0572792362768495,0.0596658711217183,-0.0620525059665871,False,0.9829764625008688,0.0484755479781059,0.0424403183023871,0.1148648648648649,0.0051150895140665,-0.112866817155756,2.952816110440253,-0.0525849025787149,False,0.3597223799468141,0.0793737984070308,0.0720130932896891,0.0083079479368597,0.0371352785145888,0.0283687943262413,False,-0.0125628140703517,0.126491646778043,0.0,0.1793413910517627,0.6920248062926154,0,0.1293103448275863,0.06703910614525145,0.5363636363636364,,,28.0,0.0188679245283031,0.0377358490566037,3.073157519164857,False,0,0,0.0377358490566037,0.983887631507503,0.3788186387524189,0.0459539464739497,True,2.0,True,True,False,plus_2_to_plus_5pct,below_minus_5pct,0.1777188328912466,0.0738808019774786,0,0.0,1.0827593287063908,0.0001196809774743295,False,2026-06-03,True,True,TRAIN_PRIMARY,True
001210_2026-06-03,001210,2026-06-03,2,-0.0504612045577862,0.0295713510580575,-0.0260444926749864,False,0.447838473715036,0.0969231196525775,0.083675440714803,0.0540184453227932,0.0463421742932088,0.0257142857142855,2.632740943267259,-0.003698155180711,False,0.1056650521970347,0.1551951604080188,0.2370991919226726,0.0158538179916316,0.0356797874909442,0.0460372592358699,False,0.0030734842134674,0.0987520347259902,0.0039149888143177,0.6555595818240423,0.3415590099620031,0,0.2521799790722008,0.0822784810126582,0.802884615384615,,,49.0,0.5631868131868143,0.1895604395604389,2.701181493739894,False,0,0,0.4368131868131857,0.4560577769124284,0.1092917504583244,0.0955952545880816,True,2.0,True,True,False,plus_5_to_plus_10pct,plus_2_to_plus_5pct,0.1455566288336152,0.1040319207130677,0,0.0,0.9680254872450234,0.03300867045491631,False,2026-06-03,True,True,TRAIN_PRIMARY,True
002404_2026-06-03,002404,2026-06-03,2,-0.0283783783783784,0.0432432432432432,0.0202702702702701,False,0.1350540751489186,0.0640848750262685,0.1148848198464262,0.022020725388601,0.0648801128349788,0.0500695410292071,3.014460872572473,0.0250803534665771,False,0.1823597191849298,0.1526717557251908,0.1192646949818396,0.0133044554455443,0.0469580626107501,0.0460302749459378,False,0.0161507402422611,0.0851351351351351,0.0188933873144399,0.5487898154210032,0.3633233703739966,0,0.2118780096308186,0.061320754716981216,0.9028571428571429,,,40.0,0.2698412698412697,0.1587301587301596,3.1917137711249635,False,0,0,0.7301587301587302,0.138915230242012,0.1873696317311502,0.0658100775104413,True,2.0,True,True,False,above_plus_10pct,above_plus_5pct,0.1399881866509154,0.082442748091603,1,0.0200695410292071,1.1034209991226553,0.07799828693409384,False,2026-06-03,True,True,TRAIN_PRIMARY,True
002421_2026-06-03,002421,2026-06-03,2,-0.0181086519114688,0.0261569416498994,-0.0181086519114688,False,0.6582589362446913,0.0756128743788998,0.0585683297180044,0.0431372549019607,0.0295358649789028,0.0,1.6250595982032174,-0.003500625517914,False,0.0762986994193771,0.0748898678414096,0.2469656317874025,0.0136191114087966,0.0281995661605207,0.0131868131868131,False,0.0145530145530146,0.0724346076458751,0.0061855670103092,0.5729144496737737,0.4134949438136924,0,0.04946236559139772,0.24418604651162795,0.7777777777777776,,,1.0,0.6111111111111114,0.3888888888888886,1.7269881541118592,False,0,0,0.3888888888888886,0.6635109228475935,0.0780387773606122,0.0750651706061695,True,2.0,True,True,False,plus_5_to_plus_10pct,zero_to_plus_2pct,0.1062906724511931,0.0440528634361234,0,0.0,0.485544490926524,0.009741386987170668,False,2026-06-03,True,True,TRAIN_PRIMARY,True
