start_date,end_date,top_n,hold_days,target_return_pct,stop_loss_pct,include_all_allowed,include_small,entry_price_mode,signal_file_days,signal_row_date_count,signal_date_mismatch_count,record_count,allowed_count,eligible_count,selected_count,candidate_evaluable_count,evaluable_count,executed_count,execution_rate,target_hit_count,target_hit_rate,stop_hit_count,stop_hit_rate,avg_d2_max_return_pct,avg_d3_max_return_pct,avg_d5_max_return_pct,avg_d10_max_return_pct,avg_d5_close_return_pct,avg_d10_close_return_pct,avg_d10_max_drawdown_pct,median_d5_max_return_pct,median_d10_max_return_pct,candidate_avg_d5_max_return_pct,candidate_avg_d10_max_return_pct,not_triggered_count,break_invalid_count,data_issue_count
2026-06-01,2026-06-25,999,10,7.0,3.0,False,False,zone_max,14,14,8,2962,521,258,258,2952,258,162,0.627906976744186,80,0.49382716049382713,118,0.7283950617283951,4.1180272618351195,6.136102778768697,8.101734613861264,10.44231445037767,1.143642581536952,1.9330807963252195,-6.817480189353174,6.146331517039361,6.88191778573326,8.715974689645542,12.099167944027675,17,27,0
