start_date,end_date,top_n,hold_days,target_return_pct,stop_loss_pct,include_all_allowed,include_small,entry_price_mode,signal_file_days,signal_row_date_count,signal_date_mismatch_count,record_count,allowed_count,eligible_count,selected_count,candidate_evaluable_count,evaluable_count,executed_count,execution_rate,target_hit_count,target_hit_rate,stop_hit_count,stop_hit_rate,avg_d2_max_return_pct,avg_d3_max_return_pct,avg_d5_max_return_pct,avg_d10_max_return_pct,avg_d5_close_return_pct,avg_d10_close_return_pct,avg_d10_max_drawdown_pct,median_d5_max_return_pct,median_d10_max_return_pct,candidate_avg_d5_max_return_pct,candidate_avg_d10_max_return_pct,not_triggered_count,break_invalid_count,data_issue_count
2026-06-23,2026-06-24,999,10,7.0,3.0,False,False,zone_max,1,1,0,244,67,51,51,243,51,22,0.43137254901960786,6,0.2727272727272727,16,0.7272727272727273,5.205550090992558,5.7728654021063806,5.7728654021063806,5.7728654021063806,-2.216623910237207,-2.216623910237207,-5.279404966983491,5.243598162185037,5.243598162185037,6.273311389226859,6.273311389226859,18,1,0
