trade_date,code,name,d0_date,days_since_d0,consecutive_boards,signal_type,allowed,position_level,total_score,graph_quality_score,active_money_score,support_score,theme_score,support_type,low_absorb_min,low_absorb_max,invalid_price,key_zones_json,reasons
2026-06-25,000042,中洲控股,2026-06-23,2,1,WATCH_ONLY,False,zero,34.6,26.0,66.0,0.0,60.0,C,8.88,9.292894190786237,8.88,"{""d1_low"": 8.88, ""d1_open"": 9.75, ""d1_close"": 8.95, ""d1_vwap"": 9.225794736812807, ""prev_close"": 9.85, ""ma5"": 9.325999999999999, ""ma10"": 9.237, ""d1_intraday_vwap"": 9.292894190786237, ""d1_first_5m_low"": 9.65, ""low_absorb_min"": 8.88, ""low_absorb_max"": 9.292894190786237, ""invalid_price"": 8.88}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点下移; graph: 收盘跌破短期均线; graph: D1 收盘接近低位; active: D1 成交额温和放大; active: D1 振幅明显放大; support: D1 跌破前低且未收回; support: D1 收盘低于日 VWAP; support: D1 收盘接近全天低位; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材有联动: 房地产开 3 家; hard_filter: 图形趋势分不足; hard_filter: 承接分过低; hard_filter: 无效承接
2026-06-25,000070,特发信息,2026-06-23,2,1,D2_LOW_ABSORB,True,normal,72.95,82.0,58.0,77.0,70.0,A,23.741999999999997,24.50707649804839,23.741999999999997,"{""d1_low"": 23.77, ""d1_open"": 25.33, ""d1_close"": 24.77, ""d1_vwap"": 24.29260151446354, ""prev_close"": 25.33, ""ma5"": 23.741999999999997, ""ma10"": 21.244, ""d1_intraday_vwap"": 24.50707649804839, ""d1_first_5m_low"": 23.77, ""low_absorb_min"": 23.741999999999997, ""low_absorb_max"": 24.50707649804839, ""invalid_price"": 23.741999999999997}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; active: D1 成交额放大不足; active: D1 有一定振幅; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; support: D1 跌破前低后收回; support: D1 收盘站上日 VWAP; support: D1 分时主动修复到 VWAP 上方; theme: 所属行业/题材涨停家数较多: 通信设备 6 家
2026-06-25,000551,创元科技,2026-06-23,2,1,D2_WATCH_OR_SMALL,True,small,74.95,82.0,88.0,61.0,60.0,B,16.354000000000003,17.073572322844406,16.354000000000003,"{""d1_low"": 16.53, ""d1_open"": 16.61, ""d1_close"": 17.18, ""d1_vwap"": 16.752916112331214, ""prev_close"": 16.81, ""ma5"": 16.354000000000003, ""ma10"": 15.797, ""d1_intraday_vwap"": 17.073572322844406, ""d1_first_5m_low"": 16.56, ""low_absorb_min"": 16.354000000000003, ""low_absorb_max"": 17.073572322844406, ""invalid_price"": 16.354000000000003}",graph: 近 10 日高点保持抬高; graph: 近 10 日低点没有明显下移; graph: 均线多头排列; active: D1 成交额显著放大; active: D1 有一定振幅; active: 分时围绕 VWAP 反复争夺; active: 尾盘站在日内 VWAP 上方; support: D1 未跌破前一日低点; support: D1 收盘站上日 VWAP; support: D1 多数时间压在 VWAP 下方; theme: 所属行业/题材有联动: 环保设备 3 家
