start_date,end_date,hold_days,target_return_pct,secondary_target_return_pct,record_count,date_count,eligible_count,candidate_evaluable_count,candidate_target7_count,candidate_target7_rate,candidate_target10_count,candidate_target10_rate,candidate_avg_d3_max_return_pct,candidate_avg_d5_max_return_pct,candidate_avg_d10_max_return_pct
2026-05-01,2026-06-25,10,7.0,10.0,2962,14,1548,2956,1140,0.38565629228687415,685,0.2317320703653586,6.308484695211372,8.999358797420069,12.727724982412084
