event_id,signal_date,code,candidate_count,stage1_rank,stage1_strength,stage1_top10,closing_completion_gap,strength_x_gap,binary_pair_score,binary_pair_rank,capped_pair_score,capped_pair_rank,raw_pair_score,raw_pair_rank,target7,raw_return,capped_return_7
603324_2026-06-22,2026-06-22,603324,7,7,0,True,0.678571428571,0,0.0922356001324,6,0.0147464164806,4,0.00395698438717,7,1,0.106767652089,0.07
603663_2026-06-23,2026-06-23,603663,14,1,1,True,0.325,0.325,0.252698804794,3,0.0174051070301,4,0.0132581871382,4,0,0.0294117647059,0.0294117647059
002297_2026-06-23,2026-06-23,002297,14,2,0.923076923077,True,0.4,0.369230769231,0.255592823276,2,0.017003106936,5,0.0139561529927,2,1,0.132492113565,0.07
003031_2026-06-23,2026-06-23,003031,14,3,0.846153846154,True,0.8,0.676923076923,0.335856030646,1,0.0189779813902,1,0.0210309549505,1,0,0.0645161290323,0.0645161290323
000811_2026-06-23,2026-06-23,000811,14,4,0.769230769231,True,0.175,0.134615384615,0.169732674351,7,0.0137879412907,7,0.00760030020658,8,1,0.219968087531,0.07
600769_2026-06-23,2026-06-23,600769,14,5,0.692307692308,True,0.225,0.155769230769,0.166325256668,8,0.013251912909,8,0.00774972441633,7,0,0.00775547445255,0.00775547445255
603082_2026-06-23,2026-06-23,603082,14,6,0.615384615385,True,0.225,0.138461538462,0.151272752182,9,0.0123142475712,9,0.00696084539514,9,0,0.0208955223881,0.0208955223881
000657_2026-06-23,2026-06-23,000657,14,7,0.538461538462,True,0.775,0.417307692308,0.248512741363,4,0.0179986650324,2,0.013873430951,3,1,0.0773082315241,0.07
002655_2026-06-23,2026-06-23,002655,14,8,0.461538461538,True,0.75,0.346153846154,0.223327658611,5,0.0174612929299,3,0.0119008900516,5,1,0.112807463953,0.07
002805_2026-06-23,2026-06-23,002805,14,9,0.384615384615,True,0.35,0.134615384615,0.129241796199,10,0.0113402213277,10,0.00594759104396,10,0,0.0302405498282,0.0302405498282
603380_2026-06-23,2026-06-23,603380,14,10,0.307692307692,True,0.725,0.223076923077,0.17878003651,6,0.016587367203,6,0.00842495986815,6,1,0.108924806746,0.07
002842_2026-06-23,2026-06-23,002842,14,11,0.230769230769,False,,,,,,,,,1,0.0887335874629,0.07
001296_2026-06-23,2026-06-23,001296,14,12,0.153846153846,False,,,,,,,,,0,0.0229293401965,0.0229293401965
600162_2026-06-23,2026-06-23,600162,14,13,0.0769230769231,False,,,,,,,,,1,0.0704960835509,0.07
002354_2026-06-23,2026-06-23,002354,14,14,0,False,,,,,,,,,0,0.0438489646772,0.0438489646772
603757_2026-06-24,2026-06-24,603757,15,1,1,True,0.075,0.075,0.201707672607,7,0.0176448870784,5,0.0100909194663,9,0,0.0516980613227,0.0516980613227
600851_2026-06-24,2026-06-24,600851,15,2,0.928571428571,True,0.8,0.742857142857,0.372942691618,1,0.0227071828783,1,0.0254233159918,1,0,-0.036815920398,-0.036815920398
000070_2026-06-24,2026-06-24,000070,15,3,0.857142857143,True,0.5,0.428571428571,0.280262294838,3,0.019524491059,3,0.0176186979895,3,0,-0.0225029609159,-0.0225029609159
600172_2026-06-24,2026-06-24,600172,15,4,0.785714285714,True,0.25,0.196428571429,0.203554901301,6,0.0161678894564,8,0.011499804017,7,0,0.0564468211527,0.0564468211527
601869_2026-06-24,2026-06-24,601869,15,5,0.714285714286,True,0.3,0.214285714286,0.200700192632,8,0.0158547980905,9,0.0115431814006,6,0,-0.0267558528428,-0.0267558528428
002068_2026-06-24,2026-06-24,002068,15,6,0.642857142857,True,0.075,0.0482142857143,0.134242496924,10,0.0119905242059,10,0.0066739804691,10,0,0.0647138964578,0.0647138964578
000783_2026-06-24,2026-06-24,000783,15,7,0.571428571429,True,0.875,0.5,0.29872221512,2,0.0225016913444,2,0.0190136848303,2,1,0.091103965702,0.07
600470_2026-06-24,2026-06-24,600470,15,8,0.5,True,0.575,0.2875,0.215256260044,5,0.017606078721,6,0.0128654502907,5,0,0.0189873417722,0.0189873417722
000571_2026-06-24,2026-06-24,000571,15,9,0.428571428571,True,0.7,0.3,0.224721761455,4,0.019195812117,4,0.0133451398715,4,1,0.079674796748,0.07
002830_2026-06-24,2026-06-24,002830,15,10,0.357142857143,True,0.6,0.214285714286,0.186880592816,9,0.0170003507267,7,0.010656093885,8,0,-0.0324971493729,-0.0324971493729
605580_2026-06-24,2026-06-24,605580,15,11,0.285714285714,False,,,,,,,,,0,-0.00604026845638,-0.00604026845638
600400_2026-06-24,2026-06-24,600400,15,12,0.214285714286,False,,,,,,,,,1,0.100323624595,0.07
605377_2026-06-24,2026-06-24,605377,15,13,0.142857142857,False,,,,,,,,,0,-0.0173913043478,-0.0173913043478
600322_2026-06-24,2026-06-24,600322,15,14,0.0714285714286,False,,,,,,,,,0,0.0181818181818,0.0181818181818
002672_2026-06-24,2026-06-24,002672,15,15,0,False,,,,,,,,,0,0.0512129380054,0.0512129380054
605069_2026-06-25,2026-06-25,605069,9,1,1,True,0.194444444444,0.194444444444,0.214800657706,2,0.0177226374409,3,0.0104414409297,2,1,0.108333333333,0.07
600909_2026-06-25,2026-06-25,600909,9,2,0.875,True,0.194444444444,0.170138888889,0.192204091609,4,0.0160765608081,6,0.00925791794541,4,1,0.07,0.07
600379_2026-06-25,2026-06-25,600379,9,3,0.75,True,0.138888888889,0.104166666667,0.155288616106,7,0.0139222978917,8,0.00712900569309,6,0,-0.0113182423435,-0.0113182423435
002580_2026-06-25,2026-06-25,002580,9,4,0.625,True,0.611111111111,0.381944444444,0.248657046395,1,0.0175870090941,4,0.0131471467073,1,0,-0.12269446672,-0.12269446672
002631_2026-06-25,2026-06-25,002631,9,5,0.5,True,0.444444444444,0.222222222222,0.181954605366,5,0.0146146144948,7,0.00896062696307,5,0,0.0383838383838,0.0383838383838
603938_2026-06-25,2026-06-25,603938,9,6,0.375,True,0.666666666667,0.25,0.203993063045,3,0.0171819327286,5,0.00972354253579,3,1,0.174225028703,0.07
000566_2026-06-25,2026-06-25,000566,9,7,0.25,True,0.388888888889,0.0972222222222,0.118612074721,9,0.0114750778945,9,0.00509209520674,8,0,-0.0021978021978,-0.0021978021978
002584_2026-06-25,2026-06-25,002584,9,8,0.125,True,0.75,0.09375,0.161508898639,6,0.0178899933387,2,0.00604970752262,7,0,0.0383064516129,0.0383064516129
002687_2026-06-25,2026-06-25,002687,9,9,0,True,0.861111111111,0,0.150695999555,8,0.0201678222489,1,0.00431013838762,9,1,0.134703196347,0.07
603989_2026-06-26,2026-06-26,603989,12,1,1,True,0.4,0.4,0.307198939294,3,0.019279739131,2,0.016897092374,4,0,-0.0419642857143,-0.0419642857143
002990_2026-06-26,2026-06-26,002990,12,2,0.909090909091,True,0.4,0.363636363636,0.288251074423,5,0.01853833941,5,0.0159603028663,5,1,0.086383601757,0.07
002080_2026-06-26,2026-06-26,002080,12,3,0.818181818182,True,0.675,0.552272727273,0.330508503427,1,0.0186928980643,3,0.0181096607689,2,0,-0.0525252525253,-0.0525252525253
600667_2026-06-26,2026-06-26,600667,12,4,0.727272727273,True,0.65,0.472727272727,0.306673364246,4,0.0185520704997,4,0.0170383864405,3,0,0.0668103448276,0.0668103448276
600141_2026-06-26,2026-06-26,600141,12,5,0.636363636364,True,0.425,0.270454545455,0.2371069661,6,0.0165319955917,6,0.0134597080055,6,0,-0.0441767068273,-0.0441767068273
603678_2026-06-26,2026-06-26,603678,12,6,0.545454545455,True,0.05,0.0272727272727,0.131719226275,10,0.0115679336111,10,0.00767180991239,10,0,0.0416001963431,0.0416001963431
600584_2026-06-26,2026-06-26,600584,12,7,0.454545454545,True,0.925,0.420454545455,0.316043704033,2,0.0222707993039,1,0.0183951131852,1,0,0.0200970873786,0.0200970873786
