event_id,signal_date,code,stage1_rank,stage1_score,candidate_count,board_streak_before_break,raw_repair_return,outcome_state,loss_target,target7,board_streak_is_3,max_board_streak_20d,recent_limit_up_count_10d,recent_limit_up_count_20d,recent_pool_appearance_count_10d,recent_pool_appearance_count_20d,board_day_volume_rank,break_open_return,break_high_return,break_close_return,break_touched_limit_up,break_opened_from_limit_up,break_upper_shadow_ratio,break_lower_shadow_ratio,d1_high_to_close_drawdown_raw,d1_low_to_close_recovery,d1_open_to_close_return_raw,d1_close_location,d1_intraday_range,d1_afternoon_return,d1_last_hour_return,break_volume_ratio_vs_board_days,d1_up_bar_volume_ratio,down_bar_volume_ratio,volume_above_d1_close_ratio,amount_above_d1_close_ratio,high_zone_volume_ratio,high_zone_amount_ratio,late_day_sell_volume_ratio,late_day_sell_amount_ratio,d1_close_to_vwap_raw,d1_close_to_ma5_raw,d1_low_to_ma5_raw,d1_high_to_ma5_raw,d1_close_to_ma10_raw,d1_low_to_ma10_raw,d1_close_to_ma20,d1_ma5_slope,d1_ma10_slope,d1_ma20_slope,d1_close_above_ma5,d1_close_above_ma10,d1_true_reclaim_ma5,d1_true_reclaim_ma10,consecutive_days_below_ma5,consecutive_days_below_ma10,break_day_in_pool,last_board_day_in_pool,pool_consecutive_count_last_board,recent_7d_cumulative_return,recent_7d_max_drawdown,recent_7d_close_position,recent_7d_limit_up_count,stage1_strength,closing_completion_gap,strength_x_gap
605589_2026-06-11,2026-06-11,605589,3,0.581178360457,10,2,0.0872881355932,TARGET7,0,1,0,2,3,3,3,3,40,0.0316139767055,0.0828618968386,0.0149750415973,0,0,0.38166047088,0.494423791822,0.0625480252036,0.0684883517253,-0.0161290322581,0.489974937343,0.132778702163,-0.0308230060375,-0.0355731225296,10.4181675741,0.420752286606,0.575319283551,0.244822997557,0.25298618406,0.0836174454208,0.087980030219,0.0767003858658,0.0778295933152,0.00673641067809,0.0966883607206,0.0249541548308,0.170040631405,0.136215471157,0.0618958034533,0.230868569468,0.0243084969246,0.0235258231178,0.0194914731234,1,1,0,0,0,0,0,1,2,0.116193961574,0.136962247586,0.743879472693,2,0.777777777778,0.461111111111,0.358641975309
002119_2026-06-12,2026-06-12,002119,1,0.586392572125,8,2,0.0543580131209,POSITIVE_NON_TARGET,0,0,0,2,3,3,3,3,20,0.099358974359,0.1,0.024358974359,1,0,0.00645161290323,0.238709677419,0.0687645687646,0.0220658778382,-0.068221574344,0.226229508197,0.0977564102564,-0.0303398058252,-0.0341492898157,2.71122392755,0.40562070951,0.54382849679,0.884017115486,0.887037647527,0.249524941732,0.257491035263,0.153949165095,0.150637417839,-0.0308816138002,0.129408438759,0.10325818079,0.212806558767,0.237273044017,0.208625295188,0.275491878517,0.0530663888062,0.03593342691,0.0177084602575,1,1,0,0,0,0,0,1,2,0.304489795918,0.091086786552,0.786811201445,2,1,0.40625,0.40625
000048_2026-06-12,2026-06-12,000048,2,0.570389237292,8,3,-0.0215053763441,LOSS,1,0,1,3,4,4,4,4,36,-0.0112187659357,0.0800611932687,-0.0356960734319,0,0,0.785087719298,0.00438596491228,0.107176581681,0,-0.0247550283651,0,0.115757266701,-0.0511791269443,-0.0410750507099,2.80282661896,0.593435670922,0.392426103561,1,1,0.248010571855,0.255293144718,0.127089799996,0.122174935987,-0.0594578485968,0.0830469644903,0.0824742268041,0.213058419244,0.196002782873,0.195370311808,0.291357940383,0.0583100981937,0.0419797021221,0.015851543531,1,1,0,0,0,0,0,1,3,0.297872340426,0.0622041920216,0.689466484268,3,0.857142857143,0.65625,0.5625
002409_2026-06-12,2026-06-12,002409,3,0.56486602319,8,2,0.0771077107711,TARGET7,0,1,0,2,2,3,2,3,19,0.0385728061716,0.0718789407314,-0.0135004821601,0,0,0.353821907013,0.0929866036249,0.0790166204986,0.00872269417476,-0.050139275766,0.0915605095541,0.0931681625992,-0.0163461538462,-0.0125482625483,1.45595428361,0.352703597555,0.647296402445,0.92629780994,0.929141274395,0.226558379779,0.234129498799,0.144684446438,0.140159945048,-0.0343019518154,0.0947841548948,0.0850703019526,0.189535381475,0.138047887179,0.127950161735,0.135458422448,0.0305230831877,0.0221471931144,0.0110187487052,1,1,0,0,0,0,0,1,2,0.129139072848,0.1275,0.710804020101,2,0.714285714286,0.4375,0.3125
002203_2026-06-15,2026-06-15,002203,1,0.553088870644,3,2,0.03625,POSITIVE_NON_TARGET,0,0,0,2,2,3,2,3,15,-0.018771331058,0.0878839590444,0.0575938566553,0,0,0.236666666667,0.166666666667,0.0259332023576,0.0882352941176,0.0778260869565,0.752808988764,0.113907849829,0.0139059304703,0.00405022276225,2.78502764242,0.646102114435,0.343351907256,0.349856280098,0.359611910862,0.50915281061,0.521860922515,0.0395349286848,0.0402027420099,0.021060229638,0.150134545792,0.0438897652408,0.183075067273,0.214005876592,0.101860920666,0.214719717758,0.0682989690722,0.0237128390234,0.00792690455612,1,1,0,0,0,0,0,1,2,0.301995798319,0.104810126582,0.909207161125,2,1,0.0833333333333,0.0833333333333
600067_2026-06-15,2026-06-15,600067,2,0.522420645657,3,2,0.0285714285714,POSITIVE_NON_TARGET,0,0,0,2,2,2,2,2,12,-0.00862068965517,0.0689655172414,0.0287356321839,0,0,0.378378378378,0.27027027027,0.0350404312668,0.0654761904762,0.0376811594203,0.628571428571,0.100574712644,-0.00278551532033,0,2.07132896484,0.690950000948,0.248702847515,0.608826676135,0.615435605357,0.33266604006,0.338317310605,0.0852691684241,0.0853889584422,0.00319772093982,0.120150187735,0.0481852315394,0.16395494368,0.153350515464,0.0792525773196,0.142492420616,0.0444444444444,0.0143790849673,0.00432692307692,1,1,0,0,0,0,0,1,2,0.189368770764,0.078431372549,0.844444444444,2,0.5,0.5,0.25
603014_2026-06-15,2026-06-15,603014,3,0.472858641154,3,2,0.111851637207,TARGET7,0,1,0,2,2,2,2,2,64,-0.0098549137695,-0.0098549137695,-0.0402408978921,0,0,0,0.393442622951,0.0306884158142,0.0209668025626,-0.0306884158142,0.393442622951,0.0500958116616,0.0144675925926,0.013587742122,1.3102302808,0.255228176296,0.744771823704,0.467300162525,0.471536979999,0,0,0.0526871503039,0.0525008719649,0.000367173357016,0.0628751591584,0.0410477172134,0.0965257988237,0.0813311538106,0.0591246954323,0.0392151050775,0.0308769298081,0.00374589808681,0.000711891555186,1,1,0,0,0,0,0,1,2,0.123717948718,0.0787841191067,0.784773060029,2,0,0.666666666667,0
601958_2026-06-16,2026-06-16,601958,1,0.592319763519,7,3,0.0439285714286,POSITIVE_NON_TARGET,0,0,1,3,3,5,3,5,6,0.00106875667973,0.0602066262914,0.0288564303527,0,0,0.330827067669,0.375939849624,0.0285906491759,0.0648967551622,0.0277580071174,0.674329501916,0.0929818311364,-0.00138312586445,0.0299572039943,3.05835201824,0.43991907427,0.505738266944,0.323141622544,0.329374439344,0.263122864768,0.268988498301,0.0374769425033,0.0371157369145,0.0105425892936,0.139160618492,0.0689491953298,0.173871883875,0.215897608622,0.140956551027,0.232870864461,0.0667339897332,0.0207133648474,0.0171294587612,1,1,0,0,0,0,0,1,3,0.388461538462,0.0979498861048,0.911646586345,3,1,0.357142857143,0.357142857143
001359_2026-06-16,2026-06-16,001359,2,0.584076635077,7,2,0.120841364284,TARGET7,0,1,0,2,2,2,2,2,116,0.0367416207043,0.0436147645312,0.0301230377599,0,0,0.125386996904,0.75386996904,0.0119638642468,0.0408985681214,-0.00638402357178,0.764423076923,0.0529486635554,-0.00426509186352,0.0028085246985,0.874809704836,0.503499408827,0.496500591173,0.166346567863,0.168262123669,0.29613405368,0.299228087078,0.0632620245876,0.0639106968733,0.0104794543514,0.124719746521,0.0796012525709,0.139450425244,0.202456418384,0.154219492868,0.208693834068,0.0410887555701,0.0303723056826,0.0107425167176,1,1,0,0,0,0,0,1,2,0.302295644711,0.0667996011964,0.953872932985,2,0.833333333333,0.392857142857,0.327380952381
000510_2026-06-16,2026-06-16,000510,3,0.572216002721,7,3,-0.0145310435931,LOSS,1,0,1,3,3,7,3,7,78,0.0323791647114,0.0924448615673,0.0769591740967,0,0,0.170984455959,0.336787564767,0.013751611517,0.0679385760819,0.0431818181818,0.820224719101,0.0835288596903,0.00481611208406,-0.00130548302872,2.99977117113,0.540901663398,0.439909322943,0.253655129343,0.258100655499,0.569358477255,0.577508887351,0.0716613820597,0.0729463699931,0.0163310915995,0.179948586118,0.0976863753213,0.196915167095,0.222435282838,0.13721103654,0.294927495345,0.0675082327113,0.0182784617888,0.0267060595528,1,1,0,0,0,0,0,1,3,0.367699642431,0.115014164306,0.956919060052,3,0.666666666667,0.107142857143,0.0714285714286
605198_2026-06-17,2026-06-17,605198,1,0.595347963081,17,3,-0.0212765957447,LOSS,1,0,1,3,3,4,3,4,74,0.00012753475322,0.0999872465247,0.0980742252264,1,0,0.0191570881226,0,0.00231884057971,0.0972966080082,0.0972966080082,0.974457215837,0.0998597117715,0.0484951870355,0.0172597233716,2.80432814978,0.713783254146,0.26936089183,0.179479950454,0.184033131004,0.585670444251,0.596556592792,0.0293394464883,0.0297633940598,0.0262725435838,0.197496522949,0.0906815020862,0.199582753825,0.329134441717,0.210577501968,0.43848833421,0.0738074613937,0.0505838469024,0.023862674159,1,1,0,0,0,0,0,1,3,0.409395973154,0.106002749351,0.994688385269,3,1,0.025,0.025
603256_2026-06-17,2026-06-17,603256,2,0.590493733946,17,2,0.12002451982,TARGET7,0,1,0,2,2,5,2,5,73,0.0176903200159,0.0971973762671,0.0292188431723,0,0,0.74347826087,0.130434782609,0.0557986870897,0.0228350189633,0.011328125,0.274193548387,0.0838004372888,0.00723622782446,-0.00204294029218,1.5122920122,0.557154953429,0.438335041669,0.744257765498,0.749497482345,0.107339899282,0.110811307785,0.0493604884353,0.0485111655948,-0.0130486368168,0.117856340996,0.0923818241481,0.191689262707,0.208209665677,0.180676112076,0.306127802764,0.0556532995433,0.0295631116941,0.0295806507743,1,1,0,0,0,0,0,1,2,0.248673676088,0.0953735389538,0.805681818182,2,0.9375,0.775,0.7265625
