event_id,code,signal_date,board_streak_before_break,D0,d1_close_to_ma5_raw,d1_close_to_ma10_raw,d1_close_to_ma20,d1_ma5_slope,d1_ma10_slope,recent_7d_cumulative_return,recent_7d_max_drawdown,recent_7d_close_position,d1_low_to_close_recovery,d1_close_location,d1_close_to_vwap_raw,d1_high_to_close_drawdown_raw,d1_afternoon_return,d1_last_hour_return,intraday_low_time_fraction,d1_up_bar_volume_ratio,down_bar_volume_ratio,late_day_sell_volume_ratio,high_zone_volume_ratio,amount_above_d1_close_ratio,volume_above_d1_close_ratio,post_low_volume_share,tier_cohort_size,tier_peer_count_ex_self,tier_peer_advance_count_d1,tier_peer_advance_rate_d1,tier_peer_break_count_d1,tier_peer_break_rate_d1,tier_peer_mean_d1_close_return,tier_peer_max_d1_close_return,subject_d1_close_return_vs_tier_mean,subject_d1_close_return_percentile_in_tier
000889_2026-05-08,000889,2026-05-08,2,2026-05-07,0.0885311871227,0.127553147145,0.164317228021,0.0205338809035,0.015879737455,0.213004484305,0.122489959839,0.694267515924,0.011214953271,0.111111111111,-0.0254007649176,0.081494057725,-0.0127737226277,-0.00551470588235,0.382978723404,0.259712540108,0.656329759861,0.0764600146669,0,0.95450117234,0.953066567725,0.307253173177,16,15,4,0.266666666667,11,0.733333333333,0.0293478586703,0.10036900369,-0.0169995988118,0.28125
000967_2026-05-08,000967,2026-05-08,2,2026-05-07,0.0819062790389,0.142016394591,0.250671372669,0.0289577926513,0.0203746068058,0.264546159814,0.0985820391627,0.82863340564,0.024512884978,0.330508474576,-0.00840376557206,0.0462258630778,-0.00122549019608,0.00866336633663,0,0.551498923023,0.434436190084,0.06108600954,0.29212022954,0.674284284716,0.668364992698,1,16,15,4,0.266666666667,11,0.733333333333,0.0305827329403,0.10036900369,-0.0355227128624,0.21875
002217_2026-05-08,002217,2026-05-08,2,2026-05-07,0.0672059738643,0.128289473684,0.2158808933,0.0288092189501,0.0150250417362,0.158783783784,0.125766871166,0.758241758242,0.0058651026393,0.0952380952381,-0.0187744380916,0.0524861878453,-0.0171919770774,-0.00290697674419,0.276595744681,0.205575158129,0.683743735131,0.0572705939762,0,0.916677367192,0.9149827529,0.337839729635,16,15,4,0.266666666667,11,0.733333333333,0.031428855555,0.10036900369,-0.0482145520828,0.15625
002903_2026-05-08,002903,2026-05-08,2,2026-05-07,0.121056706019,0.257735316469,0.357531016098,0.0672863413375,0.035845820799,0.407654921021,0.0461313868613,0.892816419612,0.0531818181818,0.555819477435,-0.00979234291859,0.0387886330637,-0.0207100591716,-0.0079212160137,0,0.549505979824,0.450494020176,0.10598164837,0.360170144483,0.912236993113,0.911335923689,1,16,15,4,0.266666666667,11,0.733333333333,0.0284443354312,0.10036900369,-0.00344675022526,0.53125
003041_2026-05-08,003041,2026-05-08,2,2026-05-07,0.107513176479,0.0979628775848,0.164971147488,0.0294336678606,0.020208003066,0.0334297653488,0.22485389111,0.858554663372,0.0159582872492,0.306990881459,-0.00815220821966,0.0342445178732,-0.0125921375921,-0.000310945273632,0,0.58871891508,0.403533021338,0.107360899541,0.160102733584,0.863687799536,0.861933811449,1,16,15,4,0.266666666667,11,0.733333333333,0.029149149982,0.10036900369,-0.0140189684866,0.34375
600396_2026-05-08,600396,2026-05-08,2,2026-05-07,0.116696588869,0.189406252988,0.386999665515,0.0303366629671,0.0429796569605,0.229249011858,0.146017699115,0.837953091684,0.017170891251,0.216494845361,-0.0224060992362,0.0575757575758,-0.0126984126984,-0.0126984126984,0.297872340426,0.604044585947,0.321447941892,0.0774076843172,0.257773042507,0.932154754002,0.930146416224,0.331573749845,16,15,4,0.266666666667,11,0.733333333333,0.0276510777773,0.10036900369,0.00845211458382,0.71875
600673_2026-05-08,600673,2026-05-08,2,2026-05-07,0.048840754955,0.115615825528,0.158301158301,0.0363973192394,0.0206906392694,0.228448275862,0.0714452486575,0.729205175601,0.00251256281407,0.03300330033,-0.0217131358907,0.0684099929956,-0.0273037542662,-0.00943396226415,1,0.391856016282,0.598858126684,0.0756376299712,0,0.961913691922,0.961040940088,0.0214073366794,16,15,4,0.266666666667,11,0.733333333333,0.0346561884214,0.10036900369,-0.0966245450784,0.03125
600719_2026-05-08,600719,2026-05-08,2,2026-05-07,0.0706713780919,0.139954853273,0.213861253923,0.0361239931657,0.0230946882217,0.21686746988,0.0430379746835,0.613418530351,0.00331125827815,0.0252100840336,-0.0430531589208,0.113170731707,-0.021528525296,-0.00438116100767,0.851063829787,0.489054017954,0.414835650729,0.0805328845291,0,0.981491230914,0.980693050109,0.138122481913,16,15,4,0.266666666667,11,0.733333333333,0.0321566451783,0.10036900369,-0.0591313964325,0.09375
603158_2026-05-08,603158,2026-05-08,2,2026-05-07,0.11736560653,0.148311519271,0.178872350692,0.0381300219138,0.021117920697,0.183308494784,0.0901225666907,0.840206185567,0.0199100834939,0.344444444444,-0.011174903979,0.0358227079539,-0.0154990700558,-0.000629326620516,0,0.554201239781,0.399157527606,0.082377433628,0.248219829238,0.6903514576,0.687803544001,1,16,15,4,0.266666666667,11,0.733333333333,0.0281956949333,0.10036900369,0.000282857243579,0.59375
603256_2026-05-08,603256,2026-05-08,2,2026-05-07,0.121498847388,0.240572995225,0.39253826978,0.0628032474499,0.0366719651681,0.399022648247,0.0784281213729,0.952858361775,0.0633571428571,0.806363636364,0.00977254668164,0.0141059602649,0.00928813559322,0.00343758425452,0,0.529996417815,0.454063130665,0.0730232504734,0.546134547757,0.139306786897,0.13753791693,1,16,15,4,0.266666666667,11,0.733333333333,0.0278935006178,0.10036900369,0.00481577197516,0.65625
603316_2026-05-08,603316,2026-05-08,2,2026-05-07,0.0985543827444,0.163426488457,0.223290427673,0.0408406973967,0.0215988083416,0.232303732304,0.112527716186,0.929824561404,0.0284640171858,0.646341463415,0.00529084814675,0.0149176954733,0.00261780104712,0.00261780104712,0,0.637374482374,0.346784315026,0.0659501463328,0.0583744374388,0.240845376816,0.239270237641,1,16,15,4,0.266666666667,11,0.733333333333,0.0291062977031,0.10036900369,-0.0133761843033,0.40625
000720_2026-05-11,000720,2026-05-11,2,2026-05-08,0.124180485924,0.184477854531,0.156401864524,0.0493727235937,0.0165220983065,0.292682926829,0.042735042735,0.875,0.0410714285714,0.547619047619,0.00480259601676,0.031561461794,0.00690846286701,0.0156794425087,0,0.405117129212,0.532753324657,0.0343092961413,0.0918280580288,0.392725028123,0.386638337358,1,13,12,5,0.416666666667,7,0.583333333333,0.0354003580093,0.100201748487,-0.00996534331315,0.5
002031_2026-05-11,002031,2026-05-11,2,2026-05-08,0.124187054816,0.187050359712,0.18337408313,0.0528203456146,0.0200133422282,0.287234042553,0.0656303972366,0.844748858447,0.0225352112676,0.333333333333,-0.00239828921509,0.0422163588391,-0.00411522633745,0.00693481276006,0.0212765957447,0.471251236587,0.444903388034,0.0720296786919,0.0897729838393,0.522848479043,0.520125850284,0.793783462769,13,12,5,0.416666666667,7,0.583333333333,0.0350900211361,0.100201748487,-0.00624130083517,0.576923076923
002317_2026-05-11,002317,2026-05-11,2,2026-05-08,0.0871052888845,0.136375249093,0.169295478444,0.0387935411801,0.020279428631,0.176097303014,0.0655314757482,0.808219178082,0.0286771507863,0.449275362319,-0.00761669044851,0.0330434782609,-0.0189677988531,-0.0111160515785,0.0212765957447,0.392913181887,0.565671741896,0.0955552949815,0.0336221504579,0.69300974879,0.69049738383,0.814265302393,13,12,5,0.416666666667,7,0.583333333333,0.0385598781022,0.100201748487,-0.047879584428,0.192307692308
002655_2026-05-11,002655,2026-05-11,2,2026-05-08,0.0353564108404,0.173187961679,0.362350869964,0.0333588280285,0.039953035894,0.303117162307,0.100025387154,0.692407527579,0.025952045134,0.162831858407,-0.0283556325465,0.115085158151,-0.0202047413793,-0.00246845858475,0.404255319149,0.26355129499,0.720651173584,0.0592183514962,0.200814708492,0.673936062157,0.66212182567,0.243871136323,13,12,5,0.416666666667,7,0.583333333333,0.0438398392428,0.100201748487,-0.111239118115,0.0384615384615
002929_2026-05-11,002929,2026-05-11,2,2026-05-08,0.105086386019,0.232931089235,0.284001653576,0.0713566919769,0.034494086728,0.412331757003,0.050236482168,0.901132075472,0.0446656800753,0.56462585034,0.00743790437411,0.0319162199227,0.00154778795305,0.00608966053382,0.0425531914894,0.432408415481,0.567591584519,0.0347138181501,0.0923777637842,0.182301396075,0.179002807568,0.673086990417,13,12,5,0.416666666667,7,0.583333333333,0.038068575089,0.100201748487,-0.0419839482694,0.269230769231
002930_2026-05-11,002930,2026-05-11,2,2026-05-08,0.111339078101,0.193887297039,0.201123512455,0.0539137955889,0.0244618395303,0.293789808917,0.0502549162418,0.940758293839,0.0593220338983,0.784482758621,0.0282044087805,0.0151515151515,0.0265319014529,0.0130922693267,0.0212765957447,0.636995334019,0.307796602921,0.0836877027039,0.0963548394995,0.0996567509465,0.0963548394995,0.809592242647,13,12,5,0.416666666667,7,0.583333333333,0.0363597163504,0.100201748487,-0.0214776434065,0.423076923077
600130_2026-05-11,600130,2026-05-11,3,2026-05-08,0.160458452722,0.263157894737,0.33622022889,0.0721966205837,0.0376213592233,0.358490566038,0.0878048780488,0.872246696035,0.134851138354,0.72641509434,0.00566026050194,0.0428360413589,-0.0428360413589,-0.013698630137,0,0.315898528401,0.523275376081,0.0607597364956,0.506918523833,0.514323063605,0.496189895098,1,4,3,1,0.333333333333,2,0.666666666667,0.0400940867592,0.0992779783394,0.0101733373696,0.625
600936_2026-05-11,600936,2026-05-11,2,2026-05-08,0.0911424903723,0.174303476859,0.208530805687,0.0451699463327,0.0259862981337,0.281407035176,0.0193423597679,0.666666666667,0.00591715976331,0.0483870967742,-0.0320844324308,0.103690685413,-0.0173410404624,0,0.617021276596,0.610271191915,0.31050454664,0.0664128500275,0,0.912900016692,0.909741053129,0.185005282472,13,12,5,0.416666666667,7,0.583333333333,0.0385790431141,0.100201748487,-0.0481095645707,0.115384615385
603278_2026-05-11,603278,2026-05-11,3,2026-05-08,0.139907916233,0.199499882785,0.260055820062,0.0583149952845,0.020169005102,0.341783216783,0.101328903654,0.811827956989,0.0630193905817,0.464285714286,-0.0166300065074,0.0640243902439,-0.0160256410256,0.0206117021277,0.0212765957447,0.275622170752,0.724377829248,0.0887298788169,0.284150887125,0.521197547186,0.511902272907,0.792292854826,4,3,1,0.333333333333,2,0.666666666667,0.0481434670518,0.0992779783394,-0.0139748035082,0.375
603618_2026-05-11,603618,2026-05-11,3,2026-05-08,0.107022021725,0.168070647919,0.3223433484,0.0487425298805,0.0281730954987,0.283551273228,0.0819672131148,0.779411764706,0.0507042253521,0.445544554455,0.00700826634123,0.0566514921598,0.0335272928789,0.0122116689281,0.382978723404,0.413481859573,0.580805927966,0.0415231013161,0,0.294700928428,0.286719705856,0.360294578827,4,3,1,0.333333333333,2,0.666666666667,0.0608156368774,0.0992779783394,-0.051991312985,0.125
603636_2026-05-11,603636,2026-05-11,2,2026-05-08,0.0954554475094,0.161371765201,0.178354146654,0.0445688225539,0.0205045625335,0.258836944128,0.0385887541345,0.707317073171,0.00363636363636,0.04,-0.0317267211994,0.08,-0.0238726790451,-0.0134048257373,0.617021276596,0.227389987314,0.693931277188,0.0277218153092,0,0.982634002332,0.982034162796,0.208884146436,13,12,5,0.416666666667,7,0.583333333333,0.0379757912995,0.100201748487,-0.0408705427962,0.346153846154
002030_2026-05-12,002030,2026-05-12,2,2026-05-11,0.0436893203883,0.112368633791,0.138036556116,0.0345260514752,0.018274613105,0.188255613126,0.058904109589,0.56038647343,0,0,-0.0663309534892,0.115681233933,-0.0404463040446,-0.0549450549451,1,0.465886337263,0.521263024996,0.117826835844,0.320817996649,1,1,0.0249310386568,12,11,4,0.363636363636,7,0.636363636364,0.0221453368415,0.10101010101,-0.0730396181321,0.0416666666667
002281_2026-05-12,002281,2026-05-12,2,2026-05-11,0.124291389546,0.280592822325,0.474208664543,0.0682083681011,0.0464330604454,0.516519906676,0.0713202779533,0.908635794743,0.0333333333333,0.471014492754,0.00524777367881,0.0349616858238,0.0140915953699,0.00188941925219,0.0212765957447,0.423753088564,0.576246911436,0.0567509300593,0.095749658991,0.282019111343,0.277275747001,0.864374166533,12,11,4,0.363636363636,7,0.636363636364,0.0156756347453,0.10101010101,-0.001872895074,0.625
002865_2026-05-12,002865,2026-05-12,2,2026-05-11,0.0910236220472,0.213735108619,0.289474010746,0.0513709214535,0.033234378394,0.352068696331,0.0680919193822,0.844897959184,0.0501212611156,0.482490272374,0.00243247159737,0.0487001098499,-0.0045023469681,0.000866801502456,0.0851063829787,0.364819491817,0.635180508183,0.0404437216332,0,0.222351621837,0.219813441302,0.587673034326,12,11,4,0.363636363636,7,0.636363636364,0.018849915429,0.10101010101,-0.0367899825946,0.458333333333
600078_2026-05-12,600078,2026-05-12,2,2026-05-11,0.0413830656139,0.0998490403278,0.145509676936,0.0292840128906,0.0188969457262,0.145209580838,0.114346590909,0.72193877551,0.0152621101526,0.190082644628,-0.0126508146691,0.0601965601966,0.00262123197903,0.0119047619048,0.808510638298,0.267418665913,0.642311733303,0.0732895213056,0,0.672023392051,0.665296165427,0.121776136682,12,11,4,0.363636363636,7,0.636363636364,0.0221241593255,0.10101010101,-0.0728066654569,0.125
600234_2026-05-12,600234,2026-05-12,2,2026-05-11,0.059319034473,0.151729711009,0.305874910011,0.0407396493296,0.0251686457059,0.247083333333,0.0883380997776,0.758660508083,0.0414057063326,0.362804878049,0.000366602075771,0.0652717051843,0.0228981544771,0.0145762711864,0.170212765957,0.344630016792,0.619342297439,0.0349823739076,0,0.334814394607,0.326329123609,0.438144546271,12,11,4,0.363636363636,7,0.636363636364,0.0213636320729,0.10101010101,-0.0644408656781,0.208333333333
600545_2026-05-12,600545,2026-05-12,2,2026-05-11,0.102675343456,0.159475384908,0.280705437749,0.0457466918715,0.0352223534042,0.123388581952,0.138181818182,0.824242424242,0.0951526032316,0.654320987654,0.0150087276665,0.0438871473354,0.0321489001692,-0.00163666121113,0,0.489711669531,0.449765325931,0.121641639014,0.218912925689,0.347092312672,0.337687244316,1,12,11,4,0.363636363636,7,0.636363636364,0.0163148907832,0.10101010101,-0.00890471149072,0.541666666667
600748_2026-05-12,600748,2026-05-12,2,2026-05-11,0.0722100656455,0.0800881704629,0.0891914420672,0.021609538003,0.00740192450037,0.0749542961609,0.103260869565,0.704545454545,0.0173010380623,0.217391304348,-0.0223512878011,0.0576923076923,-0.00675675675676,-0.0134228187919,0,0.288354898664,0.621402786024,0.0982010816188,0.16895009819,0.988670171527,0.988403213518,1,12,11,4,0.363636363636,7,0.636363636364,0.019176370961,0.10101010101,-0.0403809934473,0.375
603459_2026-05-12,603459,2026-05-12,3,2026-05-11,0.1532655233,0.305047959112,0.384586815227,0.084460547504,0.050205144042,0.51004536617,0.0280360041316,0.872150903851,0.0391347976363,0.418355184744,-0.0176973384515,0.0497553017945,-0.0121886592475,-0.0199789695058,0.489361702128,0.503089144596,0.465920726088,0.145067616103,0.382297118981,0.908466813171,0.906864968315,0.80818340431,5,4,2,0.5,2,0.5,0.0720027696194,0.0999342537804,-0.0213527764851,0.3
603738_2026-05-12,603738,2026-05-12,3,2026-05-11,0.156912059338,0.269202890079,0.481521917135,0.0730000457394,0.0421062891396,0.363134103466,0.0713235294118,0.964464464464,0.100790914622,0.875,0.0289729749774,0.0129114384434,0.0299810246679,-0.0078596234692,0,0.458757302317,0.541242697683,0.0644921714936,0.292411954861,0.114696379683,0.111067021594,1,5,4,2,0.5,2,0.5,0.0709056565222,0.0999342537804,-0.0169643240961,0.5
605006_2026-05-12,605006,2026-05-12,3,2026-05-11,0.147507767121,0.301616486631,0.442275042445,0.0771133420631,0.0511354485424,0.400659521847,0.0849633251834,0.891271056662,0.132666666667,0.753787878788,0.043049278086,0.0368480725624,0.0494132180358,-0.00234879624193,0,0.470618132282,0.499386834778,0.0302193470023,0.193279157433,0.130075751318,0.124058923068,1,5,4,2,0.5,2,0.5,0.0737035800084,0.0999342537804,-0.0281560180409,0.1
605189_2026-05-12,605189,2026-05-12,2,2026-05-11,0.0748231653404,0.0895748137359,0.0978156572783,0.0284155489884,0.00950065034214,0.0920830993824,0.106347438753,0.714285714286,0.0215336134454,0.236994219653,-0.00669271741697,0.0635532017333,0.0103896103896,0.00568769389866,0,0.431250188276,0.54352945409,0.0541912948165,0,0.361785313589,0.362037940674,1,12,11,4,0.363636363636,7,0.636363636364,0.0192821379335,0.10101010101,-0.0415444301446,0.291666666667
000029_2026-05-13,000029,2026-05-13,2,2026-05-12,0.107424305268,0.186719409752,0.25469924812,0.0483520306114,0.0298910555708,0.255879586077,0.0285188592456,0.884773662551,0.0190839694656,0.384615384615,-0.00653259525994,0.0290909090909,0.00375939849624,0.00375939849624,0.31914893617,0.547880678357,0.418498674937,0.0687850489582,0.328816084112,0.692389420169,0.688121522996,0.339775913651,10,9,3,0.333333333333,6,0.666666666667,0.0394609841591,0.100371747212,-0.0283801179063,0.45
000672_2026-05-13,000672,2026-05-13,2,2026-05-12,0.0931945149822,0.171827152093,0.22357622482,0.0367250230354,0.0246130246827,0.23,0.0505050505051,0.846464646465,0.00291205591147,0.0617283950617,-0.0143926684955,0.0422691879867,-0.0131805157593,-0.0137457044674,1,0.334426478744,0.620221581458,0.162288234769,0.146755886053,1,1,0.0448340136751,10,9,3,0.333333333333,6,0.666666666667,0.0400831209493,0.100371747212,-0.0339793490173,0.25
001211_2026-05-13,001211,2026-05-13,2,2026-05-12,0.0851037549407,0.181547152048,0.378471677389,0.0416881111683,0.042434863886,0.263120057513,0.0554621848739,0.699312714777,0.0390301596688,0.280056577086,0.00361252727095,0.088062283737,0.0084178304955,0.0156069364162,0.0851063829787,0.344924017901,0.651177349545,0.048005662014,0,0.373782513671,0.363915606601,0.585132264858,10,9,3,0.333333333333,6,0.666666666667,0.0420847390845,0.100371747212,-0.0519939122349,0.05
600076_2026-05-13,600076,2026-05-13,3,2026-05-12,0.0910962429233,0.166116611661,0.191178536311,0.0480043149946,0.0259593679458,0.273273273273,0.0662824207493,0.763358778626,0.0316301703163,0.302325581395,-0.019335008367,0.0660792951542,-0.0407239819005,-0.0139534883721,0,0.306163143289,0.666822497129,0.126507026596,0.0930599595671,0.802315422538,0.796262665798,1,4,3,2,0.666666666667,1,0.333333333333,0.041200770313,0.1,-0.0515427795696,0.375
600488_2026-05-13,600488,2026-05-13,2,2026-05-12,0.0899182561308,0.155883769465,0.145129224652,0.0409706901986,0.0176441757883,0.263157894737,0.0686900958466,0.697368421053,0.0112359550562,0.105263157895,-0.0365314801027,0.0862944162437,-0.0637191157347,-0.00962861072902,1,0.539690565842,0.441251438794,0.0911874883758,0.0523068684381,0.934768616561,0.9319525775,0.0336041685054,10,9,3,0.333333333333,6,0.666666666667,0.0412600933401,0.100371747212,-0.044572100535,0.15
600683_2026-05-13,600683,2026-05-13,3,2026-05-12,0.047308319739,0.187935607229,0.39041293676,0.04893908282,0.0354451398646,0.328275862069,0.0992805755396,0.671775223499,0.0255591054313,0.162711864407,-0.0195955385935,0.113667740451,0.00051948051948,-0.0061919504644,0.212765957447,0.281818084371,0.66673535004,0.0648094290098,0,0.68558410729,0.676110484625,0.450122849281,4,3,2,0.666666666667,1,0.333333333333,0.057446122655,0.1,-0.100278836596,0.125
600869_2026-05-13,600869,2026-05-13,2,2026-05-12,0.0955456358629,0.198192583359,0.324491904926,0.0480788373482,0.0368894393882,0.357857563273,0.0342185903984,0.933947772657,0.0267022696929,0.606060606061,0.00512429540056,0.0166240409207,0.00522875816993,0.00304347826087,0.127659574468,0.638595781284,0.336710573246,0.0543255521204,0,0.356021399451,0.354931536854,0.551185428951,10,9,3,0.333333333333,6,0.666666666667,0.039516977385,0.100371747212,-0.0288840569391,0.35
603061_2026-05-13,603061,2026-05-13,2,2026-05-12,0.116210276046,0.181164269598,0.188216424609,0.0470228963441,0.0279717913825,0.267412203257,0.0574074074074,0.910209102091,0.0534555298262,0.692730346577,0.0206119220321,0.0220122929724,0.0374510181795,0.00198535798486,0.425531914894,0.602703660366,0.385834235194,0.0609774800263,0.235279293087,0.144092875005,0.140421365958,0.389587716744,10,9,3,0.333333333333,6,0.666666666667,0.0369711645966,0.100371747212,-0.00597174184327,0.55
603269_2026-05-13,603269,2026-05-13,2,2026-05-12,0.126341515248,0.249926301515,0.308843957401,0.0536274070757,0.0397229203703,0.42091152815,0.0636630754163,0.955555555556,0.101298701299,0.870535714286,0.0193995503601,0.0134946486738,0.00664767331434,0.000471920717319,0,0.672802780136,0.319171141232,0.0676462069314,0.577094661357,0.199556717667,0.195356694043,1,10,9,3,0.333333333333,6,0.666666666667,0.0360976146668,0.100371747212,0.00189020752464,0.65
000601_2026-05-14,000601,2026-05-14,2,2026-05-13,0.0331408486066,0.111411208643,0.152015677492,0.0268110337716,0.018009348364,0.182471264368,0.0842696629213,0.501597444089,0.00857843137255,0.0429447852761,-0.0741110875049,0.159346271706,-0.0340375586854,-0.0120048019208,0.68085106383,0.323547819002,0.666987378054,0.06572260721,0,0.971232974195,0.968921669265,0.131390277058,9,8,3,0.375,5,0.625,0.00842775268857,0.100009533797,-0.07440769028,0.388888888889
000767_2026-05-14,000767,2026-05-14,2,2026-05-13,0.0275470048098,0.0973616623862,0.143691446648,0.0182546749777,0.0200047630388,0.15763546798,0.0859375,0.488888888889,0.00213219616205,0.010752688172,-0.0848647591774,0.163701067616,-0.0349075975359,-0.00423728813559,0.957446808511,0.25463772585,0.724878547753,0.0485606337033,0.305800985409,0.988102959288,0.987021293333,0.0402101815743,9,8,3,0.375,5,0.625,0.00927154657902,0.100009533797,-0.0811580414036,0.166666666667
000925_2026-05-14,000925,2026-05-14,2,2026-05-13,0.00832387438517,0.0505568148221,0.179790825079,0.0145873320537,0.00535024274249,0.066,0.0996621621622,0.547892720307,0,0,-0.0221381075477,0.0681818181818,0,0,0.0851063829787,0.0710503652078,0.820707670215,0,0,1,1,0.418339318341,9,8,3,0.375,5,0.625,0.0114754105993,0.100009533797,-0.0987889535657,0.0555555555556
002498_2026-05-14,002498,2026-05-14,2,2026-05-13,0.0275359384491,0.0839384878257,0.118765500138,0.0177209973212,0.0165002171081,0.125277161863,0.0808356039964,0.461805555556,0.00296442687747,0.0189873417722,-0.0707714488165,0.132478632479,-0.0379146919431,-0.0164728682171,1,0.173726567145,0.782128697743,0.148494129535,0.310701588569,1,1,0.0269667498806,9,8,3,0.375,5,0.625,0.00878149137353,0.100009533797,-0.0772375997596,0.277777777778
600172_2026-05-14,600172,2026-05-14,3,2026-05-13,0.113935969868,0.239392352017,0.300929235168,0.0596687287966,0.0379512831666,0.348916761688,0.035595105673,0.837905236908,0.0233564013841,0.29347826087,-0.0218162334513,0.0520833333333,-0.0459677419355,-0.0327064595258,0.0212765957447,0.517411303993,0.460560328676,0.179937439461,0.44451407154,0.948317362974,0.947102520536,0.817262449766,3,2,1,0.5,1,0.5,0.0524154589372,0.1,-0.0355067023545,0.166666666667
600396_2026-05-14,600396,2026-05-14,3,2026-05-13,0.118730670969,0.2956474344,0.565749235474,0.0665423777427,0.053482076942,0.525206232814,0.0548245614035,0.812887236679,0.04,0.297674418605,-0.0303003021182,0.0831955922865,-0.0101130279595,0.00180614087899,0.255319148936,0.325609653069,0.651105812664,0.0828733204487,0.199871199353,0.964076658225,0.962798006189,0.385603650135,3,2,1,0.5,1,0.5,0.0495777027027,0.1,-0.0298311898855,0.5
603070_2026-05-14,603070,2026-05-14,2,2026-05-13,0.080483682226,0.120474617407,0.109997996394,0.0380618167094,0.0112489773657,0.2096069869,0.0358612580835,0.590998043053,0.0127970749543,0.0913043478261,-0.0562388872128,0.111704970604,-0.0567536889898,-0.0223529411765,0.978723404255,0.290017728205,0.671346367109,0.0912482985348,0,0.963365704672,0.961025651182,0.0433239826651,9,8,3,0.375,5,0.625,0.00188360152832,0.100009533797,-0.0220544809979,0.5
603203_2026-05-14,603203,2026-05-14,2,2026-05-13,0.147835044223,0.246744728872,0.323639342584,0.0596582354712,0.032628832095,0.355779316132,0.0534954407295,0.85455412494,0.0579472908823,0.53717754173,0.00598029267053,0.0450650118203,0.0390675241158,-0.000463965357253,0.297872340426,0.528817798659,0.471182201341,0.103626478457,0.111201301042,0.579718556377,0.569037149457,0.444198386886,9,8,3,0.375,5,0.625,-0.00728010061036,0.100009533797,0.0512551361115,0.611111111111
001210_2026-05-15,001210,2026-05-15,2,2026-05-14,0.130359949113,0.243619298534,0.33474716681,0.0603031024359,0.040610006854,0.339095744681,0.0687074829932,0.94668117519,0.100546448087,0.849230769231,0.0277479482033,0.0159609120521,-0.001982160555,0.0377877018207,0,0.640211827117,0.352266121548,0.0400684425514,0.285853413459,0.15740899975,0.153567568844,1,10,9,2,0.222222222222,7,0.777777777778,-0.00185467375947,0.100470957614,0.0264651247509,0.55
001223_2026-05-15,001223,2026-05-15,2,2026-05-14,0.0788920489675,0.151093373792,0.185612977196,0.0345401048996,0.0262320606553,0.199724991406,0.0738157040883,0.803931987248,0.0111545704766,0.17264573991,-0.0172812109561,0.0502109130494,-0.020350877193,-0.00257216347528,0,0.533278098932,0.438797145386,0.120364547047,0.0985067881823,0.893903677988,0.892085789067,1,10,9,2,0.222222222222,7,0.777777777778,0.00272948103664,0.100470957614,-0.0147922684141,0.45
002208_2026-05-15,002208,2026-05-15,3,2026-05-14,0.15603073839,0.304020100503,0.456688769603,0.0797258297258,0.0527011836276,0.418032786885,0.059452237809,0.874045801527,0.10956707643,0.674342105263,0.0270506574033,0.0455172413793,0.0176470588235,0.0338645418327,0,0.502464285312,0.482143389478,0.0798491152659,0.0924761847618,0.143662164262,0.138472781873,1,3,2,0,0,2,1,-0.0563331532541,-0.0165539954932,0.069878667826,0.833333333333
002782_2026-05-15,002782,2026-05-15,2,2026-05-14,0.0503056335701,0.150991219336,0.16065723414,0.040749656121,0.0295913136679,0.232670867668,0.0746924428822,0.788005578801,0.0212851405622,0.258536585366,-0.00603009850211,0.056400742115,-0.0081903276131,0.00673000791766,0.127659574468,0.478296354024,0.51075568561,0.070500752059,0,0.636203217029,0.631590166471,0.582346928598,10,9,2,0.222222222222,7,0.777777777778,0.00672888921231,0.100470957614,-0.0507869419951,0.35
002940_2026-05-15,002940,2026-05-15,2,2026-05-14,0.155264564404,0.227323055958,0.186284867527,0.063974978675,0.0228836939161,0.32,0.0602615122229,0.937913907285,0.0810202550638,0.828644501279,0.0284216118727,0.0152619589977,0.0342105263158,-0.00597838583582,0.0212765957447,0.507964492835,0.466088520444,0.027627258521,0.336650506935,0.194008777594,0.18814067055,0.767983661275,10,9,2,0.222222222222,7,0.777777777778,-0.00755589277132,0.100470957614,0.0777760958576,0.75
600156_2026-05-15,600156,2026-05-15,2,2026-05-14,0.023277612873,0.0838090510466,0.220705399991,0.0186187141948,0.0250169606513,0.113945578231,0.123475609756,0.455531453362,0.025841816758,0.116197183099,-0.0949120001241,0.160794362588,-0.0669515669516,-0.0252976190476,0.808510638298,0.394600507475,0.591520806425,0.0903048999908,0.383223962078,0.910304341977,0.899563611238,0.124528615434,10,9,2,0.222222222222,7,0.777777777778,0.00974151275366,0.100470957614,-0.0779005538673,0.25
600857_2026-05-15,600857,2026-05-15,2,2026-05-14,0.0051806015254,0.0508500075222,0.100910201348,0.0160842228396,0.013571210735,0.0871595330739,0.0998711340206,0.476821192053,0,0,-0.0206133292188,0.101607717042,-0.00498575498575,-0.0028551034975,0.127659574468,0.233948834667,0.694819023955,0.0442823542708,0,1,1,0.556556756802,10,9,2,0.222222222222,7,0.777777777778,0.0123033433993,0.100470957614,-0.100957029678,0.15
