event_id,code,signal_date,board_streak_before_break,D0,d1_close_to_ma5_raw,d1_close_to_ma10_raw,d1_close_to_ma20,d1_ma5_slope,d1_ma10_slope,recent_7d_cumulative_return,recent_7d_max_drawdown,recent_7d_close_position,d1_low_to_close_recovery,d1_close_location,d1_close_to_vwap_raw,d1_high_to_close_drawdown_raw,d1_afternoon_return,d1_last_hour_return,intraday_low_time_fraction,d1_up_bar_volume_ratio,down_bar_volume_ratio,late_day_sell_volume_ratio,high_zone_volume_ratio,amount_above_d1_close_ratio,volume_above_d1_close_ratio,post_low_volume_share,tier_cohort_size,tier_peer_count_ex_self,tier_peer_advance_count_d1,tier_peer_advance_rate_d1,tier_peer_break_count_d1,tier_peer_break_rate_d1,tier_peer_mean_d1_close_return,tier_peer_max_d1_close_return,subject_d1_close_return_vs_tier_mean,subject_d1_close_return_percentile_in_tier
002149_2026-05-07,002149,2026-05-07,2,2026-05-06,0.14375116757,0.172293847332,0.299951342505,0.0510160672797,0.0214985412286,0.268911917098,0.126984126984,0.942346938776,0.0450924608819,0.742388758782,0.0149636846935,0.0147512404452,-0.0114370290635,0.00616269515201,0,0.470713476485,0.529286523515,0.0781190489527,0.223731871499,0.186785107113,0.183538041607,1,11,10,2,0.2,8,0.8,0.0318074888392,0.100097370983,0.0180611720805,0.681818181818
002158_2026-05-07,002158,2026-05-07,2,2026-05-06,0.138289539272,0.187945897741,0.252890230043,0.044244497323,0.0271755725191,0.241553398058,0.0698282300224,0.838479809976,0.0603648424544,0.577777777778,0.00164729077805,0.0399399399399,-0.0132716049383,-0.00124960949703,0,0.571242635962,0.391877329972,0.0867640788568,0.314982624079,0.657356652873,0.649764881335,1,11,10,2,0.2,8,0.8,0.0317066097208,0.100097370983,0.0190699632646,0.772727272727
002181_2026-05-07,002181,2026-05-07,2,2026-05-06,0.130981150314,0.251086012163,0.334711774981,0.0558816024496,0.031717575674,0.435582822086,0.047907822923,0.853351955307,0.0510948905109,0.481481481481,0.00625013956364,0.0497461928934,-0.0300518134715,-0.00372538584353,0.0425531914894,0.468397655348,0.525122755887,0.134636622547,0.107853600262,0.526327321544,0.519189230209,0.742661198108,11,10,2,0.2,8,0.8,0.0337776127379,0.100097370983,-0.00164006690719,0.409090909091
002453_2026-05-07,002453,2026-05-07,2,2026-05-06,0.129603399433,0.209020276672,0.244392432222,0.0553064275037,0.0294576667967,0.310061601643,0.0909090909091,0.811594202899,0.0528052805281,0.457142857143,0.0217031491275,0.0562130177515,0.0175438596491,0.047619047619,0,0.400979304641,0.530600118308,0.140387114707,0,0.258621210564,0.248106812825,1,11,10,2,0.2,8,0.8,0.0335714010117,0.100097370983,0.000422050354729,0.5
002640_2026-05-07,002640,2026-05-07,2,2026-05-06,0.120501635769,0.168609610463,0.168941979522,0.046803652968,0.0167678519803,0.226865671642,0.0417910447761,0.849056603774,0.0352644836272,0.5,-0.00131040085315,0.0329411764706,-0.00484261501211,-0.00484261501211,0,0.568085041019,0.233009133175,0.0250675274403,0.24223790543,0.599533695634,0.594816753051,1,11,10,2,0.2,8,0.8,0.0347361606818,0.100097370983,-0.0112255463457,0.318181818182
002805_2026-05-07,002805,2026-05-07,3,2026-05-06,0.0930813124108,0.210206801244,0.293828984513,0.0581132075472,0.0323550392337,0.345035655513,0.0429594272076,0.777027027027,0.0186954715413,0.189075630252,-0.0250493764598,0.0729678638941,-0.00081499592502,-0.000407664084794,0.617021276596,0.625898403251,0.356828360136,0.0519765058591,0.071051690356,0.842783330978,0.837700252306,0.155043380748,3,2,0,0,2,1,-0.00873430301457,0.0226460071514,-0.0106183935883,0.5
002989_2026-05-07,002989,2026-05-07,2,2026-05-06,0.0982026925442,0.180402526811,0.204489665898,0.0595944967415,0.0238399639016,0.293360160966,0.0797302657676,0.85878962536,0.051013734467,0.561151079137,-0.00543672604758,0.0365707434053,-0.00618429189858,-0.000311041990669,0,0.688555793363,0.303102000104,0.0697397489512,0.197877413361,0.865973686791,0.865207504978,1,11,10,2,0.2,8,0.8,0.0369438430914,0.100097370983,-0.0333023704419,0.227272727273
603937_2026-05-07,603937,2026-05-07,3,2026-05-06,0.134170522141,0.227906976744,0.222352815472,0.0660935738444,0.0304527355847,0.238989169675,0.112635379061,0.789303079417,0.080604534005,0.496124031008,-0.0192003678693,0.0704225352113,-0.0277620396601,-0.00980957876515,0,0.689270303282,0.287590983306,0.0893930828188,0.36683133216,0.965922913001,0.965154604881,1,3,2,0,0,2,1,-0.0323882532887,-0.024661893397,0.0366895069601,0.833333333333
000066_2026-05-08,000066,2026-05-08,3,2026-05-07,0.081904226408,0.218083983963,0.343652710291,0.0518482010843,0.0422256432813,0.376863446631,0.0747252747253,0.839759036145,0.0180776014109,0.238372093023,-0.0121948712744,0.0536885245902,-0.00901287553648,-0.00645438898451,0.659574468085,0.382544241132,0.600653936916,0.0964387834617,0.117381460241,0.838753181719,0.835541383822,0.226314890479,2,1,1,1,0,0,0.100017702248,0.100017702248,-0.0685659820665,0.25
000818_2026-05-08,000818,2026-05-08,2,2026-05-07,0.107710417893,0.200408215334,0.229181634119,0.0598877105427,0.0286726592743,0.33569907736,0.0463132236441,0.87306501548,0.00749464668094,0.148936170213,-0.0158189633627,0.0407747196738,-0.0151753008896,-0.00370566437268,0,0.646004373603,0.283386414546,0.0583914262629,0.173680441763,1,1,1,16,15,4,0.266666666667,11,0.733333333333,0.0290886901469,0.10036900369,-0.0131120709609,0.46875
