representation,test_signal_date,block,feature_names,pc1_loadings,explained_variance_ratio,dominant_loading_abs,numerical_issue,adjacent_fold_loading_cosine,model_stages
CS_RANK,2026-06-24,EXISTING_SUPPLY_ACTIVITY,"[""d1_up_bar_volume_ratio"",""down_bar_volume_ratio"",""late_day_sell_volume_ratio"",""high_zone_volume_ratio"",""amount_above_d1_close_ratio"",""volume_above_d1_close_ratio"",""post_low_volume_share""]","[-0.42781735179176894,0.40695189104132523,0.09877014318494447,-0.22708719319313914,0.467633139105439,0.4673569051034161,-0.39106918550200775]",0.445182556635,0.467633139105,,0.999855746106,M0|M1
CS_RANK,2026-06-25,EXISTING_SUPPLY_ACTIVITY,"[""d1_up_bar_volume_ratio"",""down_bar_volume_ratio"",""late_day_sell_volume_ratio"",""high_zone_volume_ratio"",""amount_above_d1_close_ratio"",""volume_above_d1_close_ratio"",""post_low_volume_share""]","[-0.42733414688896026,0.4019555216176941,0.1037375029719702,-0.21745010759065317,0.47254783031469116,0.4725016891229854,-0.3888598315209348]",0.439984966727,0.472547830315,,0.999900875243,M0|M1
CS_RANK,2026-06-26,EXISTING_SUPPLY_ACTIVITY,"[""d1_up_bar_volume_ratio"",""down_bar_volume_ratio"",""late_day_sell_volume_ratio"",""high_zone_volume_ratio"",""amount_above_d1_close_ratio"",""volume_above_d1_close_ratio"",""post_low_volume_share""]","[-0.42868989987738787,0.4047055923554156,0.104558089723848,-0.2183696375271338,0.4718376137078165,0.4717919779313331,-0.3854896320124429]",0.440381171994,0.471837613708,,0.999988356902,M0|M1
CS_RANK,2026-06-29,EXISTING_SUPPLY_ACTIVITY,"[""d1_up_bar_volume_ratio"",""down_bar_volume_ratio"",""late_day_sell_volume_ratio"",""high_zone_volume_ratio"",""amount_above_d1_close_ratio"",""volume_above_d1_close_ratio"",""post_low_volume_share""]","[-0.43264881457308024,0.40770920144350786,0.10239589426033639,-0.21614484729707845,0.4695111602880224,0.4694645530647439,-0.3854179548400285]",0.438142827354,0.469511160288,,0.999977423058,M0|M1
CS_RANK,2026-06-30,EXISTING_SUPPLY_ACTIVITY,"[""d1_up_bar_volume_ratio"",""down_bar_volume_ratio"",""late_day_sell_volume_ratio"",""high_zone_volume_ratio"",""amount_above_d1_close_ratio"",""volume_above_d1_close_ratio"",""post_low_volume_share""]","[-0.4298574068898048,0.40733842552820476,0.10230288992053216,-0.2163123259776497,0.4723969581296712,0.47235070310195515,-0.38179450022642303]",0.43383685402,0.47239695813,,0.999981123377,M0|M1
CS_RANK,2026-05-20,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.3361818732986262,0.43526820024409174,0.35725426215024847,0.41219762147855166,0.34556356069565475,0.40513239234227116,-0.1430277398736747,0.3098104110025979]",0.603273576605,0.435268200244,,,M0|M1
CS_RANK,2026-05-21,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.3380773123858233,0.431433692038381,0.36015958160962347,0.41005041933321673,0.34447231574889353,0.39720579292691366,-0.15024722736002477,0.32047555604455447]",0.616270905789,0.431433692038,,0.999869382194,M0|M1
CS_RANK,2026-05-22,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.34332806085755413,0.4312394028119134,0.36020476685357794,0.4082415836902443,0.3397043636197198,0.39908147507233044,-0.15396709310645337,0.31840039447905705]",0.618323768704,0.431239402812,,0.999962361358,M0|M1
CS_RANK,2026-05-25,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.3433280608575542,0.4312394028119133,0.36020476685357805,0.4082415836902443,0.3397043636197199,0.39908147507233055,-0.15396709310645346,0.3184003944790571]",0.618323768704,0.431239402812,,1,M0|M1
CS_RANK,2026-05-26,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.34377789611054277,0.429816468132726,0.3628858417810419,0.4085346799780796,0.34561852607374116,0.40042261780969596,-0.14930473101031674,0.3104923539103236]",0.624279638201,0.429816468133,,0.999934724065,M0|M1
CS_RANK,2026-05-27,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.3385455465519778,0.4294065981444458,0.3624465858632717,0.40955894993554537,0.3381485216887785,0.40261930493459647,-0.17665505066435405,0.3069806035436754]",0.629164757991,0.429406598144,,0.999575106837,M0|M1
CS_RANK,2026-05-28,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.3365766365502804,0.43006189012064877,0.3664416633570323,0.40865995251263154,0.3419858224157596,0.40277645738533274,-0.161970778019596,0.308322523785283]",0.628482545707,0.430061890121,,0.999873373479,M0|M1
CS_RANK,2026-05-29,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.339365466739285,0.4296185530531368,0.3658615442110581,0.4087989243314389,0.34445364753902,0.40076911541761784,-0.15535809344585094,0.30965692696212904]",0.630782275051,0.429618553053,,0.999968021108,M0|M1
CS_RANK,2026-06-01,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.33860556510456014,0.42867206703153005,0.36632652871654847,0.40652608007902835,0.3454440312234261,0.4004537441889907,-0.15934637493385656,0.3115154950460193]",0.632833207202,0.428672067032,,0.999986351849,M0|M1
CS_RANK,2026-06-02,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.3376603684466764,0.4304270568454033,0.3631405423399691,0.4086735587440206,0.3426208580123682,0.40257157458741155,-0.16416875453644547,0.30891517967141424]",0.62636721707,0.430427056845,,0.999969395971,M0|M1
CS_RANK,2026-06-03,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.3380959671277844,0.42932872822946766,0.36295435814384236,0.40796752480168696,0.342788425735529,0.4018825734212129,-0.16783568169703955,0.3098584661611862]",0.629687620751,0.429328728229,,0.999991615917,M0|M1
CS_RANK,2026-06-04,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.3345429168691143,0.4296339067261714,0.361534884551476,0.40916170241831473,0.3441299402980387,0.4022298400439695,-0.1688093858555275,0.3109085117943241]",0.628148082058,0.429633906726,,0.999989935392,M0|M1
CS_RANK,2026-06-05,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.3334765373665457,0.4284279638937035,0.36026163041994325,0.4089486090895627,0.3449590429053804,0.40157992529909703,-0.1739301546706829,0.3125709442056286]",0.632709903341,0.428427963894,,0.999982823098,M0|M1
CS_RANK,2026-06-08,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.33355617315327724,0.4287565043587792,0.3609827989044238,0.4100231834134389,0.34320660201001074,0.3998672550325659,-0.17321310575833232,0.31431381446419954]",0.632397296764,0.428756504359,,0.99999432744,M0|M1
CS_RANK,2026-06-09,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.33436843612399597,0.43052123048413427,0.3533180581127935,0.4123043465924471,0.33785429738058553,0.40186302825030357,-0.1777606300706756,0.31746249114287967]",0.626105557388,0.430521230484,,0.999934524798,M0|M1
CS_RANK,2026-06-10,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.34009896683750807,0.43135724676546405,0.35244090532624367,0.4090174638476296,0.3379916334251549,0.4026847790738236,-0.17247583527350177,0.3171946588816057]",0.625511424391,0.431357246765,,0.999963097087,M0|M1
CS_RANK,2026-06-11,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.34197472233223647,0.4312249620978298,0.3529685800784844,0.40912859065598883,0.3385686227068271,0.40172574264095995,-0.17028106682938046,0.3164132943353656]",0.626007296149,0.431224962098,,0.999994746523,M0|M1
CS_RANK,2026-06-12,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.34078133578756054,0.42791309430035196,0.3537129963428849,0.406965601582077,0.3410369225211518,0.39969713410247976,-0.17876696654350138,0.3193790387496055]",0.636869921355,0.4279130943,,0.999945680396,M0|M1
CS_RANK,2026-06-15,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.3368399983697949,0.429951899367238,0.356191100725586,0.4090520206936246,0.3440022025481769,0.3994672933619609,-0.1711750537977668,0.3166575295054638]",0.630976417748,0.429951899367,,0.999947962762,M0|M1
CS_RANK,2026-06-16,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.33794653077964554,0.4293970737384689,0.3572183107894162,0.4086910053794006,0.34509274212794827,0.39936063985559944,-0.16419521221710526,0.318180839943721]",0.63305472108,0.429397073738,,0.999972521474,M0|M1
CS_RANK,2026-06-17,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.33991520811831266,0.43097078777726683,0.3587228907885741,0.409375704272429,0.3380538735060962,0.40119369995233933,-0.15753748802757786,0.31999435204438365]",0.629178571032,0.430970787777,,0.999945197631,M0|M1
CS_RANK,2026-06-18,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.3417519781041742,0.42880834282908664,0.35976273093249456,0.40626939536505696,0.3399191998658704,0.40059115424311653,-0.16338768863899236,0.3195795273631954]",0.637058990094,0.428808342829,,0.999971490127,M0|M1
CS_RANK,2026-06-22,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.3442388003986813,0.42637448933074484,0.3597177018661454,0.40288720124920646,0.3400402000914121,0.3984660695200003,-0.17274300861597813,0.32209754410600216]",0.645603816598,0.426374489331,,0.999939028881,M0|M1
CS_RANK,2026-06-23,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.3472907976329285,0.42790235610292837,0.3599849100079102,0.4039761143494674,0.3345979515480128,0.40025897940231225,-0.16852317846517148,0.32084223174395105]",0.641303107999,0.427902356103,,0.999967439217,M0|M1
CS_RANK,2026-06-24,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.3478040655428869,0.42684152992984614,0.3587040170639007,0.40372488252826344,0.33502545308466625,0.39976915268843205,-0.1704427767840936,0.3225959049260594]",0.645409565508,0.42684152993,,0.999994862242,M0|M1
CS_RANK,2026-06-25,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.3482912340492276,0.42487154119852233,0.35957472790122463,0.4032105581703045,0.3357703097411346,0.3989548623383141,-0.17640267312005273,0.32137215876280956]",0.651350073975,0.424871541199,,0.999978311673,M0|M1
CS_RANK,2026-06-26,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.3483980161863972,0.423766490758134,0.3587929022234421,0.40222553887706974,0.33545190199824176,0.39837251809171526,-0.18028178007527584,0.3237173008428299]",0.654344966254,0.423766490758,,0.999988099138,M0|M1
CS_RANK,2026-06-29,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.3475249528692925,0.42369632937443935,0.36081218936289233,0.4024143073237684,0.3387842016752787,0.3984032220068437,-0.1776730839629606,0.32018358718243234]",0.655478567787,0.423696329374,,0.999982361046,M0|M1
CS_RANK,2026-06-30,EXISTING_TREND_POSITION,"[""d1_close_to_ma5_raw"",""d1_close_to_ma10_raw"",""d1_close_to_ma20"",""d1_ma5_slope"",""d1_ma10_slope"",""recent_7d_cumulative_return"",""recent_7d_max_drawdown"",""recent_7d_close_position""]","[0.34673066675718867,0.4236453148473468,0.3604597234066814,0.40228255464574253,0.3386495486555986,0.39867975736248334,-0.17796252642085653,0.32131028527256733]",0.651530925006,0.423645314847,,0.999998888544,M0|M1
CS_RANK,2026-05-20,SAME_TIER_COMPETITION,"[""tier_cohort_size"",""tier_peer_count_ex_self"",""tier_peer_advance_count_d1"",""tier_peer_advance_rate_d1"",""tier_peer_break_count_d1"",""tier_peer_break_rate_d1"",""tier_peer_mean_d1_close_return"",""tier_peer_max_d1_close_return"",""subject_d1_close_return_vs_tier_mean"",""subject_d1_close_return_percentile_in_tier""]","[0.446429492567576,0.4464294925675759,0.44642949256757597,-0.006560081365229245,0.44642949256757597,0.006560081365229246,-0.05123624513605207,0.4470120782047533,-0.01609207435429128,-0.0035857488467004018]",0.832599635045,0.447012078205,,,M1
CS_RANK,2026-05-21,SAME_TIER_COMPETITION,"[""tier_cohort_size"",""tier_peer_count_ex_self"",""tier_peer_advance_count_d1"",""tier_peer_advance_rate_d1"",""tier_peer_break_count_d1"",""tier_peer_break_rate_d1"",""tier_peer_mean_d1_close_return"",""tier_peer_max_d1_close_return"",""subject_d1_close_return_vs_tier_mean"",""subject_d1_close_return_percentile_in_tier""]","[0.4769516576694786,0.47695165766947856,0.4769516576694786,-0.019730785362885094,0.4769516576694786,0.019730785362885105,-0.05491228501743722,0.2934104161059515,-0.01358665984642559,-0.0004780713200196187]",0.815820140359,0.476951657669,,0.986151868116,M1
CS_RANK,2026-05-22,SAME_TIER_COMPETITION,"[""tier_cohort_size"",""tier_peer_count_ex_self"",""tier_peer_advance_count_d1"",""tier_peer_advance_rate_d1"",""tier_peer_break_count_d1"",""tier_peer_break_rate_d1"",""tier_peer_mean_d1_close_return"",""tier_peer_max_d1_close_return"",""subject_d1_close_return_vs_tier_mean"",""subject_d1_close_return_percentile_in_tier""]","[0.47258756943277036,0.47258756943277014,0.47258756943277025,0.0015487507489993953,0.47725707373268117,-0.0015487507489993853,-0.05567350489958662,0.3143121521850164,-0.017105623252482525,-0.0044255464515836245]",0.789291792426,0.477257073733,,0.999285852959,M1
CS_RANK,2026-05-25,SAME_TIER_COMPETITION,"[""tier_cohort_size"",""tier_peer_count_ex_self"",""tier_peer_advance_count_d1"",""tier_peer_advance_rate_d1"",""tier_peer_break_count_d1"",""tier_peer_break_rate_d1"",""tier_peer_mean_d1_close_return"",""tier_peer_max_d1_close_return"",""subject_d1_close_return_vs_tier_mean"",""subject_d1_close_return_percentile_in_tier""]","[0.4725875694327703,0.47258756943277,0.4725875694327702,0.0015487507489993836,0.4772570737326811,-0.0015487507489993844,-0.05567350489958662,0.3143121521850164,-0.01710562325248252,-0.0044255464515836245]",0.789291792426,0.477257073733,,1,M1
CS_RANK,2026-05-26,SAME_TIER_COMPETITION,"[""tier_cohort_size"",""tier_peer_count_ex_self"",""tier_peer_advance_count_d1"",""tier_peer_advance_rate_d1"",""tier_peer_break_count_d1"",""tier_peer_break_rate_d1"",""tier_peer_mean_d1_close_return"",""tier_peer_max_d1_close_return"",""subject_d1_close_return_vs_tier_mean"",""subject_d1_close_return_percentile_in_tier""]","[0.49129392422321666,0.4912939242232168,0.45599866935334965,-0.01706993962633708,0.4568585335457025,0.017069939626337082,-0.058878879561756275,0.3105643393876899,-0.010248514872789929,-0.001151010251071232]",0.796578499315,0.491293924223,,0.99891673911,M1
CS_RANK,2026-05-27,SAME_TIER_COMPETITION,"[""tier_cohort_size"",""tier_peer_count_ex_self"",""tier_peer_advance_count_d1"",""tier_peer_advance_rate_d1"",""tier_peer_break_count_d1"",""tier_peer_break_rate_d1"",""tier_peer_mean_d1_close_return"",""tier_peer_max_d1_close_return"",""subject_d1_close_return_vs_tier_mean"",""subject_d1_close_return_percentile_in_tier""]","[0.4695094354006118,0.46950943540061174,0.4363371406912408,-0.0035206753895237813,0.4369600473845623,0.02409378349950122,-0.0527018160941783,0.4174735372906732,-0.011523903821594298,-0.0032023596378621655]",0.782076130767,0.469509435401,,0.993280931164,M1
CS_RANK,2026-05-28,SAME_TIER_COMPETITION,"[""tier_cohort_size"",""tier_peer_count_ex_self"",""tier_peer_advance_count_d1"",""tier_peer_advance_rate_d1"",""tier_peer_break_count_d1"",""tier_peer_break_rate_d1"",""tier_peer_mean_d1_close_return"",""tier_peer_max_d1_close_return"",""subject_d1_close_return_vs_tier_mean"",""subject_d1_close_return_percentile_in_tier""]","[0.4892026685429745,0.48920266854297434,0.4604879010635752,0.02779481248640478,0.4598999173925925,-0.00792850116976851,-0.03237939691379641,0.30922714162870596,-0.015035096465693135,-0.008552181895145658]",0.794667591357,0.489202668543,,0.991968768905,M1
CS_RANK,2026-05-29,SAME_TIER_COMPETITION,"[""tier_cohort_size"",""tier_peer_count_ex_self"",""tier_peer_advance_count_d1"",""tier_peer_advance_rate_d1"",""tier_peer_break_count_d1"",""tier_peer_break_rate_d1"",""tier_peer_mean_d1_close_return"",""tier_peer_max_d1_close_return"",""subject_d1_close_return_vs_tier_mean"",""subject_d1_close_return_percentile_in_tier""]","[0.48056849001399876,0.4805684900139986,0.4519663338806997,0.027741338760905978,0.4513794474640949,-0.00895710152100652,-0.03144320492963882,0.357701919348085,-0.015010658358349496,-0.008741316089234013]",0.793362307879,0.480568490014,,0.998676954315,M1
CS_RANK,2026-06-01,SAME_TIER_COMPETITION,"[""tier_cohort_size"",""tier_peer_count_ex_self"",""tier_peer_advance_count_d1"",""tier_peer_advance_rate_d1"",""tier_peer_break_count_d1"",""tier_peer_break_rate_d1"",""tier_peer_mean_d1_close_return"",""tier_peer_max_d1_close_return"",""subject_d1_close_return_vs_tier_mean"",""subject_d1_close_return_percentile_in_tier""]","[0.4687392942222657,0.4687392942222657,0.4410737486811405,0.032913113940958444,0.44050491911818196,-0.004024795521456054,-0.029203350569219265,0.4117737881529251,-0.01790058372921216,-0.01207978976097056]",0.792260435386,0.468739294222,,0.998241940278,M1
CS_RANK,2026-06-02,SAME_TIER_COMPETITION,"[""tier_cohort_size"",""tier_peer_count_ex_self"",""tier_peer_advance_count_d1"",""tier_peer_advance_rate_d1"",""tier_peer_break_count_d1"",""tier_peer_break_rate_d1"",""tier_peer_mean_d1_close_return"",""tier_peer_max_d1_close_return"",""subject_d1_close_return_vs_tier_mean"",""subject_d1_close_return_percentile_in_tier""]","[0.46873928787948016,0.46873928787948027,0.44107374752008666,0.0329131338723606,0.4405049117270261,-0.004024812895090637,-0.029202664365908,0.41177380847595463,-0.017901272189364374,-0.012080479726788086]",0.790735946627,0.468739287879,,0.999999999999,M1
CS_RANK,2026-06-03,SAME_TIER_COMPETITION,"[""tier_cohort_size"",""tier_peer_count_ex_self"",""tier_peer_advance_count_d1"",""tier_peer_advance_rate_d1"",""tier_peer_break_count_d1"",""tier_peer_break_rate_d1"",""tier_peer_mean_d1_close_return"",""tier_peer_max_d1_close_return"",""subject_d1_close_return_vs_tier_mean"",""subject_d1_close_return_percentile_in_tier""]","[0.46873928504066187,0.46873928504066187,0.4410737467720496,0.032913141857257446,0.4405049084779504,-0.004024819890640809,-0.02920238883915286,0.4117738179064112,-0.017901548589570028,-0.012080756736598666]",0.790127790841,0.468739285041,,1,M1
CS_RANK,2026-06-04,SAME_TIER_COMPETITION,"[""tier_cohort_size"",""tier_peer_count_ex_self"",""tier_peer_advance_count_d1"",""tier_peer_advance_rate_d1"",""tier_peer_break_count_d1"",""tier_peer_break_rate_d1"",""tier_peer_mean_d1_close_return"",""tier_peer_max_d1_close_return"",""subject_d1_close_return_vs_tier_mean"",""subject_d1_close_return_percentile_in_tier""]","[0.46742117259712435,0.46742117259712457,0.441157275129145,0.04367029367926576,0.44025933797071143,-0.014820777754589265,-0.032395030426704524,0.41326212780552224,-0.022084494170490496,-0.011720477180210038]",0.787253949502,0.467421172597,,0.999867076997,M1
CS_RANK,2026-06-05,SAME_TIER_COMPETITION,"[""tier_cohort_size"",""tier_peer_count_ex_self"",""tier_peer_advance_count_d1"",""tier_peer_advance_rate_d1"",""tier_peer_break_count_d1"",""tier_peer_break_rate_d1"",""tier_peer_mean_d1_close_return"",""tier_peer_max_d1_close_return"",""subject_d1_close_return_vs_tier_mean"",""subject_d1_close_return_percentile_in_tier""]","[0.4934207062317973,0.49342070623179746,0.4530748870612359,0.04085098407925564,0.46630717437890634,-0.0077264797712867355,-0.036441880948592936,0.29449457830511033,-0.021434926519868433,-0.010476371397066886]",0.760869263703,0.493420706232,,0.991822587062,M1
CS_RANK,2026-06-08,SAME_TIER_COMPETITION,"[""tier_cohort_size"",""tier_peer_count_ex_self"",""tier_peer_advance_count_d1"",""tier_peer_advance_rate_d1"",""tier_peer_break_count_d1"",""tier_peer_break_rate_d1"",""tier_peer_mean_d1_close_return"",""tier_peer_max_d1_close_return"",""subject_d1_close_return_vs_tier_mean"",""subject_d1_close_return_percentile_in_tier""]","[0.4727768383021474,0.47277683830214734,0.438726183496517,0.04886313966048618,0.4465832067030437,-0.00436449656249349,-0.03258985574824859,0.39612689013836033,-0.023021127223412558,-0.011474249462012108]",0.752203179623,0.472776838302,,0.994064883485,M1
CS_RANK,2026-06-09,SAME_TIER_COMPETITION,"[""tier_cohort_size"",""tier_peer_count_ex_self"",""tier_peer_advance_count_d1"",""tier_peer_advance_rate_d1"",""tier_peer_break_count_d1"",""tier_peer_break_rate_d1"",""tier_peer_mean_d1_close_return"",""tier_peer_max_d1_close_return"",""subject_d1_close_return_vs_tier_mean"",""subject_d1_close_return_percentile_in_tier""]","[0.47243536361183563,0.4724353636118356,0.4385165174404979,0.050627805244269075,0.4462516087881575,-0.004368895390494143,-0.0324761634442149,0.3973286562994123,-0.02307333169725483,-0.011533306056614567]",0.750372460874,0.472435363612,,0.999997517714,M1
CS_RANK,2026-06-10,SAME_TIER_COMPETITION,"[""tier_cohort_size"",""tier_peer_count_ex_self"",""tier_peer_advance_count_d1"",""tier_peer_advance_rate_d1"",""tier_peer_break_count_d1"",""tier_peer_break_rate_d1"",""tier_peer_mean_d1_close_return"",""tier_peer_max_d1_close_return"",""subject_d1_close_return_vs_tier_mean"",""subject_d1_close_return_percentile_in_tier""]","[0.47448152865021015,0.4744815286502102,0.4413485202738782,0.05733665754315579,0.44914798604689316,0.004529745118301048,-0.03150338693627831,0.38485608627862056,-0.025437877842416988,-0.01226218452233018]",0.748003202498,0.47448152865,,0.999844194517,M1
CS_RANK,2026-06-11,SAME_TIER_COMPETITION,"[""tier_cohort_size"",""tier_peer_count_ex_self"",""tier_peer_advance_count_d1"",""tier_peer_advance_rate_d1"",""tier_peer_break_count_d1"",""tier_peer_break_rate_d1"",""tier_peer_mean_d1_close_return"",""tier_peer_max_d1_close_return"",""subject_d1_close_return_vs_tier_mean"",""subject_d1_close_return_percentile_in_tier""]","[0.49575435209346946,0.4957543520934693,0.44816485172200277,0.051185462355537475,0.4710210232129874,0.016288247488070534,-0.03608694499627468,0.2844767614087826,-0.022689054399911555,-0.010647018362723736]",0.73825859645,0.495754352093,,0.994143379799,M1
