event_id,code,signal_date,board,board_streak_before_break,representation,model_stage,run_type,lambda,score,rank,repair_rank_target,raw_repair_return,capped_opportunity_return_7,target7,fold_test_signal_date,fold_train_signal_dates,fold_train_max_signal_date,model_status
603929_2026-06-10,603929,2026-06-10,2,2,CS_RANK,M0,REAL,10,0.538144972854,1,0.642857142857,0.0850540374308,0.07,1,2026-06-10,25,2026-06-09,CAPABILITY_SCREEN_ONLY
603186_2026-06-10,603186,2026-06-10,2,2,CS_RANK,M0,REAL,10,0.520733228458,2,0.785714285714,0.12896813445,0.07,1,2026-06-10,25,2026-06-09,CAPABILITY_SCREEN_ONLY
001696_2026-06-10,001696,2026-06-10,2,2,CS_RANK,M0,REAL,10,0.506482065224,3,0.928571428571,0.202105263158,0.07,1,2026-06-10,25,2026-06-09,CAPABILITY_SCREEN_ONLY
603616_2026-06-10,603616,2026-06-10,2,2,CS_RANK,M0,REAL,10,0.494888810808,4,0.214285714286,0.0160583941606,0.0160583941606,0,2026-06-10,25,2026-06-09,CAPABILITY_SCREEN_ONLY
002747_2026-06-10,002747,2026-06-10,2,2,CS_RANK,M0,REAL,10,0.488653830235,5,0.357142857143,0.0194285714286,0.0194285714286,0,2026-06-10,25,2026-06-09,CAPABILITY_SCREEN_ONLY
002254_2026-06-10,002254,2026-06-10,3,3,CS_RANK,M0,REAL,10,0.483280712659,6,0.5,0.0754173862982,0.07,1,2026-06-10,25,2026-06-09,CAPABILITY_SCREEN_ONLY
002362_2026-06-10,002362,2026-06-10,2,2,CS_RANK,M0,REAL,10,0.465261402272,7,0.0714285714286,-0.0082219938335,-0.0082219938335,0,2026-06-10,25,2026-06-09,CAPABILITY_SCREEN_ONLY
002636_2026-06-11,002636,2026-06-11,3,3,CS_RANK,M0,REAL,10,0.574028734812,1,0.95,0.0890098899878,0.07,1,2026-06-11,26,2026-06-10,CAPABILITY_SCREEN_ONLY
603065_2026-06-11,603065,2026-06-11,2,2,CS_RANK,M0,REAL,10,0.547626995827,2,0.55,0.0286764705882,0.0286764705882,0,2026-06-11,26,2026-06-10,CAPABILITY_SCREEN_ONLY
605318_2026-06-11,605318,2026-06-11,2,2,CS_RANK,M0,REAL,10,0.530877200339,3,0.65,0.0456747404844,0.0456747404844,0,2026-06-11,26,2026-06-10,CAPABILITY_SCREEN_ONLY
605006_2026-06-11,605006,2026-06-11,2,2,CS_RANK,M0,REAL,10,0.51507016782,4,0.35,0.012037037037,0.012037037037,0,2026-06-11,26,2026-06-10,CAPABILITY_SCREEN_ONLY
605589_2026-06-11,605589,2026-06-11,2,2,CS_RANK,M0,REAL,10,0.501530711693,5,0.85,0.0872881355932,0.07,1,2026-06-11,26,2026-06-10,CAPABILITY_SCREEN_ONLY
002585_2026-06-11,002585,2026-06-11,2,2,CS_RANK,M0,REAL,10,0.482221594812,6,0.45,0.0257648953301,0.0257648953301,0,2026-06-11,26,2026-06-10,CAPABILITY_SCREEN_ONLY
000029_2026-06-11,000029,2026-06-11,2,2,CS_RANK,M0,REAL,10,0.473557265497,7,0.25,0.0117970900511,0.0117970900511,0,2026-06-11,26,2026-06-10,CAPABILITY_SCREEN_ONLY
603002_2026-06-11,603002,2026-06-11,2,2,CS_RANK,M0,REAL,10,0.464561444764,8,0.75,0.0673719376392,0.0673719376392,0,2026-06-11,26,2026-06-10,CAPABILITY_SCREEN_ONLY
002669_2026-06-11,002669,2026-06-11,2,2,CS_RANK,M0,REAL,10,0.458091906554,9,0.15,-0.00120481927711,-0.00120481927711,0,2026-06-11,26,2026-06-10,CAPABILITY_SCREEN_ONLY
003026_2026-06-11,003026,2026-06-11,2,2,CS_RANK,M0,REAL,10,0.441807297898,10,0.05,-0.0459548706659,-0.0459548706659,0,2026-06-11,26,2026-06-10,CAPABILITY_SCREEN_ONLY
000048_2026-06-12,000048,2026-06-12,3,3,CS_RANK,M0,REAL,10,0.559215586192,1,0.0625,-0.0215053763441,-0.0215053763441,0,2026-06-12,27,2026-06-11,CAPABILITY_SCREEN_ONLY
002119_2026-06-12,002119,2026-06-12,2,2,CS_RANK,M0,REAL,10,0.543663797137,2,0.4375,0.0543580131209,0.0543580131209,0,2026-06-12,27,2026-06-11,CAPABILITY_SCREEN_ONLY
600378_2026-06-12,600378,2026-06-12,2,2,CS_RANK,M0,REAL,10,0.513980505793,3,0.8125,0.0784588441331,0.07,1,2026-06-12,27,2026-06-11,CAPABILITY_SCREEN_ONLY
600665_2026-06-12,600665,2026-06-12,2,2,CS_RANK,M0,REAL,10,0.494882754346,4,0.3125,0.012987012987,0.012987012987,0,2026-06-12,27,2026-06-11,CAPABILITY_SCREEN_ONLY
002165_2026-06-12,002165,2026-06-12,2,2,CS_RANK,M0,REAL,10,0.490325225542,5,0.5625,0.0732356857523,0.07,1,2026-06-12,27,2026-06-11,CAPABILITY_SCREEN_ONLY
002409_2026-06-12,002409,2026-06-12,2,2,CS_RANK,M0,REAL,10,0.481223701682,6,0.6875,0.0771077107711,0.07,1,2026-06-12,27,2026-06-11,CAPABILITY_SCREEN_ONLY
603155_2026-06-12,603155,2026-06-12,2,2,CS_RANK,M0,REAL,10,0.463801435001,7,0.9375,0.087962962963,0.07,1,2026-06-12,27,2026-06-11,CAPABILITY_SCREEN_ONLY
600178_2026-06-12,600178,2026-06-12,2,2,CS_RANK,M0,REAL,10,0.446204046682,8,0.1875,-0.00398803589232,-0.00398803589232,0,2026-06-12,27,2026-06-11,CAPABILITY_SCREEN_ONLY
002203_2026-06-15,002203,2026-06-15,2,2,CS_RANK,M0,REAL,10,0.545012071183,1,0.5,0.03625,0.03625,0,2026-06-15,28,2026-06-12,CAPABILITY_SCREEN_ONLY
600067_2026-06-15,600067,2026-06-15,2,2,CS_RANK,M0,REAL,10,0.499527877187,2,0.166666666667,0.0285714285714,0.0285714285714,0,2026-06-15,28,2026-06-12,CAPABILITY_SCREEN_ONLY
603014_2026-06-15,603014,2026-06-15,2,2,CS_RANK,M0,REAL,10,0.449693991647,3,0.833333333333,0.111851637207,0.07,1,2026-06-15,28,2026-06-12,CAPABILITY_SCREEN_ONLY
000510_2026-06-16,000510,2026-06-16,3,3,CS_RANK,M0,REAL,10,0.549059352617,1,0.214285714286,-0.0145310435931,-0.0145310435931,0,2026-06-16,29,2026-06-15,CAPABILITY_SCREEN_ONLY
601958_2026-06-16,601958,2026-06-16,3,3,CS_RANK,M0,REAL,10,0.541413403943,2,0.5,0.0439285714286,0.0439285714286,0,2026-06-16,29,2026-06-15,CAPABILITY_SCREEN_ONLY
001359_2026-06-16,001359,2026-06-16,2,2,CS_RANK,M0,REAL,10,0.512563735784,3,0.785714285714,0.120841364284,0.07,1,2026-06-16,29,2026-06-15,CAPABILITY_SCREEN_ONLY
601696_2026-06-16,601696,2026-06-16,2,2,CS_RANK,M0,REAL,10,0.500827405396,4,0.0714285714286,-0.0187265917603,-0.0187265917603,0,2026-06-16,29,2026-06-15,CAPABILITY_SCREEN_ONLY
603738_2026-06-16,603738,2026-06-16,2,2,CS_RANK,M0,REAL,10,0.48667617801,5,0.928571428571,0.129815592478,0.07,1,2026-06-16,29,2026-06-15,CAPABILITY_SCREEN_ONLY
603335_2026-06-16,603335,2026-06-16,2,2,CS_RANK,M0,REAL,10,0.471295925447,6,0.642857142857,0.111922141119,0.07,1,2026-06-16,29,2026-06-15,CAPABILITY_SCREEN_ONLY
000506_2026-06-16,000506,2026-06-16,2,2,CS_RANK,M0,REAL,10,0.451980747439,7,0.357142857143,-0.00130975769483,-0.00130975769483,0,2026-06-16,29,2026-06-15,CAPABILITY_SCREEN_ONLY
605198_2026-06-17,605198,2026-06-17,3,3,CS_RANK,M0,REAL,10,0.553240965447,1,0.0294117647059,-0.0212765957447,-0.0212765957447,0,2026-06-17,30,2026-06-16,CAPABILITY_SCREEN_ONLY
002824_2026-06-17,002824,2026-06-17,2,2,CS_RANK,M0,REAL,10,0.549344847339,2,0.852941176471,0.144943820225,0.07,1,2026-06-17,30,2026-06-16,CAPABILITY_SCREEN_ONLY
002515_2026-06-17,002515,2026-06-17,2,2,CS_RANK,M0,REAL,10,0.539381224472,3,0.911764705882,0.165371809101,0.07,1,2026-06-17,30,2026-06-16,CAPABILITY_SCREEN_ONLY
603256_2026-06-17,603256,2026-06-17,2,2,CS_RANK,M0,REAL,10,0.529475629689,4,0.676470588235,0.12002451982,0.07,1,2026-06-17,30,2026-06-16,CAPABILITY_SCREEN_ONLY
600549_2026-06-17,600549,2026-06-17,2,2,CS_RANK,M0,REAL,10,0.529327023282,5,0.970588235294,0.209677419355,0.07,1,2026-06-17,30,2026-06-16,CAPABILITY_SCREEN_ONLY
605289_2026-06-17,605289,2026-06-17,2,2,CS_RANK,M0,REAL,10,0.518659030504,6,0.264705882353,0.065543071161,0.065543071161,0,2026-06-17,30,2026-06-16,CAPABILITY_SCREEN_ONLY
002585_2026-06-17,002585,2026-06-17,2,2,CS_RANK,M0,REAL,10,0.509246592767,7,0.0882352941176,0.0378634212306,0.0378634212306,0,2026-06-17,30,2026-06-16,CAPABILITY_SCREEN_ONLY
002552_2026-06-17,002552,2026-06-17,2,2,CS_RANK,M0,REAL,10,0.505629162817,8,0.735294117647,0.136402877698,0.07,1,2026-06-17,30,2026-06-16,CAPABILITY_SCREEN_ONLY
002851_2026-06-17,002851,2026-06-17,2,2,CS_RANK,M0,REAL,10,0.503121685509,9,0.441176470588,0.0721357850071,0.07,1,2026-06-17,30,2026-06-16,CAPABILITY_SCREEN_ONLY
002990_2026-06-17,002990,2026-06-17,2,2,CS_RANK,M0,REAL,10,0.49295328974,10,0.558823529412,0.0859687386405,0.07,1,2026-06-17,30,2026-06-16,CAPABILITY_SCREEN_ONLY
603516_2026-06-17,603516,2026-06-17,2,2,CS_RANK,M0,REAL,10,0.488070490872,11,0.323529411765,0.0701068927387,0.07,1,2026-06-17,30,2026-06-16,CAPABILITY_SCREEN_ONLY
601179_2026-06-17,601179,2026-06-17,2,2,CS_RANK,M0,REAL,10,0.478447716843,12,0.382352941176,0.0707908163265,0.07,1,2026-06-17,30,2026-06-16,CAPABILITY_SCREEN_ONLY
002806_2026-06-17,002806,2026-06-17,2,2,CS_RANK,M0,REAL,10,0.475126651895,13,0.147058823529,0.0405727923628,0.0405727923628,0,2026-06-17,30,2026-06-16,CAPABILITY_SCREEN_ONLY
002051_2026-06-17,002051,2026-06-17,2,2,CS_RANK,M0,REAL,10,0.461147097375,14,0.5,0.0827974276527,0.07,1,2026-06-17,30,2026-06-16,CAPABILITY_SCREEN_ONLY
600703_2026-06-17,600703,2026-06-17,2,2,CS_RANK,M0,REAL,10,0.458061235608,15,0.617647058824,0.0892151326934,0.07,1,2026-06-17,30,2026-06-16,CAPABILITY_SCREEN_ONLY
600545_2026-06-17,600545,2026-06-17,2,2,CS_RANK,M0,REAL,10,0.456220623011,16,0.794117647059,0.142857142857,0.07,1,2026-06-17,30,2026-06-16,CAPABILITY_SCREEN_ONLY
603045_2026-06-17,603045,2026-06-17,2,2,CS_RANK,M0,REAL,10,0.446848205274,17,0.205882352941,0.0585868150077,0.0585868150077,0,2026-06-17,30,2026-06-16,CAPABILITY_SCREEN_ONLY
603186_2026-06-18,603186,2026-06-18,3,3,CS_RANK,M0,REAL,10,0.546216308475,1,0.766666666667,0.0454831800428,0.0454831800428,0,2026-06-18,31,2026-06-17,CAPABILITY_SCREEN_ONLY
002741_2026-06-18,002741,2026-06-18,3,3,CS_RANK,M0,REAL,10,0.54530654298,2,0.166666666667,-0.0204131227217,-0.0204131227217,0,2026-06-18,31,2026-06-17,CAPABILITY_SCREEN_ONLY
600110_2026-06-18,600110,2026-06-18,3,3,CS_RANK,M0,REAL,10,0.541517133343,3,0.1,-0.0444572748268,-0.0444572748268,0,2026-06-18,31,2026-06-17,CAPABILITY_SCREEN_ONLY
603002_2026-06-18,603002,2026-06-18,3,3,CS_RANK,M0,REAL,10,0.523176976754,4,0.966666666667,0.117920540997,0.07,1,2026-06-18,31,2026-06-17,CAPABILITY_SCREEN_ONLY
002080_2026-06-18,002080,2026-06-18,3,3,CS_RANK,M0,REAL,10,0.513003782172,5,0.5,0.0197681513118,0.0197681513118,0,2026-06-18,31,2026-06-17,CAPABILITY_SCREEN_ONLY
002484_2026-06-18,002484,2026-06-18,2,2,CS_RANK,M0,REAL,10,0.510672962053,6,0.0333333333333,-0.0501659904094,-0.0501659904094,0,2026-06-18,31,2026-06-17,CAPABILITY_SCREEN_ONLY
000679_2026-06-18,000679,2026-06-18,2,2,CS_RANK,M0,REAL,10,0.509408249385,7,0.566666666667,0.0197889182058,0.0197889182058,0,2026-06-18,31,2026-06-17,CAPABILITY_SCREEN_ONLY
600186_2026-06-18,600186,2026-06-18,2,2,CS_RANK,M0,REAL,10,0.499810231091,8,0.7,0.0350515463918,0.0350515463918,0,2026-06-18,31,2026-06-17,CAPABILITY_SCREEN_ONLY
603773_2026-06-18,603773,2026-06-18,2,2,CS_RANK,M0,REAL,10,0.482405241535,9,0.833333333333,0.0675738274464,0.0675738274464,0,2026-06-18,31,2026-06-17,CAPABILITY_SCREEN_ONLY
000777_2026-06-18,000777,2026-06-18,3,3,CS_RANK,M0,REAL,10,0.47725906195,10,0.433333333333,0.0143464399575,0.0143464399575,0,2026-06-18,31,2026-06-17,CAPABILITY_SCREEN_ONLY
603115_2026-06-18,603115,2026-06-18,3,3,CS_RANK,M0,REAL,10,0.476140488113,11,0.633333333333,0.0322945682451,0.0322945682451,0,2026-06-18,31,2026-06-17,CAPABILITY_SCREEN_ONLY
600192_2026-06-18,600192,2026-06-18,2,2,CS_RANK,M0,REAL,10,0.472625952968,12,0.3,0.00126742712294,0.00126742712294,0,2026-06-18,31,2026-06-17,CAPABILITY_SCREEN_ONLY
601636_2026-06-18,601636,2026-06-18,3,3,CS_RANK,M0,REAL,10,0.469435947924,13,0.366666666667,0.0048309178744,0.0048309178744,0,2026-06-18,31,2026-06-17,CAPABILITY_SCREEN_ONLY
600615_2026-06-18,600615,2026-06-18,2,2,CS_RANK,M0,REAL,10,0.467601902436,14,0.233333333333,-0.00570342205323,-0.00570342205323,0,2026-06-18,31,2026-06-17,CAPABILITY_SCREEN_ONLY
600707_2026-06-18,600707,2026-06-18,2,2,CS_RANK,M0,REAL,10,0.444409677172,15,0.9,0.109845402766,0.07,1,2026-06-18,31,2026-06-17,CAPABILITY_SCREEN_ONLY
002491_2026-06-22,002491,2026-06-22,2,2,CS_RANK,M0,REAL,10,0.541726064705,1,0.5,0.0711188204683,0.07,1,2026-06-22,32,2026-06-18,CAPABILITY_SCREEN_ONLY
002989_2026-06-22,002989,2026-06-22,3,3,CS_RANK,M0,REAL,10,0.519261352291,2,0.214285714286,0.0214190093708,0.0214190093708,0,2026-06-22,32,2026-06-18,CAPABILITY_SCREEN_ONLY
603261_2026-06-22,603261,2026-06-22,2,2,CS_RANK,M0,REAL,10,0.511815416597,3,0.928571428571,0.193737328227,0.07,1,2026-06-22,32,2026-06-18,CAPABILITY_SCREEN_ONLY
002579_2026-06-22,002579,2026-06-22,2,2,CS_RANK,M0,REAL,10,0.492186504253,4,0.0714285714286,-0.0383309073265,-0.0383309073265,0,2026-06-22,32,2026-06-18,CAPABILITY_SCREEN_ONLY
002141_2026-06-22,002141,2026-06-22,3,3,CS_RANK,M0,REAL,10,0.487412383142,5,0.642857142857,0.0746268656716,0.07,1,2026-06-22,32,2026-06-18,CAPABILITY_SCREEN_ONLY
001339_2026-06-22,001339,2026-06-22,2,2,CS_RANK,M0,REAL,10,0.475434311801,6,0.357142857143,0.0626988437961,0.0626988437961,0,2026-06-22,32,2026-06-18,CAPABILITY_SCREEN_ONLY
603324_2026-06-22,603324,2026-06-22,2,2,CS_RANK,M0,REAL,10,0.468987685158,7,0.785714285714,0.106767652089,0.07,1,2026-06-22,32,2026-06-18,CAPABILITY_SCREEN_ONLY
002297_2026-06-23,002297,2026-06-23,2,2,CS_RANK,M0,REAL,10,0.549258468717,1,0.892857142857,0.132492113565,0.07,1,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
600769_2026-06-23,600769,2026-06-23,2,2,CS_RANK,M0,REAL,10,0.528042854517,2,0.0357142857143,0.00775547445255,0.00775547445255,0,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
603663_2026-06-23,603663,2026-06-23,2,2,CS_RANK,M0,REAL,10,0.524081421923,3,0.25,0.0294117647059,0.0294117647059,0,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
000811_2026-06-23,000811,2026-06-23,3,3,CS_RANK,M0,REAL,10,0.521512855857,4,0.964285714286,0.219968087531,0.07,1,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
603082_2026-06-23,603082,2026-06-23,2,2,CS_RANK,M0,REAL,10,0.519183814265,5,0.107142857143,0.0208955223881,0.0208955223881,0,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
002805_2026-06-23,002805,2026-06-23,2,2,CS_RANK,M0,REAL,10,0.514363292922,6,0.321428571429,0.0302405498282,0.0302405498282,0,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
002655_2026-06-23,002655,2026-06-23,2,2,CS_RANK,M0,REAL,10,0.513142775683,7,0.821428571429,0.112807463953,0.07,1,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
003031_2026-06-23,003031,2026-06-23,2,2,CS_RANK,M0,REAL,10,0.507326293188,8,0.464285714286,0.0645161290323,0.0645161290323,0,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
000657_2026-06-23,000657,2026-06-23,2,2,CS_RANK,M0,REAL,10,0.498232366935,9,0.607142857143,0.0773082315241,0.07,1,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
603380_2026-06-23,603380,2026-06-23,2,2,CS_RANK,M0,REAL,10,0.486828149384,10,0.75,0.108924806746,0.07,1,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
002842_2026-06-23,002842,2026-06-23,2,2,CS_RANK,M0,REAL,10,0.471843623464,11,0.678571428571,0.0887335874629,0.07,1,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
600162_2026-06-23,600162,2026-06-23,2,2,CS_RANK,M0,REAL,10,0.467305989906,12,0.535714285714,0.0704960835509,0.07,1,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
001296_2026-06-23,001296,2026-06-23,2,2,CS_RANK,M0,REAL,10,0.464114320848,13,0.178571428571,0.0229293401965,0.0229293401965,0,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
002354_2026-06-23,002354,2026-06-23,2,2,CS_RANK,M0,REAL,10,0.44512526663,14,0.392857142857,0.0438489646772,0.0438489646772,0,2026-06-23,33,2026-06-22,CAPABILITY_SCREEN_ONLY
603757_2026-06-24,603757,2026-06-24,2,2,CS_RANK,M0,REAL,10,0.546738377243,1,0.633333333333,0.0516980613227,0.0516980613227,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
600851_2026-06-24,600851,2026-06-24,3,3,CS_RANK,M0,REAL,10,0.544234180516,2,0.0333333333333,-0.036815920398,-0.036815920398,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
000070_2026-06-24,000070,2026-06-24,2,2,CS_RANK,M0,REAL,10,0.531547143331,3,0.233333333333,-0.0225029609159,-0.0225029609159,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
002068_2026-06-24,002068,2026-06-24,3,3,CS_RANK,M0,REAL,10,0.528609441986,4,0.766666666667,0.0647138964578,0.0647138964578,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
600172_2026-06-24,600172,2026-06-24,2,2,CS_RANK,M0,REAL,10,0.519734505084,5,0.7,0.0564468211527,0.0564468211527,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
601869_2026-06-24,601869,2026-06-24,2,2,CS_RANK,M0,REAL,10,0.508332675815,6,0.166666666667,-0.0267558528428,-0.0267558528428,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
000783_2026-06-24,000783,2026-06-24,2,2,CS_RANK,M0,REAL,10,0.502967313926,7,0.9,0.091103965702,0.07,1,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
605580_2026-06-24,605580,2026-06-24,2,2,CS_RANK,M0,REAL,10,0.494851771225,8,0.366666666667,-0.00604026845638,-0.00604026845638,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
000571_2026-06-24,000571,2026-06-24,2,2,CS_RANK,M0,REAL,10,0.491863810809,9,0.833333333333,0.079674796748,0.07,1,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
605377_2026-06-24,605377,2026-06-24,2,2,CS_RANK,M0,REAL,10,0.480585809711,10,0.3,-0.0173913043478,-0.0173913043478,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
600400_2026-06-24,600400,2026-06-24,2,2,CS_RANK,M0,REAL,10,0.478137235218,11,0.966666666667,0.100323624595,0.07,1,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
002830_2026-06-24,002830,2026-06-24,2,2,CS_RANK,M0,REAL,10,0.475642071144,12,0.1,-0.0324971493729,-0.0324971493729,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
600470_2026-06-24,600470,2026-06-24,2,2,CS_RANK,M0,REAL,10,0.471102560507,13,0.5,0.0189873417722,0.0189873417722,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
600322_2026-06-24,600322,2026-06-24,2,2,CS_RANK,M0,REAL,10,0.465051075494,14,0.433333333333,0.0181818181818,0.0181818181818,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
002672_2026-06-24,002672,2026-06-24,2,2,CS_RANK,M0,REAL,10,0.461828789808,15,0.566666666667,0.0512129380054,0.0512129380054,0,2026-06-24,34,2026-06-23,CAPABILITY_SCREEN_ONLY
600909_2026-06-25,600909,2026-06-25,2,2,CS_RANK,M0,REAL,10,0.54434466065,1,0.611111111111,0.07,0.07,1,2026-06-25,35,2026-06-24,CAPABILITY_SCREEN_ONLY
605069_2026-06-25,605069,2026-06-25,3,3,CS_RANK,M0,REAL,10,0.528794171229,2,0.722222222222,0.108333333333,0.07,1,2026-06-25,35,2026-06-24,CAPABILITY_SCREEN_ONLY
603938_2026-06-25,603938,2026-06-25,3,3,CS_RANK,M0,REAL,10,0.503870002778,3,0.944444444444,0.174225028703,0.07,1,2026-06-25,35,2026-06-24,CAPABILITY_SCREEN_ONLY
002631_2026-06-25,002631,2026-06-25,2,2,CS_RANK,M0,REAL,10,0.503193036645,4,0.5,0.0383838383838,0.0383838383838,0,2026-06-25,35,2026-06-24,CAPABILITY_SCREEN_ONLY
600379_2026-06-25,600379,2026-06-25,2,2,CS_RANK,M0,REAL,10,0.502567741485,5,0.166666666667,-0.0113182423435,-0.0113182423435,0,2026-06-25,35,2026-06-24,CAPABILITY_SCREEN_ONLY
002584_2026-06-25,002584,2026-06-25,2,2,CS_RANK,M0,REAL,10,0.495299843155,6,0.388888888889,0.0383064516129,0.0383064516129,0,2026-06-25,35,2026-06-24,CAPABILITY_SCREEN_ONLY
000566_2026-06-25,000566,2026-06-25,2,2,CS_RANK,M0,REAL,10,0.481086164461,7,0.277777777778,-0.0021978021978,-0.0021978021978,0,2026-06-25,35,2026-06-24,CAPABILITY_SCREEN_ONLY
002580_2026-06-25,002580,2026-06-25,2,2,CS_RANK,M0,REAL,10,0.476356969419,8,0.0555555555556,-0.12269446672,-0.12269446672,0,2026-06-25,35,2026-06-24,CAPABILITY_SCREEN_ONLY
002687_2026-06-25,002687,2026-06-25,2,2,CS_RANK,M0,REAL,10,0.462338610628,9,0.833333333333,0.134703196347,0.07,1,2026-06-25,35,2026-06-24,CAPABILITY_SCREEN_ONLY
600667_2026-06-26,600667,2026-06-26,2,2,CS_RANK,M0,REAL,10,0.544988058197,1,0.708333333333,0.0668103448276,0.0668103448276,0,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
002990_2026-06-26,002990,2026-06-26,2,2,CS_RANK,M0,REAL,10,0.535321460387,2,0.958333333333,0.086383601757,0.07,1,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
603989_2026-06-26,603989,2026-06-26,2,2,CS_RANK,M0,REAL,10,0.534545593196,3,0.208333333333,-0.0419642857143,-0.0419642857143,0,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
002080_2026-06-26,002080,2026-06-26,2,2,CS_RANK,M0,REAL,10,0.518544568787,4,0.0416666666667,-0.0525252525253,-0.0525252525253,0,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
600584_2026-06-26,600584,2026-06-26,2,2,CS_RANK,M0,REAL,10,0.506142051149,5,0.458333333333,0.0200970873786,0.0200970873786,0,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
603713_2026-06-26,603713,2026-06-26,2,2,CS_RANK,M0,REAL,10,0.504290965226,6,0.291666666667,-0.0293809024134,-0.0293809024134,0,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
600141_2026-06-26,600141,2026-06-26,2,2,CS_RANK,M0,REAL,10,0.49504719358,7,0.125,-0.0441767068273,-0.0441767068273,0,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
603678_2026-06-26,603678,2026-06-26,2,2,CS_RANK,M0,REAL,10,0.48169560749,8,0.541666666667,0.0416001963431,0.0416001963431,0,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
603929_2026-06-26,603929,2026-06-26,2,2,CS_RANK,M0,REAL,10,0.472902777486,9,0.625,0.0476785648642,0.0476785648642,0,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
002025_2026-06-26,002025,2026-06-26,2,2,CS_RANK,M0,REAL,10,0.470235644965,10,0.791666666667,0.0701369863014,0.07,1,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
000818_2026-06-26,000818,2026-06-26,2,2,CS_RANK,M0,REAL,10,0.468002738194,11,0.875,0.0779510022272,0.07,1,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
002254_2026-06-26,002254,2026-06-26,2,2,CS_RANK,M0,REAL,10,0.455558165371,12,0.375,-0.025974025974,-0.025974025974,0,2026-06-26,36,2026-06-25,CAPABILITY_SCREEN_ONLY
600228_2026-06-29,600228,2026-06-29,3,3,CS_RANK,M0,REAL,10,0.54482391292,1,0.1,-0.0793172690763,-0.0793172690763,0,2026-06-29,37,2026-06-26,CAPABILITY_SCREEN_ONLY
000823_2026-06-29,000823,2026-06-29,3,3,CS_RANK,M0,REAL,10,0.494183879404,2,0.7,0.0925280681378,0.07,1,2026-06-29,37,2026-06-26,CAPABILITY_SCREEN_ONLY
002965_2026-06-29,002965,2026-06-29,2,2,CS_RANK,M0,REAL,10,0.492025131953,3,0.9,0.100767366721,0.07,1,2026-06-29,37,2026-06-26,CAPABILITY_SCREEN_ONLY
002141_2026-06-29,002141,2026-06-29,2,2,CS_RANK,M0,REAL,10,0.491665724951,4,0.3,0.0196078431373,0.0196078431373,0,2026-06-29,37,2026-06-26,CAPABILITY_SCREEN_ONLY
600962_2026-06-29,600962,2026-06-29,2,2,CS_RANK,M0,REAL,10,0.486150417822,5,0.5,0.0751028806584,0.07,1,2026-06-29,37,2026-06-26,CAPABILITY_SCREEN_ONLY
601133_2026-06-30,601133,2026-06-30,2,2,CS_RANK,M0,REAL,10,0.546298622199,1,0.0714285714286,-0.0627906976744,-0.0627906976744,0,2026-06-30,38,2026-06-29,CAPABILITY_SCREEN_ONLY
