factor,bucket,record_count,selected_count,executed_count,execution_rate,target_hit_count,target_hit_rate,avg_candidate_d5_max_return_pct,avg_candidate_d10_max_return_pct,avg_d5_max_return_pct,avg_d5_close_return_pct,avg_d10_max_return_pct,avg_d10_close_return_pct,avg_d10_max_drawdown_pct
active_money_score,50-60,43,6,3,0.5,1,0.3333333333333333,8.020841831251847,8.020841831251847,6.8404918901868355,1.3617000007193125,6.8404918901868355,1.3617000007193125,-2.1870471514011043
active_money_score,60-70,77,8,4,0.5,1,0.25,8.022778906617344,8.022778906617344,5.226752114013475,-2.322297965237932,5.226752114013475,-2.322297965237932,-7.9986823313746624
active_money_score,70-80,58,13,9,0.6923076923076923,5,0.5555555555555556,5.6916811131378475,5.6916811131378475,8.637224854734015,0.4672709793424785,8.637224854734015,0.4672709793424785,-3.576023221269127
active_money_score,<=50,44,0,0,,0,,6.915723692017133,6.915723692017133,,,,,
active_money_score,>80,151,30,9,0.3,2,0.2222222222222222,6.363495341948216,6.363495341948216,4.559677667077937,-4.565064753285018,4.559677667077937,-4.565064753285018,-6.010929306866644
daily_rank,,316,0,0,,0,,6.983179052253562,6.983179052253562,,,,,
daily_rank,1,2,2,0,0.0,0,,11.687179487179499,11.687179487179499,,,,,
daily_rank,2,2,2,1,0.5,1,1.0,4.7794499221587845,4.7794499221587845,7.496509027776521,-1.0746411937073264,7.496509027776521,-1.0746411937073264,-3.574560008306771
daily_rank,3,2,2,0,0.0,0,,7.383883511130573,7.383883511130573,,,,,
daily_rank,>3,51,51,24,0.47058823529411764,8,0.3333333333333333,5.977513917340136,5.977513917340136,6.362670741464393,-1.7087331096070548,6.362670741464393,-1.7087331096070548,-5.052661813525714
days_since_d0,0,160,0,0,,0,,7.670249423317803,7.670249423317803,,,,,
days_since_d0,1,128,20,12,0.6,4,0.3333333333333333,6.53098864874797,6.53098864874797,5.628946364479955,-3.6072126289391906,5.628946364479955,-3.6072126289391906,-5.652888954034178
days_since_d0,2,85,37,13,0.35135135135135137,5,0.38461538461538464,5.843758020445715,5.843758020445715,7.12717311147404,0.09248582484566548,7.12717311147404,0.09248582484566548,-4.384905852654906
graph_quality_score,50-60,60,0,0,,0,,8.100446648315852,8.100446648315852,,,,,
graph_quality_score,60-70,58,9,6,0.6666666666666666,2,0.3333333333333333,7.15803773286735,7.15803773286735,4.376430973463283,-4.025905248092615,4.376430973463283,-4.025905248092615,-6.059225073755679
graph_quality_score,70-80,32,2,0,0.0,0,,6.635877546263815,6.635877546263815,,,,,
graph_quality_score,<=50,89,0,0,,0,,4.365552773508808,4.365552773508808,,,,,
graph_quality_score,>80,134,46,19,0.41304347826086957,7,0.3684210526315789,7.896093017723107,7.896093017723107,7.049580051691698,-0.9436212808274185,7.049580051691698,-0.9436212808274185,-4.6570048994942015
invalid_distance_pct,1-2,38,3,0,0.0,0,,6.190446805250833,6.190446805250833,,,,,
invalid_distance_pct,2-3,67,10,3,0.3,1,0.3333333333333333,7.314391529524678,7.314391529524678,4.783104948460134,-3.043830181993124,4.783104948460134,-3.043830181993124,-5.829049469741562
invalid_distance_pct,3-5,221,40,21,0.525,8,0.38095238095238093,6.897130611837628,6.897130611837628,6.823499312015801,-1.4824565287403775,6.823499312015801,-1.4824565287403775,-4.791388029168914
invalid_distance_pct,<=1,24,2,1,0.5,0,0.0,7.57268896503879,7.57268896503879,2.55780642520973,-1.8211581747493377,2.55780642520973,-1.8211581747493377,-6.732146511152037
invalid_distance_pct,>5,23,2,0,0.0,0,,5.587683243281037,5.587683243281037,,,,,
low_absorb_width_pct,1-2,38,3,0,0.0,0,,6.190446805250833,6.190446805250833,,,,,
low_absorb_width_pct,2-3,67,10,3,0.3,1,0.3333333333333333,7.314391529524678,7.314391529524678,4.783104948460134,-3.043830181993124,4.783104948460134,-3.043830181993124,-5.829049469741562
low_absorb_width_pct,3-5,221,40,21,0.525,8,0.38095238095238093,6.897130611837628,6.897130611837628,6.823499312015801,-1.4824565287403775,6.823499312015801,-1.4824565287403775,-4.791388029168914
low_absorb_width_pct,<=1,24,2,1,0.5,0,0.0,7.57268896503879,7.57268896503879,2.55780642520973,-1.8211581747493377,2.55780642520973,-1.8211581747493377,-6.732146511152037
low_absorb_width_pct,>5,23,2,0,0.0,0,,5.587683243281037,5.587683243281037,,,,,
position_level,normal,57,57,25,0.43859649122807015,9,0.36,6.185162028513767,6.185162028513767,6.408024272916878,-1.6833694329710658,6.408024272916878,-1.6833694329710658,-4.993537741316957
position_level,small,26,0,0,,0,,7.363351979833249,7.363351979833249,,,,,
position_level,zero,290,0,0,,0,,6.948976643543971,6.948976643543971,,,,,
signal_type,D2_LOW_ABSORB,57,57,25,0.43859649122807015,9,0.36,6.185162028513767,6.185162028513767,6.408024272916878,-1.6833694329710658,6.408024272916878,-1.6833694329710658,-4.993537741316957
signal_type,D2_WATCH_OR_SMALL,26,0,0,,0,,7.363351979833249,7.363351979833249,,,,,
signal_type,WATCH_ONLY,290,0,0,,0,,6.948976643543971,6.948976643543971,,,,,
support_score,50-60,9,0,0,,0,,4.5263311317776935,4.5263311317776935,,,,,
support_score,60-70,20,2,2,1.0,0,0.0,4.257147158183991,4.257147158183991,2.6087502830256737,-6.810250878934676,2.6087502830256737,-6.810250878934676,-7.824291440557141
support_score,70-80,19,9,8,0.8888888888888888,3,0.375,4.107994463276916,4.107994463276916,5.751593768044954,-1.230886095542116,5.751593768044954,-1.230886095542116,-4.472108675742609
support_score,<=50,104,0,0,,0,,7.98446806808587,7.98446806808587,,,,,
support_score,>80,221,46,15,0.32608695652173914,6,0.4,6.899723362964937,6.899723362964937,7.264690407500734,-1.2411096868046905,7.264690407500734,-1.2411096868046905,-4.89419941639125
support_type,A,248,57,25,0.43859649122807015,9,0.36,6.594953292192285,6.594953292192285,6.408024272916878,-1.6833694329710658,6.408024272916878,-1.6833694329710658,-4.993537741316957
support_type,B,36,0,0,,0,,6.055763816218214,6.055763816218214,,,,,
support_type,C,89,0,0,,0,,7.924659286851759,7.924659286851759,,,,,
theme_score,50-60,113,14,7,0.5,3,0.42857142857142855,6.725526543902312,6.725526543902312,8.633081820250574,0.9837834104672221,8.633081820250574,0.9837834104672221,-4.3056125091743915
theme_score,60-70,217,41,18,0.43902439024390244,6,0.3333333333333333,7.277782796040772,7.277782796040772,5.542724115620441,-2.720595538752622,5.542724115620441,-2.720595538752622,-5.26106422048351
theme_score,<=50,43,2,0,0.0,0,,5.122559387892761,5.122559387892761,,,,,
total_score,50-60,52,0,0,,0,,8.347858178031204,8.347858178031204,,,,,
total_score,60-70,66,0,0,,0,,5.845126401927544,5.845126401927544,,,,,
total_score,70-80,108,23,15,0.6521739130434783,6,0.4,7.079899070417089,7.079899070417089,6.509607350878891,-1.1377782421197085,6.509607350878891,-1.1377782421197085,-4.915630481587068
total_score,<=50,50,0,0,,0,,5.982722117596373,5.982722117596373,,,,,
total_score,>80,97,34,10,0.29411764705882354,3,0.3,6.9648277480776235,6.9648277480776235,6.255649655973861,-2.5017562192481013,6.255649655973861,-2.5017562192481013,-5.110398630911789
