requested_signal_date,actual_signal_date,status,limitup_rows,signal_rows,quality_rows,quality_ok,quality_failed,future_fetch_end_date,future_fetch_attempted,future_fetch_ok,future_fetch_failed,signals_csv,signals_markdown,quality_csv,quality_markdown,error
2026-06-25,2026-06-25,generated,252,3,3,3,0,2026-06-26,3,3,0,reports\backtest_runs\2026-06-25_2026-06-25\daily_signals\signals_2026-06-25.csv,reports\backtest_runs\2026-06-25_2026-06-25\daily_signals\signals_2026-06-25.md,reports\backtest_runs\2026-06-25_2026-06-25\data_quality\data_quality_2026-06-25.csv,reports\backtest_runs\2026-06-25_2026-06-25\data_quality\data_quality_2026-06-25.md,
