start_date,end_date,top_n,hold_days,target_return_pct,stop_loss_pct,include_all_allowed,include_small,entry_price_mode,signal_file_days,signal_row_date_count,signal_date_mismatch_count,record_count,allowed_count,eligible_count,selected_count,candidate_evaluable_count,evaluable_count,executed_count,execution_rate,target_hit_count,target_hit_rate,stop_hit_count,stop_hit_rate,avg_d2_max_return_pct,avg_d3_max_return_pct,avg_d5_max_return_pct,avg_d10_max_return_pct,avg_d5_close_return_pct,avg_d10_close_return_pct,avg_d10_max_drawdown_pct,median_d5_max_return_pct,median_d10_max_return_pct,candidate_avg_d5_max_return_pct,candidate_avg_d10_max_return_pct,not_triggered_count,break_invalid_count,data_issue_count
2026-06-01,2026-06-25,999,10,7.0,3.0,False,False,zone_max,14,14,8,2962,451,319,319,2952,319,165,0.5172413793103449,67,0.40606060606060607,126,0.7636363636363637,3.980417577056238,5.262784275087459,7.171324398363592,9.30913238943818,0.018387505916303733,-0.664661856327942,-7.398855028474932,5.281840606316113,5.555555555555558,8.715974689645542,12.099167944027675,38,28,0
