code,status,daily_source,minute_source,from_cache,daily_rows,daily_history_rows,daily_required_days,minute_rows,minute_trade_days,minute_required_days,daily_start,daily_end,minute_start,minute_end,daily_ma_coverage_ok,missing_latest_daily_ma,missing_daily_amount_count,missing_daily_volume_count,missing_minute_amount_count,missing_minute_volume_count,zero_minute_volume_count,daily_minute_close_matched_days,daily_minute_close_max_abs_diff,daily_minute_close_check_ok,warnings,error,name,trade_date,d0_date
000534,failed,tencent_daily,sina_5m,False,40,180,180,1778,38,40,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-24 14:55:00,2026-06-22 15:00:00,True,,2,0,0,0,0,38,0.0,True,minute trade days 38 < required 40,000534 data quality check failed: minute trade days 38 < required 40,万泽股份,2026-06-22,2026-06-18
000608,failed,tencent_daily,sina_5m,False,40,180,180,1778,38,40,2026-04-21 00:00:00,2026-06-22 00:00:00,2026-04-23 14:55:00,2026-06-22 15:00:00,True,,2,0,0,0,0,38,0.0,True,minute trade days 38 < required 40,000608 data quality check failed: minute trade days 38 < required 40,阳光股份,2026-06-22,2026-06-18
000657,failed,cache,sina_5m,False,40,180,180,1778,38,40,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-24 14:55:00,2026-06-22 15:00:00,True,,2,0,0,0,0,38,0.0,True,minute trade days 38 < required 40,000657 data quality check failed: minute trade days 38 < required 40,中钨高新,2026-06-22,2026-06-22
000811,failed,cache,sina_5m,False,40,180,180,1778,38,40,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-24 14:55:00,2026-06-22 15:00:00,True,,2,0,0,0,0,38,0.0,True,minute trade days 38 < required 40,000811 data quality check failed: minute trade days 38 < required 40,冰轮环境,2026-06-22,2026-06-22
000839,failed,tencent_daily,sina_5m,False,40,180,180,1778,38,40,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-24 14:55:00,2026-06-22 15:00:00,True,,2,0,0,0,0,38,0.0,True,minute trade days 38 < required 40,000839 data quality check failed: minute trade days 38 < required 40,国安股份,2026-06-22,2026-06-18
000889,failed,tencent_daily,sina_5m,False,40,180,180,1778,38,40,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-24 14:55:00,2026-06-22 15:00:00,True,,2,0,0,0,0,38,0.0,True,minute trade days 38 < required 40,000889 data quality check failed: minute trade days 38 < required 40,中嘉博创,2026-06-22,2026-06-18
001216,failed,tencent_daily,sina_5m,False,40,180,180,1778,38,40,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-24 14:55:00,2026-06-22 15:00:00,True,,2,0,0,0,0,38,0.0,True,minute trade days 38 < required 40,001216 data quality check failed: minute trade days 38 < required 40,华瓷股份,2026-06-22,2026-06-18
001296,failed,cache,sina_5m,False,40,180,180,1778,38,40,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-24 14:55:00,2026-06-22 15:00:00,True,,2,0,0,0,0,38,0.05000000000000071,False,"minute trade days 38 < required 40; daily/minute close cross-check failed: matched=38, max_diff=0.05000000000000071","001296 data quality check failed: minute trade days 38 < required 40; daily/minute close cross-check failed: matched=38, max_diff=0.05000000000000071",长江材料,2026-06-22,2026-06-22
001339,failed,cache,sina_5m,False,40,180,180,1778,38,40,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-24 14:55:00,2026-06-22 15:00:00,True,,2,0,0,0,0,38,0.0,True,minute trade days 38 < required 40,001339 data quality check failed: minute trade days 38 < required 40,智微智能,2026-06-22,2026-06-18
001365,failed,,,False,0,0,0,0,0,0,,,,,False,,0,0,0,0,0,0,,False,,001365 missing required daily moving averages on latest row: ma30,天海电子,2026-06-22,2026-06-18
002068,failed,cache,sina_5m,False,40,180,180,1778,38,40,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-24 14:55:00,2026-06-22 15:00:00,True,,2,0,0,0,0,38,0.0,True,minute trade days 38 < required 40,002068 data quality check failed: minute trade days 38 < required 40,黑猫股份,2026-06-22,2026-06-22
002141,failed,cache,sina_5m,False,40,180,180,1778,38,40,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-24 14:55:00,2026-06-22 15:00:00,True,,2,0,0,0,0,38,0.0,True,minute trade days 38 < required 40,002141 data quality check failed: minute trade days 38 < required 40,贤丰控股,2026-06-22,2026-06-18
002158,failed,tencent_daily,sina_5m,False,40,180,180,1778,38,40,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-24 14:55:00,2026-06-22 15:00:00,True,,2,0,0,0,0,38,0.0,True,minute trade days 38 < required 40,002158 data quality check failed: minute trade days 38 < required 40,汉钟精机,2026-06-22,2026-06-18
002159,failed,tencent_daily,sina_5m,False,40,180,180,1778,38,40,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-24 14:55:00,2026-06-22 15:00:00,True,,2,0,0,0,0,38,0.0,True,minute trade days 38 < required 40,002159 data quality check failed: minute trade days 38 < required 40,三特索道,2026-06-22,2026-06-18
002167,failed,cache,sina_5m,False,40,180,180,1778,38,40,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-24 14:55:00,2026-06-22 15:00:00,True,,2,0,0,0,0,38,0.0,True,minute trade days 38 < required 40,002167 data quality check failed: minute trade days 38 < required 40,东方锆业,2026-06-22,2026-06-22
002203,failed,tencent_daily,sina_5m,False,40,180,180,1778,38,40,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-24 14:55:00,2026-06-22 15:00:00,True,,2,0,0,0,0,38,0.0,True,minute trade days 38 < required 40,002203 data quality check failed: minute trade days 38 < required 40,海亮股份,2026-06-22,2026-06-18
