event_id,code,name,signal_date,break_date,board_streak_before_break,days_since_break,days_since_last_limit_up,repair_attempt_count,recent_limit_up_count_10d,recent_limit_up_count_20d,recent_pool_appearance_count_10d,recent_pool_appearance_count_20d,max_board_streak_20d,last_board_date,board_day_amount_rank,board_day_turnover_rank,board_day_volume_rank,recognition_score,break_open,break_high,break_low,break_close,break_prev_close,break_open_return,break_high_return,break_close_return,break_intraday_range,break_high_to_close_drawdown,break_upper_shadow_ratio,break_lower_shadow_ratio,break_close_location,break_volume,break_amount,break_volume_ratio_vs_board_days,break_amount_ratio_vs_board_days,break_turnover_ratio,break_touched_limit_up,break_opened_from_limit_up,break_day_in_pool,last_board_day_in_pool,pool_consecutive_count_last_board,d1_open,d1_high,d1_low,d1_close,d1_volume,d1_amount,d1_ma5,d1_ma10,d1_ma20,d1_close_to_ma5,d1_low_to_ma5,d1_high_to_ma5,d1_close_to_ma10,d1_low_to_ma10,d1_close_to_ma20,d1_ma5_slope,d1_ma10_slope,d1_reclaimed_ma5,d1_reclaimed_ma10,consecutive_days_below_ma5,consecutive_days_below_ma10,d1_open_to_close_return,d1_low_to_close_recovery,d1_high_to_close_drawdown,d1_close_location,d1_vwap,d1_close_to_vwap,d1_intraday_range,d1_afternoon_return,d1_last_hour_return,d1_up_bar_volume_ratio,d1_down_bar_volume_ratio,volume_above_d1_close_ratio,volume_above_break_close_ratio,high_zone_volume_ratio,late_day_sell_volume_ratio,down_bar_volume_ratio,amount_above_d1_close_ratio,high_zone_amount_ratio,late_day_sell_amount_ratio,d1_vwap_to_close_gap,d2_trade_date,d3_trade_date,d2_open,d2_high,d2_low,d2_close,d3_high,d3_low,d3_close,d2open_to_d3high_return,d2open_to_d3close_return,target7_d2open_d3high,tail_loss_5pct,future_data_status
000011_2026-07-27,000011,深物业A,2026-07-27,2026-07-27,2,0,1,1,2,2,2,2,2,2026-07-24,22.0,19.0,18.0,0.4666666666666666,8.39,9.09,7.91,8.15,8.26,0.0157384987893463,0.1004842615012107,-0.013317191283292895,0.14285714285714282,0.10341034103410336,0.5932203389830504,0.2033898305084748,0.2033898305084748,546092.0,476935691.5874,2.886001025256182,3.1938766023482006,,True,False,False,True,2.0,8.39,9.09,7.91,8.15,546092.0,476935691.5874,7.508,7.044,6.7435,0.08550879062333516,0.05354288758657444,0.21070857751731475,0.15701306076093147,0.12294151050539481,0.2085712167272189,0.03644395361678643,0.028021015761821477,True,True,0,0,-0.028605482717520836,0.030341340075853377,0.10341034103410336,0.2033898305084748,8.73361208947999,-0.06682367885138563,0.14285714285714282,-0.1034103410341034,0.00991325898389106,0.42630194237917435,0.39648986707627765,0.8318255230701544,0.8318255230701544,0.669361712475847,0.08792472274001234,0.39648986707627765,0.8448711200773243,0.6877943910645379,0.0808430424027813,0.07160884533496811,2026-07-28,2026-07-29,8.28,8.29,7.34,7.55,8.05,7.25,7.82,-0.027777777777777568,-0.05555555555555547,False,True,complete
000011_2026-07-27,000011,深物业A,2026-07-28,2026-07-27,2,1,2,2,2,2,2,2,2,2026-07-24,22.0,19.0,18.0,0.4666666666666666,8.39,9.09,7.91,8.15,8.26,0.0157384987893463,0.1004842615012107,-0.013317191283292895,0.14285714285714282,0.10341034103410336,0.5932203389830504,0.2033898305084748,0.2033898305084748,546092.0,476935691.5874,2.886001025256182,3.1938766023482006,,True,False,False,True,2.0,8.28,8.29,7.34,7.55,460288.0,356668324.4209,7.659999999999999,7.167,6.797,-0.014360313315926798,-0.04177545691905993,0.08224543080939939,0.053439374912794824,0.024138412166875955,0.11078416948653813,0.020245071923281843,0.017461669505962618,False,True,1,0,-0.08816425120772942,0.028610354223433238,0.08926417370325686,0.2210526315789475,7.750778801245496,-0.025904338956652007,0.11656441717791402,0.018893387314439902,0.024423337856173566,0.1987277554135045,0.7078368375926382,0.7111514970686438,0.0,0.0,0.04553307852223179,0.7078368375926382,0.7231546531777916,0.0,0.04438914594730484,0.026593218708012754,2026-07-29,2026-07-30,7.36,8.05,7.25,7.82,8.35,7.58,7.99,0.1345108695652173,0.08559782608695654,True,False,complete
000012_2026-05-25,000012,南  玻Ａ,2026-05-25,2026-05-25,2,0,1,1,2,2,2,2,2,2026-05-22,,,15.0,,4.41,4.83,4.3,4.6,4.4,0.002272727272727204,0.09772727272727266,0.04545454545454519,0.1204545454545455,0.04761904761904771,0.433962264150944,0.20754716981132126,0.566037735849056,2009093.0,919874130.7539,2.18522901423433,2.4799530741348303,,True,False,False,True,2.0,4.41,4.83,4.3,4.6,2009093.0,919874130.7539,4.0760000000000005,3.94,4.05,0.1285574092247299,0.05495583905789969,0.18498527968596656,0.1675126903553299,0.09137055837563457,0.1358024691358024,0.04566444330425856,0.014940752189592788,True,True,0,0,0.04308390022675734,0.06976744186046507,0.04761904761904771,0.566037735849056,4.578555464666592,0.004683690194188683,0.1204545454545455,-0.0043290043290044045,0.00877192982456143,0.2567184675178241,0.31317526166428766,0.5728455943095541,0.5728455943095541,0.3451679951794354,0.08612208874587042,0.31317526166428766,0.5850067759198353,0.35590511992546536,0.08626150723498165,-0.004661855507262527,2026-05-26,2026-05-27,4.37,4.73,4.36,4.5,4.64,4.37,4.45,0.06178489702517154,0.01830663615560635,False,False,complete
000012_2026-05-25,000012,南  玻Ａ,2026-05-26,2026-05-25,2,1,2,2,2,2,2,2,2,2026-05-22,,,15.0,,4.41,4.83,4.3,4.6,4.4,0.002272727272727204,0.09772727272727266,0.04545454545454519,0.1204545454545455,0.04761904761904771,0.433962264150944,0.20754716981132126,0.566037735849056,2009093.0,919874130.7539,2.18522901423433,2.4799530741348303,,True,False,False,True,2.0,4.37,4.73,4.36,4.5,1602110.0,730319502.7092001,4.228,4.0,4.0515,0.06433301797540225,0.03122043519394535,0.11873226111636725,0.125,0.09000000000000008,0.11069974083672718,0.037291462217860394,0.015228426395939021,True,True,0,0,0.029748283752860427,0.03211009174311919,0.04862579281183941,0.3783783783783774,4.559480665291565,-0.013045491286837407,0.08043478260869569,-0.03433476394849788,-0.02386117136659438,0.5519084041714407,0.31791207857894943,0.7386773568888848,0.33716116371670796,0.3319349259927959,0.09018356979110508,0.31791207857894943,0.7451762975264501,0.3394856959008562,0.089747573777033,0.013217925620347713,2026-05-27,2026-05-28,4.38,4.64,4.37,4.45,4.55,4.31,4.38,0.038812785388127935,0.0,False,False,complete
000012_2026-05-25,000012,南  玻Ａ,2026-05-27,2026-05-25,2,2,3,3,2,2,2,2,2,2026-05-22,,,15.0,,4.41,4.83,4.3,4.6,4.4,0.002272727272727204,0.09772727272727266,0.04545454545454519,0.1204545454545455,0.04761904761904771,0.433962264150944,0.20754716981132126,0.566037735849056,2009093.0,919874130.7539,2.18522901423433,2.4799530741348303,,True,False,False,True,2.0,4.38,4.64,4.37,4.45,1143299.0,508300622.3301,4.39,4.062,4.0515,0.013667425968109548,-0.004555808656036331,0.056947608200455635,0.09551944854751349,0.07582471688823245,0.09835863260520794,0.038315988647114496,0.01550000000000007,True,True,0,0,0.01598173515981749,0.018306636155606425,0.04094827586206886,0.296296296296297,4.470062178463272,-0.004488120670878226,0.05999999999999991,0.006787330316742057,0.006787330316742057,0.48692660112365777,0.4386215572780561,0.5818364315583928,0.0,0.0,0.03527765586181057,0.4386215572780561,0.585901005062107,0.0,0.03504895862419452,0.004508354710847632,2026-05-28,2026-05-29,4.37,4.55,4.31,4.38,4.43,4.01,4.05,0.013729977116704761,-0.07322654462242573,False,True,complete
000017_2026-07-01,000017,深中华A,2026-07-01,2026-07-01,2,0,1,1,2,2,3,3,2,2026-06-30,91.0,38.0,50.0,0.4808259587020649,6.06,6.29,5.92,6.08,6.12,-0.009803921568627527,0.02777777777777768,-0.006535947712418277,0.060457516339869295,0.03338632750397456,0.5675675675675673,0.3783783783783774,0.4324324324324327,286145.0,174419001.9691,1.1003460872909057,1.1794728389375295,,False,False,True,True,2.0,6.06,6.29,5.92,6.08,286145.0,174419001.9691,5.586,5.398000000000001,5.287999999999999,0.08843537414965974,0.05979233798782668,0.1260293591120658,0.12634309003334554,0.09670248240088908,0.14977307110438742,0.03176948651643907,0.015234154598457783,True,True,0,0,0.0033003300330034513,0.027027027027027053,0.03338632750397456,0.4324324324324327,6.1115374928291875,-0.005160320601189317,0.060457516339869295,-0.014586709886547755,0.0016474464579900872,0.5600032236249662,0.35073390027085455,0.6237749349143111,0.6237749349143111,0.1884033595778453,0.09264067443840598,0.35073390027085455,0.6269060000800336,0.19076362957629237,0.09216964220416789,0.005187087636379505,2026-07-02,2026-07-03,6.08,6.34,5.96,6.0,6.25,6.0,6.09,0.02796052631578938,0.00164473684210531,False,False,complete
000017_2026-07-01,000017,深中华A,2026-07-02,2026-07-01,2,1,2,2,2,2,3,3,2,2026-06-30,91.0,38.0,50.0,0.4808259587020649,6.06,6.29,5.92,6.08,6.12,-0.009803921568627527,0.02777777777777768,-0.006535947712418277,0.060457516339869295,0.03338632750397456,0.5675675675675673,0.3783783783783774,0.4324324324324327,286145.0,174419001.9691,1.1003460872909057,1.1794728389375295,,False,False,True,True,2.0,6.08,6.34,5.96,6.0,204427.0,123929697.7948,5.7620000000000005,5.482,5.3195,0.041305102395001736,0.03436306837903502,0.10031239153071847,0.0944910616563297,0.08719445457862096,0.1279255569132438,0.03150733977801656,0.015561319007039609,True,True,0,0,-0.013157894736842146,0.00671140939597316,0.05362776025236591,0.10526315789473696,6.102205809975873,-0.01674899424217824,0.06249999999999998,-0.014778325123152691,-0.004975124378109541,0.5789551430400315,0.3516294746171648,0.9100989708996011,0.6517652272391551,0.13106258309124033,0.05930375695504456,0.3516294746171648,0.9117629988785559,0.13437848431676536,0.058376072508292326,0.01703430166264545,2026-07-03,2026-07-06,6.02,6.25,6.0,6.09,6.14,5.96,6.03,0.019933554817275656,0.0016611295681063787,False,False,complete
000017_2026-07-01,000017,深中华A,2026-07-03,2026-07-01,2,2,3,3,2,2,3,3,2,2026-06-30,91.0,38.0,50.0,0.4808259587020649,6.06,6.29,5.92,6.08,6.12,-0.009803921568627527,0.02777777777777768,-0.006535947712418277,0.060457516339869295,0.03338632750397456,0.5675675675675673,0.3783783783783774,0.4324324324324327,286145.0,174419001.9691,1.1003460872909057,1.1794728389375295,,False,False,True,True,2.0,6.02,6.25,6.0,6.09,159698.0,97012322.1731,5.970000000000001,5.576,5.3614999999999995,0.02010050251256268,0.005025125628140614,0.04690117252931314,0.09218077474892405,0.07604017216642767,0.13587615406136355,0.036098576883026645,0.01714702663261569,True,True,0,0,0.011627906976744207,0.014999999999999977,0.025600000000000022,0.35999999999999943,6.082639541107464,0.0012100764549325405,0.041666666666666664,0.008278145695364225,0.0032948929159801743,0.43481900175872545,0.40639411124800534,0.4082218063144827,0.5455340600223838,0.0,0.09761709945106449,0.40639411124800534,0.41050519257586215,0.0,0.09756108077809103,-0.0012086139396610478,2026-07-06,2026-07-07,5.96,6.14,5.96,6.03,6.1,5.77,6.03,0.02348993288590595,0.011744966442952975,False,False,complete
000029_2026-05-13,000029,深深房Ａ,2026-05-13,2026-05-13,2,0,1,1,2,2,2,2,2,2026-05-12,,,33.0,,27.02,27.54,26.16,26.7,26.49,0.020007550018874998,0.039637599093997666,0.007927519818799578,0.05209513023782556,0.030501089324618733,0.3768115942028985,0.39130434782608664,0.39130434782608664,259931.0,696527412.7182,1.3400370154609147,1.4332362290537468,,False,False,False,True,2.0,27.02,27.54,26.16,26.7,259931.0,696527412.7182,24.11,22.499000000000002,21.28,0.10742430526752389,0.08502695976773134,0.14226462048942357,0.18671940975154433,0.16271834303746813,0.25469924812030076,0.04835203061135762,0.029891055570814062,True,True,0,0,-0.011843079200592133,0.020642201834862352,0.030501089324618733,0.39130434782608664,26.875408646140425,-0.006526734102910714,0.05209513023782556,0.003759398496240518,0.003759398496240518,0.5550681302416318,0.4313317890388532,0.6872662843036235,0.6872662843036235,0.24728014398324183,0.0803777302883967,0.4313317890388532,0.691544309599739,0.2504927096303514,0.07963569455756846,0.006569612214997214,2026-05-14,2026-05-15,26.59,28.74,26.33,28.01,29.96,28.15,28.91,0.12673937570515226,0.08725084618277545,True,False,complete
000029_2026-05-13,000029,深深房Ａ,2026-05-14,2026-05-13,2,1,2,2,2,2,2,2,2,2026-05-12,,,33.0,,27.02,27.54,26.16,26.7,26.49,0.020007550018874998,0.039637599093997666,0.007927519818799578,0.05209513023782556,0.030501089324618733,0.3768115942028985,0.39130434782608664,0.39130434782608664,259931.0,696527412.7182,1.3400370154609147,1.4332362290537468,,False,False,False,True,2.0,26.59,28.74,26.33,28.01,192139.0,532903020.5129,25.434,23.226,21.6875,0.10128174884013519,0.03522843437917733,0.1299834866713847,0.2059760613106003,0.13364333075002155,0.29152737752161384,0.054914973040232296,0.032312547224320864,True,True,0,0,0.053403535163595306,0.06380554500569705,0.02540013917884471,0.6970954356846486,27.878689649003057,0.004710061794516163,0.0902621722846442,-0.014773126978543716,-0.020629370629370647,0.5292553251317403,0.45470497173773966,0.5094624047093321,1.0,0.5094624047093321,0.11019929985074078,0.45470497173773966,0.5184668539168316,0.5184668539168316,0.11186945143137332,-0.004687981113778808,2026-05-15,2026-05-18,28.29,29.96,28.15,28.91,30.59,28.35,29.82,0.08130081300813008,0.054082714740190996,True,False,complete
