event_id,code,name,signal_date,break_date,board_streak_before_break,days_since_break,days_since_last_limit_up,repair_attempt_count,recent_limit_up_count_10d,recent_limit_up_count_20d,recent_pool_appearance_count_10d,recent_pool_appearance_count_20d,max_board_streak_20d,last_board_date,board_day_amount_rank,board_day_turnover_rank,board_day_volume_rank,recognition_score,break_open,break_high,break_low,break_close,break_prev_close,break_open_return,break_high_return,break_close_return,break_intraday_range,break_high_to_close_drawdown,break_upper_shadow_ratio,break_lower_shadow_ratio,break_close_location,break_volume,break_amount,break_volume_ratio_vs_board_days,break_amount_ratio_vs_board_days,break_turnover_ratio,break_touched_limit_up,break_opened_from_limit_up,break_day_in_pool,last_board_day_in_pool,pool_consecutive_count_last_board,d1_open,d1_high,d1_low,d1_close,d1_volume,d1_amount,d1_ma5,d1_ma10,d1_ma20,d1_close_to_ma5,d1_low_to_ma5,d1_high_to_ma5,d1_close_to_ma10,d1_low_to_ma10,d1_close_to_ma20,d1_ma5_slope,d1_ma10_slope,d1_reclaimed_ma5,d1_reclaimed_ma10,consecutive_days_below_ma5,consecutive_days_below_ma10,d1_open_to_close_return,d1_low_to_close_recovery,d1_high_to_close_drawdown,d1_close_location,d1_vwap,d1_close_to_vwap,d1_intraday_range,d1_afternoon_return,d1_last_hour_return,d1_up_bar_volume_ratio,d1_down_bar_volume_ratio,volume_above_d1_close_ratio,volume_above_break_close_ratio,high_zone_volume_ratio,late_day_sell_volume_ratio,down_bar_volume_ratio,amount_above_d1_close_ratio,high_zone_amount_ratio,late_day_sell_amount_ratio,d1_vwap_to_close_gap,d2_trade_date,d3_trade_date,d2_open,d2_high,d2_low,d2_close,d3_high,d3_low,d3_close,d2open_to_d3high_return,d2open_to_d3close_return,target7_d2open_d3high,tail_loss_5pct,future_data_status
000029_2026-05-13,000029,深深房Ａ,2026-05-15,2026-05-13,2,2,3,3,2,2,2,2,2,2026-05-12,,,33.0,,27.02,27.54,26.16,26.7,26.49,0.020007550018874998,0.039637599093997666,0.007927519818799578,0.05209513023782556,0.030501089324618733,0.3768115942028985,0.39130434782608664,0.39130434782608664,259931.0,696527412.7182,1.3400370154609147,1.4332362290537468,,False,False,False,True,2.0,28.29,29.96,28.15,28.91,146701.0,424388598.47940004,26.838,24.082,22.134999999999998,0.07720396452790812,0.04888590804083748,0.11632759520083469,0.20048168756747775,0.1689228469396229,0.30607634967246455,0.05520169851380041,0.03685524842848542,True,True,0,0,0.021915871332626402,0.026998223801065778,0.03504672897196264,0.41988950276243125,29.143245128428745,-0.00800340275768463,0.06461977865048205,-0.01766904519198098,-0.00618769336541769,0.4834472358496267,0.5165527641503733,0.9787668862311635,1.0,0.04302246370044004,0.13533177770330776,0.5165527641503733,0.9789515810933509,0.0434930463967117,0.1345669314020746,0.008067974003069703,2026-05-18,2026-05-19,28.97,30.59,28.35,29.82,31.11,29.38,29.42,0.0738695201933035,0.015533310321021787,True,False,complete
000029_2026-06-11,000029,深深房Ａ,2026-06-11,2026-06-11,2,0,1,1,2,2,2,2,2,2026-06-10,56.0,64.0,59.0,0.08333333333333333,26.86,28.33,25.04,25.46,26.99,-0.0048165987402741806,0.04964801778436456,-0.05668766209707288,0.12189699888847719,0.10130603600423571,0.44680851063829763,0.12765957446808565,0.12765957446808565,187241.0,485518488.6478,3.656443754454827,3.765472288905288,,False,False,False,True,2.0,26.86,28.33,25.04,25.46,187241.0,485518488.6478,24.478,24.147,25.3275,0.04011765667129663,0.022959392107198218,0.15736579785930216,0.054375284714457406,0.03698181968774583,0.005231467772184306,0.016781590097200372,0.0015761748724540947,True,True,0,0,-0.05212211466865224,0.016773162939297193,0.10130603600423571,0.12765957446808565,26.01360599882522,-0.021281401696105484,0.12189699888847719,-0.005080109417741285,0.0039432176656151174,0.4799191449688146,0.4996779632856178,0.5071624705094363,0.5071624705094363,0.20222282218820906,0.046774486591072736,0.4996779632856178,0.5185208239003294,0.21215177220989384,0.04529139674050935,0.021744147636497214,2026-06-12,2026-06-15,25.43,26.09,25.06,25.34,25.73,24.73,25.11,0.01179709005112084,-0.01258356272119543,False,False,complete
000029_2026-06-11,000029,深深房Ａ,2026-06-12,2026-06-11,2,1,2,2,2,2,2,2,2,2026-06-10,56.0,64.0,59.0,0.08333333333333333,26.86,28.33,25.04,25.46,26.99,-0.0048165987402741806,0.04964801778436456,-0.05668766209707288,0.12189699888847719,0.10130603600423571,0.44680851063829763,0.12765957446808565,0.12765957446808565,187241.0,485518488.6478,3.656443754454827,3.765472288905288,,False,False,False,True,2.0,25.43,26.09,25.06,25.34,94959.0,241111236.9182,24.928,24.206,25.148999999999997,0.01652759948652105,0.005295250320924261,0.04661424903722722,0.04684788895315206,0.03528050896471946,0.007594735377152384,0.01838385489010541,0.0024433677061332926,True,True,0,0,-0.0035391270153362075,0.011173184357541945,0.02874664622460713,0.2718446601941756,25.494487739393556,-0.0060596526187440825,0.04045561665357428,-0.00860719874804372,0.0035643564356435675,0.5198672741212769,0.43276234757021154,0.728531147133981,0.4854612590137212,0.08066710181152574,0.09078617592787522,0.43276234757021154,0.7314556722871985,0.08187598493262035,0.08969653890306728,0.0060965958718846,2026-06-15,2026-06-16,25.33,25.73,24.73,25.11,27.62,25.0,27.62,0.09040663245163838,0.09040663245163838,True,False,complete
000029_2026-06-11,000029,深深房Ａ,2026-06-15,2026-06-11,2,2,3,3,2,2,2,2,2,2026-06-10,56.0,64.0,59.0,0.08333333333333333,26.86,28.33,25.04,25.46,26.99,-0.0048165987402741806,0.04964801778436456,-0.05668766209707288,0.12189699888847719,0.10130603600423571,0.44680851063829763,0.12765957446808565,0.12765957446808565,187241.0,485518488.6478,3.656443754454827,3.765472288905288,,False,False,False,True,2.0,25.33,25.73,24.73,25.11,82054.0,205601899.7327,25.488,24.323999999999998,24.9135,-0.014830508474576232,-0.029739485247959774,0.009494664155681232,0.0323137641835225,0.01669133366222675,0.007887290023481208,0.0224646983311938,0.004874824423696467,False,True,1,0,-0.008685353335965207,0.015365952284674444,0.024096385542168714,0.379999999999999,25.058626984296453,0.0020501129505514637,0.03946329913180742,0.012091898428053138,-0.0007958615200954755,0.4039888675396885,0.49688494649801,0.3947987985133156,0.0,0.0,0.06699708159883776,0.49688494649801,0.3973844005557383,0.0,0.06707029938501488,-0.0020459185863618795,2026-06-16,2026-06-17,25.34,27.62,25.0,27.62,28.8,27.09,28.57,0.1365430149960538,0.12746645619573793,True,False,complete
000037_2026-06-02,000037,深南电A,2026-06-04,2026-06-02,2,2,3,3,2,2,2,2,2,2026-06-01,,,15.0,,12.65,12.94,11.85,12.01,12.65,0.0,0.02292490118577062,-0.05059288537549411,0.08616600790513833,0.07187017001545593,0.26605504587155887,0.14678899082568822,0.14678899082568822,935926.0,,1.387818409769472,,,False,False,False,True,2.0,11.71,11.82,11.33,11.46,475165.0,544300250.3339,11.9,11.0,10.9245,-0.036974789915966366,-0.0478991596638656,-0.006722689075630228,0.041818181818181976,0.030000000000000027,0.04901826170534118,0.017267909044281327,0.017105871474803358,False,True,1,0,-0.021349274124679796,0.011473962930273678,0.030456852791878125,0.26530612244898105,11.507930147042018,-0.004164966803725023,0.04124579124579126,-0.01376936316695343,0.006145741878841093,0.29556528806462856,0.6063350967753475,0.7810851450915064,0.0,0.03918360671050503,0.11588055361765878,0.6063350967753475,0.7829467682057359,0.03971149363837392,0.11509127668115351,0.004182386303840908,2026-06-05,2026-06-08,11.41,11.81,10.85,10.95,10.96,10.14,10.35,-0.039439088518843035,-0.0929009640666083,False,True,complete
000037_2026-07-21,000037,深南电A,2026-07-21,2026-07-21,2,0,1,1,2,2,2,2,2,2026-07-20,21.0,1.0,20.0,0.7291666666666666,9.8,9.99,9.11,9.62,10.12,-0.03162055335968361,-0.012845849802371467,-0.04940711462450598,0.08695652173913052,0.03703703703703714,0.21590909090909016,0.5795454545454538,0.5795454545454538,580859.0,547370284.6315,1.030253528721076,1.0223296174136844,,False,False,False,True,2.0,9.8,9.99,9.11,9.62,580859.0,547370284.6315,9.152,8.690000000000001,8.802,0.051136363636363535,-0.004589160839160833,0.09156468531468542,0.10701956271576507,0.04833141542002273,0.09293342422176765,0.028545740615868676,0.016017771542149006,True,True,0,0,-0.01836734693877562,0.05598243688254663,0.03703703703703714,0.5795454545454538,9.430903084723996,0.02005077494458618,0.08695652173913052,0.017989417989418,0.008385744234800763,0.37924957052516356,0.6207504294748365,0.1805738659416871,0.1805738659416871,0.0662595674633134,0.04884211806012436,0.6207504294748365,0.18529836293649454,0.06888392853383286,0.049837645106667,-0.019656643999584573,2026-07-22,2026-07-23,9.36,10.4,9.31,10.31,10.7,9.6,9.97,0.1431623931623931,0.06517094017094038,True,False,complete
000037_2026-07-21,000037,深南电A,2026-07-22,2026-07-21,2,1,2,2,2,2,2,2,2,2026-07-20,21.0,1.0,20.0,0.7291666666666666,9.8,9.99,9.11,9.62,10.12,-0.03162055335968361,-0.012845849802371467,-0.04940711462450598,0.08695652173913052,0.03703703703703714,0.21590909090909016,0.5795454545454538,0.5795454545454538,580859.0,547370284.6315,1.030253528721076,1.0223296174136844,,False,False,False,True,2.0,9.36,10.4,9.31,10.31,636088.0,623555955.2955999,9.522,8.904,8.8395,0.08275572358748162,-0.02226423020373869,0.09220751942869154,0.15790655884995508,0.045597484276729716,0.16635556309746047,0.04042832167832189,0.024626006904487685,True,True,0,0,0.10149572649572658,0.10741138560687433,0.00865384615384614,0.9174311926605506,9.833208198585924,0.04848791887500581,0.1133056133056133,0.07172557172557181,0.0574358974358975,0.6016228746544671,0.3270892150866135,0.03851732816141957,0.7949882325116238,0.31766547879239865,0.05871639467551882,0.3270892150866135,0.04030680961644462,0.3294297990277722,0.06102195880490294,-0.04624556754743713,2026-07-23,2026-07-24,9.82,10.7,9.6,9.97,9.64,8.97,8.97,-0.018329938900203624,-0.0865580448065173,False,True,complete
000037_2026-07-21,000037,深南电A,2026-07-23,2026-07-21,2,2,3,3,2,2,2,2,2,2026-07-20,21.0,1.0,20.0,0.7291666666666666,9.8,9.99,9.11,9.62,10.12,-0.03162055335968361,-0.012845849802371467,-0.04940711462450598,0.08695652173913052,0.03703703703703714,0.21590909090909016,0.5795454545454538,0.5795454545454538,580859.0,547370284.6315,1.030253528721076,1.0223296174136844,,False,False,False,True,2.0,9.82,10.7,9.6,9.97,595541.0,590147242.9317,9.844,9.081,8.879999999999999,0.01279967492889078,-0.024786672084518457,0.08695652173913038,0.09789670741107814,0.05715229600264293,0.12274774774774788,0.033816425120772875,0.01987870619946097,True,True,0,0,0.015274949083503131,0.03854166666666677,0.06822429906542044,0.33636363636363736,10.004094941613378,-0.003408098564874118,0.10669253152279337,0.004028197381671816,-0.02158979391560345,0.4122609906044641,0.5423419215085368,0.5293441148083199,1.0,0.10580165968227327,0.20386309892795065,0.5423419215085368,0.5380283002553099,0.11069298691167541,0.2073519844434182,0.003419753421602519,2026-07-24,2026-07-27,9.47,9.64,8.97,8.97,9.2,8.61,9.17,-0.0285110876451955,-0.03167898627243937,False,False,complete
000048_2026-06-12,000048,京基智农,2026-06-12,2026-06-12,3,0,1,1,4,4,4,4,3,2026-06-11,34.0,31.0,36.0,0.4166666666666667,19.39,21.18,18.9,18.91,19.61,-0.011218765935747,0.0800611932687405,-0.03569607343192249,0.11626721060683332,0.10717658168083095,0.7850877192982448,0.004385964912281385,0.004385964912281385,821956.0,1641055919.7393,2.8028266189577153,3.1867876014589167,,False,False,False,True,3.0,19.39,21.18,18.9,18.91,821956.0,1641055919.7393,17.46,15.811000000000002,14.6435,0.08304696449026339,0.08247422680412364,0.21305841924398616,0.19600278287268336,0.1953703118082346,0.29135794038310525,0.05831009819372057,0.04197970212205093,True,True,0,0,-0.024755028365136655,0.0005291005291006119,0.10717658168083095,0.004385964912281385,20.103188683867042,-0.05935320523676846,0.11626721060683332,-0.05117912694430504,-0.04107505070993911,0.6006339234490046,0.39936607655099543,1.0,1.0,0.24476050169920058,0.1279519212793307,0.39936607655099543,1.0,0.2519915516591867,0.12301868810044632,0.06309829105589858,2026-06-15,2026-06-16,19.53,20.45,17.1,17.37,19.11,16.3,19.11,-0.021505376344086113,-0.021505376344086113,False,False,complete
000048_2026-06-12,000048,京基智农,2026-06-15,2026-06-12,3,1,2,2,3,4,3,4,3,2026-06-11,34.0,31.0,36.0,0.4166666666666667,19.39,21.18,18.9,18.91,19.61,-0.011218765935747,0.0800611932687405,-0.03569607343192249,0.11626721060683332,0.10717658168083095,0.7850877192982448,0.004385964912281385,0.004385964912281385,821956.0,1641055919.7393,2.8028266189577153,3.1867876014589167,,False,False,False,True,3.0,19.53,20.45,17.1,17.37,489856.0,895008604.5056,17.985999999999997,16.169,14.814000000000002,-0.03424886022461893,-0.04926053597242275,0.13699544089847682,0.07427793926649762,0.057579318448883754,0.1725394896719319,0.030126002290950638,0.022642464107267113,False,True,1,0,-0.11059907834101379,0.0157894736842105,0.1506112469437652,0.08059701492537306,18.27200818761019,-0.04936557483713366,0.17715494447382327,-0.026890756302521024,-0.0022975301550832716,0.23004028908448074,0.762201837889117,0.8741471290418876,0.0,0.0,0.0965607756468443,0.762201837889117,0.8809731843643593,0.0,0.09152416592056067,0.051929083915382215,2026-06-16,2026-06-17,16.9,19.11,16.3,19.11,19.78,18.4,19.13,0.1704142011834322,0.13195266272189343,True,False,complete
000055_2026-06-03,000055,方大集团,2026-06-03,2026-06-03,2,0,1,1,2,2,2,2,2,2026-06-02,,,28.0,,4.43,4.44,3.91,3.93,4.19,0.0572792362768495,0.059665871121718395,-0.06205250596658718,0.126491646778043,0.11486486486486491,0.018867924528303152,0.037735849056603786,0.037735849056603786,1119950.0,464411053.2095,2.952816110440253,3.0731575191648566,,False,False,False,True,2.0,4.43,4.44,3.91,3.93,1119950.0,464411053.2095,3.7700000000000005,3.6410000000000005,3.6659999999999995,0.04244031830238715,0.037135278514588865,0.17771883289124668,0.07937379840703085,0.0738808019774786,0.07201309328968919,0.028368794326241398,0.008307947936859739,True,True,0,0,-0.11286681715575608,0.005115089514066501,0.11486486486486491,0.037735849056603786,4.1481289570926645,-0.052584902578714954,0.126491646778043,-0.012562814070351758,0.0,0.17934139105176272,0.6920248062926154,0.9829764625008689,0.9829764625008689,0.3597223799468141,0.0484755479781059,0.6920248062926154,0.983887631507503,0.37881863875241895,0.045953946473949764,0.0555035514230698,2026-06-04,2026-06-05,3.89,3.95,3.7,3.72,3.89,3.6,3.67,0.0,-0.05655526992287918,False,True,complete
