event_id,signal_date,code,change_type,field,old_value,new_value,reason
603261_2026-06-22,2026-06-24,603261,unchanged,,,,
603380_2026-06-23,2026-06-24,603380,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603380_2026-06-23,2026-06-24,603380,unchanged,,,,
603663_2026-06-23,2026-06-24,603663,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603663_2026-06-23,2026-06-24,603663,unchanged,,,,
603757_2026-06-24,2026-06-24,603757,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603757_2026-06-24,2026-06-24,603757,unchanged,,,,
605377_2026-06-24,2026-06-24,605377,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605377_2026-06-24,2026-06-24,605377,unchanged,,,,
605580_2026-06-24,2026-06-24,605580,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605580_2026-06-24,2026-06-24,605580,unchanged,,,,
000070_2026-06-24,2026-06-25,000070,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000070_2026-06-24,2026-06-25,000070,unchanged,,,,
000566_2026-06-25,2026-06-25,000566,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000566_2026-06-25,2026-06-25,000566,unchanged,,,,
000571_2026-06-24,2026-06-25,000571,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000571_2026-06-24,2026-06-25,000571,unchanged,,,,
000657_2026-06-23,2026-06-25,000657,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000657_2026-06-23,2026-06-25,000657,unchanged,,,,
000811_2026-06-23,2026-06-25,000811,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000811_2026-06-23,2026-06-25,000811,unchanged,,,,
001296_2026-06-23,2026-06-25,001296,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
001296_2026-06-23,2026-06-25,001296,unchanged,,,,
002297_2026-06-23,2026-06-25,002297,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002297_2026-06-23,2026-06-25,002297,unchanged,,,,
002354_2026-06-23,2026-06-25,002354,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002354_2026-06-23,2026-06-25,002354,unchanged,,,,
002580_2026-06-25,2026-06-25,002580,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002580_2026-06-25,2026-06-25,002580,unchanged,,,,
002584_2026-06-25,2026-06-25,002584,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002584_2026-06-25,2026-06-25,002584,unchanged,,,,
002631_2026-06-25,2026-06-25,002631,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002631_2026-06-25,2026-06-25,002631,unchanged,,,,
002655_2026-06-23,2026-06-25,002655,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002655_2026-06-23,2026-06-25,002655,unchanged,,,,
002672_2026-06-24,2026-06-25,002672,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002672_2026-06-24,2026-06-25,002672,unchanged,,,,
002687_2026-06-25,2026-06-25,002687,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002687_2026-06-25,2026-06-25,002687,unchanged,,,,
002805_2026-06-23,2026-06-25,002805,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002805_2026-06-23,2026-06-25,002805,unchanged,,,,
002830_2026-06-24,2026-06-25,002830,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002830_2026-06-24,2026-06-25,002830,unchanged,,,,
003031_2026-06-23,2026-06-25,003031,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
003031_2026-06-23,2026-06-25,003031,unchanged,,,,
600162_2026-06-23,2026-06-25,600162,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600162_2026-06-23,2026-06-25,600162,unchanged,,,,
600172_2026-06-24,2026-06-25,600172,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600172_2026-06-24,2026-06-25,600172,unchanged,,,,
600322_2026-06-24,2026-06-25,600322,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600322_2026-06-24,2026-06-25,600322,unchanged,,,,
600379_2026-06-25,2026-06-25,600379,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600379_2026-06-25,2026-06-25,600379,unchanged,,,,
600400_2026-06-24,2026-06-25,600400,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600400_2026-06-24,2026-06-25,600400,unchanged,,,,
600470_2026-06-24,2026-06-25,600470,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600470_2026-06-24,2026-06-25,600470,unchanged,,,,
600769_2026-06-23,2026-06-25,600769,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600769_2026-06-23,2026-06-25,600769,unchanged,,,,
600851_2026-06-24,2026-06-25,600851,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600851_2026-06-24,2026-06-25,600851,unchanged,,,,
600909_2026-06-25,2026-06-25,600909,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600909_2026-06-25,2026-06-25,600909,unchanged,,,,
601869_2026-06-24,2026-06-25,601869,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
601869_2026-06-24,2026-06-25,601869,unchanged,,,,
603082_2026-06-23,2026-06-25,603082,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603082_2026-06-23,2026-06-25,603082,unchanged,,,,
603380_2026-06-23,2026-06-25,603380,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603380_2026-06-23,2026-06-25,603380,unchanged,,,,
603663_2026-06-23,2026-06-25,603663,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603663_2026-06-23,2026-06-25,603663,unchanged,,,,
603757_2026-06-24,2026-06-25,603757,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603757_2026-06-24,2026-06-25,603757,unchanged,,,,
603938_2026-06-25,2026-06-25,603938,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603938_2026-06-25,2026-06-25,603938,unchanged,,,,
605069_2026-06-25,2026-06-25,605069,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605069_2026-06-25,2026-06-25,605069,unchanged,,,,
605377_2026-06-24,2026-06-25,605377,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605377_2026-06-24,2026-06-25,605377,unchanged,,,,
605580_2026-06-24,2026-06-25,605580,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605580_2026-06-24,2026-06-25,605580,unchanged,,,,
000070_2026-06-24,2026-06-26,000070,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000070_2026-06-24,2026-06-26,000070,unchanged,,,,
000566_2026-06-25,2026-06-26,000566,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000566_2026-06-25,2026-06-26,000566,unchanged,,,,
000571_2026-06-24,2026-06-26,000571,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000571_2026-06-24,2026-06-26,000571,unchanged,,,,
000783_2026-06-24,2026-06-26,000783,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000783_2026-06-24,2026-06-26,000783,unchanged,,,,
000818_2026-06-26,2026-06-26,000818,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000818_2026-06-26,2026-06-26,000818,unchanged,,,,
002025_2026-06-26,2026-06-26,002025,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002025_2026-06-26,2026-06-26,002025,unchanged,,,,
002068_2026-06-24,2026-06-26,002068,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002068_2026-06-24,2026-06-26,002068,unchanged,,,,
002080_2026-06-26,2026-06-26,002080,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002080_2026-06-26,2026-06-26,002080,unchanged,,,,
002254_2026-06-26,2026-06-26,002254,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002254_2026-06-26,2026-06-26,002254,unchanged,,,,
002580_2026-06-25,2026-06-26,002580,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002580_2026-06-25,2026-06-26,002580,unchanged,,,,
002584_2026-06-25,2026-06-26,002584,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002584_2026-06-25,2026-06-26,002584,unchanged,,,,
002631_2026-06-25,2026-06-26,002631,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002631_2026-06-25,2026-06-26,002631,unchanged,,,,
002672_2026-06-24,2026-06-26,002672,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002672_2026-06-24,2026-06-26,002672,unchanged,,,,
002687_2026-06-25,2026-06-26,002687,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002687_2026-06-25,2026-06-26,002687,unchanged,,,,
002830_2026-06-24,2026-06-26,002830,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002830_2026-06-24,2026-06-26,002830,unchanged,,,,
002990_2026-06-26,2026-06-26,002990,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002990_2026-06-26,2026-06-26,002990,unchanged,,,,
600141_2026-06-26,2026-06-26,600141,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600141_2026-06-26,2026-06-26,600141,unchanged,,,,
600172_2026-06-24,2026-06-26,600172,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600172_2026-06-24,2026-06-26,600172,unchanged,,,,
600322_2026-06-24,2026-06-26,600322,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600322_2026-06-24,2026-06-26,600322,unchanged,,,,
600379_2026-06-25,2026-06-26,600379,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600379_2026-06-25,2026-06-26,600379,unchanged,,,,
600400_2026-06-24,2026-06-26,600400,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600400_2026-06-24,2026-06-26,600400,unchanged,,,,
600470_2026-06-24,2026-06-26,600470,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600470_2026-06-24,2026-06-26,600470,unchanged,,,,
600584_2026-06-26,2026-06-26,600584,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600584_2026-06-26,2026-06-26,600584,unchanged,,,,
600667_2026-06-26,2026-06-26,600667,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600667_2026-06-26,2026-06-26,600667,unchanged,,,,
600851_2026-06-24,2026-06-26,600851,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600851_2026-06-24,2026-06-26,600851,unchanged,,,,
600909_2026-06-25,2026-06-26,600909,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600909_2026-06-25,2026-06-26,600909,unchanged,,,,
601869_2026-06-24,2026-06-26,601869,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
601869_2026-06-24,2026-06-26,601869,unchanged,,,,
603678_2026-06-26,2026-06-26,603678,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603678_2026-06-26,2026-06-26,603678,unchanged,,,,
603713_2026-06-26,2026-06-26,603713,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603713_2026-06-26,2026-06-26,603713,unchanged,,,,
603757_2026-06-24,2026-06-26,603757,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603757_2026-06-24,2026-06-26,603757,unchanged,,,,
603929_2026-06-26,2026-06-26,603929,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603929_2026-06-26,2026-06-26,603929,unchanged,,,,
603938_2026-06-25,2026-06-26,603938,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603938_2026-06-25,2026-06-26,603938,unchanged,,,,
603989_2026-06-26,2026-06-26,603989,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603989_2026-06-26,2026-06-26,603989,unchanged,,,,
605069_2026-06-25,2026-06-26,605069,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605069_2026-06-25,2026-06-26,605069,unchanged,,,,
605377_2026-06-24,2026-06-26,605377,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605377_2026-06-24,2026-06-26,605377,unchanged,,,,
605580_2026-06-24,2026-06-26,605580,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605580_2026-06-24,2026-06-26,605580,unchanged,,,,
000818_2026-06-26,2026-06-29,000818,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000818_2026-06-26,2026-06-29,000818,unchanged,,,,
000823_2026-06-29,2026-06-29,000823,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000823_2026-06-29,2026-06-29,000823,unchanged,,,,
002025_2026-06-26,2026-06-29,002025,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002025_2026-06-26,2026-06-29,002025,unchanged,,,,
002080_2026-06-26,2026-06-29,002080,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002080_2026-06-26,2026-06-29,002080,unchanged,,,,
002141_2026-06-29,2026-06-29,002141,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002141_2026-06-29,2026-06-29,002141,unchanged,,,,
002254_2026-06-26,2026-06-29,002254,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002254_2026-06-26,2026-06-29,002254,unchanged,,,,
002580_2026-06-25,2026-06-29,002580,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002580_2026-06-25,2026-06-29,002580,unchanged,,,,
002584_2026-06-25,2026-06-29,002584,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002584_2026-06-25,2026-06-29,002584,unchanged,,,,
002631_2026-06-25,2026-06-29,002631,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002631_2026-06-25,2026-06-29,002631,unchanged,,,,
002965_2026-06-29,2026-06-29,002965,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002965_2026-06-29,2026-06-29,002965,unchanged,,,,
002990_2026-06-26,2026-06-29,002990,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002990_2026-06-26,2026-06-29,002990,unchanged,,,,
600141_2026-06-26,2026-06-29,600141,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600141_2026-06-26,2026-06-29,600141,unchanged,,,,
600228_2026-06-29,2026-06-29,600228,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600228_2026-06-29,2026-06-29,600228,unchanged,,,,
600379_2026-06-25,2026-06-29,600379,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600379_2026-06-25,2026-06-29,600379,unchanged,,,,
600584_2026-06-26,2026-06-29,600584,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600584_2026-06-26,2026-06-29,600584,unchanged,,,,
600667_2026-06-26,2026-06-29,600667,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600667_2026-06-26,2026-06-29,600667,unchanged,,,,
600909_2026-06-25,2026-06-29,600909,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600909_2026-06-25,2026-06-29,600909,unchanged,,,,
600962_2026-06-29,2026-06-29,600962,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600962_2026-06-29,2026-06-29,600962,unchanged,,,,
603678_2026-06-26,2026-06-29,603678,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603678_2026-06-26,2026-06-29,603678,unchanged,,,,
603713_2026-06-26,2026-06-29,603713,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603713_2026-06-26,2026-06-29,603713,unchanged,,,,
603929_2026-06-26,2026-06-29,603929,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603929_2026-06-26,2026-06-29,603929,unchanged,,,,
603989_2026-06-26,2026-06-29,603989,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603989_2026-06-26,2026-06-29,603989,unchanged,,,,
605069_2026-06-25,2026-06-29,605069,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605069_2026-06-25,2026-06-29,605069,unchanged,,,,
000823_2026-06-29,2026-06-30,000823,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000823_2026-06-29,2026-06-30,000823,unchanged,,,,
002025_2026-06-26,2026-06-30,002025,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002025_2026-06-26,2026-06-30,002025,unchanged,,,,
002080_2026-06-26,2026-06-30,002080,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002080_2026-06-26,2026-06-30,002080,unchanged,,,,
002141_2026-06-29,2026-06-30,002141,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002141_2026-06-29,2026-06-30,002141,unchanged,,,,
002180_2026-06-30,2026-06-30,002180,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002180_2026-06-30,2026-06-30,002180,unchanged,,,,
002568_2026-06-30,2026-06-30,002568,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002568_2026-06-30,2026-06-30,002568,unchanged,,,,
002965_2026-06-29,2026-06-30,002965,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002965_2026-06-29,2026-06-30,002965,unchanged,,,,
600228_2026-06-29,2026-06-30,600228,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600228_2026-06-29,2026-06-30,600228,unchanged,,,,
600584_2026-06-26,2026-06-30,600584,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600584_2026-06-26,2026-06-30,600584,unchanged,,,,
600667_2026-06-26,2026-06-30,600667,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600667_2026-06-26,2026-06-30,600667,unchanged,,,,
600962_2026-06-29,2026-06-30,600962,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600962_2026-06-29,2026-06-30,600962,unchanged,,,,
601133_2026-06-30,2026-06-30,601133,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
601133_2026-06-30,2026-06-30,601133,unchanged,,,,
603155_2026-06-30,2026-06-30,603155,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603155_2026-06-30,2026-06-30,603155,unchanged,,,,
603163_2026-06-30,2026-06-30,603163,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603163_2026-06-30,2026-06-30,603163,unchanged,,,,
603650_2026-06-30,2026-06-30,603650,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603650_2026-06-30,2026-06-30,603650,unchanged,,,,
603678_2026-06-26,2026-06-30,603678,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603678_2026-06-26,2026-06-30,603678,unchanged,,,,
603713_2026-06-26,2026-06-30,603713,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603713_2026-06-26,2026-06-30,603713,unchanged,,,,
603929_2026-06-26,2026-06-30,603929,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603929_2026-06-26,2026-06-30,603929,unchanged,,,,
603956_2026-06-30,2026-06-30,603956,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603956_2026-06-30,2026-06-30,603956,unchanged,,,,
603989_2026-06-26,2026-06-30,603989,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603989_2026-06-26,2026-06-30,603989,unchanged,,,,
000017_2026-07-01,2026-07-01,000017,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000017_2026-07-01,2026-07-01,000017,unchanged,,,,
001229_2026-07-01,2026-07-01,001229,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
001229_2026-07-01,2026-07-01,001229,unchanged,,,,
002141_2026-06-29,2026-07-01,002141,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002141_2026-06-29,2026-07-01,002141,unchanged,,,,
002180_2026-06-30,2026-07-01,002180,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002180_2026-06-30,2026-07-01,002180,unchanged,,,,
002208_2026-07-01,2026-07-01,002208,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002208_2026-07-01,2026-07-01,002208,unchanged,,,,
002568_2026-06-30,2026-07-01,002568,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002568_2026-06-30,2026-07-01,002568,unchanged,,,,
002628_2026-07-01,2026-07-01,002628,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002628_2026-07-01,2026-07-01,002628,unchanged,,,,
002638_2026-07-01,2026-07-01,002638,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002638_2026-07-01,2026-07-01,002638,unchanged,,,,
003043_2026-07-01,2026-07-01,003043,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
003043_2026-07-01,2026-07-01,003043,unchanged,,,,
600228_2026-06-29,2026-07-01,600228,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600228_2026-06-29,2026-07-01,600228,unchanged,,,,
600363_2026-07-01,2026-07-01,600363,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600363_2026-07-01,2026-07-01,600363,unchanged,,,,
600378_2026-07-01,2026-07-01,600378,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600378_2026-07-01,2026-07-01,600378,unchanged,,,,
600707_2026-07-01,2026-07-01,600707,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600707_2026-07-01,2026-07-01,600707,unchanged,,,,
600962_2026-06-29,2026-07-01,600962,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600962_2026-06-29,2026-07-01,600962,unchanged,,,,
601133_2026-06-30,2026-07-01,601133,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
601133_2026-06-30,2026-07-01,601133,unchanged,,,,
603033_2026-07-01,2026-07-01,603033,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603033_2026-07-01,2026-07-01,603033,unchanged,,,,
603061_2026-07-01,2026-07-01,603061,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603061_2026-07-01,2026-07-01,603061,unchanged,,,,
603155_2026-06-30,2026-07-01,603155,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603155_2026-06-30,2026-07-01,603155,unchanged,,,,
603163_2026-06-30,2026-07-01,603163,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603163_2026-06-30,2026-07-01,603163,unchanged,,,,
603222_2026-07-01,2026-07-01,603222,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603222_2026-07-01,2026-07-01,603222,unchanged,,,,
603650_2026-06-30,2026-07-01,603650,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603650_2026-06-30,2026-07-01,603650,unchanged,,,,
603928_2026-07-01,2026-07-01,603928,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603928_2026-07-01,2026-07-01,603928,unchanged,,,,
603950_2026-07-01,2026-07-01,603950,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603950_2026-07-01,2026-07-01,603950,unchanged,,,,
603956_2026-06-30,2026-07-01,603956,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603956_2026-06-30,2026-07-01,603956,unchanged,,,,
603983_2026-07-01,2026-07-01,603983,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603983_2026-07-01,2026-07-01,603983,unchanged,,,,
000017_2026-07-01,2026-07-02,000017,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000017_2026-07-01,2026-07-02,000017,unchanged,,,,
000603_2026-07-02,2026-07-02,000603,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000603_2026-07-02,2026-07-02,000603,unchanged,,,,
000620_2026-07-02,2026-07-02,000620,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
