event_id,signal_date,code,change_type,field,old_value,new_value,reason
600293_2026-06-08,2026-06-09,600293,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600293_2026-06-08,2026-06-09,600293,unchanged,,,,
603500_2026-06-09,2026-06-09,603500,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603500_2026-06-09,2026-06-09,603500,unchanged,,,,
603859_2026-06-09,2026-06-09,603859,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603859_2026-06-09,2026-06-09,603859,unchanged,,,,
605162_2026-06-05,2026-06-09,605162,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605162_2026-06-05,2026-06-09,605162,unchanged,,,,
000068_2026-06-09,2026-06-10,000068,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000068_2026-06-09,2026-06-10,000068,unchanged,,,,
000517_2026-06-09,2026-06-10,000517,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000517_2026-06-09,2026-06-10,000517,unchanged,,,,
000520_2026-06-08,2026-06-10,000520,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000520_2026-06-08,2026-06-10,000520,unchanged,,,,
000759_2026-06-09,2026-06-10,000759,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000759_2026-06-09,2026-06-10,000759,unchanged,,,,
001696_2026-06-10,2026-06-10,001696,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
001696_2026-06-10,2026-06-10,001696,unchanged,,,,
002254_2026-06-10,2026-06-10,002254,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002254_2026-06-10,2026-06-10,002254,unchanged,,,,
002361_2026-06-09,2026-06-10,002361,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002361_2026-06-09,2026-06-10,002361,unchanged,,,,
002362_2026-06-10,2026-06-10,002362,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002362_2026-06-10,2026-06-10,002362,unchanged,,,,
002421_2026-06-09,2026-06-10,002421,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002421_2026-06-09,2026-06-10,002421,unchanged,,,,
002613_2026-06-09,2026-06-10,002613,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002613_2026-06-09,2026-06-10,002613,unchanged,,,,
002747_2026-06-10,2026-06-10,002747,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002747_2026-06-10,2026-06-10,002747,unchanged,,,,
003009_2026-06-09,2026-06-10,003009,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
003009_2026-06-09,2026-06-10,003009,unchanged,,,,
003036_2026-06-08,2026-06-10,003036,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
003036_2026-06-08,2026-06-10,003036,unchanged,,,,
600293_2026-06-08,2026-06-10,600293,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600293_2026-06-08,2026-06-10,600293,unchanged,,,,
603186_2026-06-10,2026-06-10,603186,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603186_2026-06-10,2026-06-10,603186,unchanged,,,,
603500_2026-06-09,2026-06-10,603500,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603500_2026-06-09,2026-06-10,603500,unchanged,,,,
603616_2026-06-10,2026-06-10,603616,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603616_2026-06-10,2026-06-10,603616,unchanged,,,,
603859_2026-06-09,2026-06-10,603859,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603859_2026-06-09,2026-06-10,603859,unchanged,,,,
603929_2026-06-10,2026-06-10,603929,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603929_2026-06-10,2026-06-10,603929,unchanged,,,,
000029_2026-06-11,2026-06-11,000029,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000029_2026-06-11,2026-06-11,000029,unchanged,,,,
000068_2026-06-09,2026-06-11,000068,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000068_2026-06-09,2026-06-11,000068,unchanged,,,,
000517_2026-06-09,2026-06-11,000517,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000517_2026-06-09,2026-06-11,000517,unchanged,,,,
000759_2026-06-09,2026-06-11,000759,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000759_2026-06-09,2026-06-11,000759,unchanged,,,,
002361_2026-06-09,2026-06-11,002361,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002361_2026-06-09,2026-06-11,002361,unchanged,,,,
002362_2026-06-10,2026-06-11,002362,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002362_2026-06-10,2026-06-11,002362,unchanged,,,,
002421_2026-06-09,2026-06-11,002421,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002421_2026-06-09,2026-06-11,002421,unchanged,,,,
002585_2026-06-11,2026-06-11,002585,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002585_2026-06-11,2026-06-11,002585,unchanged,,,,
002613_2026-06-09,2026-06-11,002613,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002613_2026-06-09,2026-06-11,002613,unchanged,,,,
002636_2026-06-11,2026-06-11,002636,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002636_2026-06-11,2026-06-11,002636,unchanged,,,,
002669_2026-06-11,2026-06-11,002669,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002669_2026-06-11,2026-06-11,002669,unchanged,,,,
002747_2026-06-10,2026-06-11,002747,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002747_2026-06-10,2026-06-11,002747,unchanged,,,,
003009_2026-06-09,2026-06-11,003009,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
003009_2026-06-09,2026-06-11,003009,unchanged,,,,
003026_2026-06-11,2026-06-11,003026,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
003026_2026-06-11,2026-06-11,003026,unchanged,,,,
603002_2026-06-11,2026-06-11,603002,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603002_2026-06-11,2026-06-11,603002,unchanged,,,,
603065_2026-06-11,2026-06-11,603065,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603065_2026-06-11,2026-06-11,603065,unchanged,,,,
603186_2026-06-10,2026-06-11,603186,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603186_2026-06-10,2026-06-11,603186,unchanged,,,,
603500_2026-06-09,2026-06-11,603500,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603500_2026-06-09,2026-06-11,603500,unchanged,,,,
603616_2026-06-10,2026-06-11,603616,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603616_2026-06-10,2026-06-11,603616,unchanged,,,,
603859_2026-06-09,2026-06-11,603859,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603859_2026-06-09,2026-06-11,603859,unchanged,,,,
603929_2026-06-10,2026-06-11,603929,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603929_2026-06-10,2026-06-11,603929,unchanged,,,,
605006_2026-06-11,2026-06-11,605006,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605006_2026-06-11,2026-06-11,605006,unchanged,,,,
605318_2026-06-11,2026-06-11,605318,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605318_2026-06-11,2026-06-11,605318,unchanged,,,,
605589_2026-06-11,2026-06-11,605589,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605589_2026-06-11,2026-06-11,605589,unchanged,,,,
000029_2026-06-11,2026-06-12,000029,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000029_2026-06-11,2026-06-12,000029,unchanged,,,,
000048_2026-06-12,2026-06-12,000048,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000048_2026-06-12,2026-06-12,000048,unchanged,,,,
001696_2026-06-10,2026-06-12,001696,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
001696_2026-06-10,2026-06-12,001696,unchanged,,,,
002119_2026-06-12,2026-06-12,002119,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002119_2026-06-12,2026-06-12,002119,unchanged,,,,
002165_2026-06-12,2026-06-12,002165,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002165_2026-06-12,2026-06-12,002165,unchanged,,,,
002254_2026-06-10,2026-06-12,002254,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002254_2026-06-10,2026-06-12,002254,unchanged,,,,
002362_2026-06-10,2026-06-12,002362,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002362_2026-06-10,2026-06-12,002362,unchanged,,,,
002409_2026-06-12,2026-06-12,002409,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002409_2026-06-12,2026-06-12,002409,unchanged,,,,
002585_2026-06-11,2026-06-12,002585,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002585_2026-06-11,2026-06-12,002585,unchanged,,,,
002636_2026-06-11,2026-06-12,002636,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002636_2026-06-11,2026-06-12,002636,unchanged,,,,
002669_2026-06-11,2026-06-12,002669,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002669_2026-06-11,2026-06-12,002669,unchanged,,,,
002747_2026-06-10,2026-06-12,002747,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002747_2026-06-10,2026-06-12,002747,unchanged,,,,
003026_2026-06-11,2026-06-12,003026,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
003026_2026-06-11,2026-06-12,003026,unchanged,,,,
600178_2026-06-12,2026-06-12,600178,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600178_2026-06-12,2026-06-12,600178,unchanged,,,,
600378_2026-06-12,2026-06-12,600378,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600378_2026-06-12,2026-06-12,600378,unchanged,,,,
600665_2026-06-12,2026-06-12,600665,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600665_2026-06-12,2026-06-12,600665,unchanged,,,,
603002_2026-06-11,2026-06-12,603002,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603002_2026-06-11,2026-06-12,603002,unchanged,,,,
603155_2026-06-12,2026-06-12,603155,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603155_2026-06-12,2026-06-12,603155,unchanged,,,,
603186_2026-06-10,2026-06-12,603186,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603186_2026-06-10,2026-06-12,603186,unchanged,,,,
603616_2026-06-10,2026-06-12,603616,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603616_2026-06-10,2026-06-12,603616,unchanged,,,,
603929_2026-06-10,2026-06-12,603929,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603929_2026-06-10,2026-06-12,603929,unchanged,,,,
605006_2026-06-11,2026-06-12,605006,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605006_2026-06-11,2026-06-12,605006,unchanged,,,,
605318_2026-06-11,2026-06-12,605318,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605318_2026-06-11,2026-06-12,605318,unchanged,,,,
605589_2026-06-11,2026-06-12,605589,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605589_2026-06-11,2026-06-12,605589,unchanged,,,,
000029_2026-06-11,2026-06-15,000029,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000029_2026-06-11,2026-06-15,000029,unchanged,,,,
000048_2026-06-12,2026-06-15,000048,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000048_2026-06-12,2026-06-15,000048,unchanged,,,,
002119_2026-06-12,2026-06-15,002119,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002119_2026-06-12,2026-06-15,002119,unchanged,,,,
002165_2026-06-12,2026-06-15,002165,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002165_2026-06-12,2026-06-15,002165,unchanged,,,,
002203_2026-06-15,2026-06-15,002203,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002203_2026-06-15,2026-06-15,002203,unchanged,,,,
002409_2026-06-12,2026-06-15,002409,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002409_2026-06-12,2026-06-15,002409,unchanged,,,,
002636_2026-06-11,2026-06-15,002636,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002636_2026-06-11,2026-06-15,002636,unchanged,,,,
002669_2026-06-11,2026-06-15,002669,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002669_2026-06-11,2026-06-15,002669,unchanged,,,,
003026_2026-06-11,2026-06-15,003026,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
003026_2026-06-11,2026-06-15,003026,unchanged,,,,
600067_2026-06-15,2026-06-15,600067,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600067_2026-06-15,2026-06-15,600067,unchanged,,,,
600178_2026-06-12,2026-06-15,600178,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600178_2026-06-12,2026-06-15,600178,unchanged,,,,
600378_2026-06-12,2026-06-15,600378,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600378_2026-06-12,2026-06-15,600378,unchanged,,,,
600665_2026-06-12,2026-06-15,600665,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600665_2026-06-12,2026-06-15,600665,unchanged,,,,
603014_2026-06-15,2026-06-15,603014,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603014_2026-06-15,2026-06-15,603014,unchanged,,,,
603065_2026-06-11,2026-06-15,603065,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603065_2026-06-11,2026-06-15,603065,unchanged,,,,
603155_2026-06-12,2026-06-15,603155,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603155_2026-06-12,2026-06-15,603155,unchanged,,,,
605006_2026-06-11,2026-06-15,605006,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605006_2026-06-11,2026-06-15,605006,unchanged,,,,
605318_2026-06-11,2026-06-15,605318,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605318_2026-06-11,2026-06-15,605318,unchanged,,,,
000506_2026-06-16,2026-06-16,000506,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000506_2026-06-16,2026-06-16,000506,unchanged,,,,
000510_2026-06-16,2026-06-16,000510,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000510_2026-06-16,2026-06-16,000510,unchanged,,,,
001359_2026-06-16,2026-06-16,001359,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
001359_2026-06-16,2026-06-16,001359,unchanged,,,,
002119_2026-06-12,2026-06-16,002119,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002119_2026-06-12,2026-06-16,002119,unchanged,,,,
002165_2026-06-12,2026-06-16,002165,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002165_2026-06-12,2026-06-16,002165,unchanged,,,,
002203_2026-06-15,2026-06-16,002203,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002203_2026-06-15,2026-06-16,002203,unchanged,,,,
002409_2026-06-12,2026-06-16,002409,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002409_2026-06-12,2026-06-16,002409,unchanged,,,,
600067_2026-06-15,2026-06-16,600067,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600067_2026-06-15,2026-06-16,600067,unchanged,,,,
600178_2026-06-12,2026-06-16,600178,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600178_2026-06-12,2026-06-16,600178,unchanged,,,,
600378_2026-06-12,2026-06-16,600378,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600378_2026-06-12,2026-06-16,600378,unchanged,,,,
600665_2026-06-12,2026-06-16,600665,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600665_2026-06-12,2026-06-16,600665,unchanged,,,,
601696_2026-06-16,2026-06-16,601696,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
601696_2026-06-16,2026-06-16,601696,unchanged,,,,
601958_2026-06-16,2026-06-16,601958,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
601958_2026-06-16,2026-06-16,601958,unchanged,,,,
603014_2026-06-15,2026-06-16,603014,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603014_2026-06-15,2026-06-16,603014,unchanged,,,,
603155_2026-06-12,2026-06-16,603155,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603155_2026-06-12,2026-06-16,603155,unchanged,,,,
603335_2026-06-16,2026-06-16,603335,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603335_2026-06-16,2026-06-16,603335,unchanged,,,,
603738_2026-06-16,2026-06-16,603738,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603738_2026-06-16,2026-06-16,603738,unchanged,,,,
000506_2026-06-16,2026-06-17,000506,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000506_2026-06-16,2026-06-17,000506,unchanged,,,,
000510_2026-06-16,2026-06-17,000510,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000510_2026-06-16,2026-06-17,000510,unchanged,,,,
001359_2026-06-16,2026-06-17,001359,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
001359_2026-06-16,2026-06-17,001359,unchanged,,,,
002051_2026-06-17,2026-06-17,002051,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002051_2026-06-17,2026-06-17,002051,unchanged,,,,
002203_2026-06-15,2026-06-17,002203,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002203_2026-06-15,2026-06-17,002203,unchanged,,,,
002515_2026-06-17,2026-06-17,002515,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002515_2026-06-17,2026-06-17,002515,unchanged,,,,
002552_2026-06-17,2026-06-17,002552,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002552_2026-06-17,2026-06-17,002552,unchanged,,,,
002585_2026-06-17,2026-06-17,002585,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002585_2026-06-17,2026-06-17,002585,unchanged,,,,
002806_2026-06-17,2026-06-17,002806,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002806_2026-06-17,2026-06-17,002806,unchanged,,,,
002824_2026-06-17,2026-06-17,002824,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002824_2026-06-17,2026-06-17,002824,unchanged,,,,
002851_2026-06-17,2026-06-17,002851,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002851_2026-06-17,2026-06-17,002851,unchanged,,,,
002990_2026-06-17,2026-06-17,002990,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002990_2026-06-17,2026-06-17,002990,unchanged,,,,
600067_2026-06-15,2026-06-17,600067,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600067_2026-06-15,2026-06-17,600067,unchanged,,,,
600545_2026-06-17,2026-06-17,600545,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600545_2026-06-17,2026-06-17,600545,unchanged,,,,
600549_2026-06-17,2026-06-17,600549,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600549_2026-06-17,2026-06-17,600549,unchanged,,,,
600703_2026-06-17,2026-06-17,600703,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
600703_2026-06-17,2026-06-17,600703,unchanged,,,,
601179_2026-06-17,2026-06-17,601179,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
601179_2026-06-17,2026-06-17,601179,unchanged,,,,
601696_2026-06-16,2026-06-17,601696,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
601696_2026-06-16,2026-06-17,601696,unchanged,,,,
601958_2026-06-16,2026-06-17,601958,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
601958_2026-06-16,2026-06-17,601958,unchanged,,,,
603014_2026-06-15,2026-06-17,603014,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603014_2026-06-15,2026-06-17,603014,unchanged,,,,
603045_2026-06-17,2026-06-17,603045,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603045_2026-06-17,2026-06-17,603045,unchanged,,,,
603256_2026-06-17,2026-06-17,603256,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603256_2026-06-17,2026-06-17,603256,unchanged,,,,
603335_2026-06-16,2026-06-17,603335,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603335_2026-06-16,2026-06-17,603335,unchanged,,,,
603516_2026-06-17,2026-06-17,603516,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603516_2026-06-17,2026-06-17,603516,unchanged,,,,
603738_2026-06-16,2026-06-17,603738,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
603738_2026-06-16,2026-06-17,603738,unchanged,,,,
605198_2026-06-17,2026-06-17,605198,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605198_2026-06-17,2026-06-17,605198,unchanged,,,,
605289_2026-06-17,2026-06-17,605289,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
605289_2026-06-17,2026-06-17,605289,unchanged,,,,
000506_2026-06-16,2026-06-18,000506,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000506_2026-06-16,2026-06-18,000506,unchanged,,,,
000510_2026-06-16,2026-06-18,000510,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000510_2026-06-16,2026-06-18,000510,unchanged,,,,
000679_2026-06-18,2026-06-18,000679,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000679_2026-06-18,2026-06-18,000679,unchanged,,,,
000777_2026-06-18,2026-06-18,000777,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
000777_2026-06-18,2026-06-18,000777,unchanged,,,,
001359_2026-06-16,2026-06-18,001359,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
001359_2026-06-16,2026-06-18,001359,unchanged,,,,
002051_2026-06-17,2026-06-18,002051,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002051_2026-06-17,2026-06-18,002051,unchanged,,,,
002080_2026-06-18,2026-06-18,002080,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002080_2026-06-18,2026-06-18,002080,unchanged,,,,
002484_2026-06-18,2026-06-18,002484,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002484_2026-06-18,2026-06-18,002484,unchanged,,,,
002515_2026-06-17,2026-06-18,002515,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002515_2026-06-17,2026-06-18,002515,unchanged,,,,
002552_2026-06-17,2026-06-18,002552,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002552_2026-06-17,2026-06-18,002552,unchanged,,,,
002585_2026-06-17,2026-06-18,002585,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002585_2026-06-17,2026-06-18,002585,unchanged,,,,
002741_2026-06-18,2026-06-18,002741,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002741_2026-06-18,2026-06-18,002741,unchanged,,,,
002806_2026-06-17,2026-06-18,002806,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002806_2026-06-17,2026-06-18,002806,unchanged,,,,
002824_2026-06-17,2026-06-18,002824,sample_role_changed,sample_role,v01_candidate,TRAIN_PRIMARY,train_primary_20260601_20260729
002824_2026-06-17,2026-06-18,002824,unchanged,,,,
