event_id,code,name,signal_date,break_date,board_streak_before_break,days_since_break,candidate_status,exclusion_reason,data_quality_reason,v01_candidate_status,sample_role_v02
603061_2026-05-13,603061,金海通,2026-05-13,2026-05-13,2,0,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-13 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
603063_2026-05-12,603063,禾望电气,2026-05-13,2026-05-12,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603150_2026-05-12,603150,万朗磁塑,2026-05-13,2026-05-12,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603186_2026-05-13,603186,华正新材,2026-05-13,2026-05-13,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603211_2026-05-13,603211,晋拓股份,2026-05-13,2026-05-13,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603269_2026-05-13,603269,海鸥股份,2026-05-13,2026-05-13,2,0,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-13 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
603275_2026-05-12,603275,众辰科技,2026-05-13,2026-05-12,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603278_2026-05-11,603278,大业股份,2026-05-13,2026-05-11,3,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-13 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
603303_2026-05-12,603303,得邦照明,2026-05-13,2026-05-12,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603320_2026-05-13,603320,迪贝电气,2026-05-13,2026-05-13,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603331_2026-05-13,603331,百达精工,2026-05-13,2026-05-13,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603373_2026-05-11,603373,安邦护卫,2026-05-13,2026-05-11,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603400_2026-05-11,603400,华之杰,2026-05-13,2026-05-11,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603459_2026-05-12,603459,红板科技,2026-05-13,2026-05-12,3,1,QUALITY_FAILED,insufficient_daily_history,日线起始 2026-04-08 晚于 2026-04-01,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
603499_2026-05-12,603499,翔港科技,2026-05-13,2026-05-12,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603618_2026-05-11,603618,杭电股份,2026-05-13,2026-05-11,3,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-13 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
603636_2026-05-11,603636,南威软件,2026-05-13,2026-05-11,2,2,CANDIDATE,,,CANDIDATE,SENSITIVITY_MAY_COMPLETE
603682_2026-05-13,603682,锦和商管,2026-05-13,2026-05-13,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603688_2026-05-13,603688,石英股份,2026-05-13,2026-05-13,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603738_2026-05-12,603738,泰晶科技,2026-05-13,2026-05-12,3,1,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-13 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
603757_2026-05-12,603757,大元泵业,2026-05-13,2026-05-12,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603773_2026-05-12,603773,沃格光电,2026-05-13,2026-05-12,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603779_2026-04-29,603779,威龙股份,2026-05-13,2026-04-29,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603895_2026-05-13,603895,天永智能,2026-05-13,2026-05-13,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603936_2026-05-12,603936,博敏电子,2026-05-13,2026-05-12,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
605006_2026-05-12,605006,山东玻纤,2026-05-13,2026-05-12,3,1,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-13 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
605055_2026-05-11,605055,迎丰股份,2026-05-13,2026-05-11,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
605086_2026-05-11,605086,龙高股份,2026-05-13,2026-05-11,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
605090_2026-05-12,605090,九丰能源,2026-05-13,2026-05-12,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
605186_2026-05-12,605186,健麾信息,2026-05-13,2026-05-12,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
605189_2026-05-12,605189,富春染织,2026-05-13,2026-05-12,2,1,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-13 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
605198_2026-05-13,605198,安德利,2026-05-13,2026-05-13,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
605255_2026-05-12,605255,天普股份,2026-05-13,2026-05-12,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
605289_2026-05-11,605289,罗曼股份,2026-05-13,2026-05-11,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
605358_2026-05-11,605358,立昂微,2026-05-13,2026-05-11,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
605566_2026-05-11,605566,福莱蒽特,2026-05-13,2026-05-11,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000006_2026-05-13,000006,深振业Ａ,2026-05-14,2026-05-13,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000029_2026-05-13,000029,深深房Ａ,2026-05-14,2026-05-13,2,1,CANDIDATE,,,CANDIDATE,SENSITIVITY_MAY_COMPLETE
000062_2026-05-12,000062,深圳华强,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000425_2026-05-12,000425,徐工机械,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000533_2026-05-14,000533,顺钠股份,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000591_2026-05-13,000591,太阳能,2026-05-14,2026-05-13,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000601_2026-05-14,000601,韶能股份,2026-05-14,2026-05-14,2,0,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
000636_2026-05-12,000636,风华高科,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000672_2026-05-13,000672,上峰材料,2026-05-14,2026-05-13,2,1,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
000712_2026-05-12,000712,锦龙股份,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000720_2026-05-14,000720,新能泰山,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000739_2026-05-12,000739,普洛药业,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000767_2026-05-14,000767,晋控电力,2026-05-14,2026-05-14,2,0,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
000791_2026-05-12,000791,甘肃能源,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000811_2026-05-14,000811,冰轮环境,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000811_2026-05-12,000811,冰轮环境,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000880_2026-05-14,000880,潍柴重机,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000889_2026-05-14,000889,中嘉博创,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000922_2026-05-12,000922,佳电股份,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000925_2026-05-14,000925,众合科技,2026-05-14,2026-05-14,2,0,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
000936_2026-05-14,000936,华西股份,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000950_2026-05-13,000950,重药控股,2026-05-14,2026-05-13,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000993_2026-05-14,000993,闽东电力,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
001207_2026-05-12,001207,联科科技,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
001211_2026-05-13,001211,双枪科技,2026-05-14,2026-05-13,2,1,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
001221_2026-05-12,001221,悍高集团,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
001309_2026-05-14,001309,德明利,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
001313_2026-05-14,001313,粤海饲料,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
001331_2026-05-12,001331,胜通能源,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
001359_2026-05-13,001359,平安电工,2026-05-14,2026-05-13,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
001389_2026-05-12,001389,广合科技,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002008_2026-05-14,002008,大族激光,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002008_2026-05-12,002008,大族激光,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002015_2026-05-14,002015,协鑫能科,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002030_2026-05-12,002030,达安基因,2026-05-14,2026-05-12,2,2,CANDIDATE,,,CANDIDATE,SENSITIVITY_MAY_COMPLETE
002034_2026-05-14,002034,旺能环境,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002066_2026-05-12,002066,瑞泰科技,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002081_2026-05-13,002081,金 螳 螂,2026-05-14,2026-05-13,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002108_2026-05-12,002108,沧州明珠,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002114_2026-05-14,002114,罗平锌电,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002124_2026-05-12,002124,天邦食品,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002179_2026-05-12,002179,中航光电,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002183_2026-05-14,002183,怡 亚 通,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002190_2026-05-13,002190,成飞集成,2026-05-14,2026-05-13,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002254_2026-05-13,002254,泰和新材,2026-05-14,2026-05-13,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002281_2026-05-12,002281,光迅科技,2026-05-14,2026-05-12,2,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
002290_2026-05-14,002290,禾盛新材,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002300_2026-05-13,002300,太阳电缆,2026-05-14,2026-05-13,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002310_2026-05-14,002310,东方新能,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002334_2026-05-12,002334,英威腾,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002346_2026-05-13,002346,柘中股份,2026-05-14,2026-05-13,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002364_2026-05-14,002364,中恒电气,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002375_2026-05-14,002375,亚厦股份,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002396_2026-05-12,002396,星网锐捷,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002409_2026-05-14,002409,雅克科技,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002428_2026-05-13,002428,云南锗业,2026-05-14,2026-05-13,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002454_2026-05-14,002454,松芝股份,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002491_2026-05-13,002491,通鼎互联,2026-05-14,2026-05-13,4,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 4 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002498_2026-05-14,002498,汉缆股份,2026-05-14,2026-05-14,2,0,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
002518_2026-05-14,002518,科士达,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002522_2026-05-13,002522,浙江众成,2026-05-14,2026-05-13,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002552_2026-05-13,002552,宝鼎科技,2026-05-14,2026-05-13,4,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 4 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002560_2026-05-13,002560,通达股份,2026-05-14,2026-05-13,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002585_2026-05-12,002585,双星新材,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002606_2026-05-13,002606,大连电瓷,2026-05-14,2026-05-13,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002623_2026-05-12,002623,亚玛顿,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002628_2026-05-14,002628,成都路桥,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002640_2026-05-12,002640,跨境通,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002654_2026-05-14,002654,万润科技,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002658_2026-05-14,002658,雪迪龙,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002703_2026-05-14,002703,浙江世宝,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002718_2026-05-12,002718,友邦吊顶,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002760_2026-05-14,002760,凤形股份,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002777_2026-05-14,002777,久远银海,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002787_2026-05-13,002787,华源控股,2026-05-14,2026-05-13,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002805_2026-05-14,002805,丰元股份,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002825_2026-05-14,002825,纳尔股份,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002842_2026-05-14,002842,翔鹭钨业,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002843_2026-05-14,002843,泰嘉股份,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002851_2026-05-14,002851,麦格米特,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002865_2026-05-12,002865,钧达股份,2026-05-14,2026-05-12,2,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
002868_2026-05-14,002868,绿康生化,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002885_2026-05-14,002885,京泉华,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002922_2026-05-14,002922,伊戈尔,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002929_2026-05-14,002929,润建股份,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002938_2026-05-14,002938,鹏鼎控股,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002943_2026-05-12,002943,宇晶股份,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002971_2026-05-12,002971,和远气体,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002993_2026-05-14,002993,奥海科技,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
003001_2026-05-14,003001,中岩大地,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
003007_2026-05-14,003007,直真科技,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
003031_2026-05-12,003031,中瓷电子,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600076_2026-05-13,600076,康欣新材,2026-05-14,2026-05-13,3,1,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
600078_2026-05-12,600078,澄星股份,2026-05-14,2026-05-12,2,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
600172_2026-05-14,600172,黄河旋风,2026-05-14,2026-05-14,3,0,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
600183_2026-05-14,600183,生益科技,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600184_2026-05-12,600184,光电股份,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600198_2026-05-12,600198,大唐电信,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600234_2026-05-12,600234,科新发展,2026-05-14,2026-05-12,2,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
600236_2026-05-12,600236,桂冠电力,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600259_2026-05-12,600259,中稀有色,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600330_2026-05-12,600330,天通股份,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600379_2026-05-14,600379,宝光股份,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600379_2026-05-12,600379,宝光股份,2026-05-14,2026-05-12,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600396_2026-05-14,600396,华电辽能,2026-05-14,2026-05-14,3,0,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,QUALITY_FAILED,AUDIT_ONLY_MAY_INCOMPLETE
600475_2026-05-14,600475,华光环能,2026-05-14,2026-05-14,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
