event_id,code,name,signal_date,break_date,board_streak_before_break,days_since_break,candidate_status,exclusion_reason,data_quality_reason,v01_candidate_status,sample_role_v02
002876_2026-06-03,002876,三利谱,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002896_2026-06-03,002896,中大力德,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002897_2026-06-03,002897,意华股份,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002903_2026-06-03,002903,宇环数控,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002925_2026-06-02,002925,盈趣科技,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002933_2026-06-02,002933,新兴装备,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002951_2026-06-03,002951,金时科技,2026-06-04,2026-06-03,2,1,EXCLUDED,still_limit_up,signal_date 本身为涨停日,EXCLUDED,EXCLUDED_QUALITY
002955_2026-06-02,002955,鸿合科技,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002957_2026-06-03,002957,科瑞技术,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002962_2026-06-03,002962,五方光电,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002965_2026-06-04,002965,祥鑫科技,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002975_2026-06-03,002975,博杰股份,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002980_2026-06-03,002980,华盛昌,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002995_2026-06-02,002995,天地在线,2026-06-04,2026-06-02,3,2,CANDIDATE,,,CANDIDATE,TRAIN_PRIMARY
003004_2026-06-02,003004,声迅股份,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
003030_2026-06-02,003030,祖名股份,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
003041_2026-06-02,003041,真爱美家,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600011_2026-06-02,600011,华能国际,2026-06-04,2026-06-02,2,2,CANDIDATE,,,CANDIDATE,TRAIN_PRIMARY
600078_2026-06-04,600078,澄星股份,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600103_2026-06-04,600103,青山纸业,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600105_2026-06-03,600105,永鼎股份,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600114_2026-06-03,600114,东睦股份,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600121_2026-06-04,600121,郑州煤电,2026-06-04,2026-06-04,3,0,CANDIDATE,,,CANDIDATE,TRAIN_PRIMARY
600152_2026-06-02,600152,维科技术,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600156_2026-06-02,600156,华升股份,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600160_2026-06-02,600160,巨化股份,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600162_2026-06-03,600162,香江控股,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600188_2026-06-02,600188,兖矿能源,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600198_2026-06-04,600198,大唐电信,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600280_2026-06-03,600280,中央商场,2026-06-04,2026-06-03,3,1,CANDIDATE,,,CANDIDATE,TRAIN_PRIMARY
600301_2026-06-03,600301,华锡有色,2026-06-04,2026-06-03,2,1,QUALITY_FAILED,missing_minute_data,5min 无 2026-06-04 数据,QUALITY_FAILED,EXCLUDED_QUALITY
600310_2026-06-04,600310,广西能源,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600345_2026-06-03,600345,长江通信,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600360_2026-06-03,600360,华微电子,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600362_2026-06-03,600362,江西铜业,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600396_2026-06-04,600396,华电辽能,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600459_2026-06-03,600459,贵研铂业,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600463_2026-06-02,600463,空港股份,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600487_2026-06-04,600487,亨通光电,2026-06-04,2026-06-04,2,0,CANDIDATE,,,CANDIDATE,TRAIN_PRIMARY
600500_2026-06-03,600500,中化国际,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600503_2026-06-02,600503,华丽家族,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600505_2026-06-04,600505,西昌电力,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600516_2026-06-04,600516,方大炭素,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600539_2026-06-02,600539,狮头股份,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600540_2026-06-02,600540,新赛股份,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600546_2026-06-02,600546,山煤国际,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600578_2026-06-04,600578,京能电力,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600588_2026-06-02,600588,用友网络,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600596_2026-06-04,600596,新安股份,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600596_2026-06-02,600596,新安股份,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600617_2026-06-02,600617,国新能源,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600667_2026-06-03,600667,太极实业,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600679_2026-06-04,600679,上海凤凰,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600683_2026-06-04,600683,京投发展,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600727_2026-06-02,600727,鲁北化工,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600737_2026-06-02,600737,中粮糖业,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600758_2026-06-02,600758,辽宁能源,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600769_2026-06-02,600769,祥龙电业,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600791_2026-06-04,600791,京能置业,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600797_2026-06-02,600797,浙大网新,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600798_2026-06-02,600798,宁波海运,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600841_2026-06-02,600841,动力新科,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600847_2026-06-02,600847,万里股份,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600869_2026-06-03,600869,远东股份,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
600936_2026-06-04,600936,北投科技,2026-06-04,2026-06-04,2,0,CANDIDATE,,,CANDIDATE,TRAIN_PRIMARY
600981_2026-06-02,600981,苏豪汇鸿,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
601001_2026-06-02,601001,晋控煤业,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
601101_2026-06-02,601101,昊华能源,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
601208_2026-06-04,601208,东材科技,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
601231_2026-06-04,601231,环旭电子,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
601686_2026-06-03,601686,友发集团,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
601699_2026-06-02,601699,潞安环能,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
601798_2026-06-04,601798,蓝科高新,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
601869_2026-06-03,601869,长飞光纤,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
601918_2026-06-02,601918,新集能源,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603011_2026-06-02,603011,合锻智能,2026-06-04,2026-06-02,4,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 4 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603039_2026-06-02,603039,泛微网络,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603045_2026-06-03,603045,福达合金,2026-06-04,2026-06-03,2,1,CANDIDATE,,,CANDIDATE,TRAIN_PRIMARY
603065_2026-06-04,603065,宿迁联盛,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603109_2026-06-04,603109,神驰机电,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603120_2026-06-04,603120,肯特催化,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603121_2026-06-02,603121,华培动力,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603138_2026-06-02,603138,海量数据,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603161_2026-06-02,603161,科华控股,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603171_2026-06-02,603171,税友股份,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603193_2026-06-02,603193,润本股份,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603236_2026-06-04,603236,移远通信,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603267_2026-06-03,603267,鸿远电子,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603296_2026-06-02,603296,华勤技术,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603311_2026-06-04,603311,金海高科,2026-06-04,2026-06-04,2,0,CANDIDATE,,,CANDIDATE,TRAIN_PRIMARY
603319_2026-06-04,603319,美湖股份,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603341_2026-06-02,603341,龙旗科技,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603344_2026-06-02,603344,星德胜,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603373_2026-06-03,603373,安邦护卫,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603407_2026-06-02,603407,长裕集团,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603533_2026-06-02,603533,掌阅科技,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603598_2026-06-02,603598,引力传媒,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603656_2026-06-04,603656,泰禾智能,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603663_2026-06-04,603663,三祥新材,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603678_2026-06-03,603678,火炬电子,2026-06-04,2026-06-03,2,1,CANDIDATE,,,CANDIDATE,TRAIN_PRIMARY
603687_2026-06-03,603687,大胜达,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603725_2026-06-02,603725,天安新材,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603773_2026-06-02,603773,沃格光电,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603778_2026-06-02,603778,国晟科技,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603808_2026-06-02,603808,歌力思,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603819_2026-06-02,603819,神力股份,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603823_2026-06-02,603823,百合花,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603877_2026-06-02,603877,太平鸟,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603886_2026-06-04,603886,元祖股份,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603890_2026-06-03,603890,春秋电子,2026-06-04,2026-06-03,3,1,CANDIDATE,,,CANDIDATE,TRAIN_PRIMARY
603938_2026-06-04,603938,三孚股份,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603991_2026-06-02,603991,领先股份,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
603997_2026-06-03,603997,继峰股份,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
605018_2026-06-04,605018,长华集团,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
605288_2026-06-03,605288,凯迪股份,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
605298_2026-06-02,605298,必得科技,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
605303_2026-06-04,605303,园林股份,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
605398_2026-06-02,605398,新炬网络,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
605555_2026-06-04,605555,德昌股份,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
605566_2026-06-02,605566,福莱蒽特,2026-06-04,2026-06-02,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
605580_2026-06-04,605580,恒盛能源,2026-06-04,2026-06-04,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
605589_2026-06-03,605589,圣泉集团,2026-06-04,2026-06-03,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000055_2026-06-03,000055,方大集团,2026-06-05,2026-06-03,2,2,CANDIDATE,,,CANDIDATE,TRAIN_PRIMARY
000062_2026-06-03,000062,深圳华强,2026-06-05,2026-06-03,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000518_2026-06-04,000518,四环生物,2026-06-05,2026-06-04,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000536_2026-06-05,000536,华映科技,2026-06-05,2026-06-05,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000586_2026-06-03,000586,汇源通信,2026-06-05,2026-06-03,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000601_2026-06-03,000601,韶能股份,2026-06-05,2026-06-03,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000670_2026-06-05,000670,盈方微,2026-06-05,2026-06-05,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000700_2026-06-04,000700,模塑科技,2026-06-05,2026-06-04,2,1,CANDIDATE,,,CANDIDATE,TRAIN_PRIMARY
000718_2026-06-05,000718,苏宁环球,2026-06-05,2026-06-05,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000725_2026-06-05,000725,京东方Ａ,2026-06-05,2026-06-05,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000733_2026-06-05,000733,振华科技,2026-06-05,2026-06-05,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000881_2026-06-04,000881,中广核技,2026-06-05,2026-06-04,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
000960_2026-06-03,000960,锡业股份,2026-06-05,2026-06-03,1,2,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
001210_2026-06-03,001210,金房能源,2026-06-05,2026-06-03,2,2,CANDIDATE,,,CANDIDATE,TRAIN_PRIMARY
001212_2026-06-04,001212,中旗新材,2026-06-05,2026-06-04,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
001223_2026-06-04,001223,欧克科技,2026-06-05,2026-06-04,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
001259_2026-06-04,001259,利仁科技,2026-06-05,2026-06-04,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
001278_2026-06-04,001278,一彬科技,2026-06-05,2026-06-04,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
001309_2026-06-05,001309,德明利,2026-06-05,2026-06-05,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
001326_2026-06-04,001326,联域股份,2026-06-05,2026-06-04,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
001376_2026-06-05,001376,百通能源,2026-06-05,2026-06-05,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
001896_2026-06-05,001896,豫能控股,2026-06-05,2026-06-05,2,0,CANDIDATE,,,CANDIDATE,TRAIN_PRIMARY
002023_2026-06-04,002023,海特高新,2026-06-05,2026-06-04,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002046_2026-06-04,002046,国机精工,2026-06-05,2026-06-04,1,1,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002051_2026-06-05,002051,中工国际,2026-06-05,2026-06-05,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
002072_2026-06-05,002072,凯瑞德,2026-06-05,2026-06-05,1,0,EXCLUDED,not_two_or_three_board,"断板前连板长度 1 不在 {2,3}",EXCLUDED,EXCLUDED_QUALITY
