factor,bucket,record_count,success_count,failed_count,missed_count,ordinary_count,data_issue_count,success_rate,failed_rate,missed_rate,avg_d3_realized_return_pct,median_d3_realized_return_pct,avg_candidate_d3_max_return_pct,avg_d3_max_return_pct,avg_d3_close_return_pct
active_money_score,50-60,406,8,22,145,231,0,0.019704433497536946,0.054187192118226604,0.35714285714285715,-0.629262920584383,-0.151453967818177,6.460375505548905,4.875250037189604,-0.93177198160807
active_money_score,60-70,576,14,22,203,337,0,0.024305555555555556,0.03819444444444445,0.3524305555555556,0.8996839185657558,2.03727390768238,6.139984320740169,6.071348092423837,0.5613672377992714
active_money_score,70-80,488,22,18,153,287,8,0.045081967213114756,0.036885245901639344,0.3135245901639344,3.109560256283674,7.0,5.945534949961666,8.129432956228044,4.046375771417678
active_money_score,<=50,617,10,20,254,333,0,0.01620745542949757,0.03241491085899514,0.41166936790923825,-0.25371245690102867,-0.6627454840940572,6.967538959409268,5.5100042703103576,0.31079747635928867
active_money_score,>80,875,9,17,303,544,2,0.010285714285714285,0.019428571428571427,0.3462857142857143,0.35429452393204053,0.42748281754013684,5.629603780198441,5.3363527445827055,-1.108750985287302
allowed_bool,False,2441,0,0,918,1513,10,0.0,0.0,0.37607537894305615,,,6.144969936002534,,
allowed_bool,True,521,63,99,140,219,0,0.12092130518234165,0.19001919385796545,0.2687140115163148,0.8610705408480548,1.5482969278820757,6.312080467614955,6.136102778768697,0.8309104360651087
candidate_d3_close_return_pct,,10,0,0,0,0,10,0.0,0.0,0.0,,,,,
candidate_d3_close_return_pct,0-3,419,12,18,99,290,0,0.028639618138424822,0.04295942720763723,0.23627684964200477,3.6136427552642574,2.984847128918211,5.519512728821243,5.996970887293169,1.406073973689162
candidate_d3_close_return_pct,3-7,442,14,10,264,154,0,0.03167420814479638,0.02262443438914027,0.5972850678733032,5.166161351594089,7.0,8.323379856646518,7.791993723883242,4.135407796405828
candidate_d3_close_return_pct,7-10,223,9,0,214,0,0,0.04035874439461883,0.0,0.9596412556053812,7.0,7.0,11.325461142184885,10.700456380444837,8.024968314639649
candidate_d3_close_return_pct,<=0,1501,9,71,133,1288,0,0.005996002664890073,0.04730179880079947,0.08860759493670886,-3.6112965934850125,-3.5537171720133873,2.376779687191444,2.7026209168304636,-4.667161693038226
candidate_d3_close_return_pct,>10,367,19,0,348,0,0,0.051771117166212535,0.0,0.9482288828337875,7.0,7.0,16.736463114043868,16.558836494636605,15.490721312075479
candidate_d3_max_return_pct,,10,0,0,0,0,10,0.0,0.0,0.0,,,,,
candidate_d3_max_return_pct,0-3,742,0,46,0,696,0,0.0,0.06199460916442048,0.0,-3.941763981106032,-3.2098066308360873,1.602845417136451,1.39049128092127,-3.941763981106032
candidate_d3_max_return_pct,3-7,768,7,34,0,727,0,0.009114583333333334,0.044270833333333336,0.0,-0.3910244001479578,0.2718470467003575,4.882016466855823,5.113812794700757,-1.109769044557527
candidate_d3_max_return_pct,7-10,462,21,7,434,0,0,0.045454545454545456,0.015151515151515152,0.9393939393939394,5.7398556552519215,7.0,8.550709659278201,8.078471013463052,2.637526003761082
candidate_d3_max_return_pct,<=0,321,0,12,0,309,0,0.0,0.037383177570093455,0.0,-5.73911559939377,-5.915567202961974,-1.271876756542884,-0.6591679611828725,-5.73911559939377
candidate_d3_max_return_pct,>10,659,35,0,624,0,0,0.05311077389984825,0.0,0.9468892261001517,7.0,7.0,14.7893178577432,14.346644394647102,10.184223533934246
consecutive_boards,<=50,2962,63,99,1058,1732,10,0.021269412559081703,0.033423362592842676,0.3571910871033086,0.8610705408480548,1.5482969278820757,6.174463359772882,6.136102778768697,0.8309104360651087
daily_rank,,2704,0,0,1010,1684,10,0.0,0.0,0.3735207100591716,,,6.1166874693998645,,
daily_rank,1,12,2,3,4,3,0,0.16666666666666666,0.25,0.3333333333333333,-1.2655156093490885,0.8856165994132636,8.110913299110633,6.894745106141462,-1.1035789256941109
daily_rank,2,11,2,3,4,2,0,0.18181818181818182,0.2727272727272727,0.36363636363636365,0.2880369861688491,-1.3189042948934748,7.635905834676273,5.775372126645446,-1.5389998002940672
daily_rank,3,9,2,2,3,2,0,0.2222222222222222,0.2222222222222222,0.3333333333333333,1.6017379456982144,4.145592815612095,8.121584442906652,5.882560849829238,0.7931148312918637
daily_rank,>3,226,57,91,37,41,0,0.252212389380531,0.4026548672566372,0.16371681415929204,0.9322558712871162,1.7219079013259364,6.611679697917656,6.129512301332956,0.9773508442386558
days_since_d0,0,1142,0,0,549,583,10,0.0,0.0,0.4807355516637478,,,7.64050193275285,,
days_since_d0,1,698,40,51,202,405,0,0.05730659025787966,0.07306590257879657,0.28939828080229224,1.3598330556728688,2.807775377969768,5.5600605863313,6.493916136170731,1.1171264324729306
days_since_d0,2,490,14,24,146,306,0,0.02857142857142857,0.04897959183673469,0.2979591836734694,0.6847648227871467,0.5160510732634793,5.429425130629393,5.988883126185536,0.6346770280130126
days_since_d0,3,394,9,24,114,247,0,0.02284263959390863,0.06091370558375635,0.2893401015228426,-0.31128617317447843,-0.0687757909215935,5.510031008203282,5.318930999210366,0.2676138855459528
days_since_d0,>3,238,0,0,47,191,0,0.0,0.0,0.19747899159663865,,,3.6372892003091617,,
eligible_for_trade,False,2704,0,0,1010,1684,10,0.0,0.0,0.3735207100591716,,,6.1166874693998645,,
eligible_for_trade,True,258,63,99,48,48,0,0.2441860465116279,0.38372093023255816,0.18604651162790697,0.8610705408480548,1.5482969278820757,6.7777511452958015,6.136102778768697,0.8309104360651087
executed,False,2800,0,0,1058,1732,10,0.0,0.0,0.37785714285714284,,,6.164030950513505,,
executed,True,162,63,99,0,0,0,0.3888888888888889,0.6111111111111112,0.0,0.8610705408480548,1.5482969278820757,6.354132630351061,6.136102778768697,0.8309104360651087
