code,status,daily_source,minute_source,from_cache,daily_rows,daily_history_rows,daily_required_days,minute_rows,minute_trade_days,minute_target_days,minute_required_days,daily_start,daily_end,minute_start,minute_end,daily_ma_coverage_ok,missing_latest_daily_ma,missing_daily_amount_count,missing_daily_volume_count,missing_minute_amount_count,missing_minute_volume_count,zero_minute_volume_count,daily_minute_close_matched_days,daily_minute_close_max_abs_diff,daily_minute_close_check_ok,warnings,error,name,trade_date,d0_date
000032,ok,cache,sina_5m,False,40,180,180,1586,34,40.0,20,2026-04-17 00:00:00,2026-06-16 00:00:00,2026-04-27 14:55:00,2026-06-16 15:00:00,True,,6,0,0,0,0,34,0.0,True,,,深桑达Ａ,2026-06-16,2026-06-16
000099,ok,cache,sina_5m,False,40,180,180,1586,34,40.0,20,2026-04-17 00:00:00,2026-06-16 00:00:00,2026-04-27 14:55:00,2026-06-16 15:00:00,True,,6,0,0,0,0,34,0.0,True,,,中信海直,2026-06-16,2026-06-12
000151,ok,cache,sina_5m,False,40,180,180,1586,34,40.0,20,2026-04-17 00:00:00,2026-06-16 00:00:00,2026-04-27 14:55:00,2026-06-16 15:00:00,True,,6,0,0,0,0,34,0.0,True,,,中成股份,2026-06-16,2026-06-12
000506,ok,cache,sina_5m,False,40,180,180,1586,34,40.0,20,2026-04-17 00:00:00,2026-06-16 00:00:00,2026-04-27 14:55:00,2026-06-16 15:00:00,True,,6,0,0,0,0,34,0.0,True,,,招金黄金,2026-06-16,2026-06-15
000510,ok,cache,sina_5m,False,40,180,180,1586,34,40.0,20,2026-04-17 00:00:00,2026-06-16 00:00:00,2026-04-27 14:55:00,2026-06-16 15:00:00,True,,6,0,0,0,0,34,0.0,True,,,新金路,2026-06-16,2026-06-15
000547,ok,cache,sina_5m,False,40,180,180,1586,34,40.0,20,2026-04-17 00:00:00,2026-06-16 00:00:00,2026-04-27 14:55:00,2026-06-16 15:00:00,True,,6,0,0,0,0,34,0.0,True,,,航天发展,2026-06-16,2026-06-12
000630,ok,cache,sina_5m,False,40,180,180,1586,34,40.0,20,2026-04-17 00:00:00,2026-06-16 00:00:00,2026-04-27 14:55:00,2026-06-16 15:00:00,True,,6,0,0,0,0,34,0.0,True,,,铜陵有色,2026-06-16,2026-06-12
000737,ok,cache,sina_5m,False,40,180,180,1586,34,40.0,20,2026-04-17 00:00:00,2026-06-16 00:00:00,2026-04-27 14:55:00,2026-06-16 15:00:00,True,,6,0,0,0,0,34,0.0,True,,,北方铜业,2026-06-16,2026-06-12
000751,ok,cache,sina_5m,False,40,180,180,1586,34,40.0,20,2026-04-17 00:00:00,2026-06-16 00:00:00,2026-04-27 14:55:00,2026-06-16 15:00:00,True,,6,0,0,0,0,34,0.0,True,,,锌业股份,2026-06-16,2026-06-12
000758,ok,cache,sina_5m,False,40,180,180,1586,34,40.0,20,2026-04-17 00:00:00,2026-06-16 00:00:00,2026-04-27 14:55:00,2026-06-16 15:00:00,True,,6,0,0,0,0,34,0.0,True,,,中色股份,2026-06-16,2026-06-12
000759,ok,cache,sina_5m,False,40,180,180,1586,34,40.0,20,2026-04-17 00:00:00,2026-06-16 00:00:00,2026-04-27 14:55:00,2026-06-16 15:00:00,True,,6,0,0,0,0,34,0.0,True,,,中百集团,2026-06-16,2026-06-12
