code,status,daily_source,minute_source,from_cache,daily_rows,daily_history_rows,daily_required_days,minute_rows,minute_trade_days,minute_target_days,minute_required_days,daily_start,daily_end,minute_start,minute_end,daily_ma_coverage_ok,missing_latest_daily_ma,missing_daily_amount_count,missing_daily_volume_count,missing_minute_amount_count,missing_minute_volume_count,zero_minute_volume_count,daily_minute_close_matched_days,daily_minute_close_max_abs_diff,daily_minute_close_check_ok,warnings,error,name,trade_date,d0_date
000534,ok,cache,sina_5m,False,40,180,180,1730,37,40.0,20,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-27 14:55:00,2026-06-22 15:00:00,True,,3,0,0,0,0,37,0.0,True,,,万泽股份,2026-06-22,2026-06-18
000608,ok,cache,sina_5m,False,40,180,180,1730,37,40.0,20,2026-04-21 00:00:00,2026-06-22 00:00:00,2026-04-24 14:55:00,2026-06-22 15:00:00,True,,3,0,0,0,0,37,0.0,True,,,阳光股份,2026-06-22,2026-06-18
000657,ok,cache,sina_5m,False,40,180,180,1730,37,40.0,20,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-27 14:55:00,2026-06-22 15:00:00,True,,3,0,0,0,0,37,0.0,True,,,中钨高新,2026-06-22,2026-06-22
000811,ok,cache,sina_5m,False,40,180,180,1730,37,40.0,20,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-27 14:55:00,2026-06-22 15:00:00,True,,3,0,0,0,0,37,0.0,True,,,冰轮环境,2026-06-22,2026-06-22
000839,ok,cache,sina_5m,False,40,180,180,1730,37,40.0,20,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-27 14:55:00,2026-06-22 15:00:00,True,,3,0,0,0,0,37,0.0,True,,,国安股份,2026-06-22,2026-06-18
000889,ok,cache,sina_5m,False,40,180,180,1730,37,40.0,20,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-27 14:55:00,2026-06-22 15:00:00,True,,3,0,0,0,0,37,0.0,True,,,中嘉博创,2026-06-22,2026-06-18
001216,ok,cache,sina_5m,False,40,180,180,1730,37,40.0,20,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-27 14:55:00,2026-06-22 15:00:00,True,,3,0,0,0,0,37,0.0,True,,,华瓷股份,2026-06-22,2026-06-18
001296,failed,cache,sina_5m,False,40,180,180,1730,37,40.0,20,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-27 14:55:00,2026-06-22 15:00:00,True,,3,0,0,0,0,37,0.05000000000000071,False,"daily/minute close cross-check failed: matched=37, max_diff=0.05000000000000071","001296 data quality check failed: daily/minute close cross-check failed: matched=37, max_diff=0.05000000000000071",长江材料,2026-06-22,2026-06-22
001339,ok,cache,sina_5m,False,40,180,180,1730,37,40.0,20,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-27 14:55:00,2026-06-22 15:00:00,True,,3,0,0,0,0,37,0.0,True,,,智微智能,2026-06-22,2026-06-18
001365,failed,,,False,0,0,0,0,0,,0,,,,,False,,0,0,0,0,0,0,,False,,001365 missing required daily moving averages on latest row: ma30,天海电子,2026-06-22,2026-06-18
002068,ok,cache,sina_5m,False,40,180,180,1730,37,40.0,20,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-27 14:55:00,2026-06-22 15:00:00,True,,3,0,0,0,0,37,0.0,True,,,黑猫股份,2026-06-22,2026-06-22
002141,ok,cache,sina_5m,False,40,180,180,1730,37,40.0,20,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-27 14:55:00,2026-06-22 15:00:00,True,,3,0,0,0,0,37,0.0,True,,,贤丰控股,2026-06-22,2026-06-18
002158,ok,cache,sina_5m,False,40,180,180,1730,37,40.0,20,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-27 14:55:00,2026-06-22 15:00:00,True,,3,0,0,0,0,37,0.0,True,,,汉钟精机,2026-06-22,2026-06-18
002159,ok,cache,sina_5m,False,40,180,180,1730,37,40.0,20,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-27 14:55:00,2026-06-22 15:00:00,True,,3,0,0,0,0,37,0.0,True,,,三特索道,2026-06-22,2026-06-18
002167,ok,cache,sina_5m,False,40,180,180,1730,37,40.0,20,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-27 14:55:00,2026-06-22 15:00:00,True,,3,0,0,0,0,37,0.0,True,,,东方锆业,2026-06-22,2026-06-22
002203,ok,cache,sina_5m,False,40,180,180,1730,37,40.0,20,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-27 14:55:00,2026-06-22 15:00:00,True,,3,0,0,0,0,37,0.0,True,,,海亮股份,2026-06-22,2026-06-18
002281,ok,cache,sina_5m,False,40,180,180,1730,37,40.0,20,2026-04-22 00:00:00,2026-06-22 00:00:00,2026-04-27 14:55:00,2026-06-22 15:00:00,True,,3,0,0,0,0,37,0.0,True,,,光迅科技,2026-06-22,2026-06-18
