code,status,daily_source,minute_source,from_cache,daily_rows,daily_history_rows,daily_required_days,minute_rows,minute_trade_days,minute_target_days,minute_required_days,daily_start,daily_end,minute_start,minute_end,daily_ma_coverage_ok,missing_latest_daily_ma,missing_daily_amount_count,missing_daily_volume_count,missing_minute_amount_count,missing_minute_volume_count,zero_minute_volume_count,daily_minute_close_matched_days,daily_minute_close_max_abs_diff,daily_minute_close_check_ok,warnings,error,name,trade_date,d0_date
000032,ok,cache,sina_5m,False,40,180,180,1538,33,40.0,20,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-27 14:55:00,2026-06-15 15:00:00,True,,7,0,0,0,0,33,0.0,True,,,深桑达Ａ,2026-06-15,2026-06-15
000048,ok,cache,sina_5m,False,40,180,180,1538,33,40.0,20,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-27 14:55:00,2026-06-15 15:00:00,True,,7,0,0,0,0,33,0.0,True,,,京基智农,2026-06-15,2026-06-11
000510,ok,cache,sina_5m,False,40,180,180,1538,33,40.0,20,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-27 14:55:00,2026-06-15 15:00:00,True,,7,0,0,0,0,33,0.0,True,,,新金路,2026-06-15,2026-06-15
000631,ok,cache,sina_5m,False,40,180,180,1538,33,40.0,20,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-27 14:55:00,2026-06-15 15:00:00,True,,7,0,0,0,0,33,0.0,True,,,顺发恒能,2026-06-15,2026-06-11
000688,ok,cache,sina_5m,False,40,180,180,1538,33,40.0,20,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-27 14:55:00,2026-06-15 15:00:00,True,,7,0,0,0,0,33,0.0,True,,,国城矿业,2026-06-15,2026-06-11
000921,ok,cache,sina_5m,False,40,180,180,1538,33,40.0,20,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-27 14:55:00,2026-06-15 15:00:00,True,,7,0,0,0,0,33,0.0,True,,,海信家电,2026-06-15,2026-06-11
001257,failed,tencent_daily,sina_5m,False,40,51,180,1538,33,40.0,20,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-27 14:55:00,2026-06-15 15:00:00,True,,7,0,0,0,0,33,0.0,True,daily history rows 51 < required 180,001257 data quality check failed: daily history rows 51 < required 180,盛龙股份,2026-06-15,2026-06-15
001268,ok,cache,sina_5m,False,40,180,180,1538,33,40.0,20,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-27 14:55:00,2026-06-15 15:00:00,True,,7,0,0,0,0,33,0.0,True,,,联合精密,2026-06-15,2026-06-11
001696,ok,cache,sina_5m,False,40,180,180,1538,33,40.0,20,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-27 14:55:00,2026-06-15 15:00:00,True,,7,0,0,0,0,33,0.0,True,,,宗申动力,2026-06-15,2026-06-12
002119,ok,cache,sina_5m,False,40,180,180,1538,33,40.0,20,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-27 14:55:00,2026-06-15 15:00:00,True,,7,0,0,0,0,33,0.0,True,,,康强电子,2026-06-15,2026-06-11
002165,ok,cache,sina_5m,False,40,180,180,1538,33,40.0,20,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-27 14:55:00,2026-06-15 15:00:00,True,,7,0,0,0,0,33,0.0,True,,,红 宝 丽,2026-06-15,2026-06-11
002203,ok,cache,sina_5m,False,40,180,180,1538,33,40.0,20,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-27 14:55:00,2026-06-15 15:00:00,True,,7,0,0,0,0,33,0.0,True,,,海亮股份,2026-06-15,2026-06-12
002254,ok,cache,sina_5m,False,40,180,180,1538,33,40.0,20,2026-04-16 00:00:00,2026-06-15 00:00:00,2026-04-27 14:55:00,2026-06-15 15:00:00,True,,7,0,0,0,0,33,0.0,True,,,泰和新材,2026-06-15,2026-06-11
