event_id,code,signal_date,expected_d2_date,expected_d3_date,root_cause,evidence_paths,evidence_summary,recoverable_from_existing_local_data,recommended_recovery_source,confidence,manual_review_required,audit_result
601869_2026-06-24,601869,2026-06-26,2026-06-29,2026-06-30,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-06-29 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\601869_daily.pkl; D2_OPEN@2026-06-29 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\601869_daily.pkl; D3_HIGH@2026-06-30 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\601869_daily.pkl; D3_CLOSE@2026-06-30 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\601869_daily.pkl,D2_OPEN@2026-06-29 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\601869_daily.pkl; D2_OPEN@2026-06-29 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\601869_daily.pkl; D3_HIGH@2026-06-30 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\601869_daily.pkl; D3_CLOSE@2026-06-30 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\601869_daily.pkl,True,ALTERNATIVE_DAILY_CACHE; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
603938_2026-06-25,603938,2026-06-26,2026-06-29,2026-06-30,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-06-29 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\603938_daily.pkl; D2_OPEN@2026-06-29 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603938_daily.pkl; D3_HIGH@2026-06-30 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603938_daily.pkl; D3_CLOSE@2026-06-30 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603938_daily.pkl,D2_OPEN@2026-06-29 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\603938_daily.pkl; D2_OPEN@2026-06-29 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603938_daily.pkl; D3_HIGH@2026-06-30 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603938_daily.pkl; D3_CLOSE@2026-06-30 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603938_daily.pkl,True,ALTERNATIVE_DAILY_CACHE; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
605580_2026-06-24,605580,2026-06-26,2026-06-29,2026-06-30,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-06-29 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\605580_daily.pkl; D2_OPEN@2026-06-29 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\605580_daily.pkl; D3_HIGH@2026-06-30 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\605580_daily.pkl; D3_CLOSE@2026-06-30 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\605580_daily.pkl,D2_OPEN@2026-06-29 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\605580_daily.pkl; D2_OPEN@2026-06-29 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\605580_daily.pkl; D3_HIGH@2026-06-30 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\605580_daily.pkl; D3_CLOSE@2026-06-30 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\605580_daily.pkl,True,ALTERNATIVE_DAILY_CACHE; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
000823_2026-06-29,000823,2026-06-29,2026-06-30,2026-07-01,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-06-30 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\000823_daily.pkl; D2_OPEN@2026-06-30 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\000823_daily.csv,D2_OPEN@2026-06-30 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\000823_daily.pkl; D2_OPEN@2026-06-30 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\000823_daily.csv,True,OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
002254_2026-06-26,002254,2026-06-29,2026-06-30,2026-07-01,DATA_EXISTS_IN_FORWARD_OR_HOLDOUT_SNAPSHOT,D3_HIGH@2026-06-30 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D3_CLOSE@2026-06-30 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D2_OPEN@2026-06-30 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv,D3_HIGH@2026-06-30 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D3_CLOSE@2026-06-30 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D2_OPEN@2026-06-30 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv,False,,MEDIUM,False,DAILY_FILE_ENDS_AT_D2
002965_2026-06-29,002965,2026-06-29,2026-06-30,2026-07-01,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-06-30 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\002965_daily.pkl; D2_OPEN@2026-06-30 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\002965_daily.csv,D2_OPEN@2026-06-30 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\002965_daily.pkl; D2_OPEN@2026-06-30 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\002965_daily.csv,True,OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
002990_2026-06-26,002990,2026-06-29,2026-06-30,2026-07-01,DATA_EXISTS_IN_FORWARD_OR_HOLDOUT_SNAPSHOT,D3_HIGH@2026-06-30 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D3_CLOSE@2026-06-30 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D2_OPEN@2026-06-30 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv,D3_HIGH@2026-06-30 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D3_CLOSE@2026-06-30 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D2_OPEN@2026-06-30 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv,False,,MEDIUM,False,DAILY_FILE_ENDS_AT_D2
600141_2026-06-26,600141,2026-06-29,2026-06-30,2026-07-01,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D3_HIGH@2026-06-30 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600141_daily.pkl; D3_CLOSE@2026-06-30 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600141_daily.pkl; D2_OPEN@2026-06-30 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600141_daily.pkl; D3_HIGH@2026-07-01 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600141_daily.pkl; D3_CLOSE@2026-07-01 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600141_daily.pkl,D3_HIGH@2026-06-30 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600141_daily.pkl; D3_CLOSE@2026-06-30 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600141_daily.pkl; D2_OPEN@2026-06-30 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600141_daily.pkl; D3_HIGH@2026-07-01 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600141_daily.pkl,True,ALTERNATIVE_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
000823_2026-06-29,000823,2026-06-30,2026-07-01,2026-07-02,DATA_EXISTS_IN_FORWARD_OR_HOLDOUT_SNAPSHOT,D3_HIGH@2026-07-01 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-06-30\history_candidates_2026-06-26_2026-06-30.csv; D3_CLOSE@2026-07-01 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-06-30\history_candidates_2026-06-26_2026-06-30.csv; D2_OPEN@2026-07-01 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-06-30\history_candidates_2026-06-26_2026-06-30.csv,D3_HIGH@2026-07-01 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-06-30\history_candidates_2026-06-26_2026-06-30.csv; D3_CLOSE@2026-07-01 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-06-30\history_candidates_2026-06-26_2026-06-30.csv; D2_OPEN@2026-07-01 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-06-30\history_candidates_2026-06-26_2026-06-30.csv,False,,MEDIUM,False,DAILY_FILE_ENDS_AT_D2
002965_2026-06-29,002965,2026-06-30,2026-07-01,2026-07-02,DATA_EXISTS_IN_FORWARD_OR_HOLDOUT_SNAPSHOT,D3_HIGH@2026-07-01 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-06-30\history_candidates_2026-06-26_2026-06-30.csv; D3_CLOSE@2026-07-01 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-06-30\history_candidates_2026-06-26_2026-06-30.csv; D2_OPEN@2026-07-01 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-06-30\history_candidates_2026-06-26_2026-06-30.csv,D3_HIGH@2026-07-01 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-06-30\history_candidates_2026-06-26_2026-06-30.csv; D3_CLOSE@2026-07-01 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-06-30\history_candidates_2026-06-26_2026-06-30.csv; D2_OPEN@2026-07-01 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-06-30\history_candidates_2026-06-26_2026-06-30.csv,False,,MEDIUM,False,DAILY_FILE_ENDS_AT_D2
001331_2026-07-02,001331,2026-07-02,2026-07-03,2026-07-06,PRIMARY_CACHE_NOT_UPDATED_AFTER_FORWARD,primary daily cache refreshed externally after v0.2.1 build (mtime > build); dates now present,primary daily cache refreshed externally after v0.2.1 build (mtime > build); dates now present,True,PRIMARY_DAILY_CACHE,HIGH,False,CACHE_REFRESHED_EXTERNALLY_AFTER_V021_BUILD
002053_2026-07-02,002053,2026-07-02,2026-07-03,2026-07-06,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\002053_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\002053_daily.csv,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\002053_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\002053_daily.csv,True,OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
002180_2026-06-30,002180,2026-07-02,2026-07-03,2026-07-06,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\002180_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\002180_daily.csv,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\002180_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\002180_daily.csv,True,OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
002638_2026-07-01,002638,2026-07-02,2026-07-03,2026-07-06,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\002638_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\002638_daily.csv,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\002638_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\002638_daily.csv,True,OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
002738_2026-07-02,002738,2026-07-02,2026-07-03,2026-07-06,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\002738_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\002738_daily.csv,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\002738_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\002738_daily.csv,True,OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
003043_2026-07-01,003043,2026-07-02,2026-07-03,2026-07-06,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\003043_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\003043_daily.csv,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\003043_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\003043_daily.csv,True,OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
600363_2026-07-01,600363,2026-07-02,2026-07-03,2026-07-06,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\600363_daily.pkl; D2_OPEN@2026-07-03 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600363_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\600363_daily.csv; D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600363_daily.pkl; D3_CLOSE@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600363_daily.pkl; D2_OPEN@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600363_daily.pkl,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\600363_daily.pkl; D2_OPEN@2026-07-03 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600363_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\600363_daily.csv; D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600363_daily.pkl,True,ALTERNATIVE_DAILY_CACHE; OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
600378_2026-07-01,600378,2026-07-02,2026-07-03,2026-07-06,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\600378_daily.pkl; D2_OPEN@2026-07-03 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600378_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\600378_daily.csv; D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600378_daily.pkl; D3_CLOSE@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600378_daily.pkl; D2_OPEN@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600378_daily.pkl,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\600378_daily.pkl; D2_OPEN@2026-07-03 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600378_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\600378_daily.csv; D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600378_daily.pkl,True,ALTERNATIVE_DAILY_CACHE; OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
600707_2026-07-01,600707,2026-07-02,2026-07-03,2026-07-06,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\600707_daily.pkl; D2_OPEN@2026-07-03 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600707_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\600707_daily.csv; D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600707_daily.pkl; D3_CLOSE@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600707_daily.pkl; D2_OPEN@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600707_daily.pkl,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\600707_daily.pkl; D2_OPEN@2026-07-03 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600707_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\600707_daily.csv; D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600707_daily.pkl,True,ALTERNATIVE_DAILY_CACHE; OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
600783_2026-07-02,600783,2026-07-02,2026-07-03,2026-07-06,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\600783_daily.pkl; D2_OPEN@2026-07-03 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600783_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\600783_daily.csv; D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600783_daily.pkl; D3_CLOSE@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600783_daily.pkl; D2_OPEN@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600783_daily.pkl,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\600783_daily.pkl; D2_OPEN@2026-07-03 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600783_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\600783_daily.csv; D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600783_daily.pkl,True,ALTERNATIVE_DAILY_CACHE; OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
601133_2026-06-30,601133,2026-07-02,2026-07-03,2026-07-06,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\601133_daily.pkl; D2_OPEN@2026-07-03 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\601133_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\601133_daily.csv; D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\601133_daily.pkl; D3_CLOSE@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\601133_daily.pkl,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\601133_daily.pkl; D2_OPEN@2026-07-03 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\601133_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\601133_daily.csv; D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\601133_daily.pkl,True,ALTERNATIVE_DAILY_CACHE; OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
603033_2026-07-01,603033,2026-07-02,2026-07-03,2026-07-06,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\603033_daily.pkl; D2_OPEN@2026-07-03 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603033_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\603033_daily.csv; D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603033_daily.pkl; D3_CLOSE@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603033_daily.pkl; D2_OPEN@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603033_daily.pkl,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\603033_daily.pkl; D2_OPEN@2026-07-03 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603033_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\603033_daily.csv; D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603033_daily.pkl,True,ALTERNATIVE_DAILY_CACHE; OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
