event_id,code,signal_date,expected_d2_date,expected_d3_date,root_cause,evidence_paths,evidence_summary,recoverable_from_existing_local_data,recommended_recovery_source,confidence,manual_review_required,audit_result
603379_2026-07-02,603379,2026-07-02,2026-07-03,2026-07-06,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\603379_daily.pkl; D2_OPEN@2026-07-03 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603379_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\603379_daily.csv; D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603379_daily.pkl; D3_CLOSE@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603379_daily.pkl; D2_OPEN@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603379_daily.pkl,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\603379_daily.pkl; D2_OPEN@2026-07-03 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603379_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\603379_daily.csv; D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603379_daily.pkl,True,ALTERNATIVE_DAILY_CACHE; OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
603650_2026-06-30,603650,2026-07-02,2026-07-03,2026-07-06,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\603650_daily.pkl; D2_OPEN@2026-07-03 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603650_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\603650_daily.csv; D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603650_daily.pkl; D3_CLOSE@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603650_daily.pkl,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\603650_daily.pkl; D2_OPEN@2026-07-03 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603650_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\603650_daily.csv; D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603650_daily.pkl,True,ALTERNATIVE_DAILY_CACHE; OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
603983_2026-07-01,603983,2026-07-02,2026-07-03,2026-07-06,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\603983_daily.pkl; D2_OPEN@2026-07-03 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603983_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\603983_daily.csv; D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603983_daily.pkl; D3_CLOSE@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603983_daily.pkl; D2_OPEN@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603983_daily.pkl,D2_OPEN@2026-07-03 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\603983_daily.pkl; D2_OPEN@2026-07-03 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603983_daily.pkl; D2_OPEN@2026-07-03 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\603983_daily.csv; D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\603983_daily.pkl,True,ALTERNATIVE_DAILY_CACHE; OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
000520_2026-07-03,000520,2026-07-03,2026-07-06,2026-07-07,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-06 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\000520_daily.pkl; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\000520_daily.csv,D2_OPEN@2026-07-06 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\000520_daily.pkl; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\000520_daily.csv,True,OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
000536_2026-07-03,000536,2026-07-03,2026-07-06,2026-07-07,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-06 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\000536_daily.pkl; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\000536_daily.csv,D2_OPEN@2026-07-06 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\000536_daily.pkl; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\000536_daily.csv,True,OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
000601_2026-07-03,000601,2026-07-03,2026-07-06,2026-07-07,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-06 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\000601_daily.pkl; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\000601_daily.csv,D2_OPEN@2026-07-06 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\000601_daily.pkl; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\000601_daily.csv,True,OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
001313_2026-07-03,001313,2026-07-03,2026-07-06,2026-07-07,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-06 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\001313_daily.pkl; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\001313_daily.csv,D2_OPEN@2026-07-06 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\001313_daily.pkl; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\001313_daily.csv,True,OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
001331_2026-07-02,001331,2026-07-03,2026-07-06,2026-07-07,PRIMARY_CACHE_NOT_UPDATED_AFTER_FORWARD,primary daily cache refreshed externally after v0.2.1 build (mtime > build); dates now present,primary daily cache refreshed externally after v0.2.1 build (mtime > build); dates now present,True,PRIMARY_DAILY_CACHE,HIGH,False,CACHE_REFRESHED_EXTERNALLY_AFTER_V021_BUILD
002053_2026-07-02,002053,2026-07-03,2026-07-06,2026-07-07,DATA_EXISTS_IN_FORWARD_OR_HOLDOUT_SNAPSHOT,D3_HIGH@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv; D3_HIGH@2026-07-06 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-02\v005_daily_scored_candidates_2026-07-02.csv; D3_HIGH@2026-07-06 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D3_CLOSE@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv; D3_CLOSE@2026-07-06 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-02\v005_daily_scored_candidates_2026-07-02.csv; D3_CLOSE@2026-07-06 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D2_OPEN@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv; D2_OPEN@2026-07-06 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-02\v005_daily_scored_candidates_2026-07-02.csv; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D3_HIGH@2026-07-07 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-03\v005_daily_scored_candidates_2026-07-03.csv; D3_CLOSE@2026-07-07 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-03\v005_daily_scored_candidates_2026-07-03.csv,D3_HIGH@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv; D3_HIGH@2026-07-06 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-02\v005_daily_scored_candidates_2026-07-02.csv; D3_HIGH@2026-07-06 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D3_CLOSE@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv,False,,MEDIUM,False,DAILY_FILE_ENDS_AT_D2
002458_2026-07-03,002458,2026-07-03,2026-07-06,2026-07-07,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-06 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\002458_daily.pkl; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\002458_daily.csv,D2_OPEN@2026-07-06 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\002458_daily.pkl; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\002458_daily.csv,True,OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
002559_2026-07-03,002559,2026-07-03,2026-07-06,2026-07-07,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-06 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\002559_daily.pkl; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\002559_daily.csv,D2_OPEN@2026-07-06 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\002559_daily.pkl; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\002559_daily.csv,True,OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
002638_2026-07-01,002638,2026-07-03,2026-07-06,2026-07-07,DATA_EXISTS_IN_FORWARD_OR_HOLDOUT_SNAPSHOT,D3_HIGH@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv; D3_HIGH@2026-07-06 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-02\v005_daily_scored_candidates_2026-07-02.csv; D3_HIGH@2026-07-06 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D3_CLOSE@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv; D3_CLOSE@2026-07-06 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-02\v005_daily_scored_candidates_2026-07-02.csv; D3_CLOSE@2026-07-06 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D2_OPEN@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv; D2_OPEN@2026-07-06 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-02\v005_daily_scored_candidates_2026-07-02.csv; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D3_HIGH@2026-07-07 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-03\v005_daily_scored_candidates_2026-07-03.csv; D3_CLOSE@2026-07-07 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-03\v005_daily_scored_candidates_2026-07-03.csv,D3_HIGH@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv; D3_HIGH@2026-07-06 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-02\v005_daily_scored_candidates_2026-07-02.csv; D3_HIGH@2026-07-06 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D3_CLOSE@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv,False,,MEDIUM,False,DAILY_FILE_ENDS_AT_D2
002738_2026-07-02,002738,2026-07-03,2026-07-06,2026-07-07,DATA_EXISTS_IN_FORWARD_OR_HOLDOUT_SNAPSHOT,D3_HIGH@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv; D3_HIGH@2026-07-06 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-02\v005_daily_scored_candidates_2026-07-02.csv; D3_HIGH@2026-07-06 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D3_CLOSE@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv; D3_CLOSE@2026-07-06 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-02\v005_daily_scored_candidates_2026-07-02.csv; D3_CLOSE@2026-07-06 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D2_OPEN@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv; D2_OPEN@2026-07-06 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-02\v005_daily_scored_candidates_2026-07-02.csv; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D3_HIGH@2026-07-07 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-03\v005_daily_scored_candidates_2026-07-03.csv; D3_CLOSE@2026-07-07 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-03\v005_daily_scored_candidates_2026-07-03.csv,D3_HIGH@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv; D3_HIGH@2026-07-06 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-02\v005_daily_scored_candidates_2026-07-02.csv; D3_HIGH@2026-07-06 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D3_CLOSE@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv,False,,MEDIUM,False,DAILY_FILE_ENDS_AT_D2
002826_2026-07-03,002826,2026-07-03,2026-07-06,2026-07-07,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-06 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\002826_daily.pkl; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\002826_daily.csv,D2_OPEN@2026-07-06 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\002826_daily.pkl; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\002826_daily.csv,True,OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
002971_2026-07-03,002971,2026-07-03,2026-07-06,2026-07-07,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D2_OPEN@2026-07-06 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\002971_daily.pkl; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\002971_daily.csv,D2_OPEN@2026-07-06 in PRIMARY_DAILY_CACHE: F:\fenqixuangu\data\cache\daily\002971_daily.pkl; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT: F:\fenqixuangu\data\raw\daily\002971_daily.csv,True,OFFICIAL_DAILY_REPORT; PRIMARY_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
003043_2026-07-01,003043,2026-07-03,2026-07-06,2026-07-07,DATA_EXISTS_IN_FORWARD_OR_HOLDOUT_SNAPSHOT,D3_HIGH@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv; D3_HIGH@2026-07-06 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-02\v005_daily_scored_candidates_2026-07-02.csv; D3_HIGH@2026-07-06 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D3_CLOSE@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv; D3_CLOSE@2026-07-06 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-02\v005_daily_scored_candidates_2026-07-02.csv; D3_CLOSE@2026-07-06 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D2_OPEN@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv; D2_OPEN@2026-07-06 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-02\v005_daily_scored_candidates_2026-07-02.csv; D2_OPEN@2026-07-06 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D3_HIGH@2026-07-07 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-03\v005_daily_scored_candidates_2026-07-03.csv; D3_CLOSE@2026-07-07 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-03\v005_daily_scored_candidates_2026-07-03.csv,D3_HIGH@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv; D3_HIGH@2026-07-06 in FORWARD_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\daily_v005\2026-07-02\v005_daily_scored_candidates_2026-07-02.csv; D3_HIGH@2026-07-06 in OFFICIAL_DAILY_REPORT_HISTORY (minute 口径): F:\fenqixuangu\reports\history_samples\2026-06-26_2026-07-08\history_candidates_2026-06-26_2026-07-08.csv; D3_CLOSE@2026-07-06 in HOLDOUT_SNAPSHOT (minute 口径): F:\fenqixuangu\reports\v005_fixed_grid_holdout_2026-06-26_2026-07-08\v005_fixed_grid_holdout_scored_candidates.csv,False,,MEDIUM,False,DAILY_FILE_ENDS_AT_D2
600363_2026-07-01,600363,2026-07-03,2026-07-06,2026-07-07,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600363_daily.pkl; D3_CLOSE@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600363_daily.pkl; D2_OPEN@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600363_daily.pkl; D3_HIGH@2026-07-07 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600363_daily.pkl; D3_CLOSE@2026-07-07 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600363_daily.pkl,D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600363_daily.pkl; D3_CLOSE@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600363_daily.pkl; D2_OPEN@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600363_daily.pkl; D3_HIGH@2026-07-07 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600363_daily.pkl,True,ALTERNATIVE_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
600378_2026-07-01,600378,2026-07-03,2026-07-06,2026-07-07,DATA_EXISTS_IN_OTHER_LOCAL_DAILY_SOURCE,D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600378_daily.pkl; D3_CLOSE@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600378_daily.pkl; D2_OPEN@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600378_daily.pkl; D3_HIGH@2026-07-07 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600378_daily.pkl; D3_CLOSE@2026-07-07 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600378_daily.pkl,D3_HIGH@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600378_daily.pkl; D3_CLOSE@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600378_daily.pkl; D2_OPEN@2026-07-06 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600378_daily.pkl; D3_HIGH@2026-07-07 in ALTERNATIVE_DAILY_CACHE: F:\fenqixuangu\data\cache\daily_unadjusted\600378_daily.pkl,True,ALTERNATIVE_DAILY_CACHE,HIGH,False,DAILY_FILE_ENDS_AT_D2
